PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 54, filenames: A:[54]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[55]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.286139965,-0.08116602898,1
47,65,1.751896024,-0.4405992031,1
47,97,1.687664866,-2.25420022,1
47,129,1.042368174,-0.5234837532,1
47,161,0.1831665039,0.5903578997,1
47,193,-0.1310602427,0.5163958073,1
47,225,-0.2133241296,1.779083729,1
47,257,-0.1979650855,2.045212746,1
47,289,-1.066230536,2.054800987,1
47,321,0.4385581017,2.865523338,1
47,353,1.450055361,4.597670555,1
47,385,2.131244421,3.989476204,1
47,417,2.506156445,2.924947023,1
47,449,2.29557991,1.460331917,1
47,481,2.964263201,1.748121858,1
47,513,0.4851742983,5.644535542,1
47,545,2.380526066,3.985316753,1
47,577,2.37421751,3.430517435,1
47,609,2.120676756,3.214072227,1
47,641,1.60560298,2.554699898,1
47,673,0.8378567696,2.15965867,1
47,705,0.7577091455,2.029753685,1
47,737,1.021065116,3.518332005,1
47,769,1.796284437,2.554175377,1
47,801,2.198723316,4.947947025,1
47,833,1.13338685,4.469007492,1
47,865,2.347148418,5.211862087,1
47,897,2.576390743,4.931675911,1
47,929,2.651956558,2.904481649,1
47,961,2.430958271,2.632978678,1
47,993,1.765358686,4.322220325,1
47,1025,1.187237024,4.762583256,1
47,1057,0.5676586628,4.260977745,1
47,1089,2.605597019,6.679888725,1
47,1121,2.191570282,6.528475761,1
47,1153,2.335783243,5.275793076,1
47,1185,3.808177471,3.385835409,1
47,1217,3.70923233,2.080084324,1
47,1249,2.303702831,1.868195295,1
47,1281,0.6989732981,1.724562407,1
47,1313,1.306961894,0.631854713,1
47,1345,1.505185127,-0.6358573437,1
47,1377,2.491069078,-0.8578675985,1
47,1409,2.802056074,0.3386497498,1
47,1441,2.382226467,0.6667160988,1
47,1473,3.600700855,1.768196344,1
47,1505,4.386163712,2.010432243,1
47,1537,5.282336712,2.254585028,1
47,1569,5.241082191,2.469302177,1
47,1601,4.625402927,3.07285738,1
47,1633,4.020058632,3.780434132,1
47,1665,3.026473522,2.615992546,1
