PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[10]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
367,577,0.006131551228,-0.2113997638,1
367,609,-0.07505216449,-0.2061104923,1
367,641,-0.2893556952,-0.3180908561,1
367,673,-0.1603175998,-0.007391065359,1
367,705,0.2718849182,-0.04235559702,1
367,737,0.6537142396,-0.4009569585,1
367,769,0.4684351087,-0.3505595922,1
367,801,-0.01192097738,-0.4132024944,1
367,833,-0.2609877884,-0.4851627946,1
367,865,0.06857579201,-0.2269043624,1
367,897,0.5343667865,-0.4441913366,1
367,929,0.07660023868,0.1086301506,1
367,961,-1.20620358,-1.117145777,1
367,993,-2.270210981,-3.503926516,1
367,1025,-3.090923309,-2.775538683,1
367,1057,-3.571269989,-1.825961351,1
367,1089,-1.022721052,0.1758233309,1
367,1121,-1.669778705,-0.6316360235,1
367,1153,-18.73475266,-6.291381836,1
367,1185,-19.48309708,-7.416031361,1
367,1217,-0.6695231199,-1.593660712,1
367,1249,-0.5302783847,-2.338291883,1
367,1281,-1.089624882,-2.550953865,1
367,1313,-1.86201787,-2.178889513,1
367,1345,-2.33430624,-2.033154488,1
367,1377,-1.194147587,-2.596548796,1
367,1409,-0.1230450869,-2.774358988,1
367,1441,-0.726695776,-2.870771646,1
367,1473,-2.123378038,-2.439620733,1
367,1505,-1.893672943,-2.036257744,1
367,1537,-1.430333614,-1.555849552,1
367,1569,-0.6958682537,-1.882952571,1
367,1601,-1.428183913,-3.134080887,1
367,1633,-2.288304567,-1.014088869,1
367,1665,-2.450965643,-0.2070282996,1
367,1697,-2.991350889,0.555859983,1
367,1729,-3.515977621,0.9210671186,1
367,1761,-3.159440756,0.3375425935,1
367,1793,-4.005713463,0.2200586796,1
367,1825,-5.221685886,-0.07184612751,1
367,1857,-4.38156414,-0.01454851031,1
367,1889,-4.701173306,0.668898344,1
367,1921,-2.533177376,0.6217640638,1
367,1953,-2.304162025,-0.435998559,1
367,1985,-3.486993313,-0.4964421391,1
367,2017,-6.131137371,-0.1673229933,1
399,33,-0.02031903714,-0.0542736724,1
399,65,-0.167362541,0.02430171706,1
399,97,-0.2138418555,0.03117147833,1
399,129,-0.0461647138,0.4245128036,1
399,161,0.04853099585,0.4361425936,1
399,193,0.1177135408,0.2601236105,1
399,225,0.006083019078,0.1324960589,1
399,257,-0.3345090449,0.1362179816,1
399,289,-0.3905130029,0.05383968353,1
399,321,-0.1739642024,-0.2993272841,1
399,353,0.03169516474,-0.2606964409,1
399,385,0.0379947722,-0.1511829495,1
399,417,0.1053578109,0.04140295088,1
399,449,-0.1046017855,0.118568331,1
399,481,-0.5869902372,0.1254631877,1
399,513,-0.505633533,0.06851620972,1
399,545,-0.1510269344,-0.0945083648,1
399,577,0.06721653789,-0.1256290674,1
399,609,0.1234798282,-0.1649131328,1
399,641,-0.2927937508,-0.2796052396,1
399,673,-0.180258289,-0.261608094,1
399,705,0.2289753556,-0.253818661,1
399,737,0.4327655733,-0.2300410271,1
399,769,0.08971224725,-0.1815937161,1
399,801,-0.5471206307,-0.4211358726,1
399,833,-0.4626207054,-0.4207455516,1
399,865,0.2092044652,0.02005501837,1
399,897,0.7836045027,-0.1953542233,1
399,929,0.2303423285,0.04277583957,1
399,961,-1.289104462,-1.43171072,1
399,993,-3.288613319,-4.324904919,1
399,1025,-4.345379353,-4.202893257,1
399,1057,-0.3222498894,-0.6846342087,1
399,1089,0.2338244915,-0.2758426666,1
399,1121,0.5566271544,0.07555687428,1
399,1153,-19.52923775,-5.411425591,1
399,1185,-16.14228249,-7.139563084,1
399,1217,-0.850728035,-2.166129112,1
399,1249,-1.465442657,-3.416804314,1
399,1281,-1.500344992,-3.49358654,1
399,1313,-1.338614225,-2.509024858,1
399,1345,-1.327535391,-2.301002979,1
399,1377,-1.236416578,-2.542448521,1
399,1409,-0.7315138578,-2.685827255,1
399,1441,-1.22382021,-3.716634274,1
399,1473,-1.442590356,-3.127980709,1
399,1505,-1.475149155,-2.677877188,1
399,1537,-0.9597920179,-2.058376312,1
399,1569,-0.7410565615,-2.239197969,1
399,1601,-1.772971511,-2.183450699,1
399,1633,-2.532402754,-1.282366395,1
399,1665,-2.945231438,-0.2224984765,1
399,1697,-3.243354321,1.003427267,1
399,1729,-3.571967125,2.057667732,1
399,1761,-3.809761286,0.5867347717,1
399,1793,-3.809232235,-0.3338504434,1
399,1825,-5.63405323,-0.937756896,1
399,1857,-7.063658714,-0.6082459688,1
399,1889,-1.786412239,-0.4705031216,1
399,1921,-1.397824049,-0.3504484594,1
399,1953,-1.780417681,-0.8406258225,1
399,1985,-2.399721622,-0.1021409333,1
399,2017,-5.084816933,0.2315934896,1
431,33,-0.1199231744,0.02070808038,1
431,65,-0.08324331045,0.05561447516,1
431,97,-0.2303503007,0.2126520425,1
431,129,-0.4185836613,0.3103609681,1
431,161,-0.1395335346,0.2294725031,1
431,193,0.2518294454,0.1270850152,1
431,225,0.2123204768,0.1506493092,1
431,257,0.04367975891,0.1114830524,1
431,289,-0.07276828587,0.06547981501,1
431,321,0.03787978366,-0.155352816,1
431,353,0.0478033796,-0.3940434158,1
431,385,-0.02210205793,-0.05212457478,1
431,417,0.1139854789,0.1233930141,1
431,449,0.006825745106,0.08826251328,1
431,481,-0.3021285534,-0.1019937843,1
431,513,-0.393632412,-0.2062604427,1
431,545,-0.2330756187,0.1055910438,1
431,577,-0.01384092122,0.135421887,1
431,609,0.09362325817,0.09850943089,1
431,641,-0.1460142583,-0.138084352,1
431,673,-0.1924413741,-0.3608124852,1
431,705,0.1269230992,-0.2764484882,1
431,737,0.07456181943,-0.403863132,1
431,769,-0.4003210664,-0.2459557056,1
431,801,-0.6300786734,-0.2338576019,1
431,833,-0.4603210092,-0.009743571281,1
431,865,-0.2950319946,0.01791554689,1
431,897,-0.1764949262,0.01041212305,1
431,929,-0.3164174557,0.1119957864,1
431,961,-0.8270881772,-1.065262794,1
431,993,-1.934182644,-3.182780743,1
431,1025,-2.579772711,-4.984209538,1
431,1057,-1.202267408,-3.143520832,1
431,1089,0.1158202291,0.3099553585,1
431,1121,0.5336742401,-0.4353682995,1
431,1153,18.12787056,5.734989643,1
431,1185,-0.8928641081,-0.8054177761,1
431,1217,-1.736034155,-5.450874329,1
431,1249,-2.996601343,-4.140451908,1
431,1281,-1.864184856,-4.197470188,1
431,1313,-1.299634814,-2.972424746,1
431,1345,-1.019122601,-2.489857674,1
431,1377,-0.808408618,15.92530823,1
431,1409,-0.1737781763,-2.763981104,1
431,1441,-1.029903412,-4.816609859,1
431,1473,-1.691210032,-3.97956419,1
431,1505,-3.151007891,-3.35023427,1
431,1537,-2.761449814,-1.953737497,1
431,1569,-1.800098181,-1.376740336,1
431,1601,-2.224415779,-1.649189234,1
431,1633,-2.715847015,-1.379938364,1
431,1665,-3.041091204,-0.1981305182,1
431,1697,-3.255296469,1.401557922,1
431,1729,-3.622803926,1.389877319,1
431,1761,-3.841527462,1.131131411,1
431,1793,-4.375180244,0.4831762314,1
431,1825,-2.938588142,0.2871607244,1
431,1857,-0.09955739975,-0.3143070936,1
431,1889,-2.937355518,-0.3844544291,1
431,1921,-4.264992714,-0.6540780067,1
431,1953,-4.15515089,-0.7762998939,1
431,1985,-3.777079582,-0.2512311041,1
431,2017,-4.93012619,-0.002240300179,1
463,33,-0.04755839705,0.09423054755,1
463,65,0.184787944,-0.03639596701,1
463,97,-0.03951279074,0.1124660373,1
463,129,-0.2356626689,-0.1357855797,1
463,161,0.2080321312,0.00277633965,1
463,193,0.5251373649,0.2931657434,1
463,225,0.5491850376,0.2065464258,1
463,257,0.4363698363,0.1992120594,1
463,289,0.1881377697,0.08293394744,1
463,321,0.08307497203,0.04015580565,1
463,353,0.1749436259,0.310195893,1
463,385,0.1967243552,0.1252304167,1
463,417,0.1808761656,0.2653398216,1
463,449,0.1556036621,0.2170540988,1
463,481,-0.1025657356,-0.1526275277,1
463,513,-0.2354487926,-0.03594654799,1
463,545,-0.2221931815,0.325537622,1
463,577,-0.3002276719,0.4192120433,1
463,609,-0.2665168643,0.4610623121,1
463,641,-0.05143354088,-0.06840670854,1
463,673,-0.08553235233,-0.3043707609,1
463,705,-0.1960294545,-0.1278778613,1
463,737,-0.2415646017,-0.4412467778,1
463,769,-0.3641693294,-0.5203130245,1
463,801,-0.2147220075,-0.1114854813,1
463,833,0.03462052345,0.3276118338,1
463,865,-0.03105238825,0.07816275954,1
463,897,-0.1378534436,-0.02515844628,1
463,929,-10.56652451,-3.583807707,1
463,961,-10.8054409,-4.618911743,1
463,993,-0.3497771025,0.2807868719,1
463,1025,-0.7043247223,-3.029995918,1
463,1057,-0.5463172197,-4.415233612,1
463,1089,-9.295078278,14.45455551,1
463,1121,-0.4257833958,-17.7292614,1
463,1153,-0.5150288939,-0.005479335785,1
463,1185,-1.62177968,-0.7579598427,1
463,1217,0.990480423,-8.73603344,1
463,1249,-2.552799225,-5.124871254,1
463,1281,-1.720508337,-4.512124062,1
463,1313,-1.21949327,-3.45244956,1
463,1345,-1.237483025,-1.477262735,1
463,1377,-8.290003777,-0.4460403919,1
463,1409,-1.098801255,-1.837798595,1
463,1441,-1.525155067,-3.170685291,1
463,1473,-1.832982659,-3.624128103,1
463,1505,-2.523159504,-2.820547342,1
463,1537,-2.955370665,-1.919494033,1
463,1569,-2.351525545,-0.6550499201,1
463,1601,-2.77382946,-1.342075825,1
463,1633,-2.780023098,-1.594259143,1
463,1665,-2.019053698,-0.3286439776,1
463,1697,-2.829213381,1.277088642,1
463,1729,-4.52875042,0.8884003162,1
463,1761,-4.865166664,1.265587568,1
463,1793,-5.005605698,1.130124807,1
463,1825,-7.079662323,1.550881147,1
463,1857,-5.413758755,-1.17360127,1
463,1889,-6.757142067,-0.144305557,1
463,1921,-7.185871124,-0.6473980546,1
463,1953,-6.346939087,-0.04758000374,1
463,1985,-4.97948885,-1.073224902,1
463,2017,-4.015859604,-0.5537917614,1
495,33,-0.00538174808,0.0978358537,1
495,65,0.09315963835,-0.09151855111,1
495,97,-0.009341731668,-0.139400959,1
495,129,0.02202857286,-0.2362778485,1
495,161,0.08041632921,0.07589799166,1
495,193,0.4072605968,0.2637378871,1
495,225,0.6233112812,0.09938376397,1
495,257,0.2925597429,-0.1471809596,1
495,289,-0.1017816588,-0.2026443034,1
495,321,0.05424272269,-0.4084550142,1
495,353,0.3516263366,-0.116656363,1
495,385,0.3244999349,-0.1763777733,1
495,417,0.07706711441,0.03128425032,1
495,449,0.05524056777,0.02594946697,1
495,481,-0.09570027888,-0.03923963755,1
495,513,-0.3023095727,0.1389807612,1
495,545,-0.2901002169,0.3517641127,1
495,577,-0.2337508798,0.3521510363,1
495,609,0.05961158872,0.3327310979,1
495,641,0.16862607,0.04626168311,1
495,673,-0.1156842411,-0.02164722234,1
495,705,-0.2693367004,0.09503742307,1
495,737,-0.5132974386,-0.3408690691,1
495,769,-0.1940723658,-0.7969678044,1
495,801,-0.09713414311,-0.8357892632,1
495,833,-0.02932110429,-0.5059981942,1
495,865,0.05475337803,0.1389768124,1
495,897,0.03553777933,0.02549690008,1
495,929,8.051240921,14.81651211,1
495,961,1.452261329,10.31817245,1
495,993,-0.272831738,1.709333777,1
495,1025,0.5242660046,-1.951426744,1
495,1057,-0.1906160116,-4.226033211,1
495,1089,-0.6546880007,-3.930202484,1
495,1121,-8.737616539,-18.4181118,1
495,1153,-0.5217374563,-0.09078145027,1
495,1185,-1.136857748,-0.6785252094,1
495,1217,-3.470964193,-4.195033073,1
495,1249,-2.874657154,-5.040645123,1
495,1281,-2.170623779,-4.157371998,1
495,1313,-0.3639758825,-1.271404743,1
495,1345,0.3363328576,0.3404607773,1
495,1377,-0.4990741014,-1.82110095,1
495,1409,-0.9175764322,-1.705725193,1
495,1441,-1.474269152,-2.140167236,1
495,1473,-1.601114154,-2.226007938,1
495,1505,-1.921176314,-1.994116545,1
495,1537,-2.380615234,-1.493884087,1
495,1569,-2.501146317,-1.057809711,1
495,1601,-3.035968065,-0.9985995293,1
495,1633,-2.953984022,-20.13422394,1
495,1665,-2.517388821,-0.3809131384,1
495,1697,-3.65553236,0.07759004831,1
495,1729,-4.011920929,0.4695373178,1
495,1761,-4.12836647,0.6408527493,1
495,1793,-4.360873699,1.05803895,1
495,1825,-4.828019619,0.9493564367,1
495,1857,-5.448468685,18.15807533,1
495,1889,-6.412795067,0.2657185197,1
495,1921,-7.099608421,-0.3484733701,1
495,1953,-7.478610992,0.115363121,1
495,1985,-13.23428535,17.74880409,1
495,2017,-2.606326342,-0.7223291397,1
527,33,-0.03532448411,0.0674053207,1
527,65,0.0973033011,0.09976568073,1
527,97,-0.005658693612,0.02076342329,1
527,129,-0.07656841725,0.1010528356,1
527,161,-0.1308038533,0.3559323549,1
527,193,0.03348111361,0.3881104589,1
527,225,0.2654460073,-0.03966414183,1
527,257,0.1739635468,-0.2860666513,1
527,289,-0.3443642259,-0.2736414671,1
527,321,-0.3350251317,-0.4312698543,1
527,353,0.02515325695,-0.1771144271,1
527,385,0.3189883828,-0.007674198598,1
527,417,0.2134773135,-0.01357041299,1
527,449,-0.004634380341,0.07237990201,1
527,481,-0.3460513651,-0.02611960098,1
527,513,-0.4275324345,-0.1904967278,1
527,545,-0.2064939886,0.02882358432,1
527,577,-0.07919542491,0.1940080374,1
527,609,-0.01762598753,0.04512795433,1
527,641,-0.2006748915,-0.1633781046,1
527,673,-0.1315425336,0.1956208944,1
527,705,0.1515391469,0.3771519065,1
527,737,-0.07387686521,-0.1164669693,1
527,769,-0.3744570613,-0.9377124906,1
527,801,-0.1069137156,-1.722109795,1
527,833,-0.2601459026,-1.399282336,1
527,865,-0.2062090635,-0.4756214619,1
527,897,0.02873003483,-0.1706085205,1
527,929,0.1719353497,-0.1521604657,1
527,961,0.5803385973,0.2542587817,1
527,993,0.2964814603,-0.06750333309,1
527,1025,0.3270554245,-1.750523567,1
527,1057,-0.05417859554,-3.186652899,1
527,1089,-0.7440398932,-3.242935181,1
527,1121,-1.403892517,-1.99586916,1
527,1153,0.3243726492,0.2269954681,1
527,1185,0.3515300751,-0.2862467766,1
527,1217,-2.357542515,-1.952857494,1
527,1249,-3.20475626,-4.063554764,1
527,1281,-2.237542629,-3.865755081,1
527,1313,-0.4495209455,-0.7582132816,1
527,1345,-0.2368379831,-0.5717310905,1
527,1377,-0.7996022105,-2.108296871,1
527,1409,-1.3357023,-2.266551971,1
527,1441,-1.549762487,-1.846800089,1
527,1473,-1.724289179,-1.599856615,1
527,1505,-1.94148159,-1.531124115,1
527,1537,-2.112628937,-1.121594906,1
527,1569,-13.19536591,16.02390289,1
527,1601,-5.215370655,-3.472987652,1
527,1633,-4.125472546,0.9041579366,1
527,1665,-3.661182642,1.034584641,1
527,1697,-3.819265842,0.05329933763,1
527,1729,-3.195273161,-0.4673057795,1
527,1761,-3.065575123,0.2640390396,1
527,1793,-3.641821384,1.76239419,1
527,1825,-4.249335289,1.908281326,1
527,1857,-6.517520905,1.475263119,1
527,1889,-6.040421963,1.75983429,1
527,1921,-6.303919792,-0.4163866043,1
527,1953,-6.342712879,-0.2496990263,1
527,1985,-19.73042679,8.493502617,1
527,2017,-23.509552,-0.5991047621,1
559,33,0.2357077599,0.0136246141,1
559,65,0.2604335248,0.1094463766,1
559,97,0.05909342691,0.08239234984,1
559,129,-0.210528329,0.02737935632,1
559,161,-0.08335454762,-0.0084663257,1
559,193,0.0321758613,0.09481941164,1
559,225,-0.008993986994,-0.04104981944,1
559,257,-0.054408703,-0.1254858375,1
559,289,-0.224890247,-0.01163564995,1
559,321,-0.2049207091,-0.2175127566,1
559,353,0.04853156209,0.1078732237,1
559,385,0.1202293038,0.07264366746,1
559,417,0.2668800354,-0.0552425012,1
559,449,0.06392675638,0.1907455325,1
559,481,-0.1423846632,-0.1410831213,1
559,513,-0.2046348453,-0.3597331047,1
559,545,-0.1090329587,-0.254827261,1
559,577,0.04889986292,-0.1080157012,1
559,609,-0.1860495657,0.05036175624,1
559,641,-0.3017175198,-0.005031235516,1
559,673,-0.343372643,0.3200623691,1
559,705,-0.138938427,0.3155026138,1
559,737,0.03121344745,0.2420195937,1
559,769,-0.09784688056,-1.006676197,1
559,801,-0.3854842186,-1.981774688,1
559,833,-0.8037883043,-2.002802849,1
559,865,-1.037981868,-1.447931886,1
559,897,-0.3206838369,-0.6398609877,1
559,929,19.37063408,1.396574497,1
559,961,-2.770369053,-13.65623951,1
559,993,-4.752001762,-18.6540184,1
559,1025,-0.1448625922,-0.5230391026,1
559,1057,-0.2771755457,-2.936263084,1
559,1089,-0.3193861842,-1.641164064,1
559,1121,-0.8898687363,-1.242392421,1
559,1153,-0.2529052496,-0.362477541,1
559,1185,0.118411541,0.8113982677,1
559,1217,-0.2935199738,-0.5466563702,1
559,1249,-0.7405440807,-0.1745233536,1
559,1281,-1.199896574,-0.2630763054,1
559,1313,-0.5721693039,-0.7053232193,1
559,1345,-0.5243519545,-2.089071035,1
559,1377,-0.725137949,-2.050965786,1
559,1409,-1.37149024,-2.138297081,1
559,1441,-1.728883624,-1.662554622,1
559,1473,-1.900652409,-1.249162674,1
559,1505,-0.8684370518,-1.067428589,1
559,1537,-1.041741133,-1.199557185,1
559,1569,-20.14130592,-9.025163651,1
559,1601,-6.531798363,-2.888451815,1
559,1633,-3.235888004,0.9592237473,1
559,1665,-3.249194145,0.6382811069,1
559,1697,-4.098760605,0.6191138029,1
559,1729,-3.963421345,1.068184614,1
559,1761,-3.324281216,0.8388844132,1
559,1793,-3.472703934,2.548864603,1
559,1825,-4.948365211,1.303306818,1
559,1857,-6.242998123,0.9794607759,1
559,1889,-6.294939995,1.271695495,1
559,1921,-6.482253075,0.01997339725,1
559,1953,-5.327543259,0.1124612316,1
559,1985,-3.867012024,1.842011452,1
559,2017,-4.714763165,0.05625547469,1
591,33,0.07112243772,-0.04383330792,1
591,65,0.02783225477,0.117910333,1
591,97,-0.004097029567,0.1829773784,1
591,129,-0.1055301502,0.04359973967,1
591,161,-0.1237197891,-0.3113185763,1
591,193,-0.03715566546,-0.3090723157,1
591,225,-0.2157208025,-0.1950253248,1
591,257,-0.3288344145,-0.1438649148,1
591,289,-0.1810316741,0.05189840496,1
591,321,0.1735843569,-0.1553613245,1
591,353,0.3352702856,0.03189972043,1
591,385,0.3219443858,0.02180870622,1
591,417,0.3590593338,-0.09699521959,1
591,449,0.1406267285,0.04862265289,1
591,481,0.1091035903,-0.1595857143,1
591,513,-0.005901664495,-0.3513160348,1
591,545,-0.2049966305,-0.3385670185,1
591,577,-0.1174550354,-0.2528014779,1
591,609,-0.03874160349,-0.07885083556,1
591,641,0.1637993306,-0.04934249073,1
591,673,-0.01616187394,0.0395411104,1
591,705,-0.2077679336,0.07425393164,1
591,737,-0.1785551012,-0.001772552729,1
591,769,-0.1826444864,-0.3022729158,1
591,801,-0.5776247978,-1.912733197,1
591,833,-1.733121395,-2.199164391,1
591,865,-1.745366335,-1.960070848,1
591,897,-0.4983319044,-1.491955519,1
591,929,-0.2113626003,-0.3283385038,1
591,961,-0.6112188697,0.0703574419,1
591,993,-0.5528337359,-0.9125742912,1
591,1025,-1.023857355,-0.8512554169,1
591,1057,-0.5519496202,-1.223511696,1
591,1089,-0.2969245911,-1.416726351,1
591,1121,-0.3560369611,-0.5700950623,1
591,1153,-0.1754195094,-0.7322218418,1
591,1185,-0.2203220427,0.5140929222,1
591,1217,-0.5853877068,-1.227435112,1
591,1249,-0.5064145327,-0.8915598392,1
591,1281,-0.5289306641,-1.675411463,1
591,1313,-0.5036967993,-0.5005598068,1
591,1345,-0.5697354078,-2.137444258,1
591,1377,-0.7650642991,-2.109034538,1
591,1409,-1.260414839,-1.856739879,1
591,1441,-1.812859893,-1.408269763,1
591,1473,-3.343893766,-1.509353399,1
591,1505,-1.871172428,13.34930801,1
591,1537,-5.84373951,-7.807303429,1
591,1569,-1.908501387,-18.63489914,1
591,1601,-5.533568859,-0.3963249624,1
591,1633,-4.829921246,0.2573987246,1
591,1665,-4.561811447,0.8509691954,1
591,1697,-4.64773798,1.40215373,1
591,1729,-4.137300014,1.767990351,1
591,1761,-3.892653465,0.9789485335,1
591,1793,-12.23828316,-10.48296738,1
591,1825,-10.77924824,-3.232165098,1
591,1857,-7.196094513,0.4071433544,1
591,1889,-6.688806534,0.432145834,1
591,1921,-6.224081993,-0.0789360106,1
591,1953,-5.433219433,-0.3757189512,1
591,1985,-4.951441288,0.2974712253,1
591,2017,-5.611086845,0.2706076205,1
623,33,-0.1220943183,-0.0208325088,1
623,65,-0.1295555979,0.162930429,1
623,97,-0.09462624788,0.235921368,1
623,129,-0.3007975519,0.02481413819,1
623,161,-0.08218566328,-0.1408907771,1
623,193,-0.02480642684,-0.3822543621,1
623,225,-0.008727097884,-0.2550379634,1
623,257,-0.02511499263,-0.1549124718,1
623,289,0.05137392133,-0.02428545244,1
623,321,0.1822089404,0.03879740462,1
623,353,-0.1874848455,0.256823957,1
623,385,0.07810157537,0.4202042222,1
623,417,0.3143766522,0.2793285251,1
623,449,-0.1309505999,0.007491976023,1
623,481,-0.2872417569,-0.2740609944,1
623,513,-0.136955753,-0.3559704423,1
623,545,-0.09713278711,-0.2185774446,1
623,577,-0.0413973406,-0.09782984853,1
623,609,0.023772154,-0.3080783188,1
623,641,0.1224468052,-0.4795852304,1
623,673,0.2523374259,-0.3566425741,1
623,705,0.3096298873,-0.2132706791,1
623,737,0.1915858686,-0.4254323542,1
623,769,-0.437556982,-0.849971652,1
623,801,-1.16261363,-1.691938758,1
623,833,-1.825413704,-1.814585447,1
623,865,-1.51640141,-1.713676929,1
623,897,-0.4120275378,-1.324031591,1
623,929,0.4285695553,-0.9799377918,1
623,961,-1.048210502,-3.884562016,1
623,993,-1.48247087,-5.276972771,1
623,1025,-3.056027889,-3.844224453,1
623,1057,-0.8319009542,-5.151677132,1
623,1089,-0.3268828094,-1.291908741,1
623,1121,-0.024390921,-0.2804486752,1
623,1153,0.1329667866,-0.3015036583,1
623,1185,-0.1736617684,-0.2206404209,1
623,1217,0.09686486423,-2.250842333,1
623,1249,0.1961184293,-2.245230436,1
623,1281,0.3340121806,-2.331459761,1
623,1313,0.4586684406,-2.322115421,1
623,1345,-0.137090534,-1.369864464,1
623,1377,-0.8579474688,-4.071245193,1
623,1409,-4.76119709,-3.698061466,1
623,1441,-1.509619474,-0.2479476929,1
623,1473,-1.432643771,0.05721998215,1
623,1505,-0.3219617605,-0.006720483303,1
623,1537,0.1681503057,0.04678958654,1
623,1569,0.2507445812,-0.09397894144,1
623,1601,-0.8019621372,-0.6896874905,1
623,1633,-5.142889977,0.1259599328,1
623,1665,-7.168235302,2.942278624,1
623,1697,-5.899682522,3.443469286,1
623,1729,-4.472402096,1.813209057,1
623,1761,-4.753196239,0.3820271492,1
623,1793,-5.803021908,-2.390761375,1
623,1825,-7.095081806,-1.873268247,1
623,1857,-8.353284836,0.004008486867,1
623,1889,-6.907979965,0.3035646677,1
623,1921,-6.584579468,0.2845934629,1
623,1953,-6.297954082,-0.7070248127,1
623,1985,-5.912079811,-1.19431591,1
623,2017,-4.678605556,-0.1607433259,1
655,33,-0.06956662238,-0.006677135825,1
655,65,-0.04557195678,0.1028419286,1
655,97,-0.1155312359,0.001821693033,1
655,129,-0.2149826884,-0.06285943091,1
655,161,-0.1816862226,-0.03361213207,1
655,193,-0.02699336782,-0.2580480576,1
655,225,0.1875487566,-0.07760546356,1
655,257,-0.1086628288,-0.08249285817,1
655,289,-0.07416153699,-0.08439549804,1
655,321,0.1403742284,0.1311533451,1
655,353,-0.3477138877,0.3718343675,1
655,385,-0.3606661558,0.219827652,1
655,417,0.2062211931,-0.04309621826,1
655,449,-0.1288724691,-0.2597725987,1
655,481,-0.4254558682,-0.3172433972,1
655,513,-0.1944796592,-0.2437598705,1
655,545,-0.06967367232,-0.2032414675,1
655,577,-0.05177428573,-0.1292228401,1
655,609,-0.09388297051,-0.08925567567,1
655,641,0.008412737399,-0.3719767928,1
655,673,0.3273952007,-0.4240188301,1
655,705,0.426127553,-0.107570678,1
655,737,0.1508823931,-0.124617368,1
655,769,-0.5450596809,-0.9255322218,1
655,801,-0.9443303943,-2.486230135,1
655,833,-0.2939291,-1.074080229,1
655,865,-0.750543952,-0.7103741169,1
655,897,-0.5174293518,-0.4064856768,1
655,929,0.2858791351,-0.9827301502,1
655,961,-1.630882502,-4.539404869,1
655,993,-2.02848196,-5.080661774,1
655,1025,-1.046617866,-3.944403648,1
655,1057,-0.6750972271,-5.916967392,1
655,1089,-0.2245013416,-0.7714531422,1
655,1121,0.3807709515,0.08538269997,1
655,1153,0.2988927066,-0.3978941441,1
655,1185,0.6036974788,-2.594078541,1
655,1217,0.517062366,-2.682168722,1
655,1249,0.5958417058,-2.74220252,1
655,1281,1.445232987,-2.620323896,1
655,1313,1.826499939,-2.395089626,1
655,1345,1.503709793,-1.977575779,1
655,1377,0.1175255775,-1.36197865,1
655,1409,10.79847336,10.89073467,1
655,1441,-1.051196337,0.03916621208,1
655,1473,-0.5837322474,0.1539592743,1
655,1505,-0.03974658251,0.1288630962,1
655,1537,-0.7629939318,-0.3885483146,1
655,1569,0.225972414,-0.4425451159,1
655,1601,-0.2353203297,-0.8843386173,1
655,1633,-2.924613476,-0.3624899089,1
655,1665,-1.365323782,16.91492271,1
655,1697,-4.066802979,2.980007887,1
655,1729,-4.330938339,2.110122681,1
655,1761,-4.782633305,0.01481103897,1
655,1793,-5.83548069,-1.570316911,1
655,1825,-6.581346035,-1.780800819,1
655,1857,-6.689824104,-0.4095054865,1
655,1889,-7.45126915,2.553309917,1
655,1921,-7.704277039,2.434287071,1
655,1953,-6.728966713,0.2871029973,1
655,1985,-5.770596981,-0.7045562863,1
655,2017,-0.1186761856,-1.044310451,1
687,33,-0.1435542256,-0.01239548251,1
687,65,-0.04512802139,-0.037891265,1
687,97,0.05911726132,-0.1149993092,1
687,129,0.01999752596,0.0199785009,1
687,161,-0.3053770661,-0.02956093848,1
687,193,-0.3034114242,-0.1604762971,1
687,225,-0.1205245256,-0.08463487029,1
687,257,-0.2425506264,-0.2005474269,1
687,289,-0.2584665716,-0.2439293116,1
687,321,0.1585820317,0.09748089314,1
687,353,0.2304334342,0.09798364341,1
687,385,-0.204585284,-0.1968411356,1
687,417,0.04082579911,-0.2474691719,1
687,449,0.0872926712,-0.2290333509,1
687,481,-0.2179156691,-0.2181913555,1
687,513,0.09675902128,-0.2887789011,1
687,545,0.2183301449,-0.2209161222,1
687,577,-0.3891908526,-0.2618931234,1
687,609,-0.393026948,-0.03080576658,1
687,641,-0.002445630729,0.1922319084,1
687,673,0.245782584,0.2284571081,1
687,705,0.2599664927,0.4005463719,1
687,737,0.09778395295,0.1949360073,1
687,769,-0.1292691231,-0.6540623903,1
687,801,0.2281044126,-0.6265227795,1
687,833,-6.561919689,-1.061432123,1
687,865,-0.4427485466,0.08010447025,1
687,897,-0.3978234231,-0.2154103518,1
687,929,-0.1828514934,-0.6728153229,1
687,961,-0.6480939984,-3.60634613,1
687,993,-0.7001982927,-3.590921402,1
687,1025,0.08923000097,0.3753149509,1
687,1057,-0.01170265675,0.2496299744,1
687,1089,-0.00103148818,0.3169862032,1
687,1121,0.3404649794,0.4432266951,1
687,1153,0.3756066561,-0.4996116161,1
687,1185,0.928730607,-2.91544342,1
687,1217,1.317437649,-3.237925768,1
687,1249,1.768511415,-3.179561853,1
687,1281,1.381435752,-2.637978554,1
687,1313,1.259003043,-2.215923071,1
687,1345,1.133373737,-2.02865696,1
687,1377,-0.04842080176,-1.903685093,1
