PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 43, filenames: A:[43]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[44]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5642771721,0.1983167529,1
47,65,-0.1864843369,0.1119942442,1
47,97,0.04987439513,-0.178824991,1
47,129,0.2029105425,-0.4498331547,1
47,161,0.16135481,-0.2952346206,1
47,193,-0.3027989268,-0.1327541471,1
47,225,-0.3651312292,-0.08413866162,1
47,257,-0.3591109514,0.1276967525,1
47,289,-0.3788926601,0.1593935043,1
47,321,-0.1350064874,0.04553854465,1
47,353,0.144039318,0.2930805385,1
47,385,-0.1560226381,0.1313774288,1
47,417,-0.1759041101,0.05674322322,1
47,449,0.1471991837,-0.1685655117,1
47,481,0.2276319861,-0.2097901404,1
47,513,0.2401973605,-0.2363791764,1
47,545,0.06329363585,-0.1158496737,1
47,577,-0.00470739603,0.09831078351,1
47,609,-0.04358679056,0.112207979,1
47,641,-0.06557107717,0.2805318534,1
47,673,-0.0549088344,0.3078120947,1
47,705,-0.01315615326,0.09360444546,1
47,737,0.1170551479,0.06723749638,1
47,769,0.01062195748,0.08728988469,1
47,801,-0.08268524706,-0.1062159836,1
47,833,-0.2418046594,-0.06259548664,1
47,865,-0.4598754644,0.2868233323,1
47,897,-0.2642356157,0.264318347,1
47,929,0.1237611175,-0.1889634132,1
47,961,-0.1505491734,-0.7910642624,1
47,993,0.06055694818,-1.186285853,1
47,1025,0.2141786218,-1.063936949,1
47,1057,-0.2734798193,-0.5491909385,1
47,1089,-0.2781375051,0.1367256045,1
47,1121,-0.02857244015,0.1098018289,1
47,1153,-0.05747896433,-0.2902951837,1
47,1185,0.5453494787,-0.7106511593,1
47,1217,0.8278315067,-0.3743662834,1
47,1249,0.4591060281,-0.4505201578,1
47,1281,0.1833092272,-0.4057672024,1
47,1313,-0.637880981,-0.05165499449,1
47,1345,-0.9993746281,0.008500665426,1
47,1377,0.115664959,0.427400887,1
47,1409,0.2040858865,0.111620903,1
47,1441,-0.1179043651,-0.6235206127,1
47,1473,0.008256107569,-0.7337975502,1
47,1505,-0.8341168761,-1.172990084,1
47,1537,-0.7557638288,-1.982806921,1
47,1569,-0.2472156882,-3.018342018,1
47,1601,0.1247909069,-4.413070679,1
47,1633,-1.935228467,-3.952449322,1
47,1665,-5.2813344,-1.352413177,1
47,1697,-0.6431696415,-2.341167927,1
47,1729,-0.7446742058,-0.822804451,1
47,1761,-0.8523011208,0.1519584656,1
47,1793,-1.109253407,0.1357582211,1
47,1825,-2.175387383,1.317719817,1
47,1857,-2.747584343,2.200195789,1
47,1889,-1.277261019,1.345517278,1
47,1921,-2.216711998,0.3697670698,1
47,1953,-2.140766144,0.9826921225,1
47,1985,-1.776616931,1.275249958,1
47,2017,-0.5275576115,0.1268877983,1
79,33,-0.04730474204,0.2724469304,1
79,65,-0.03506195173,-0.0271423161,1
79,97,0.04889842495,-0.0942646116,1
79,129,-0.005154035985,-0.2643045187,1
79,161,0.1329098642,-0.2512553632,1
79,193,-0.1607028395,-0.1117045358,1
79,225,-0.2062239647,0.07296130806,1
79,257,-0.03784036636,0.0714918673,1
79,289,-0.04331088066,-0.02018584125,1
79,321,-0.05673318356,-0.04994928464,1
79,353,-0.1373493671,-0.09007513523,1
79,385,-0.09426047653,-0.1585724056,1
79,417,0.04382452741,-0.1072277725,1
79,449,-0.06961937249,-0.08894584328,1
79,481,0.05470377207,0.0903711915,1
79,513,0.09603673965,0.3127778471,1
79,545,-0.2231221199,0.2135172784,1
79,577,-0.1750620604,0.3532127738,1
79,609,0.07375405729,0.3858287334,1
79,641,0.0973560214,0.4786324799,1
79,673,0.08950722218,0.312708497,1
79,705,0.1410539448,-0.176365152,1
79,737,0.09519709647,-0.06588695198,1
79,769,0.1582586914,0.1353648007,1
79,801,0.08053481579,0.05158431828,1
79,833,-0.09253400564,-0.2043764591,1
79,865,-0.3156376183,-0.2159672379,1
79,897,-0.07444775105,0.0868280977,1
79,929,0.6318925619,0.06734389067,1
79,961,0.6464272141,0.1057653129,1
79,993,0.1418491006,0.07374837995,1
79,1025,-0.08514180034,0.01793327928,1
79,1057,-0.4498412907,-0.1482717395,1
79,1089,-2.835281849,-0.5538140535,1
79,1121,-0.8279696107,-0.1432243586,1
79,1153,0.09103679657,-0.4087445736,1
79,1185,1.89934659,-1.814265251,1
79,1217,0.3829029202,-1.149222016,1
79,1249,0.06760159135,-0.5093983412,1
79,1281,0.008089549839,0.06475690007,1
79,1313,-0.3763284385,0.03650188446,1
79,1345,-0.5774407387,-0.1153968573,1
79,1377,-0.4477796555,0.3370870352,1
79,1409,-0.3549480438,0.2675890326,1
79,1441,0.1225772798,-0.3397968411,1
79,1473,0.1419110447,-0.2247441411,1
79,1505,-0.1131782681,-0.4623224735,1
79,1537,0.1901238114,-1.384619236,1
79,1569,1.772327423,-3.529572964,1
79,1601,1.508734941,-3.881904125,1
79,1633,-18.1817627,5.506902695,1
79,1665,-1.067592859,-2.816539526,1
79,1697,0.6245571375,-2.306618929,1
79,1729,1.010943055,-0.5930490494,1
79,1761,0.4800807238,1.444926739,1
79,1793,0.7031508684,0.5327330232,1
79,1825,-0.03067296743,0.4129769206,1
79,1857,14.46343613,-6.819407463,1
79,1889,-0.6091480255,0.8211140633,1
79,1921,-0.7550731897,0.7447871566,1
79,1953,-0.6594133973,1.328031182,1
79,1985,-0.4677580595,1.787387967,1
79,2017,-0.8487938643,-1.799165249,1
111,33,0.1146432459,0.2102249265,1
111,65,-0.2614424825,-0.2774967551,1
111,97,-0.3753534257,-0.2621148229,1
111,129,-0.1660913378,-0.04507707804,1
111,161,0.1680952609,0.0200981088,1
111,193,0.1352986246,0.05765265971,1
111,225,-0.07635433972,0.1441230476,1
111,257,0.07784217596,-0.08794604242,1
111,289,0.3165478706,0.0164440684,1
111,321,0.1480717957,0.2140738666,1
111,353,0.06599667668,-0.1462530196,1
111,385,-0.0413592346,-0.01120096073,1
111,417,-0.114650242,0.01447869092,1
111,449,0.06591430306,-0.07860583067,1
111,481,0.1915544569,0.01807818934,1
111,513,-0.07803867012,0.1202351227,1
111,545,-0.3279806376,0.2430561483,1
111,577,-0.2255911231,0.3509706855,1
111,609,0.1349183917,0.4646617174,1
111,641,0.2835002244,0.3878021836,1
111,673,0.1475566328,0.177460134,1
111,705,0.03024369106,-0.1949398667,1
111,737,-0.06373254955,-0.2269633263,1
111,769,0.028395392,0.01172693633,1
111,801,-0.09072578698,0.1134676635,1
111,833,-0.4164227247,-0.2323177606,1
111,865,-0.2004552335,-0.3735366464,1
111,897,-0.0508781448,0.1295898408,1
111,929,0.1526550353,0.1472609341,1
111,961,0.1960514188,0.1990032643,1
111,993,0.4941986799,0.7599946856,1
111,1025,0.77343297,0.5002553463,1
111,1057,-0.3129592836,-0.1317799091,1
111,1089,-1.146664858,-0.6046559811,1
111,1121,-0.6478736401,-0.7308439612,1
111,1153,0.6825408936,-0.6308986545,1
111,1185,1.251600862,-0.5125272274,1
111,1217,0.1045486182,-0.8284987807,1
111,1249,-0.06199157983,-0.4989688993,1
111,1281,-0.3998104036,-8.460584641,1
111,1313,0.07414552569,-9.199376106,1
111,1345,-0.04098470509,-0.947281003,1
111,1377,-0.2075556517,-0.9713282585,1
111,1409,-1.027280807,-0.2557405531,1
111,1441,-1.132486224,0.181329906,1
111,1473,1.407933712,-1.044057369,1
111,1505,0.7447676659,-1.72367835,1
111,1537,0.4645038843,-2.374171734,1
111,1569,1.514611483,-3.505270481,1
111,1601,1.826085925,-3.84438014,1
111,1633,16.35065269,8.119345665,1
111,1665,-0.3487609625,-2.575299263,1
111,1697,-0.08142179251,-1.45848906,1
111,1729,0.8260522485,0.1619652063,1
111,1761,0.8268960118,0.8869618177,1
111,1793,-0.2669413686,0.2249442935,1
111,1825,-0.4820027351,0.2667708695,1
111,1857,0.1352723092,0.2549314499,1
111,1889,0.2627030313,0.4145880938,1
111,1921,0.248339951,0.8915474415,1
111,1953,0.3964648247,1.872788906,1
111,1985,0.0230936259,2.698750019,1
111,2017,-0.776430428,-2.381387234,1
143,33,0.1104465127,0.07363736629,1
143,65,-0.1085629016,-0.03817708045,1
143,97,-0.137025252,-0.183124572,1
143,129,-0.01208016276,0.2162355483,1
143,161,0.03963768482,0.3044368625,1
143,193,0.01078149304,0.100879401,1
143,225,0.006982706487,0.1754526496,1
143,257,-0.01593301445,0.03529036045,1
143,289,-0.2784352601,0.2186542302,1
143,321,-0.1400364786,0.3146286011,1
143,353,0.1539007425,0.05035282671,1
143,385,-0.104517974,0.01130430587,1
143,417,-0.0738800019,-0.01066398621,1
