 ,X,Y
1,107.996,119.604
2,108.641,116.209
3,111.089,111.564
4,109.976,112.457
5,111.183,111.948
6,112.879,110.617
7,114.166,109.631
8,113.839,110.242
9,115.835,108.677
10,115.698,108.606
11,119.519,105.968
12,117.800,107.033
13,116.646,108.111
14,115.539,108.802
15,115.794,108.902
