PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 22, filenames: A:[22]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[23]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3203206062,0.0245180577,1
47,65,0.002440273762,-0.06560052931,1
47,97,-0.06145013869,-0.05461570621,1
47,129,-0.1398751587,0.1446749866,1
47,161,-0.1894724965,0.2866831422,1
47,193,-0.2663292289,0.5536501408,1
47,225,-0.09228969365,0.4830983877,1
47,257,0.1551092267,-0.09301993251,1
47,289,0.1483030319,-0.01178894192,1
47,321,0.2902781069,0.1746418327,1
47,353,0.4131840467,0.04481557012,1
47,385,0.1906965077,-0.4027683139,1
47,417,0.0452593863,-0.4898243248,1
47,449,-0.08298011124,-0.2032290697,1
47,481,0.0780031085,0.08292793483,1
47,513,0.4961201847,0.1635576934,1
47,545,0.3064167798,-0.0453234762,1
47,577,-0.005842208862,-0.03859873116,1
47,609,-0.1790177822,0.0337106958,1
47,641,-0.09193229675,0.4246110916,1
47,673,0.2713094056,0.4530477226,1
47,705,0.5597192645,0.1934632957,1
47,737,0.3117362261,0.04627767205,1
47,769,0.1515708566,-0.01059138775,1
47,801,-0.2316752672,0.1799371243,1
47,833,-0.05537390709,0.3707759976,1
47,865,6.103212833,-3.11722374,1
47,897,-0.1535203159,-0.0463347137,1
47,929,-0.2137410492,0.1256150603,1
47,961,-0.09501263499,0.1509209871,1
47,993,0.07389438152,0.302421093,1
47,1025,-0.01716312766,0.2139564902,1
47,1057,-1.641582012,-0.1131448299,1
47,1089,-2.949453831,-0.6088629365,1
47,1121,-1.688891888,-0.529446125,1
47,1153,0.388418138,-0.5183872581,1
47,1185,0.6756107807,-0.1019538045,1
47,1217,0.1633924842,0.8956491351,1
47,1249,-0.07560783625,1.080508709,1
47,1281,-0.1789358854,0.4460457563,1
47,1313,0.6277103424,0.5379110575,1
47,1345,1.121246815,0.3239200115,1
47,1377,0.1610857248,-0.4775652587,1
47,1409,-0.635679543,-0.5801538229,1
47,1441,0.2432053089,-0.4238822162,1
47,1473,0.8337296247,-0.08379918337,1
47,1505,0.1602609158,-0.1042641997,1
47,1537,-0.6553857327,-0.003016412258,1
47,1569,-2.827408791,0.7928852439,1
47,1601,-2.164484978,-0.5578531623,1
47,1633,0.1059465408,-0.7558166981,1
47,1665,0.7834613323,-0.04525488615,1
47,1697,-0.05888271332,0.2895540595,1
47,1729,-0.9994101524,0.9706897736,1
47,1761,-1.299176455,1.063920856,1
47,1793,-1.113070488,0.02602159977,1
47,1825,-0.9823479652,-1.254062414,1
47,1857,-2.065792561,-1.015984416,1
47,1889,-3.651043892,1.801315069,1
47,1921,-3.769126892,3.095694304,1
47,1953,-2.545638323,2.796369553,1
47,1985,-0.3451158404,0.6592956781,1
47,2017,4.521458626,-1.755550385,1
79,33,0.1390968561,-0.04807493091,1
79,65,-0.1410567909,0.05172541365,1
79,97,-0.303001076,0.1779543161,1
79,129,-0.2520847917,0.1822276562,1
79,161,-0.08179368079,0.188839525,1
79,193,-0.1129466891,0.249822244,1
79,225,-0.08722442389,0.1947451681,1
79,257,0.09884819388,0.2699815631,1
79,289,0.2604049742,0.2686570585,1
79,321,0.2895056903,0.1728237867,1
79,353,0.0859977603,0.0335265398,1
79,385,-0.2794449031,-0.1145718247,1
79,417,-0.2694951296,0.07834427804,1
79,449,-0.00921709463,-0.06743444502,1
79,481,0.1316075921,-0.003370504826,1
79,513,0.3437635303,0.1178318933,1
79,545,0.293055445,0.1329074204,1
79,577,-0.07569139451,0.05824799836,1
79,609,-0.1578288823,0.4462571442,1
79,641,-0.04618080705,0.6191209555,1
79,673,0.04375099391,-0.09348024428,1
79,705,0.1733688712,-0.3214663267,1
79,737,0.2517956495,-0.1781550348,1
79,769,0.4337076247,-0.1875266731,1
79,801,-0.005975209177,0.04078873992,1
79,833,-0.06857785583,0.3082388043,1
79,865,0.04325123131,0.1883948594,1
79,897,-0.02832998335,-0.1041522101,1
79,929,-0.09638293087,-0.07816952467,1
79,961,-0.2660566568,-0.06417667866,1
79,993,-0.4310157299,0.1144322678,1
79,1025,-0.2528211176,0.2383972257,1
79,1057,-0.1613262892,0.1600673199,1
79,1089,0.2271302938,-0.1167663783,1
79,1121,-0.2322375178,0.1532054394,1
79,1153,-0.3897430897,0.554543376,1
79,1185,0.07665172219,0.1081660092,1
79,1217,0.003788948059,0.1132611334,1
79,1249,-0.4001945257,0.3284241557,1
79,1281,-0.5607915521,0.4923498034,1
79,1313,-0.3193660975,0.5775228143,1
79,1345,-0.1376827359,0.09581023455,1
79,1377,-0.2941533625,-0.1538297385,1
79,1409,-0.0007299184799,0.02397374809,1
79,1441,0.1641578078,0.0257085748,1
79,1473,-0.3179643154,0.003007158637,1
79,1505,-0.1378873587,0.1308030486,1
79,1537,-0.1779867411,1.039807916,1
79,1569,-2.062657833,1.554871798,1
79,1601,-3.477307796,0.3910034895,1
79,1633,-1.856569529,0.269625783,1
79,1665,-1.261541605,-0.06887549162,1
79,1697,-1.84892416,-1.292104959,1
79,1729,-3.050081968,1.646372437,1
79,1761,-3.429280758,2.769795418,1
79,1793,-1.890361309,1.409478664,1
79,1825,-2.445399046,0.5747765303,1
79,1857,-3.000063419,-0.04218280315,1
79,1889,-5.364162445,1.196576834,1
79,1921,-5.686800957,2.494738579,1
79,1953,-2.480398178,3.099700928,1
79,1985,-2.538096428,0.9868055582,1
79,2017,-0.7632431984,-1.06340456,1
111,33,-0.06218539178,-0.05274416506,1
111,65,0.07779479027,0.05771049112,1
111,97,0.06787648797,0.3458680809,1
111,129,0.04747506231,0.2478650957,1
111,161,0.003009796143,0.1919721663,1
111,193,-0.1584533304,0.3464730382,1
111,225,-0.2170903534,0.1264922023,1
111,257,0.1819878817,0.2754405439,1
111,289,0.3702626526,0.2638167739,1
111,321,-0.001206457615,0.07735002041,1
111,353,-0.2441911399,0.1658220589,1
111,385,-0.2928853929,0.2016475499,1
111,417,-0.2849224806,0.2671949267,1
111,449,-0.07159014791,0.320518434,1
111,481,0.06625683606,-0.0555453524,1
111,513,-0.01678542793,-0.09025515616,1
111,545,0.1360067874,0.05559797585,1
111,577,0.02674049512,0.09120479226,1
111,609,0.06399568915,0.5946501493,1
111,641,0.1403261423,0.3296686411,1
111,673,-0.0538520962,-0.3728158772,1
111,705,-0.02743914351,-0.3912756443,1
111,737,0.02144409716,-0.07195451856,1
111,769,0.06731563807,-0.1220436096,1
111,801,0.09356883168,-0.424304992,1
111,833,-0.04689511657,-0.1300718784,1
111,865,0.05197233334,-0.314440012,1
111,897,-0.110267885,-0.301943481,1
111,929,-0.3430048525,-0.2564168274,1
111,961,-0.3982558846,-0.4006755948,1
111,993,-0.5666128993,0.02436836064,1
111,1025,-0.2444916964,0.1260243654,1
111,1057,0.1182880104,0.2617448568,1
111,1089,0.2455604672,0.2090679109,1
111,1121,-0.05215910077,0.3344741464,1
111,1153,-0.209013015,0.3697660863,1
111,1185,-0.239122659,0.2259443402,1
111,1217,-0.1985931545,0.0280020237,1
111,1249,-0.2768099308,0.1682266593,1
111,1281,-0.2680381536,0.2813529074,1
111,1313,-0.5277656317,0.230632633,1
111,1345,-0.1034781337,-0.1694191843,1
111,1377,0.5210757256,-0.2193835676,1
111,1409,-0.328437984,-0.09299455583,1
111,1441,-0.7012096643,0.08413632214,1
111,1473,-1.39066577,0.3048199415,1
111,1505,-1.322746873,0.2268168926,1
111,1537,5.635229588,14.29317665,1
111,1569,-1.151285529,1.252397895,1
111,1601,-2.382719517,0.9623391628,1
111,1633,-3.091025352,0.2699745297,1
111,1665,-2.748129368,0.04660499096,1
111,1697,-3.087218285,0.8683894873,1
111,1729,-2.475296021,1.483508229,1
111,1761,-5.032249451,-14.88191605,1
111,1793,-2.554400444,2.162869453,1
111,1825,-2.58702302,1.599743128,1
111,1857,-2.128456354,2.118752003,1
111,1889,-5.852989674,1.978687525,1
111,1921,-4.631774426,3.20607996,1
111,1953,-2.752150297,4.021736145,1
111,1985,-1.51475215,1.25064671,1
111,2017,0.2168843746,-4.427419186,1
143,33,-0.02242195606,-0.04132452607,1
143,65,0.3200102746,0.08265444636,1
143,97,0.2592119277,0.07947909832,1
143,129,-0.1350751221,-0.2441423833,1
143,161,-0.2239714116,0.03920286894,1
143,193,-0.0302528888,0.01939190924,1
143,225,0.05509907752,-0.09090803564,1
143,257,0.2095489353,-0.004532769322,1
143,289,-0.001925766468,-0.1051343977,1
143,321,-0.1451485008,0.06465822458,1
143,353,-0.04523766786,0.2269937992,1
143,385,-0.1702436209,0.09847478569,1
143,417,-0.3169357181,0.0413185209,1
143,449,-0.2941038907,0.3076508343,1
143,481,0.004368111491,0.1416172683,1
143,513,0.1866291612,-0.2495819926,1
143,545,0.2366160154,-0.01683954895,1
143,577,0.04764874279,0.2214136273,1
143,609,-0.08793991804,0.3101524115,1
143,641,-0.24950701,-0.1248230115,1
143,673,-0.2597502172,-0.4410540462,1
143,705,0.0198038891,-0.3229405284,1
143,737,-0.07236214727,-0.2046128809,1
143,769,-0.2435814142,-0.1730625033,1
143,801,0.00261374563,-0.7147151828,1
143,833,-0.03607011586,-0.4336298108,1
143,865,0.01659134775,-0.2917314768,1
143,897,-0.004929855466,-0.332495898,1
143,929,-0.3080589771,-0.1855229884,1
143,961,-0.3680410087,-0.1209029555,1
143,993,-0.3288866878,0.3252768815,1
143,1025,-0.2664684653,0.03360646218,1
143,1057,-0.1747531891,-0.2816579044,1
143,1089,-0.1466772556,-0.02426734567,1
143,1121,-0.2677375972,0.0266238153,1
143,1153,-0.5519865751,0.07154107094,1
143,1185,-0.5793350935,0.5773644447,1
143,1217,-0.3715308011,0.4837445021,1
143,1249,-0.05593886971,0.09564864635,1
143,1281,-0.09669168293,0.1348031163,1
143,1313,-0.1446766555,0.01927092671,1
143,1345,0.3090210855,-0.1968407631,1
143,1377,0.729290843,-0.4111787379,1
143,1409,-0.2725321651,-0.3301690817,1
143,1441,-1.18049264,-0.6726920605,1
143,1473,-1.556324959,-0.9028845429,1
143,1505,-3.827142954,0.3200351596,1
143,1537,-5.296626091,2.147041082,1
143,1569,-2.220520258,1.721030354,1
143,1601,-2.274187803,1.372345448,1
143,1633,-2.753536463,0.5429210663,1
143,1665,-2.068431377,0.1747031212,1
143,1697,-2.121339798,1.003736377,1
143,1729,-2.087152958,1.233011246,1
143,1761,-1.791472197,1.593664169,1
143,1793,-0.1276128292,0.9358105659,1
143,1825,-2.086531639,1.656305552,1
143,1857,-4.074018002,2.307995319,1
143,1889,-4.069188118,2.637159586,1
143,1921,-3.536218643,3.304593563,1
143,1953,-2.7392838,4.396279335,1
143,1985,-1.488087296,1.481405854,1
143,2017,0.8616316319,-4.229994297,1
175,33,0.1832724512,-0.01930238307,1
175,65,-0.01076886803,0.04467211664,1
175,97,-0.1195562556,0.09605880082,1
175,129,-0.2045248449,0.02824755758,1
175,161,-0.3060220778,0.03278502077,1
175,193,0.04738430679,-0.1716062576,1
175,225,0.2457348555,-0.3224802613,1
175,257,0.1039454788,-0.1545245349,1
175,289,-0.2083604783,-0.1382086575,1
175,321,0.1793877482,-0.004525840282,1
175,353,-0.03687367216,-0.01542394608,1
175,385,-0.2955422997,-0.1462777108,1
175,417,-0.2173938155,-0.1061868072,1
175,449,-0.04476474971,0.08100324869,1
175,481,0.1465981156,0.2297152579,1
175,513,-0.02450058237,0.06451195478,1
175,545,-0.03456007689,0.1549804509,1
175,577,0.1284617633,-0.01418626308,1
175,609,0.05274074897,0.1234285086,1
175,641,-0.07919535041,0.0245885849,1
175,673,0.02103160322,-0.1630473435,1
175,705,0.2133991569,-0.08445137739,1
175,737,0.03211303055,-0.1373443305,1
175,769,-0.01463297568,0.06210447848,1
175,801,-0.06783872098,-0.120855391,1
175,833,-0.3717833161,-0.3016827703,1
175,865,-0.2925892472,-0.1258657277,1
175,897,0.04140987992,-0.180219084,1
175,929,-0.1736187935,0.02321972325,1
175,961,-0.08467967808,-0.03520919383,1
175,993,0.1068406701,-0.1960469782,1
175,1025,-0.1273009181,-0.06672310829,1
175,1057,-0.4394263029,-0.3451606631,1
175,1089,-0.7703950405,-0.1292275339,1
175,1121,-4.135490417,0.1864450574,1
175,1153,-5.06306076,0.5673960447,1
175,1185,-1.68884325,1.821516514,1
175,1217,-0.4644836485,0.8703970313,1
175,1249,0.06538775563,0.4309768081,1
175,1281,0.07206127048,0.2254235148,1
175,1313,-0.1636240184,-0.0456212163,1
175,1345,0.04433134198,-0.0942594111,1
175,1377,0.008128613234,-0.7718808055,1
175,1409,-0.2044991851,-0.006589740515,1
175,1441,-1.430334568,-0.8335347772,1
175,1473,-1.323619604,-1.106093168,1
175,1505,-4.957147598,0.1947069168,1
175,1537,10.43703938,-14.76089573,1
175,1569,-2.293223858,1.463442326,1
175,1601,-1.697485328,1.115747929,1
175,1633,-1.009759903,0.6844434142,1
175,1665,-1.172980428,0.005120575428,1
175,1697,-1.456406593,1.235993147,1
175,1729,-1.560160398,1.978650451,1
175,1761,-1.913929939,2.10605669,1
175,1793,-1.357437134,1.736087441,1
175,1825,-2.629915237,1.234075665,1
175,1857,-3.6638906,1.974906445,1
175,1889,-2.728144646,2.648233414,1
175,1921,-1.83102107,3.089444637,1
175,1953,-4.53360939,4.796168327,1
175,1985,-3.443306923,4.512099266,1
175,2017,-17.83757019,-3.787412167,1
207,33,-0.005095362663,0.04277478158,1
207,65,-0.07190961391,0.01591582596,1
207,97,-0.01402417943,-0.03425046057,1
207,129,-0.122052446,0.08714289963,1
207,161,-0.2114453167,0.1439516842,1
207,193,0.0507075116,0.04863316566,1
207,225,0.1821439564,0.006101015955,1
207,257,0.07018822432,0.1423836052,1
207,289,-0.07624015212,-0.03989056498,1
207,321,0.01422987506,-0.2265420258,1
207,353,-0.06736724079,-0.1039746255,1
207,385,0.02471425384,-0.1898180246,1
207,417,-0.06667518616,-0.1584497541,1
207,449,0.01548648626,-0.1633772999,1
207,481,0.2359772176,-0.09204782546,1
207,513,-0.133908689,0.1905933321,1
207,545,-0.1007345542,0.2243382931,1
207,577,0.03657691926,0.0164867267,1
207,609,0.02401140705,0.4278405309,1
207,641,0.0250660181,0.24249807,1
207,673,0.004451427609,0.02439877391,1
207,705,0.07728108019,-0.07214718312,1
207,737,0.08449866623,-0.1163224727,1
207,769,0.0955824703,0.03773897886,1
207,801,-0.1951970011,0.0175216198,1
207,833,-0.5348987579,-0.05247037113,1
207,865,-0.3414082229,-0.2322718948,1
207,897,0.03012727201,-0.2247214168,1
207,929,-0.1699185073,0.1178673729,1
207,961,-0.04779048264,-0.1137920469,1
207,993,0.2630465329,-0.7385677099,1
207,1025,0.08430993557,-0.2613140643,1
207,1057,-0.6910256147,-0.2278820127,1
207,1089,-1.491292834,-0.2331292629,1
207,1121,-3.529129028,-0.1822745055,1
207,1153,-3.410782099,0.3797995448,1
207,1185,-0.5930033922,1.184949875,1
207,1217,-0.2900400758,0.7978501916,1
207,1249,0.5706276298,0.4135959744,1
207,1281,0.3255856037,0.1524775475,1
207,1313,0.2619099617,-0.06921063364,1
207,1345,0.1911225915,0.05295787752,1
207,1377,-0.1617120355,-0.1180163622,1
207,1409,-0.9827908874,-0.1714599133,1
207,1441,-1.415415883,-1.008172989,1
207,1473,-1.521780372,-0.8155388236,1
207,1505,-1.331719041,0.1389797926,1
207,1537,-21.66841316,1.305774212,1
207,1569,10.40496063,10.5057869,1
207,1601,-2.021289587,1.676083684,1
207,1633,-1.373893023,1.21995151,1
207,1665,-0.5760985613,0.8016403913,1
207,1697,-0.0934855938,1.154653072,1
207,1729,0.226777792,1.521144629,1
