PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 3, filenames: A:[3]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[4]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.059403062,-0.0308354795,1
47,65,-0.08980894089,-0.07462993264,1
47,97,0.0919322744,-0.1283509582,1
47,129,0.04753509164,-0.07286813855,1
47,161,0.03585836291,0.06164243817,1
47,193,-0.07093578577,0.05853027105,1
47,225,-0.1877961457,-0.01276215911,1
47,257,-0.00472804904,-0.185644716,1
47,289,0.2739987373,-0.1215509549,1
47,321,0.434123069,0.2073092312,1
47,353,0.274890095,0.1563257128,1
47,385,0.1966253668,-0.2656432986,1
47,417,0.09282127023,-0.2469010651,1
47,449,-0.08306011558,-0.01081159711,1
47,481,-0.01647490263,0.2341964841,1
47,513,0.02082410455,-0.04457339644,1
47,545,-0.1369252801,-0.6610566378,1
47,577,-0.2747422159,-0.2270148396,1
47,609,-0.1223259568,0.1031461358,1
47,641,0.006647258997,0.01144003868,1
47,673,-0.0895780623,-0.1113077104,1
47,705,-0.1974872053,-0.3121033609,1
47,737,-0.05401745439,-0.0494620204,1
47,769,0.05460236967,0.1895575523,1
47,801,-0.07937425375,-0.0184341073,1
47,833,-0.224317193,-0.2948182821,1
47,865,-0.6843955517,-0.8322432041,1
47,897,-0.3610719144,-0.796818912,1
47,929,0.3114450276,-0.1002776623,1
47,961,0.6197116971,0.4782384634,1
47,993,0.263659209,0.4838563204,1
47,1025,-0.6241124868,0.5768355131,1
47,1057,-0.3836228251,0.1925014853,1
47,1089,0.1986521184,-0.03331518173,1
47,1121,0.5613182783,-2.243906975,1
47,1153,1.722269535,-2.790668488,1
47,1185,2.701589584,-2.885463238,1
47,1217,2.230083466,-2.402821779,1
47,1249,1.980376244,-2.954480886,1
47,1281,0.3387396336,-0.6115369797,1
47,1313,0.8353571892,-0.4877586365,1
47,1345,6.818544865,-2.107318878,1
47,1377,0.762638092,-1.866858006,1
47,1409,1.713083267,-0.9685416222,1
47,1441,1.824832916,-1.082969666,1
47,1473,7.011279106,-2.981646061,1
47,1505,7.294664383,-0.3538780212,1
47,1537,22.29846001,15.77848244,1
47,1569,6.210597992,-1.81070447,1
47,1601,5.053622246,-4.219285011,1
47,1633,5.09869957,-4.057644844,1
47,1665,4.333454132,-3.132914543,1
47,1697,2.231404305,-3.390684128,1
47,1729,0.9864523411,-2.167453289,1
47,1761,1.536876917,-1.287531137,1
47,1793,1.400263786,-1.300374269,1
47,1825,2.93726778,-0.9612100124,1
47,1857,0.7934604883,-0.1649082899,1
47,1889,0.6617544889,-0.8181476593,1
47,1921,1.16430223,-0.9668550491,1
47,1953,3.255565405,-3.713404894,1
47,1985,1.313755035,-2.168520689,1
47,2017,3.469406605,-1.83650744,1
79,33,-0.1630063951,-0.05951756239,1
79,65,-0.1991885304,0.147133112,1
79,97,-0.09343382716,0.3100780249,1
79,129,0.2218053937,-0.002019315958,1
79,161,0.07074881345,0.0424631983,1
79,193,-0.2063241303,0.007668703794,1
79,225,-0.1113824695,-0.1067328155,1
79,257,0.2742719054,-0.2949717641,1
79,289,0.2155577391,-0.08498516679,1
79,321,0.06650242954,0.16657722,1
79,353,-0.06933773309,-0.04135941714,1
79,385,-0.2757773101,-0.2679628432,1
79,417,-0.3666546345,-0.1353846937,1
79,449,-0.3068825901,-0.2029473037,1
79,481,-0.09631502628,-0.025344491,1
79,513,-0.06249251217,0.1356343031,1
79,545,-0.2229114175,-0.3935853839,1
79,577,-0.233186245,-0.07920287549,1
79,609,0.05545418337,0.2916615903,1
79,641,0.002434264868,0.1040794104,1
79,673,-0.0868094191,-0.05367304012,1
79,705,-0.03914837539,-0.1781207174,1
79,737,-0.005793482065,-0.2421143055,1
79,769,0.138160944,0.05759707838,1
79,801,0.06117638946,0.1659533232,1
79,833,-0.3789457381,-0.1102805138,1
79,865,-0.7454320788,-0.5450120568,1
79,897,-0.5949292779,-0.354973793,1
79,929,-0.1395638883,-0.1140534431,1
79,961,0.2252563536,-0.1806239337,1
79,993,0.15043962,-0.3229085207,1
79,1025,-0.5221085548,-0.5789257288,1
79,1057,-0.8316954374,-0.6189638972,1
79,1089,-0.1147477329,-0.6541705132,1
79,1121,1.161487103,-1.096770287,1
79,1153,0.8797261715,-1.371361971,1
79,1185,1.673074007,-2.114860773,1
79,1217,3.216626883,-2.526270866,1
79,1249,3.80664444,-2.892735481,1
79,1281,2.147524357,-5.072533607,1
79,1313,0.5652499199,-6.184793472,1
79,1345,0.08967208862,-0.4445486069,1
79,1377,-0.7384414673,-1.0604074,1
79,1409,4.502223969,-1.642085552,1
79,1441,6.588345051,-2.280623436,1
79,1473,7.150085449,-4.994434834,1
79,1505,6.46262455,-1.923346996,1
79,1537,20.55758286,11.87202072,1
79,1569,2.950456619,2.086962938,1
79,1601,3.231252193,-0.1077642441,1
79,1633,3.296177149,-5.282171249,1
79,1665,1.507896185,-4.496652603,1
79,1697,0.7676646709,-3.597183466,1
79,1729,0.1603541374,-3.737797737,1
79,1761,1.619203091,-3.27542448,1
79,1793,2.08814621,-2.652914524,1
79,1825,3.859358311,-2.537712574,1
79,1857,2.521451473,1.728929758,1
79,1889,19.49219894,3.993465424,1
79,1921,5.989977837,-3.871632338,1
79,1953,4.667501926,-4.516583443,1
79,1985,2.222113371,-3.576754332,1
79,2017,2.306390285,-1.410828829,1
111,33,0.3061721325,0.01186236739,1
111,65,-0.1103760004,0.2699790001,1
111,97,-0.3496014476,0.3402110934,1
111,129,-0.2340675294,0.149929136,1
111,161,-0.2314791679,0.2198414952,1
111,193,0.0490479134,0.008816571906,1
111,225,0.2508730888,-0.3422423899,1
111,257,0.2776151597,-0.3308279514,1
111,289,0.09361891448,0.1290203035,1
111,321,-0.1341968775,0.09281880409,1
111,353,-0.2798019946,-0.1140019521,1
111,385,-0.4182016253,-0.1736869365,1
111,417,-0.4604298472,0.08039627224,1
111,449,-0.3771538734,0.0453315638,1
