PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 2, filenames: A:[2]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[3]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3711290359,0.2273207456,1
47,65,-0.1101544499,0.05642510206,1
47,97,0.1669400036,-0.1405491233,1
47,129,-0.05803370476,0.1889027953,1
47,161,-0.2916406393,0.4377812743,1
47,193,-0.1852211505,0.4001419544,1
47,225,-0.01130940765,0.370965004,1
47,257,0.2104063332,0.1944812834,1
47,289,0.1256444752,-0.3729565144,1
47,321,-0.3340388536,-0.4985121489,1
47,353,-0.2225035429,-0.08612266183,1
47,385,0.02880579233,-0.04653483629,1
47,417,0.1513108611,0.01457315683,1
47,449,0.09989614785,-0.04832789302,1
47,481,-0.06804192066,-0.3257772326,1
47,513,-0.09011855721,-0.1443421096,1
47,545,0.0617152676,0.2477165908,1
47,577,0.5394282937,0.07467126846,1
47,609,0.3305931091,0.06467026472,1
47,641,0.150267303,0.3340992928,1
47,673,0.5653828979,0.1311794966,1
47,705,0.4496410489,0.2627483606,1
47,737,0.007444322109,0.2884159982,1
47,769,-0.02403058857,-0.008340932429,1
47,801,0.1985978931,0.05977477133,1
47,833,0.2016616613,-0.07374826074,1
47,865,3.848788023,-6.684306145,1
47,897,-19.66164589,2.418357372,1
47,929,-19.88491249,0.7791431546,1
47,961,-0.01755130291,-0.1690874398,1
47,993,-0.02231881022,0.3617856801,1
47,1025,0.2428213358,0.3471390009,1
47,1057,-0.05640292168,0.1696999669,1
47,1089,-0.9035732746,-0.01123893261,1
47,1121,-0.5512369275,-1.554819107,1
47,1153,0.3366038799,-1.833824754,1
47,1185,1.064119458,-1.714710951,1
47,1217,0.6240535975,-0.3154894114,1
47,1249,-0.3676227331,0.5796599388,1
47,1281,-1.427694082,11.30903053,1
47,1313,-1.040496111,0.7023874521,1
47,1345,-1.032634735,1.596826792,1
47,1377,-0.478069067,1.083846569,1
47,1409,-1.535504818,1.345601082,1
47,1441,-2.177794933,0.9452910423,1
47,1473,-1.136659384,0.5581963062,1
47,1505,0.3011430502,0.9121665955,1
47,1537,1.464310884,-1.429167509,1
47,1569,1.201392651,-3.048624992,1
47,1601,0.3735287189,-2.473267555,1
47,1633,-0.7365492582,-0.220492363,1
47,1665,17.99906158,-4.176923275,1
47,1697,-1.308391571,-1.057463527,1
47,1729,-1.458844185,-2.57484293,1
47,1761,-2.685723782,-2.390047073,1
47,1793,-2.477421284,-2.025444746,1
47,1825,0.1347836256,-2.564093351,1
47,1857,2.857041359,-22.16109276,1
47,1889,1.338689089,-1.302413464,1
47,1921,1.272032976,-0.7923138142,1
47,1953,0.4044948816,-0.754745245,1
47,1985,0.2783721685,-0.650293231,1
47,2017,1.746070623,-4.66276741,1
79,33,-0.3479494452,0.1478243172,1
79,65,-0.135654062,0.104158625,1
79,97,-0.1988632977,0.117138885,1
79,129,-0.1770760715,0.3037576675,1
79,161,-0.3174916506,0.2250153571,1
79,193,-0.3085020185,0.02568328381,1
79,225,-0.4377996922,0.005192019045,1
79,257,-0.2826858163,0.04529761896,1
79,289,-0.09231156856,-0.08298505843,1
79,321,-0.06603484601,-0.393800199,1
79,353,0.2957088351,-0.0350241065,1
79,385,0.2346885651,0.2645211816,1
79,417,0.02158492059,-0.01470075548,1
79,449,0.1051041335,-0.01289067417,1
79,481,0.03104120493,-0.2117721736,1
79,513,-0.04598074406,-0.2691788077,1
79,545,0.01346855238,0.2363626957,1
79,577,0.3568208814,0.09864580631,1
79,609,0.1702687591,-0.03036278859,1
79,641,-0.03906452656,0.1993458569,1
79,673,0.08715343475,0.09903745353,1
79,705,0.04594001174,0.1512358487,1
79,737,-0.009631574154,0.2933977246,1
79,769,-0.4023066759,0.08503589034,1
79,801,-0.04441359639,-0.1062968075,1
79,833,0.3949685693,-0.1204263419,1
79,865,0.5636597872,-0.05536207557,1
79,897,1.88563168,-14.44423294,1
79,929,0.09998840094,-0.4780137539,1
79,961,0.02669155598,-0.262316823,1
79,993,0.07124865055,0.02511700988,1
79,1025,0.3808091879,-0.2895124257,1
79,1057,-0.5168064237,-0.3445311785,1
79,1089,-1.102859497,-0.613224268,1
79,1121,-4.093502522,-0.9571606517,1
79,1153,-1.734072566,-1.028339863,1
79,1185,0.5223196745,-1.536331296,1
79,1217,0.8207471371,-2.286126137,1
79,1249,0.4350516796,-1.11585021,1
79,1281,0.5377486944,-1.820196629,1
79,1313,0.1273557544,-0.8154762387,1
79,1345,-0.1975909472,-0.08177727461,1
79,1377,0.5039412975,-0.3980426192,1
79,1409,1.29238224,-1.295409322,1
79,1441,1.728857756,-2.590324402,1
79,1473,-0.2328928113,-0.6342096329,1
79,1505,0.8275919557,-2.859104633,1
79,1537,1.009891987,-5.696859837,1
79,1569,-9.027218819,-15.50517654,1
79,1601,-0.3171493411,-2.151198149,1
79,1633,-0.2179158032,-1.178529024,1
79,1665,0.1041080654,-1.755871654,1
79,1697,-0.1967094243,-2.859006882,1
79,1729,-13.22955513,9.464085579,1
79,1761,-0.3864978552,-2.260356426,1
79,1793,-0.4726593196,-2.305208445,1
79,1825,0.2510267496,-6.40637207,1
79,1857,0.7078630924,-1.692331314,1
79,1889,0.9204577208,-1.734623671,1
79,1921,-0.3125663996,-1.215626478,1
79,1953,-1.086632729,-0.9949586391,1
79,1985,-1.139382839,-1.150953293,1
79,2017,0.8437292576,-3.05359602,1
111,33,-0.1861761808,0.1739822626,1
111,65,-0.2030462027,0.03064820915,1
