PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 41, filenames: A:[41]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[42]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.203281343,0.1197594702,1
47,65,-0.1391181946,0.2467526793,1
47,97,-0.3892663717,0.2664812207,1
47,129,-0.4099314213,-0.01292735338,1
47,161,0.02368174493,0.03084039688,1
47,193,0.1756018102,0.3272652924,1
47,225,-0.00931327045,0.2346200049,1
47,257,-0.04580508173,0.01360619068,1
47,289,-0.1247380078,0.1302138269,1
47,321,-0.1016230881,0.2312006056,1
47,353,-0.0611718744,-0.0282419771,1
47,385,0.08323163539,0.002456627786,1
47,417,0.3913973272,-0.1101208627,1
47,449,0.2829506695,-0.06502361596,1
47,481,-0.1587318182,0.0291864872,1
47,513,-0.1121684834,0.01521867514,1
47,545,0.01890432835,-0.2789634764,1
47,577,0.1879440695,-0.3099585176,1
47,609,0.06685902923,-0.0642079711,1
47,641,0.09204477072,0.0525887683,1
47,673,0.1711786091,0.2801309228,1
47,705,0.2450005561,0.3061310351,1
47,737,0.2557181716,0.2482230067,1
47,769,-0.3007039428,0.1551901698,1
47,801,-0.1984449178,-0.1196859479,1
47,833,-0.1010635942,-0.1524315476,1
47,865,-0.2004557699,-0.3625089526,1
47,897,-0.2442932129,-0.2217863202,1
47,929,0.4519007206,0.8426351547,1
47,961,0.8998224735,1.214456677,1
47,993,0.06684267521,0.6816880107,1
47,1025,-0.805603385,-0.6834575534,1
47,1057,-0.3263246715,-0.7525550723,1
47,1089,0.553193748,0.05830854177,1
47,1121,0.7508411407,-0.09874308109,1
47,1153,0.6897448301,-0.2989242673,1
47,1185,0.6631222963,-0.7995085716,1
47,1217,0.4292337,-0.5184241533,1
47,1249,0.06157568097,-0.0468211174,1
47,1281,0.713101089,-1.51502943,1
47,1313,-2.300211191,-10.57648849,1
47,1345,-1.056427717,-1.735116243,1
47,1377,-0.3555669785,-0.04716169834,1
47,1409,-0.0185598731,1.272855282,1
47,1441,0.2380340099,0.7539112568,1
47,1473,0.305036068,0.208334446,1
47,1505,4.027059555,5.247038364,1
47,1537,-3.014853954,-2.046944141,1
47,1569,-2.186027765,-0.9926328659,1
47,1601,1.006355166,0.5527641773,1
47,1633,0.8306683302,0.3042272329,1
47,1665,-1.477634907,-0.6669831276,1
47,1697,-2.769668818,-1.125235319,1
47,1729,-1.689413905,-0.6431446075,1
47,1761,0.2681980133,-0.3647540212,1
47,1793,1.904341221,-0.8137735128,1
47,1825,0.5537350178,-0.5849621296,1
47,1857,-0.8536126018,-1.675473094,1
47,1889,-0.4878615439,-1.089251041,1
47,1921,-0.3477229476,0.9279692173,1
