PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 6, filenames: A:[6]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[7]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.1302963197,0.02746490017,1
47,65,-0.1724109948,-0.00444682315,1
47,97,-0.1201569438,-0.1192509383,1
47,129,0.1835110784,0.06444481015,1
47,161,-0.02208573371,-0.223735258,1
47,193,0.1946501136,-0.05946846306,1
47,225,0.3007201552,0.4197122455,1
47,257,-0.01723758876,0.204675138,1
47,289,-0.009775370359,-0.1867270768,1
47,321,-0.01026594639,-0.201151371,1
47,353,-0.2451426685,-0.2158185244,1
47,385,-0.3070885241,-0.1842713654,1
47,417,-0.3710182011,-0.1874556243,1
47,449,-0.4710324407,0.006001628935,1
47,481,-0.4233854711,0.2775192857,1
47,513,-0.3706793189,0.5307577848,1
47,545,0.008327707648,0.3422905207,1
47,577,0.2137559056,0.3606761694,1
47,609,0.1260219812,0.3094170094,1
47,641,0.2957060039,0.1883766651,1
47,673,0.3163851202,0.09824277461,1
47,705,-0.1428081542,-0.1621086895,1
47,737,-0.6190335751,-0.1680193543,1
47,769,-0.7555936575,-0.1624330878,1
47,801,-0.3870289326,-0.1585909724,1
47,833,0.2967656553,-0.2653797269,1
47,865,3.924540043,-4.393086433,1
47,897,4.94175148,-4.843094826,1
47,929,0.698128581,0.2873695791,1
47,961,2.180799961,0.1214796901,1
47,993,2.310706139,0.1832129955,1
47,1025,0.5441098213,0.06445360184,1
47,1057,-0.489825964,-0.6929352283,1
47,1089,-0.6153150201,-1.39506793,1
47,1121,-0.4963117242,-1.20089376,1
47,1153,-0.5925244093,-1.877634287,1
47,1185,-0.03738510609,-1.336921811,1
47,1217,-0.3303883374,-0.3915883303,1
47,1249,-0.355309993,0.3820054531,1
47,1281,-0.2668960392,1.662762642,1
47,1313,0.342551291,-0.1885290146,1
47,1345,0.6463083029,-0.1682238579,1
47,1377,0.620844245,-0.5509583354,1
47,1409,0.1995036602,-0.9632979631,1
47,1441,-0.4102749825,-0.5304251909,1
47,1473,-0.4092519283,-0.07309317589,1
47,1505,0.9400589466,-1.2597332,1
47,1537,2.089064121,-2.540587187,1
47,1569,-0.6506800652,-3.350541592,1
47,1601,-2.958319187,-3.988994122,1
47,1633,-0.2626368999,-4.378840446,1
47,1665,1.716740131,-2.805599689,1
47,1697,-18.48195267,-5.691443443,1
47,1729,-0.4975858331,-1.257106543,1
47,1761,-0.2470341921,-1.414336801,1
