PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 35, filenames: A:[35]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[36]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1234628856,0.9597524405,1
47,65,-0.1843882203,-0.1062133461,1
47,97,-0.1019382924,-0.3090878725,1
47,129,-0.2393711507,-0.4412686825,1
47,161,-0.3263662457,-0.09815460443,1
47,193,-0.3826867342,-0.05850589275,1
47,225,-0.2679827511,-0.3582076132,1
47,257,-0.0255702287,-0.07300147414,1
47,289,0.1128683761,-0.1035419852,1
47,321,0.111083135,-0.1403892934,1
47,353,0.1399342567,0.1853363067,1
47,385,0.1262565553,0.1259648055,1
47,417,0.09482875466,0.2549206913,1
47,449,-0.06337678432,0.08815205842,1
47,481,0.1012327671,-0.08894234151,1
47,513,0.5178346634,-0.0763759315,1
47,545,0.3142537475,0.207814455,1
47,577,0.1548404098,0.1434469819,1
47,609,-0.02691958845,-0.08415327966,1
47,641,-0.1655591875,-0.3954570889,1
47,673,-0.01686927676,-0.002153389156,1
47,705,-0.02925026417,0.278875351,1
47,737,0.1221032739,-0.0912450552,1
47,769,0.1547255963,-0.4191285968,1
47,801,-0.08473537862,-0.4795532823,1
47,833,-0.1866462082,-0.426435113,1
47,865,-0.3194752932,0.4740408659,1
47,897,-0.6273376942,0.5997925997,1
47,929,-0.5882054567,-0.6372728348,1
47,961,-0.8692028522,-0.817081213,1
47,993,-0.5727790594,-1.183626771,1
47,1025,-0.136195004,-0.3319706917,1
47,1057,0.2464587688,-4.399260998,1
47,1089,0.2239280641,-1.02202785,1
47,1121,0.4507476687,0.2829531431,1
47,1153,0.3733494878,0.06638860703,1
47,1185,0.5098569989,0.7835689187,1
47,1217,0.5531281233,0.538600266,1
47,1249,0.4214375615,-0.2433896065,1
47,1281,-0.2393478751,-0.7647730112,1
47,1313,0.2960830927,-0.8831236362,1
47,1345,0.827699542,-0.6942353249,1
47,1377,0.2289246321,-0.4296047688,1
47,1409,-8.834918022,-14.64574146,1
47,1441,-0.1120495796,0.1466052532,1
47,1473,0.5358629227,0.7934548259,1
47,1505,0.7815227509,-1.352707386,1
47,1537,-0.805295527,-1.825329304,1
47,1569,-0.5016074181,-0.5181882381,1
47,1601,0.2633458376,-0.7560434341,1
47,1633,-0.4026837349,-1.330983162,1
47,1665,-0.5335523486,-0.9677386284,1
47,1697,0.0611435771,0.087059021,1
47,1729,0.5779120922,1.204624772,1
47,1761,0.6550796032,0.9956689477,1
47,1793,-0.4018694162,0.02215129137,1
47,1825,-0.2414391637,0.01614665985,1
47,1857,-0.8447043896,0.7890336514,1
47,1889,18.01166153,0.1908628047,1
47,1921,-2.305884361,0.8990682364,1
47,1953,-3.299355745,-2.782008171,1
47,1985,-2.470026016,-4.506371975,1
47,2017,-0.04640722275,-0.3172473907,1
79,33,0.2352801263,0.3024538159,1
79,65,0.05144032836,-0.1093991026,1
79,97,-0.07881709188,-0.3066400886,1
79,129,-0.006205528975,-0.3633491099,1
79,161,-0.084867917,-0.4420612454,1
79,193,0.09483928978,-0.4034966826,1
79,225,-0.05944355577,-0.04940986633,1
79,257,-0.150762558,0.111736536,1
79,289,0.0204507634,0.1135230958,1
79,321,0.1319437325,-0.05165792257,1
79,353,0.1846157014,0.02043886483,1
79,385,0.1567555517,0.2753286064,1
79,417,0.2391255647,0.3789294064,1
79,449,0.1314899921,0.1531566978,1
79,481,0.1456664354,-0.2289185375,1
79,513,0.2641749382,-0.05737704784,1
