PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 4, filenames: A:[4]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[5]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.561003685,0.02812726796,1
47,65,0.001872137189,0.1419994086,1
47,97,-0.277643621,-0.0761372447,1
47,129,0.04619136453,0.04839588702,1
47,161,0.1577267051,0.1193686426,1
47,193,0.09636890143,-0.06772167981,1
47,225,-0.0917859152,0.02941519022,1
47,257,-0.1998663247,0.3959363103,1
47,289,0.06871639937,0.5126200318,1
47,321,0.1527553797,0.2053898871,1
47,353,-0.04931586981,-0.03480087221,1
47,385,-0.03139320016,0.2775818408,1
47,417,-0.03793622553,0.4644762874,1
47,449,0.1228470951,0.1027052775,1
47,481,0.2889172435,-0.4085549116,1
47,513,-0.1454817057,-0.5475327373,1
47,545,-0.4310741425,-0.06999929249,1
47,577,-0.4007599652,0.04826527834,1
47,609,-0.1409944892,0.1007819921,1
47,641,-0.2350481153,-0.05466822535,1
47,673,-0.3848011792,-0.153395921,1
47,705,-0.2003242671,-0.08917057514,1
47,737,0.3499490023,0.1302378476,1
47,769,0.36711061,0.07599774003,1
47,801,0.1046105027,-0.2831007838,1
47,833,-0.1303818226,-0.2739571333,1
47,865,-1.483555317,-3.209340811,1
47,897,-1.53010869,-4.235641956,1
47,929,-0.4076092243,-0.6596765518,1
47,961,-0.6594665051,-0.4365248084,1
47,993,-0.7278113365,0.5461786985,1
47,1025,-0.2614674866,0.8539171219,1
47,1057,0.1154477,-0.2325019836,1
47,1089,-0.4885299206,-8.265088081,1
47,1121,0.6814748049,-3.965735435,1
47,1153,0.3340727687,2.405674458,1
47,1185,2.144969463,0.6710863113,1
47,1217,4.884809017,-1.080991864,1
47,1249,6.7967062,-1.80030179,1
47,1281,0.5371174812,0.4971780777,1
47,1313,6.297357082,-3.606886864,1
47,1345,-0.1551733017,-1.891085625,1
47,1377,0.4743452072,-2.565546989,1
47,1409,3.928789377,-3.682558537,1
47,1441,-0.2896897793,-0.7621154785,1
47,1473,3.468003511,-2.582673073,1
47,1505,1.396784306,-0.5624785423,1
47,1537,5.04673481,0.4869508743,1
47,1569,3.076639891,-0.1246967316,1
47,1601,0.6160123348,-0.4815804958,1
47,1633,-2.691943407,-21.94396019,1
47,1665,1.675205708,-2.399415255,1
47,1697,3.277581692,-2.489779234,1
47,1729,5.524451256,-2.682124138,1
47,1761,4.17085886,-2.80700016,1
47,1793,3.346407413,-3.893234253,1
47,1825,1.621522188,-2.566590309,1
47,1857,1.454639435,-2.352210999,1
47,1889,1.455452204,-3.243523598,1
47,1921,1.341104507,-0.7441425323,1
47,1953,2.382151604,-1.145401955,1
47,1985,1.92457366,-1.239596367,1
47,2017,0.8419399261,-0.8766171932,1
79,33,-0.01042562723,0.2359394431,1
79,65,-0.1332810819,-0.05722565204,1
79,97,-0.01486764103,-0.1920294166,1
79,129,0.00272956118,-0.1741526276,1
79,161,0.1098732203,-0.1520183533,1
79,193,0.195431456,0.05960671231,1
79,225,0.1369360387,0.5193140507,1
79,257,-0.08617544174,0.4076481164,1
79,289,0.1257918328,0.1339325458,1
79,321,0.175621748,0.03091865033,1
79,353,-0.08271375299,-0.1346550584,1
79,385,0.1092834398,0.1820511669,1
79,417,0.2226589918,0.7082278728,1
79,449,0.07236580551,0.3656077385,1
79,481,0.006261564791,-0.1001536846,1
79,513,-0.1091076285,-0.1151048914,1
79,545,-0.3827117682,0.1110923886,1
79,577,-0.3396806419,0.07432814687,1
79,609,-0.1737971753,-0.02685705759,1
79,641,-0.1870890856,-0.1976904273,1
79,673,0.02972888201,-0.4234687984,1
79,705,0.2068634331,-0.2717985809,1
79,737,0.3778219223,0.1062639058,1
79,769,0.2063651979,0.09982077777,1
79,801,-0.06702499092,-0.2169960737,1
79,833,-0.1428472996,-0.07231873274,1
79,865,-0.9546512961,-1.953719497,1
79,897,-0.716683507,-2.583017826,1
79,929,0.2224832773,-0.1968564987,1
79,961,0.133364588,0.01503399014,1
79,993,-0.08251780272,-0.006164997816,1
79,1025,-0.7467265725,-0.3483240604,1
79,1057,-0.5106158853,-0.9520629644,1
79,1089,-0.1495471597,-0.9968796372,1
79,1121,0.2360137999,-0.5818118453,1
