PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 62, filenames: A:[62]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[63]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.6340555549,-0.05440278351,1
47,65,-0.01187947392,-0.186621055,1
47,97,0.09649824351,-0.02387487888,1
47,129,0.01811465621,0.1655452549,1
47,161,-0.02833718061,0.2918385565,1
47,193,0.148434788,0.2245624065,1
47,225,0.1522017121,0.03485420346,1
47,257,0.04910174012,-0.2887417078,1
47,289,-0.02139931917,-0.1506620347,1
47,321,-0.2422686368,-0.1316479743,1
47,353,-0.3559489548,-0.1935658455,1
47,385,0.007961079478,-0.4276170731,1
47,417,0.2799415588,-0.3280992508,1
47,449,0.2883787155,-0.2771657705,1
47,481,-0.07808786631,-0.4011659622,1
47,513,-0.6148747802,-0.2370513678,1
47,545,-0.5785867572,0.005126833916,1
47,577,-0.07238742709,-0.03642543405,1
47,609,0.1469438374,-0.1477141827,1
47,641,0.1543087065,-0.3447259367,1
47,673,0.04327207804,-0.4315720797,1
47,705,-0.02555495501,-0.3444058895,1
47,737,0.2292378843,-0.2139555812,1
47,769,0.2005985677,-0.05190651119,1
47,801,0.03929150105,0.1946513951,1
47,833,0.05470782518,0.3774271607,1
47,865,-0.1820317507,0.5539575815,1
47,897,-0.3686755896,0.5953758955,1
47,929,0.004776034504,0.1487776637,1
47,961,-0.03489223123,-0.4496898353,1
47,993,-0.01949468255,0.689817071,1
47,1025,-0.1458044052,1.056485176,1
47,1057,-0.01729500294,0.6263379455,1
47,1089,0.1590608954,-0.1148383617,1
47,1121,-0.977124095,0.5363736153,1
47,1153,-1.328916311,0.9342303276,1
47,1185,-0.1540590525,0.6512475014,1
47,1217,0.6089791059,-0.3690994382,1
47,1249,0.2647151947,-0.9475017786,1
47,1281,0.226845324,-0.06105813384,1
47,1313,0.6515432596,0.003603100777,1
47,1345,0.6217458248,-0.5411995649,1
47,1377,-0.07720687985,-0.7034519911,1
47,1409,-0.4724173248,-0.6068825722,1
47,1441,-0.1320447922,0.2511781156,1
47,1473,0.309120059,0.8212616444,1
47,1505,0.6530117989,0.5760082006,1
47,1537,-0.4380517006,-0.6635730267,1
47,1569,-0.03482413292,-1.45920527,1
47,1601,0.1205484867,-3.13123703,1
47,1633,-3.172284126,-0.8086737394,1
47,1665,-11.48072147,-3.057251692,1
47,1697,-8.835237503,-5.70916605,1
47,1729,-1.20457387,0.3434233665,1
47,1761,-1.33884716,-2.180031776,1
47,1793,-3.548481464,-1.797796488,1
47,1825,-3.277038813,-2.623709679,1
47,1857,-1.403455019,-1.954633236,1
47,1889,0.606708765,-17.80219078,1
47,1921,-0.5225782394,-4.562065125,1
47,1953,-0.07767343521,-5.30498457,1
47,1985,12.3199749,-13.79208946,1
47,2017,-2.330992699,-6.832621574,1
79,33,0.1184146404,0.1616819948,1
79,65,0.1761106998,-0.1448091567,1
79,97,0.3487862051,-0.133607313,1
79,129,0.06481157243,0.1372005641,1
79,161,-0.1200204492,0.1107596904,1
79,193,0.05106783658,0.02649128437,1
79,225,0.1044102684,0.2304904461,1
79,257,0.06104269624,0.1135245115,1
79,289,-0.1785838008,0.1471058875,1
79,321,-0.1912534684,-0.2393084615,1
79,353,-0.01818591356,-0.257427901,1
79,385,0.02156741545,-0.3161717951,1
79,417,0.03149880469,-0.2299643457,1
79,449,0.2546252012,-0.171811685,1
79,481,0.4055058658,-0.1748001873,1
79,513,-0.05103881657,-0.07267299294,1
79,545,-0.1555621028,0.07281552255,1
79,577,0.06247112155,-0.1228153855,1
79,609,-0.1102716774,-0.09379135072,1
