PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 67, filenames: A:[67]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[68]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5815836191,-0.06872873008,1
47,65,-0.0582973361,-0.147277236,1
47,97,0.1796847433,-0.112985611,1
47,129,-0.1142292619,0.06442446262,1
47,161,-0.2048193216,0.1057027429,1
47,193,-0.1103106439,-0.2964656353,1
47,225,-0.09480792284,-0.2886535525,1
47,257,-0.01511701196,0.1191456765,1
47,289,0.1035515666,0.05610105395,1
47,321,0.2115267515,-0.1212049425,1
47,353,0.08825617284,0.01591944695,1
47,385,-0.2194429189,0.2327755839,1
47,417,-0.3046488762,0.1706819534,1
47,449,-0.3390827179,0.2595291734,1
47,481,-0.171764344,0.3943128586,1
47,513,0.05492183566,0.08041483164,1
47,545,-0.1173764765,-0.03854398429,1
47,577,-0.1267988682,0.1495094299,1
47,609,-0.2266102433,0.5552851558,1
47,641,-0.5779554248,0.6346384883,1
47,673,-0.506880641,0.5322588682,1
47,705,-0.03453928605,0.263699621,1
47,737,0.09062366188,0.4300378561,1
47,769,-0.322530359,0.1414334178,1
47,801,-0.2583978176,-0.1547733247,1
47,833,-0.04233014584,-0.1521022916,1
47,865,0.002740290016,0.1626845598,1
47,897,0.2105461359,0.4552113116,1
47,929,0.5900834799,-0.3246860504,1
47,961,1.030328274,-1.289148331,1
47,993,3.794987679,-3.49234724,1
47,1025,5.316431999,-4.159052372,1
47,1057,1.422419548,-1.585627079,1
47,1089,0.9293227196,-0.4726064205,1
47,1121,1.506040096,-0.7377799749,1
47,1153,2.286514282,-4.680455208,1
47,1185,1.292876959,-5.2312994,1
47,1217,-0.6902635098,-1.620924711,1
47,1249,-0.3597003222,-1.525648832,1
47,1281,-0.3286957145,-0.7743406296,1
47,1313,-0.3732148111,0.3019188643,1
47,1345,-0.3500870466,-0.4842671752,1
47,1377,0.05826328695,-0.9873847961,1
47,1409,0.3293885589,-0.7283785343,1
47,1441,0.3230217099,-0.5723626614,1
47,1473,0.5887178183,0.6156331301,1
47,1505,0.8645040989,0.4930178821,1
47,1537,0.9770004749,-0.06539511681,1
47,1569,1.277870178,-0.6005905867,1
47,1601,1.138015747,0.01008176804,1
47,1633,-0.4515675604,0.8006893992,1
47,1665,0.7977355719,5.555123329,1
47,1697,2.134508371,6.735966682,1
47,1729,-1.191524148,-0.6723118424,1
47,1761,-1.037643075,-0.5144515038,1
47,1793,-0.08395206928,-0.1311926842,1
47,1825,-1.93513763,-1.318846822,1
47,1857,-2.368337631,-2.241598368,1
47,1889,-1.20838213,-1.383645058,1
47,1921,-0.01308012009,-1.675825119,1
47,1953,-0.9029569626,-0.2192163467,1
47,1985,-19.36322594,13.14517021,1
47,2017,-1.897233486,-2.735012054,1
79,33,-0.05013591051,-0.03321497142,1
79,65,0.1381323636,-0.2116104811,1
79,97,0.1405854821,-0.1491570324,1
79,129,-0.0002750605345,-0.03173740581,1
79,161,0.08974029869,-0.02191135287,1
79,193,-0.1985316575,-0.03657973558,1
79,225,-0.6005521417,-0.09028024971,1
79,257,-0.02690064535,-0.06567102671,1
79,289,0.1952713728,-0.1116976291,1
79,321,0.1873395592,-0.1320205927,1
79,353,0.09117244929,-0.03498503938,1
79,385,-0.2378386855,0.3882969618,1
79,417,-0.4451999664,0.3780752122,1
79,449,-0.1963178664,0.3709016442,1
79,481,0.04103863239,0.07787600905,1
79,513,0.2638242245,-0.2137544602,1
79,545,0.09163687378,0.0923627764,1
79,577,-0.223211363,-0.2106096148,1
79,609,-0.06794372201,0.1246384308,1
79,641,-0.1792046428,0.3061876893,1
79,673,-0.2109083086,0.1403710246,1
79,705,0.1877215505,0.3175630569,1
79,737,0.2025694251,0.4280781448,1
79,769,-0.02552791685,0.51698035,1
79,801,-0.1068160832,0.1175362989,1
79,833,-0.2806790769,-0.139340207,1
79,865,-0.1327554286,-0.1460285038,1
79,897,0.3697685003,0.01036999188,1
79,929,0.2043245435,0.1841014028,1
79,961,-0.2031236291,0.03649699688,1
79,993,1.613314152,-1.337532282,1
79,1025,2.458272934,-2.118083715,1
79,1057,3.094563961,-3.370842695,1
79,1089,1.084356308,-1.772688985,1
79,1121,1.183662534,-1.514541745,1
79,1153,2.382876396,-5.05812788,1
79,1185,-0.4376315475,-0.8200412393,1
79,1217,-0.2521671653,-0.8161453009,1
79,1249,-0.2237901092,-0.4425202012,1
79,1281,-0.1452324092,-0.7155564427,1
79,1313,-0.2447169125,-0.2305488884,1
79,1345,-0.1875655949,-0.3167517483,1
79,1377,0.06142380834,-0.8744062185,1
79,1409,-0.3287546337,-0.7567708492,1
79,1441,-0.1289114207,-0.3075445294,1
79,1473,0.015086025,0.2642286122,1
79,1505,0.1634816527,0.4063459933,1
79,1537,0.0775744915,-0.1701348722,1
79,1569,13.28142929,3.433929682,1
79,1601,16.25596619,7.746004105,1
79,1633,-0.3866966665,-0.7016563416,1
79,1665,-0.8263519406,-0.5105988979,1
79,1697,-0.8036214709,0.3544329405,1
79,1729,-0.931593895,0.3861529529,1
79,1761,-0.2541255355,-0.3971511126,1
79,1793,-0.5306168795,-1.213535666,1
79,1825,-2.306019068,-2.177990437,1
79,1857,-1.419392228,-2.019285679,1
79,1889,-0.1298519373,-1.178027749,1
79,1921,0.5134706497,-1.023587108,1
79,1953,-2.152285099,-1.864821911,1
79,1985,-3.196168423,-2.410570621,1
79,2017,-1.440288305,-0.3850831985,1
111,33,0.296495527,0.01860849559,1
111,65,0.3343415856,0.06278990954,1
111,97,0.2307041138,0.01946808398,1
111,129,0.1473185271,-0.01906695217,1
111,161,0.02260028571,0.02755009383,1
111,193,0.03132729977,0.3933100104,1
111,225,-0.02364008129,0.5505974889,1
111,257,0.1131579056,0.001594409347,1
111,289,0.2544838488,-0.2172580957,1
111,321,0.2288746238,-0.09042254835,1
111,353,0.06710610539,-0.1768559813,1
111,385,-0.2178342044,0.02826851606,1
111,417,-0.2423844635,0.3337331116,1
111,449,0.09039476514,0.06381002069,1
111,481,0.1084940434,-0.5191170573,1
111,513,0.1938403994,-0.4309974909,1
111,545,0.2437669933,-0.1605933458,1
111,577,-0.1833505183,-0.3592017889,1
111,609,-0.1507546008,-0.1160104349,1
111,641,0.1145005599,0.07748860121,1
111,673,0.1345407963,-0.02040706947,1
111,705,0.07974027097,0.1421232224,1
111,737,0.04002443328,0.3123246729,1
111,769,0.2491286397,0.2343721241,1
111,801,0.1017231941,0.165553838,1
111,833,-0.3379561603,0.1356768161,1
111,865,-0.00871482119,-0.08990469575,1
111,897,0.1444947869,-0.08764863014,1
111,929,0.03521746397,0.158500582,1
111,961,-0.03761076927,0.2071686387,1
111,993,0.270717144,-0.2816212177,1
111,1025,1.55408442,-0.5874117613,1
111,1057,1.428134084,-1.029287338,1
111,1089,0.7176742554,-1.182844162,1
111,1121,5.139927864,-2.923748016,1
111,1153,1.098201036,-1.258355856,1
111,1185,-0.1771458983,-0.4230269194,1
111,1217,-0.05541597307,-0.1300485134,1
111,1249,0.1804877818,-0.3647630215,1
111,1281,-0.1148945391,-0.2388571203,1
111,1313,-0.2093161643,-0.04122552276,1
111,1345,-0.2316772491,-0.1093277931,1
111,1377,-0.2938493192,-0.3638676703,1
111,1409,-0.3449749053,-0.1651294827,1
111,1441,-0.2252099514,-0.4209527373,1
111,1473,-0.1427927911,-0.4185978174,1
111,1505,0.1635092944,-0.137198925,1
111,1537,1.712103724,-0.004945069551,1
111,1569,1.678166628,-0.7638915181,1
111,1601,0.9371852875,-1.584567904,1
111,1633,-16.19200134,-0.6522271037,1
111,1665,-0.4726344347,-0.9973838329,1
111,1697,-0.147834748,1.077369452,1
111,1729,-0.8181603551,0.3824448586,1
111,1761,0.09687823057,-0.5577363968,1
111,1793,0.5461295247,-1.244776011,1
111,1825,-0.5189603567,-1.854228139,1
111,1857,-0.361807704,-1.423810124,1
111,1889,-0.3690963984,-1.120065808,1
111,1921,-0.6688489318,-1.269021511,1
111,1953,-1.171725512,-2.214416027,1
111,1985,-0.8897197247,-2.698852301,1
111,2017,-0.4301508069,0.009202241898,1
143,33,0.2299832553,0.03992407769,1
143,65,0.2917201519,0.1437480599,1
143,97,0.3332761526,0.07599881291,1
143,129,0.1347481459,-0.04571382701,1
143,161,-0.09224843234,0.1755473912,1
143,193,0.0247676149,0.2641878128,1
143,225,0.05927603319,0.3258340955,1
143,257,0.09178065509,0.2724243402,1
143,289,0.1606633812,-0.01125302166,1
143,321,0.1650836468,-0.0705934763,1
143,353,-0.008420784026,-0.2600670457,1
143,385,-0.2709747255,-0.266163677,1
143,417,-0.1741208583,0.1153495759,1
143,449,0.09715484828,-0.2774762511,1
143,481,0.1565617621,-0.4423079789,1
143,513,-0.2116391808,-0.5833027363,1
143,545,-0.3192653656,-0.5479106307,1
143,577,-0.255556345,-0.06904348731,1
143,609,-0.2544133365,-0.0818213895,1
143,641,0.03510455042,-0.1191671491,1
143,673,0.04101066291,-0.04794611782,1
143,705,-0.07243946195,0.01698014885,1
143,737,0.133310914,0.1538598388,1
143,769,0.5700513124,0.1321375072,1
143,801,0.1719285846,0.03251623362,1
143,833,0.07265677303,0.2802163363,1
143,865,0.4375405014,0.1410642415,1
143,897,-0.1513407379,-0.1543147564,1
143,929,-0.3422454596,0.03095588088,1
143,961,0.1154639721,-0.02719703317,1
143,993,0.3529188633,0.0244102478,1
143,1025,0.4284289479,0.3580185175,1
143,1057,0.3212403059,0.7120683193,1
143,1089,-0.02377462387,-0.3940271139,1
143,1121,0.4159294367,-1.131910801,1
143,1153,0.5267625451,-0.9335820079,1
143,1185,0.04816575348,-0.627609849,1
143,1217,0.3004278839,-0.3987765014,1
143,1249,0.5676718354,-0.3865561783,1
143,1281,-0.04751104116,0.2423340678,1
143,1313,0.0260643959,-0.1013878584,1
143,1345,0.117873162,-0.0871784091,1
143,1377,-0.1507781148,-0.3641722202,1
143,1409,0.2413417697,-0.3725919724,1
143,1441,0.07236677408,-0.5135271549,1
143,1473,-0.2288092971,-0.5628283024,1
143,1505,-0.7887644172,-1.357183695,1
143,1537,-1.040817738,-0.3441432714,1
143,1569,-0.7666133046,-0.1318158507,1
143,1601,-0.5174006224,-1.479216337,1
143,1633,-0.9068430662,-0.9129674435,1
143,1665,-0.844712615,0.1111104488,1
143,1697,-0.453625083,-0.5375878215,1
143,1729,-0.9170609713,0.1555357575,1
143,1761,-0.4034188986,-0.04439675808,1
143,1793,0.8076302409,-0.8180482388,1
143,1825,1.539628863,-0.6456547976,1
143,1857,0.6778374314,-0.3175003529,1
143,1889,-2.118195295,0.8321201205,1
143,1921,-0.2378078699,-0.9250253439,1
143,1953,0.3375177383,-1.327906609,1
143,1985,0.4903557301,-4.301478863,1
143,2017,-0.4583712816,-0.1193336248,1
175,33,0.3126494288,0.07354813069,1
175,65,0.485334307,0.03195174038,1
175,97,0.2578676343,0.109634012,1
175,129,-0.2734766006,0.04990285635,1
175,161,-0.1967162788,0.1185728833,1
175,193,-0.1584782302,0.1007877737,1
175,225,-0.1811110973,0.1419599652,1
175,257,-0.03344170004,-0.04132673517,1
175,289,-0.06633095443,-0.119603008,1
175,321,-0.03723749891,-0.05371369421,1
175,353,-0.01822353527,0.04316587746,1
175,385,-0.09100067616,-0.08339779079,1
175,417,0.03596378863,-0.1682459265,1
175,449,0.06196541339,-0.5020517111,1
175,481,-0.09619277716,-0.3137048185,1
175,513,-0.3727494478,-0.1344293058,1
175,545,-0.3955481052,-0.1655921638,1
175,577,-0.2651456594,0.1808893383,1
175,609,-0.03445009887,0.1618800461,1
175,641,-0.03017103672,-0.1370599717,1
175,673,-0.09755040705,0.1545128524,1
175,705,-0.2384388745,0.4168364704,1
175,737,-0.149907589,0.2646680474,1
175,769,-0.0004574656487,0.2051621825,1
175,801,-0.1626239717,-0.003987401724,1
175,833,-0.05484582484,0.3631356657,1
175,865,0.06371004879,0.5260759592,1
175,897,-0.1589010656,-0.1176741123,1
175,929,-0.3937481046,-0.1791131198,1
175,961,-0.06823594868,-0.3398927748,1
175,993,0.9241799116,-0.2629446983,1
175,1025,0.2815252244,0.07393354923,1
175,1057,0.6977827549,-0.0487947464,1
175,1089,0.1453897506,-0.2291625142,1
175,1121,-0.3406554461,-1.480088234,1
175,1153,-0.32316342,-1.340301991,1
175,1185,-0.1164970547,-0.04196220636,1
175,1217,0.3591431975,-0.4794025123,1
175,1249,0.7194546461,-0.5593962669,1
175,1281,0.1872289181,-0.2087443471,1
175,1313,0.2190823257,-0.4279480278,1
175,1345,0.2766578496,-0.4284056425,1
175,1377,-0.04125639796,-0.5989354849,1
175,1409,-0.7066523433,-0.7832047939,1
175,1441,-0.8126372099,-1.173466444,1
175,1473,-1.076111794,-0.8748650551,1
175,1505,-2.018714905,-3.235134125,1
175,1537,-1.513342857,-2.064258099,1
175,1569,-1.722452879,-1.308070779,1
175,1601,-1.612981796,-2.02515626,1
175,1633,-1.44012475,-1.308841944,1
175,1665,-1.348381281,-0.261631608,1
175,1697,0.1389344931,-1.397025108,1
175,1729,-0.3812760711,-0.44068712,1
175,1761,-0.6463725567,-0.3830666542,1
175,1793,-0.2031761408,-1.124754071,1
175,1825,-0.1963866949,-1.070495605,1
175,1857,-0.3397704661,0.07758198678,1
175,1889,0.216732502,0.1501463056,1
175,1921,0.8928659558,-1.113634586,1
175,1953,0.2888680696,-1.704884052,1
175,1985,0.6939378381,-0.7944359183,1
175,2017,-0.1529004574,-0.127273798,1
207,33,0.5584303737,0.1560180187,1
207,65,0.3179961741,-0.0704876408,1
207,97,0.09092681855,-0.01242375746,1
207,129,-0.1593465507,-0.05721972138,1
207,161,-0.1269854903,-0.09569622576,1
207,193,-0.04500050843,0.0384702161,1
207,225,-0.08578935266,0.1244614422,1
207,257,-0.08105905354,-0.1821919382,1
207,289,0.02388665825,-0.2399793118,1
207,321,0.1131477654,-0.07817259431,1
207,353,-0.1159304678,0.1853637099,1
207,385,-0.07404133677,0.06763577461,1
207,417,0.2605025172,-0.1918772459,1
207,449,0.1460320055,-0.373085022,1
207,481,-0.1915648282,-0.3528383672,1
207,513,-0.157409668,-0.06189605594,1
207,545,-0.1194499135,0.3452921808,1
207,577,-0.09614342451,0.2873111069,1
207,609,-0.02166586369,0.1924838275,1
207,641,-0.009496122599,0.01588575542,1
207,673,-0.1495461166,0.3272682428,1
207,705,-0.348000288,0.2953606248,1
207,737,-0.2563863099,0.1190109327,1
207,769,-0.1590138674,-0.1332684457,1
207,801,-0.1580321789,-0.02466722578,1
207,833,-0.1438355595,0.4339707494,1
207,865,-0.1744652092,0.4520316124,1
207,897,-0.1814012825,0.069409132,1
