PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 68, filenames: A:[68]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[69]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.03288303316,1.406754017,1
47,65,0.1337268054,-0.2565567791,1
47,97,0.1408486962,-0.6031817198,1
47,129,0.3669223487,-0.4766795933,1
47,161,0.2859464288,0.07405745983,1
47,193,0.3077865541,0.532897234,1
47,225,0.08883304894,0.2655286491,1
47,257,-0.06031019241,0.002059936523,1
47,289,-0.00304068625,-0.03070144542,1
47,321,0.06821283698,0.2804737091,1
47,353,0.1073889434,0.3187211454,1
47,385,0.1257834733,0.0643427074,1
47,417,0.0139260143,0.08492571115,1
47,449,0.1956969351,0.1377453506,1
47,481,0.1384041011,0.0995137319,1
47,513,-0.01790238917,-0.01753121614,1
47,545,0.1075043678,0.3098561466,1
47,577,0.1381693929,0.8653809428,1
47,609,0.1145474687,0.2285279036,1
47,641,-0.1061862037,-0.002551943064,1
47,673,0.04693455994,0.3088376522,1
47,705,-0.1235886216,-0.0130565688,1
47,737,0.02557821572,-0.01564952731,1
47,769,0.4293376803,0.2863336802,1
47,801,0.1248168349,0.3783131242,1
47,833,0.163226828,0.5353319645,1
47,865,0.2801894546,0.6846919656,1
47,897,0.5890004635,0.2230885029,1
47,929,0.3649865985,-0.0463725403,1
47,961,-0.5670231581,0.7326671481,1
47,993,-11.70625305,-2.375560522,1
47,1025,-8.593572617,0.120975256,1
47,1057,-0.05692666769,0.4724609256,1
47,1089,0.5068231821,1.579211235,1
47,1121,0.3566467762,0.3421134949,1
47,1153,-0.2446300983,-1.87016499,1
47,1185,-0.249329716,-1.020361543,1
47,1217,0.2480532527,-0.9255113602,1
47,1249,0.5188935995,-0.6894788742,1
47,1281,0.41388309,-0.352049768,1
47,1313,0.1328498423,-0.936357379,1
47,1345,-0.1537573785,0.3260819912,1
47,1377,-0.2095783353,0.3186320364,1
47,1409,-0.2791654468,-0.105361402,1
47,1441,-0.3668732047,0.03263649344,1
47,1473,-0.202798456,-0.2591653466,1
47,1505,0.2744388282,-0.7247445583,1
47,1537,0.2597395778,-0.5494796038,1
47,1569,-0.3220200837,0.08971078694,1
47,1601,-0.3234355152,0.7646918297,1
47,1633,-0.02890849113,0.2990928888,1
47,1665,0.7201009393,1.306546688,1
47,1697,2.206638336,1.688302517,1
47,1729,0.1329613328,-0.1152102947,1
47,1761,-0.4830783606,-0.487965703,1
47,1793,-0.140755415,-0.3783667684,1
47,1825,0.02128958702,0.2390761375,1
47,1857,0.1311821043,0.06621575356,1
47,1889,0.1483402848,-0.8209838867,1
47,1921,-0.02679634094,-0.4832729101,1
47,1953,0.161736846,1.36570549,1
47,1985,0.7070763111,0.5802346468,1
47,2017,-0.2936489582,-3.424178839,1
79,33,-0.2555711865,0.5444988012,1
79,65,-0.3242054284,-0.3556319475,1
79,97,-0.2185785472,-0.2617846131,1
79,129,-0.03289830685,0.0568658337,1
79,161,0.4180466235,0.02686536685,1
79,193,0.566976428,0.1397277862,1
79,225,0.175452739,0.09148751199,1
79,257,-0.07320138812,-0.2823658884,1
79,289,0.09409566224,-0.2474447489,1
79,321,0.1065021902,0.1693916768,1
79,353,0.02747286111,0.05244368315,1
79,385,0.1585276723,-0.09659403563,1
79,417,-0.0166567564,0.09499664605,1
79,449,-0.02649785951,0.1762824208,1
79,481,-0.07883084565,-0.05384837091,1
79,513,-0.2416777313,-0.05853100121,1
79,545,0.0933765769,0.03856663406,1
79,577,0.3023156524,0.4265519977,1
79,609,0.2333549857,0.2494603097,1
79,641,-0.01243834943,0.1593801677,1
79,673,-0.1855095625,0.5346651673,1
79,705,-0.2472559363,0.1779778749,1
79,737,0.03994344547,-0.01832132787,1
79,769,0.1112195477,0.007485281676,1
79,801,-0.1687423587,0.03727693856,1
79,833,-1.101795912,13.02101612,1
79,865,-0.3677160144,13.95496368,1
79,897,0.1384257376,-0.005912527442,1
79,929,0.07666601241,-0.01214849949,1
79,961,-0.2823880911,0.3715744019,1
79,993,-2.114910126,-0.03521943092,1
79,1025,-0.8301758766,-0.7027383447,1
79,1057,0.483897984,-0.6806075573,1
79,1089,0.8795589209,0.7562777996,1
79,1121,0.36269629,-0.07205122709,1
79,1153,0.5763329864,-3.660153866,1
79,1185,0.005835562944,-0.749453783,1
79,1217,0.485337913,-0.356954217,1
79,1249,0.6339396238,-0.1552289724,1
79,1281,0.4497899115,0.05164581537,1
79,1313,0.3093789518,-0.390597254,1
79,1345,0.04577773064,-0.01267401874,1
79,1377,-0.1953311563,0.2042199671,1
79,1409,-0.03269854188,0.07881326973,1
79,1441,-0.3255391717,0.08728829026,1
79,1473,-0.1693579704,0.07332400978,1
79,1505,0.2707719803,0.01711067557,1
79,1537,0.1301281452,0.1237616539,1
79,1569,0.3952162862,0.1477147192,1
79,1601,0.6174385548,0.3493928313,1
79,1633,0.8138208389,-0.05810588598,1
79,1665,0.5335879326,-0.08771514893,1
79,1697,0.562009275,0.09667921066,1
79,1729,0.7289387584,0.1665115952,1
79,1761,0.6605290174,6.509788513,1
79,1793,3.517851114,3.516608238,1
79,1825,1.317528367,0.2290445417,1
79,1857,0.2290033698,0.266543895,1
79,1889,-0.8593833447,0.08668574691,1
79,1921,-0.6395947337,0.09827375412,1
79,1953,-0.2618029714,1.255559921,1
79,1985,0.2170472741,1.908788323,1
79,2017,0.4327835441,-1.238387942,1
111,33,-0.3339544535,0.135673672,1
111,65,-0.3668867946,-0.1853448749,1
111,97,-0.3540688753,-0.01042586565,1
111,129,-0.1950772703,0.1727880388,1
111,161,0.2419482619,-0.09118038416,1
111,193,0.2972992063,-0.3627811074,1
111,225,0.2115228176,-0.195346877,1
111,257,0.02816957608,-0.07112731785,1
111,289,-0.06755068898,-0.1614776552,1
111,321,0.1201464087,0.006398003548,1
111,353,0.1904430389,-0.1010106057,1
111,385,0.2725056708,0.08143852651,1
111,417,0.2528419495,-0.009727366269,1
111,449,-0.05734033138,-0.03478087485,1
111,481,-0.2575576901,0.1299978644,1
111,513,-0.2179231495,0.234557882,1
111,545,0.0825374648,-0.0469224304,1
111,577,0.4385591745,-0.1238772422,1
111,609,0.4477821887,-0.02532076836,1
111,641,-0.1151006967,0.04625056684,1
111,673,-0.4120141268,0.314465344,1
111,705,-0.1908995509,0.202646628,1
111,737,-0.1099897623,-0.100528881,1
111,769,-0.06580200791,-0.251619041,1
111,801,0.0252458863,-0.2280430794,1
111,833,-0.2598071992,12.84640121,1
111,865,-0.2601396143,12.59791756,1
111,897,-0.2179145813,-0.2411890626,1
111,929,-0.2727740109,0.0846156925,1
111,961,-0.2999385595,0.5097647309,1
111,993,-0.7626981735,0.6286463737,1
111,1025,-0.4266532362,-0.01503294706,1
111,1057,0.3187524378,-1.189720273,1
111,1089,-11.256814,6.840584278,1
111,1121,1.190777779,0.05234789848,1
111,1153,1.367658377,-0.2028577626,1
111,1185,0.4157903492,0.3974091709,1
111,1217,0.1662177742,0.1891850829,1
111,1249,0.06636381149,-0.1589640677,1
111,1281,0.3025832772,-0.1238517463,1
111,1313,0.294590652,-0.508269608,1
111,1345,-0.1266142279,-0.4244560599,1
111,1377,-0.3487924933,-0.2195336223,1
111,1409,0.1812455952,-0.1388761997,1
111,1441,-0.2503462136,0.1161569655,1
111,1473,-0.4625363052,0.3439496756,1
111,1505,-0.1402549893,0.4366164207,1
111,1537,-0.1302629411,-0.3201461732,1
111,1569,0.6216014624,-0.1767769754,1
111,1601,0.7024193406,0.2678706348,1
111,1633,0.01550203562,0.1957830787,1
111,1665,-0.656668663,-0.5900515914,1
111,1697,0.4808174372,-0.6105589867,1
111,1729,1.094562769,-0.1552540064,1
111,1761,1.045211077,5.047476292,1
111,1793,2.309943199,4.82067728,1
111,1825,0.4612531364,0.361607492,1
111,1857,-0.09024046361,0.04657244682,1
111,1889,-1.427042007,-0.1854299605,1
111,1921,-0.3863573074,-0.5087411404,1
111,1953,0.2538139224,0.7592764497,1
111,1985,-0.06276418269,1.755800724,1
111,2017,-0.1162675172,-0.2508145869,1
143,33,-0.1756644547,0.03256615996,1
143,65,-0.02974706888,-0.005110494792,1
143,97,-0.225663498,0.110897854,1
143,129,-0.02359361202,0.05163016543,1
143,161,0.09530875087,-0.2534899712,1
143,193,-0.09919083118,-0.3785217106,1
143,225,0.05877833068,-0.2233787775,1
143,257,-0.03807451576,-0.05161958933,1
143,289,-0.1700888276,-0.02562026307,1
143,321,-0.2210357189,-0.05216253176,1
143,353,-0.1752045453,-0.02051542699,1
143,385,0.01415934414,0.2696776986,1
143,417,0.1501168311,-0.04393677413,1
143,449,0.00383220613,-0.1056046486,1
143,481,-0.2793238163,0.1967727691,1
143,513,-0.01126235723,0.1706222296,1
143,545,0.2396183312,-0.1680002064,1
143,577,0.299121052,-0.2935036719,1
143,609,0.361276865,-0.4325971603,1
143,641,-0.08138012886,-0.2513402104,1
143,673,-0.2120251954,0.1588956714,1
