PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 23, filenames: A:[23]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi & B:[24]MAX_Pos00d_TimeSrs006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3020277023,0.09029388428,1
47,65,-0.3760944605,-0.07751690596,1
47,97,-0.4999552965,0.2356883585,1
47,129,-0.271827966,0.2444035709,1
47,161,-0.03051860631,-0.07359866798,1
47,193,0.2775572538,-0.253267467,1
47,225,0.3202181458,-0.6419788599,1
47,257,0.404823184,-0.3049098849,1
47,289,0.6159489155,0.3147114217,1
47,321,0.2400435507,0.3463611901,1
47,353,-0.09454922378,0.2198914886,1
47,385,0.06477945298,-0.0853921473,1
47,417,0.1545213461,-0.09485861659,1
47,449,-0.06174810231,-0.008181229234,1
47,481,-0.1674173474,0.05274255574,1
47,513,-0.2512388825,0.086686939,1
47,545,-0.2317464948,-0.007832273841,1
47,577,-0.1771194339,-0.154511869,1
47,609,-0.07893103361,-0.1023966819,1
47,641,-0.07714527845,0.0100415647,1
47,673,-0.338691473,0.1015814394,1
47,705,-0.4652901888,0.06819229573,1
47,737,-0.5031408668,0.07476496696,1
47,769,-0.1463073194,0.2967163324,1
47,801,0.07923725247,0.1709518135,1
47,833,0.04630187899,-0.2335944772,1
47,865,5.598056316,7.744558811,1
47,897,0.4024699032,-0.1061646938,1
47,929,0.2299535275,0.2622663081,1
47,961,0.29294613,0.3069174886,1
47,993,0.3127317727,0.1945891976,1
47,1025,-0.1374597251,-0.1969511509,1
47,1057,-0.6695901155,-0.2836325467,1
47,1089,-0.3821638525,-0.3207680881,1
47,1121,0.3725847006,0.01909685135,1
47,1153,-1.596252203,-0.4964263439,1
47,1185,-0.2473328114,0.2202003002,1
47,1217,-1.219237924,-0.07996678352,1
47,1249,-1.398296595,-0.3291877508,1
47,1281,-0.4115691781,-0.1744127274,1
47,1313,0.8976439238,0.3314400315,1
47,1345,1.254315972,1.007561803,1
47,1377,0.3985645175,0.7302880287,1
47,1409,-0.2417994738,0.3275418282,1
47,1441,0.05818533897,-0.3508155346,1
47,1473,0.6107096672,0.01035752892,1
47,1505,0.7655730247,-0.3686881661,1
47,1537,1.301017523,-0.6054739952,1
47,1569,-0.04567599297,0.6763918996,1
47,1601,-2.770982504,0.95614326,1
47,1633,-3.372819901,0.6101765633,1
47,1665,-3.018598557,-0.2442407608,1
47,1697,-1.143747568,0.1136488914,1
47,1729,-2.138717651,-0.9520413876,1
47,1761,-2.136474609,0.7424980402,1
47,1793,-2.985318899,3.224617004,1
47,1825,-2.657748461,2.666871548,1
47,1857,-1.108364582,1.279764414,1
47,1889,-0.2421171665,-0.6726788282,1
47,1921,-0.3958877325,-1.668527603,1
47,1953,-0.1688617468,0.05287480354,1
47,1985,-1.596816421,-0.08544421196,1
47,2017,-1.267850161,-2.458560944,1
79,33,-0.4877120256,0.05650383234,1
79,65,-0.2634379864,-0.1926565766,1
79,97,-0.2459431589,0.1148444936,1
79,129,-0.2548641264,0.2945016325,1
79,161,-0.40329054,-0.003756083548,1
79,193,-0.1927399188,-0.09800949693,1
79,225,0.1105660647,-0.2059017122,1
79,257,0.2500398159,-0.459101975,1
79,289,0.3628114462,-0.004060158506,1
79,321,0.1640433371,0.1926396936,1
79,353,0.1935611367,0.03495457023,1
79,385,0.235352844,-0.1182154268,1
79,417,-0.05127537996,-0.2442586422,1
79,449,-0.0003495998681,-0.1352475733,1
79,481,0.04606702179,-0.346393168,1
79,513,-0.1355799586,-0.2019795775,1
79,545,-0.09048455954,0.01261111349,1
79,577,0.1774647534,-0.2354287058,1
79,609,0.1135982051,-0.7261232734,1
79,641,-0.1559789479,-0.6914275885,1
79,673,-0.1092259884,-0.3196105063,1
79,705,-0.2430708408,-0.09484892339,1
79,737,-0.7723792195,-0.02502185106,1
79,769,-0.6028329134,0.1983064711,1
79,801,-0.0962536186,-0.03726835549,1
79,833,0.3576304913,-0.5076748729,1
79,865,0.2801486552,-0.6183661222,1
79,897,0.005650788546,-0.0872425437,1
79,929,0.1174474955,-0.08485694975,1
79,961,0.3156307936,-0.1895674467,1
79,993,0.3280340135,-0.2760777771,1
79,1025,0.1833489835,-0.5214532614,1
79,1057,-0.5459467769,-0.1612885594,1
79,1089,-0.3950442672,0.06353229284,1
79,1121,-0.1272374392,-0.2064236701,1
79,1153,-0.1486356556,-1.022301674,1
79,1185,-0.1141833663,-0.2544023097,1
79,1217,-0.6094200611,-0.1431810111,1
79,1249,-0.598423779,-0.2095710337,1
79,1281,-0.3092092872,-0.2736084759,1
79,1313,0.2713151574,-0.4669453204,1
79,1345,0.4055346549,-0.1565727293,1
79,1377,-0.2558249831,-0.3213500381,1
79,1409,-0.6186635494,-0.4950124025,1
79,1441,-0.1956255436,-0.5286287069,1
79,1473,-0.675817132,-0.4858564138,1
79,1505,-1.022996426,-0.2896984518,1
79,1537,-1.27994144,-0.02212816477,1
79,1569,-1.888498664,-0.168381542,1
79,1601,-3.350195646,-0.5112489462,1
79,1633,-3.403098106,-0.05293905735,1
79,1665,-1.866256714,-0.5122519732,1
79,1697,-0.8766099215,0.2630481124,1
79,1729,-0.9259027243,0.8527840376,1
79,1761,-0.803067565,1.427529216,1
79,1793,-0.5605361462,1.951299429,1
79,1825,-1.263593912,1.479663134,1
79,1857,-1.669870853,0.07960283756,1
79,1889,-0.500598371,-0.7165138721,1
79,1921,0.7824423909,0.0725056082,1
79,1953,-0.3108477592,0.3284814954,1
79,1985,-2.406716347,0.05366742611,1
79,2017,-3.525342703,-0.3553038836,1
111,33,-0.2445348501,0.04726731777,1
111,65,-0.3942587674,-0.2071096301,1
111,97,0.07962947339,-0.07654727995,1
111,129,0.08440817893,0.06195805967,1
111,161,-0.2007251382,-0.1789010465,1
111,193,0.1101302654,-0.02872483432,1
111,225,0.02983634174,-0.02040036023,1
111,257,-0.2089134753,-0.2568345368,1
111,289,-0.1499263346,-0.0642329827,1
111,321,0.1483827084,-0.08196635544,1
111,353,0.4522174597,-0.2127788514,1
111,385,0.3079444766,-0.09507450461,1
111,417,-0.05952530354,-0.106320776,1
111,449,-0.02604490146,-0.2166149914,1
111,481,-0.0195838511,-0.2768092752,1
111,513,0.1160425916,-0.2974349558,1
111,545,0.3110159338,-0.1980770528,1
111,577,0.4712253213,-0.0993321538,1
111,609,0.1715274155,-0.7242534161,1
111,641,-0.302831769,-0.779153347,1
111,673,-0.3023500443,-0.2890504003,1
111,705,-0.05436357856,-0.1981016994,1
111,737,-0.5525734425,-0.2000557184,1
111,769,-0.4505505264,-0.1552369148,1
111,801,0.07152041793,-0.168411836,1
111,833,0.2870423198,-0.3581802845,1
111,865,0.02416396141,-0.2149971724,1
111,897,-0.06828697026,-0.2488802671,1
