Label,MaxVelocity
Control MO,0.500483364051735
Control MO,0.5433980050015301
Control MO,0.9486902388254105
Control MO,0.940022907532846
Control MO,0.6318017925070312
Control MO,0.6651139860530078
Control MO,0.600267418923502
Keratin 4/8 MO,0.3600669630173342
Keratin 4/8 MO,0.5719578886987746
Keratin 4/8 MO,0.4378707478629063
Keratin 4/8 MO,0.532934218345794
Keratin 4/8 MO,0.453244164077901
Keratin 4/8 MO,0.4964564308333335
Keratin 4/8 MO,0.5919035480041848
