 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,487.271,0.000,337.800,21.816,93.856,33.665,18.429,174.469
2,515.241,42.986,288.313,28.232,93.734,32.104,20.435,1.003
3,266.453,56.354,237.423,33.017,96.161,31.165,10.886,15.873
4,590.319,34.975,320.617,35.557,111.137,42.051,17.874,177.193
5,466.661,0.000,262.697,39.383,116.284,42.322,14.039,3.740
6,918.601,31.058,365.612,45.748,120.843,44.134,26.501,164.699
7,390.111,46.189,221.117,47.573,83.439,29.435,16.875,0.876
8,666.869,59.106,300.149,51.483,107.410,39.852,21.306,173.493
9,737.530,25.449,404.621,52.975,114.985,42.764,21.959,169.231
10,531.434,0.000,337.432,54.022,94.861,34.596,19.559,166.544
11,789.054,8.563,265.368,64.203,121.726,43.862,22.905,20.883
12,307.672,4.880,204.559,60.366,73.438,23.498,16.672,10.069
13,580.014,26.536,175.292,67.976,106.283,40.665,18.161,25.882
14,1123.225,84.889,226.815,74.677,130.011,41.157,34.748,34.812
15,460.772,26.885,433.583,67.385,88.292,31.869,18.409,4.164
16,591.791,54.552,371.888,70.152,99.247,35.979,20.942,178.084
17,615.345,180.574,303.890,72.653,100.547,33.880,23.125,169.375
18,961.292,46.080,335.613,77.662,129.250,40.869,29.948,8.477
19,890.630,117.595,406.215,79.135,120.010,38.236,29.658,150.382
20,164.877,0.000,195.332,73.275,57.995,20.551,10.215,179.791
21,553.516,31.875,466.391,79.510,99.125,32.926,21.404,143.864
22,1042.258,114.174,270.970,90.897,133.981,40.555,32.722,69.903
23,456.356,0.000,443.617,84.485,91.429,28.894,20.110,164.562
24,516.713,5.812,493.272,89.856,90.424,29.678,22.168,118.987
25,1139.418,23.721,190.054,94.140,135.403,45.344,31.995,10.340
26,852.355,15.415,154.077,96.190,122.143,41.749,25.995,38.915
27,765.501,54.923,378.592,92.911,113.858,37.288,26.139,168.623
28,251.732,0.000,247.405,93.577,70.300,23.009,13.930,126.069
29,587.374,99.060,298.296,94.950,95.988,31.455,23.776,12.179
30,610.928,99.542,354.264,101.735,106.283,35.391,21.979,141.668
31,915.656,56.986,430.670,105.609,129.300,43.782,26.629,132.051
32,1036.370,63.026,229.853,108.148,135.575,47.619,27.710,178.668
33,344.475,0.000,473.491,100.642,74.443,24.623,17.813,152.681
34,753.724,27.891,516.018,111.591,111.431,37.734,25.432,116.963
35,509.352,84.017,324.655,103.927,89.003,31.487,20.597,17.394
36,624.177,139.528,457.165,112.091,103.684,32.209,24.674,108.195
37,524.073,173.343,387.921,114.702,96.282,28.964,23.038,35.130
38,703.672,132.835,413.708,119.623,112.852,36.966,24.237,149.385
39,799.359,58.702,488.625,120.130,114.741,34.211,29.750,45.171
40,531.434,0.000,118.284,117.820,98.293,37.358,18.113,45.853
41,819.969,72.792,295.521,119.300,117.706,41.907,24.913,178.221
42,846.467,5.322,177.975,120.389,119.960,43.539,24.754,8.401
43,602.096,137.787,335.127,122.154,104.151,33.384,22.963,18.175
44,796.415,0.000,140.895,125.044,116.112,38.560,26.297,25.203
45,126.602,23.721,204.739,120.089,45.567,13.189,12.222,80.165
46,605.040,47.774,259.915,124.810,103.562,35.572,21.656,1.525
