 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,448.996,0.000,321.950,21.106,110.009,34.192,16.720,177.793
2,475.494,45.789,271.103,27.750,92.729,34.273,17.664,5.512
3,615.345,25.012,304.076,35.125,113.563,43.917,17.840,177.331
4,362.141,0.000,250.075,40.606,106.283,37.352,12.344,178.273
5,650.675,0.000,356.902,48.337,107.410,36.372,22.777,4.140
6,421.025,0.000,424.632,49.135,87.581,33.664,15.924,154.139
7,703.672,52.280,283.137,51.058,112.852,40.772,21.974,174.292
8,805.248,48.016,392.226,52.992,116.701,43.032,23.826,169.360
9,381.278,0.000,201.013,50.568,84.566,31.676,15.326,2.182
10,587.374,5.752,322.270,53.548,98.415,37.651,19.863,168.844
11,370.973,46.548,233.085,52.591,87.287,33.223,14.217,15.143
12,864.132,5.213,247.650,65.929,128.295,47.108,23.356,20.960
13,285.591,0.000,183.772,63.130,68.585,23.209,15.667,8.129
14,516.713,120.598,423.543,67.380,95.155,34.898,18.852,1.771
15,1190.942,98.974,207.001,77.362,133.859,42.018,36.088,38.353
16,630.066,45.876,356.959,70.156,101.968,36.312,22.093,176.556
17,672.757,119.409,287.624,72.951,105.278,34.316,24.961,0.333
18,1027.537,82.564,320.362,77.968,130.255,42.850,30.532,4.141
19,976.013,92.308,394.868,79.962,126.874,41.846,29.697,155.383
20,649.203,27.177,459.155,77.587,105.989,34.888,23.693,151.192
21,1455.923,19.596,169.146,93.596,155.993,48.728,38.043,36.391
22,1108.504,38.606,253.542,92.994,135.992,40.807,34.587,68.176
23,488.743,0.000,435.877,85.027,94.150,31.217,19.934,160.048
24,597.679,0.000,487.798,88.159,95.572,30.556,24.905,118.546
25,811.136,61.552,366.125,93.263,119.005,40.192,25.696,169.497
26,853.828,5.716,131.303,101.453,122.853,42.059,25.848,44.498
27,647.731,108.955,281.733,97.145,97.704,31.402,26.263,21.059
28,269.397,58.525,228.722,96.180,72.727,23.350,14.690,127.376
29,948.043,78.005,420.895,104.895,127.168,41.193,29.303,140.079
30,655.092,169.045,340.922,102.942,108.710,37.075,22.497,146.083
31,850.883,26.471,511.214,111.148,121.137,37.929,28.564,113.095
32,359.196,6.270,466.497,99.710,75.448,23.991,19.063,156.914
33,627.122,82.007,308.847,105.951,100.719,34.454,23.175,22.088
34,694.839,116.155,449.006,113.079,109.126,31.923,27.714,83.768
35,1070.229,33.322,210.644,111.014,140.012,51.859,26.276,177.336
36,858.244,90.540,482.629,119.382,114.741,34.202,31.950,55.421
37,549.099,183.901,377.435,115.178,96.993,28.340,24.670,25.656
38,759.612,155.174,404.549,121.782,119.422,39.466,24.506,154.856
39,840.578,42.872,279.279,122.879,123.148,42.698,25.066,175.154
40,490.215,0.000,96.873,126.230,101.014,39.726,15.712,51.504
41,911.240,9.887,156.245,124.831,120.254,42.744,27.144,12.373
42,647.731,110.114,322.040,124.709,102.852,34.564,23.861,16.101
43,213.457,21.103,183.465,124.891,61.010,17.749,15.313,43.213
44,646.259,30.786,243.102,128.068,107.410,37.292,22.065,178.825
45,808.192,0.000,119.170,131.443,117.411,38.528,26.708,24.815
46,504.936,118.950,347.910,128.899,88.292,27.934,23.015,53.497
47,796.415,46.664,206.833,136.159,113.563,39.572,25.625,179.223
48,538.795,176.270,459.453,135.834,105.156,34.549,19.857,159.184
49,1348.459,35.355,368.268,150.122,143.860,47.606,36.065,80.236
50,934.794,5.220,494.163,145.204,124.864,40.730,29.222,27.939
51,406.304,0.000,526.804,137.394,87.581,30.768,16.814,143.192
52,783.166,102.575,301.192,146.968,109.715,35.609,28.003,145.543
53,1101.143,37.841,408.361,146.374,144.277,46.106,30.409,7.659
54,806.720,140.064,175.088,151.934,114.985,41.068,25.011,79.151
55,778.750,121.474,446.895,152.963,116.162,37.501,26.440,131.470
56,550.572,85.227,275.972,151.391,98.831,35.826,19.567,110.432
57,633.010,68.198,332.339,149.271,101.552,33.774,23.864,161.355
58,1164.444,3.224,145.651,158.708,137.829,41.930,35.359,63.877
59,496.103,24.214,239.646,149.397,92.018,31.237,20.222,44.055
60,565.293,0.000,86.903,155.215,95.866,35.347,20.362,47.786
61,485.798,0.000,522.064,154.447,90.424,29.260,21.139,155.161
62,725.753,0.000,114.483,157.650,110.131,34.228,26.998,31.171
63,609.456,41.884,255.357,160.661,99.003,32.081,24.188,38.921
64,446.051,65.644,222.274,162.729,93.145,31.481,18.040,107.303
65,580.014,4.530,197.692,160.914,95.572,31.531,23.421,33.204
66,490.215,26.036,471.214,166.517,88.464,27.716,22.520,78.880
67,615.345,0.000,427.735,168.827,95.033,28.797,27.207,133.660
68,839.106,76.947,308.084,174.584,121.554,38.797,27.537,157.533
69,370.973,176.071,396.111,169.324,75.276,27.743,17.025,174.293
70,644.787,0.000,505.213,175.126,109.299,36.763,22.332,121.281
71,688.950,51.218,340.097,174.333,104.151,32.551,26.948,152.331
72,544.683,0.000,533.659,174.323,97.704,32.913,21.071,167.257
73,808.192,0.000,97.265,182.987,120.721,35.578,28.923,83.897
74,719.865,0.000,487.843,187.421,110.598,35.892,25.537,118.585
75,1154.139,62.124,275.522,189.004,136.580,44.028,33.376,27.490
76,678.646,81.312,209.743,182.877,107.288,35.410,24.402,172.616
77,665.397,0.000,455.315,185.851,98.587,32.784,25.842,132.485
78,301.784,0.000,76.583,183.485,71.133,25.496,15.071,79.167
79,733.114,0.000,123.597,189.542,110.131,33.864,27.564,45.349
80,572.653,1.967,246.365,183.124,100.425,31.677,23.017,21.892
81,391.583,0.000,561.570,183.875,79.591,26.417,18.873,137.013
82,578.542,0.000,151.128,189.123,100.841,33.028,22.303,54.367
