 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,962.764,0.000,363.130,25.259,131.260,51.382,23.857,175.268
2,593.263,37.333,280.420,23.973,104.567,37.174,20.320,5.278
3,764.028,11.792,250.534,39.260,122.437,45.683,21.294,8.609
4,528.490,75.292,291.537,43.512,91.429,32.796,20.518,173.016
5,553.516,37.301,325.964,43.592,92.851,31.407,22.439,2.970
6,549.099,15.040,397.183,43.323,100.131,38.915,17.966,165.392
7,940.682,20.751,359.396,50.314,128.417,47.018,25.474,1.036
8,515.241,0.000,192.503,49.392,109.715,37.472,17.507,8.365
9,711.032,0.000,268.981,57.331,122.265,47.551,19.039,179.604
10,507.880,0.000,446.879,54.003,149.302,46.056,14.041,170.584
11,780.222,67.358,223.604,58.971,112.852,42.595,23.322,3.942
12,842.051,85.594,314.064,65.150,120.721,39.289,27.288,173.998
13,640.371,114.897,394.165,63.230,106.994,41.547,19.625,7.619
14,476.966,1.574,173.997,65.447,97.582,36.071,16.836,17.320
15,903.879,43.192,432.416,71.893,119.127,39.699,28.989,160.710
16,1217.440,76.778,356.966,78.269,140.012,47.564,32.589,169.349
17,923.017,38.636,188.118,79.789,127.585,48.853,24.056,24.585
18,1158.556,125.718,273.567,79.769,141.383,54.758,26.939,3.058
19,741.947,23.780,466.259,81.164,103.979,32.536,29.035,126.295
20,736.058,63.750,229.628,80.241,110.842,42.439,22.083,14.473
21,662.452,70.267,403.856,83.476,107.583,36.108,23.359,166.682
22,1266.020,21.349,146.878,93.752,137.880,45.663,35.301,48.729
23,940.682,82.606,324.436,92.514,126.874,42.929,27.900,163.448
24,1112.920,21.250,494.659,105.019,134.986,40.490,34.997,138.249
25,1307.239,15.507,196.826,108.479,141.850,44.568,37.345,61.062
26,500.520,0.000,439.043,95.941,88.586,29.235,21.798,178.764
27,1239.522,110.238,386.629,106.556,151.729,51.371,30.722,142.513
28,815.552,75.027,230.158,106.202,116.701,40.950,25.358,45.875
29,818.497,95.854,295.517,104.255,113.563,40.254,25.889,157.286
30,803.776,23.819,259.690,109.735,111.431,37.500,27.291,39.613
31,864.132,114.250,419.758,113.494,120.132,35.082,31.362,82.083
32,1114.392,131.711,459.258,115.009,129.300,42.005,33.779,28.717
33,332.698,0.000,169.181,110.062,78.291,22.385,18.924,96.329
34,1003.983,0.000,533.149,115.752,127.828,43.924,29.102,146.462
35,1286.630,0.000,109.448,119.741,141.261,46.631,35.131,24.506
36,634.482,139.037,336.704,115.792,103.562,33.535,24.090,3.778
37,925.961,180.811,369.441,124.059,131.138,46.374,25.423,153.676
38,1198.303,19.423,151.817,129.404,146.287,54.012,28.248,0.545
39,837.634,36.301,277.153,129.435,118.294,41.788,25.522,17.554
40,594.735,125.606,307.225,131.935,96.871,31.938,23.710,54.628
41,613.873,0.000,512.049,132.470,105.451,36.240,21.567,151.795
42,1027.537,6.211,225.488,135.698,141.434,51.575,25.367,12.610
43,1174.749,146.034,472.042,142.857,139.007,46.760,31.987,29.146
44,684.534,9.323,431.631,137.510,114.568,39.938,21.823,170.065
45,1675.268,74.170,329.654,153.336,159.597,52.565,40.579,64.102
46,755.196,157.573,187.132,146.800,108.416,38.191,25.177,178.442
47,953.931,0.000,540.441,151.484,123.980,39.382,30.841,102.375
48,1327.849,38.731,377.093,151.187,158.125,52.420,32.253,174.731
49,624.177,0.000,503.434,151.363,101.014,31.558,25.183,161.183
50,942.155,0.000,95.937,152.054,120.549,39.137,30.651,25.094
51,332.698,0.000,123.022,149.162,73.854,23.611,17.941,65.835
52,974.541,10.400,419.130,158.879,126.579,39.220,31.638,135.474
53,1093.782,32.604,251.628,157.819,131.849,43.073,32.332,170.826
54,756.668,117.082,288.982,156.413,111.553,34.588,27.854,160.004
55,858.244,1.312,148.430,157.234,116.406,39.701,27.525,8.157
56,771.389,43.311,220.697,168.300,117.167,37.931,25.893,117.316
57,631.538,71.923,448.809,168.713,100.181,31.060,25.889,79.701
58,674.229,50.109,181.657,171.823,111.725,34.130,25.153,61.268
59,837.634,0.000,486.309,175.003,124.031,39.732,26.843,123.329
60,736.058,0.000,519.682,173.472,106.872,33.970,27.589,166.946
61,943.627,0.000,113.906,181.556,122.265,43.921,27.355,74.703
62,465.189,20.174,356.198,173.046,84.860,30.136,19.654,9.820
63,741.947,134.583,397.045,178.973,105.867,36.857,25.631,155.767
64,783.166,103.055,200.346,185.495,112.436,34.590,28.828,57.433
65,1257.187,0.000,83.386,190.329,141.261,48.605,32.933,70.588
66,559.404,0.000,164.320,188.040,101.014,36.994,19.253,104.329
67,903.879,91.368,297.654,184.330,119.716,34.020,33.829,41.818
68,490.215,0.000,553.587,181.288,89.297,29.325,21.284,144.111
69,647.731,0.000,139.514,184.723,99.836,31.013,26.593,55.996
70,674.229,0.000,56.639,189.816,107.288,37.255,23.043,65.344
71,1021.649,37.111,264.024,188.108,131.555,41.943,31.014,162.832
72,896.519,12.980,467.439,191.981,116.457,38.238,29.852,121.743
73,837.634,52.882,429.371,192.757,114.568,35.037,30.439,29.634
74,1140.890,50.013,322.432,200.748,142.144,50.903,28.537,49.522
75,1374.957,29.759,361.731,199.263,147.414,51.978,33.680,21.657
76,787.582,58.626,234.310,198.643,107.288,33.076,30.317,125.314
77,809.664,0.000,539.949,204.458,114.274,44.014,23.422,95.230
78,1492.726,0.000,507.304,206.319,152.267,46.604,40.782,25.655
79,768.445,0.000,563.781,210.242,111.847,39.501,24.769,83.460
80,872.965,125.135,397.416,209.807,113.563,35.468,31.338,56.960
81,706.616,0.000,147.718,210.625,105.867,32.836,27.400,176.012
