 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,1089.366,0.000,328.300,21.518,152.145,56.519,24.541,172.766
2,1071.701,0.000,424.984,36.591,150.846,53.678,25.421,169.237
3,652.148,26.479,246.119,36.401,103.857,39.391,21.079,17.911
4,800.831,51.562,301.924,36.633,134.276,56.090,18.179,169.135
5,1273.381,24.763,370.377,40.706,169.548,63.562,25.508,176.502
6,1319.016,1.423,257.346,55.945,159.719,60.943,27.557,23.809
7,772.861,47.114,211.912,55.393,110.426,38.241,25.732,19.571
8,1386.734,6.226,468.847,62.697,152.267,52.921,33.364,165.310
9,946.571,75.350,300.328,59.742,121.554,40.529,29.737,6.448
10,1321.961,14.198,345.779,63.673,144.987,51.246,32.845,175.392
11,747.835,9.035,172.942,63.312,111.015,40.046,23.777,27.456
12,793.471,46.837,424.688,59.969,120.254,44.763,22.569,166.091
13,1107.032,81.722,390.900,70.998,127.412,40.355,34.928,145.042
14,1286.630,82.860,202.571,81.589,151.729,54.549,30.031,6.133
15,1578.109,87.062,264.077,87.286,168.177,52.156,38.525,9.254
16,1005.456,88.111,316.559,87.144,128.295,44.026,29.078,168.902
17,1670.852,31.229,431.130,91.440,162.440,50.285,42.306,5.581
18,1115.864,25.567,145.339,91.461,146.165,57.055,24.902,29.273
19,791.999,103.327,359.306,90.152,112.436,39.080,25.803,7.158
20,1581.053,15.433,485.806,95.710,164.400,55.980,35.961,160.120
21,1046.675,7.173,528.851,97.321,141.139,49.812,26.754,143.925
22,1597.246,0.000,161.622,111.292,178.472,69.826,29.125,25.304
23,1364.652,56.942,225.940,107.814,144.743,48.118,36.110,173.242
24,1601.663,159.141,387.208,113.057,154.450,50.833,40.117,30.389
25,1735.625,87.595,298.235,117.352,186.879,60.288,36.655,152.193
26,1286.630,137.712,340.948,120.447,144.693,43.323,37.813,54.864
27,1033.426,157.650,457.728,117.506,139.596,46.947,28.027,170.357
28,1369.068,71.565,195.005,131.530,145.454,44.273,39.373,24.889
29,844.995,0.000,530.425,124.430,120.010,41.489,25.932,148.201
30,1054.035,0.000,106.378,130.751,138.885,54.514,24.618,38.303
31,1632.577,21.614,499.552,137.675,163.324,48.906,42.503,135.111
32,1676.741,46.119,409.605,142.523,168.004,58.138,36.721,34.299
