 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,507.880,31.043,263.254,30.690,94.150,32.850,19.685,1.695
2,783.166,26.363,317.976,37.674,126.701,51.966,19.189,170.640
3,1182.109,26.993,381.736,41.549,158.420,58.107,25.902,173.752
4,1254.243,31.725,272.816,52.561,149.840,56.030,28.502,17.941
5,768.445,28.333,232.197,50.134,112.852,38.929,25.133,19.311
6,699.255,0.000,191.397,56.603,109.593,37.870,23.510,21.722
7,1235.106,25.530,358.593,64.614,138.418,48.757,32.253,173.531
8,1317.544,6.838,476.855,65.667,148.125,53.525,31.342,161.681
9,867.077,61.477,315.370,60.615,120.132,42.598,25.917,12.628
10,733.114,18.434,434.072,61.959,114.690,43.059,21.678,161.812
11,1046.675,119.430,401.488,72.204,121.848,38.324,34.773,140.165
12,1217.440,93.736,219.281,75.384,149.008,53.653,28.891,5.194
13,1055.507,49.791,163.999,81.832,144.155,55.056,24.410,24.267
14,1513.336,121.051,276.146,84.175,160.014,51.770,37.219,179.022
15,937.738,79.262,328.678,86.222,126.579,43.425,27.495,169.704
16,1579.581,15.210,440.132,93.222,158.004,48.226,41.703,175.634
17,730.170,46.270,369.981,91.517,106.578,35.864,25.922,6.066
18,1556.027,21.712,491.753,98.763,162.979,55.444,35.733,157.635
19,961.292,0.000,116.348,97.727,133.149,52.292,23.406,27.070
20,1501.559,3.000,176.221,103.364,174.452,69.716,27.424,22.563
21,955.404,0.000,533.204,100.992,133.271,45.463,26.757,142.848
22,1274.853,36.218,238.765,102.955,142.439,49.499,32.793,170.940
23,1504.503,178.650,397.205,113.129,150.602,50.201,38.158,34.139
24,1597.246,97.065,310.649,114.121,179.305,58.449,34.794,153.270
25,1183.582,150.970,351.911,119.829,142.266,42.823,35.191,64.178
26,958.348,0.000,122.402,119.498,134.864,51.353,23.761,33.615
27,1243.938,38.325,207.973,124.612,139.007,42.461,37.301,174.657
28,942.155,182.484,465.232,120.044,131.016,45.252,26.509,166.593
29,777.277,0.000,535.715,128.229,116.284,39.236,25.223,146.448
30,1054.035,0.000,81.141,136.560,139.596,56.448,23.775,48.436
31,806.720,33.969,251.458,132.773,120.427,37.516,27.379,35.167
32,1576.637,17.143,416.733,143.161,166.167,57.378,34.986,33.635
33,1507.447,4.482,505.227,139.622,154.155,46.615,41.174,138.884
34,1054.035,58.764,164.805,136.484,130.844,46.404,28.921,40.345
35,1142.362,75.251,288.259,136.528,136.997,47.420,30.673,165.635
36,1031.954,0.000,129.522,146.558,134.276,47.806,27.485,57.032
37,948.043,161.553,458.485,143.651,125.280,41.354,29.189,161.388
38,874.437,36.919,368.165,145.587,133.149,45.350,24.551,178.496
39,1526.585,0.000,91.505,165.628,160.430,58.198,33.398,59.322
40,790.527,38.464,219.716,156.080,110.304,38.399,26.212,57.546
41,1065.812,76.782,183.018,159.002,133.443,47.496,28.571,29.838
42,793.471,0.000,548.698,159.766,113.441,39.724,25.433,121.216
43,1654.659,82.126,300.727,167.416,187.001,56.552,37.254,15.800
44,2096.294,37.784,243.133,178.553,186.168,68.577,38.921,53.810
45,1316.072,41.359,347.857,170.109,144.155,45.927,36.485,142.988
46,1021.649,4.042,480.975,168.491,125.158,42.094,30.902,175.213
47,775.805,0.000,525.184,170.758,111.309,35.111,28.133,147.298
48,1165.916,26.402,437.629,172.965,142.317,43.702,33.968,162.244
49,1321.961,0.000,124.403,181.590,162.318,62.710,26.840,34.295
50,887.686,70.199,384.807,177.943,120.599,39.756,28.430,64.758
51,487.271,0.000,61.620,176.973,92.262,29.630,20.938,73.494
52,1023.121,104.201,196.976,188.551,125.574,39.492,32.986,30.550
53,666.869,0.000,568.338,189.066,109.715,40.298,21.070,96.619
54,1377.901,0.000,156.563,194.417,141.434,45.459,38.593,34.431
55,1242.466,155.296,410.258,195.777,139.301,41.353,38.255,170.357
56,1143.834,0.000,507.758,199.321,132.143,46.034,31.637,103.739
57,1107.032,76.975,322.972,198.984,128.001,38.632,36.486,139.657
58,1132.058,0.000,541.807,201.471,131.433,41.983,34.332,78.528
59,628.594,72.260,272.050,194.321,98.293,34.837,22.974,27.519
60,2074.212,16.650,464.688,206.990,184.991,60.272,43.817,4.165
61,1274.853,0.000,48.200,208.746,150.724,52.767,30.762,40.734
62,1127.641,34.621,360.169,210.083,130.600,41.618,34.498,41.411
63,968.653,0.000,83.184,209.368,130.011,45.558,27.072,38.237
64,1934.361,35.902,283.891,225.653,172.858,57.760,42.641,33.142
65,1079.061,0.000,123.796,218.693,134.326,43.535,31.559,150.490
66,1345.514,4.185,208.616,223.144,144.155,46.131,37.137,77.182
67,1741.514,49.362,238.147,238.430,179.427,65.349,33.931,62.950
68,1366.124,0.000,171.505,230.006,154.450,42.536,40.893,165.014
69,896.519,0.000,561.358,229.103,117.706,37.854,30.155,83.800
70,1625.217,60.516,409.998,233.670,182.980,47.955,43.150,144.349
71,978.957,0.000,589.862,235.633,132.143,47.547,26.215,103.496
72,1258.660,38.474,327.705,237.762,139.545,41.776,38.361,179.095
73,1516.280,107.694,520.466,241.717,162.318,47.735,40.444,97.768
74,740.475,0.000,82.306,239.481,115.573,39.942,23.604,70.625
75,787.582,0.000,374.825,238.547,117.289,34.608,28.975,162.434
76,1023.121,0.000,107.760,245.309,125.991,39.514,32.968,80.261
77,996.623,0.000,48.239,243.689,129.128,43.636,29.080,44.879
78,981.902,38.231,445.192,248.680,123.270,37.393,33.434,73.855
