PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 9, filenames: A:[9]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
143,1217,0.5244489312,-0.6480181217,1
143,1249,0.5217359066,-0.05749243498,1
143,1281,-0.03983986378,0.6364417076,1
143,1313,-1.15037322,1.318927288,1
143,1345,0.7182179689,0.7723770738,1
143,1377,1.692819595,-0.07105225325,1
143,1409,0.8891629577,-0.4669259191,1
143,1441,-0.5310325623,-1.950208783,1
143,1473,0.4999547005,-0.6908475161,1
143,1505,1.583821058,-0.7362773418,1
143,1537,1.095012665,0.5319529772,1
143,1569,0.5036597252,0.157001853,1
143,1601,0.6201967001,0.1084039509,1
143,1633,0.8193076849,-0.794351995,1
143,1665,1.042911053,-1.904041171,1
143,1697,0.9688198566,0.5941590071,1
143,1729,NaN,NaN,2
143,1761,1.148772001,0.5425510406,1
143,1793,0.9369472265,1.352917433,1
143,1825,1.048838139,-0.245233655,1
143,1857,1.255906105,-0.08648151159,1
143,1889,1.278840303,0.3861338794,1
143,1921,1.131310225,0.08987909555,1
143,1953,0.6712056398,-1.414926171,1
143,1985,0.2451933324,-0.07800978422,1
143,2017,0.2604371905,0.0007039308548,1
175,33,0.9107689857,1.086814046,1
175,65,1.138313293,0.2531514168,1
175,97,0.8386850953,-0.1364411414,1
175,129,-0.6801751852,-0.4602301121,1
175,161,-1.133005857,-0.5993314981,1
175,193,-0.4624921083,1.369006157,1
175,225,0.2344690561,3.071074963,1
175,257,0.4943795204,3.563127279,1
175,289,0.9519428015,2.750115633,1
175,321,1.588604569,0.837767601,1
175,353,1.797076583,0.7957253456,1
175,385,1.755136609,0.8433483839,1
175,417,1.440989494,2.748399496,1
175,449,NaN,NaN,2
175,481,2.112900734,2.350029945,1
175,513,4.008741379,2.258883238,1
175,545,4.106876373,3.722785234,1
175,577,2.476030588,1.619823933,1
175,609,2.706675053,0.7586553097,1
175,641,2.828403473,1.281261206,1
175,673,3.25847578,1.395221472,1
175,705,2.889445543,1.738123059,1
175,737,2.634195328,1.091329575,1
175,769,4.35341835,0.5352023244,1
175,801,3.432925463,0.7254686356,1
175,833,3.451600313,0.5019396544,1
175,865,3.751255512,0.5492397547,1
175,897,4.642474651,0.8786631823,1
175,929,2.539319038,0.1987771392,1
175,961,1.964047432,-0.4569673836,1
175,993,1.214048386,-0.1278240234,1
175,1025,0.8601987362,-0.1617468297,1
175,1057,1.306253433,-0.4208509922,1
175,1089,1.02981472,-0.7172037363,1
175,1121,0.2516605854,-1.54884243,1
175,1153,0.1847600937,-0.9524220228,1
175,1185,1.170625448,-1.713242054,1
175,1217,0.613402009,-1.003340721,1
175,1249,1.183513165,-1.666316032,1
175,1281,1.244690657,-0.01079964638,1
175,1313,1.272849917,2.300318003,1
175,1345,1.564370155,0.4070389569,1
175,1377,1.396812081,-1.553322554,1
175,1409,-0.1128087044,0.3667524457,1
175,1441,0.1940919161,-0.8678495288,1
175,1473,0.5539022684,-0.2247264981,1
175,1505,0.8639997244,-0.5750985742,1
175,1537,0.03517225385,-0.04796388745,1
175,1569,-0.06419974566,0.1273063868,1
175,1601,0.9502820373,-0.184354797,1
175,1633,NaN,NaN,2
175,1665,-0.144118309,-1.132037878,1
175,1697,0.6652022004,1.136926174,1
175,1729,0.80457443,1.703712225,1
175,1761,0.6998255253,1.038865328,1
175,1793,1.241098642,1.687760592,1
175,1825,1.578611612,-0.3779725134,1
175,1857,3.260472775,0.8808553219,1
175,1889,3.28312397,1.151281238,1
175,1921,1.71787858,0.3516142964,1
175,1953,1.232945442,1.353791356,1
175,1985,NaN,NaN,2
175,2017,0.6641721725,-0.1062400788,1
207,33,0.8373304605,0.6316012144,1
207,65,0.6056011915,0.3210744858,1
207,97,0.3169839978,0.04814648628,1
207,129,0.1435399652,0.2238488495,1
207,161,-0.7200946212,0.313313067,1
207,193,-0.675978303,1.004437685,1
207,225,0.8473024368,1.632825136,1
207,257,1.136419296,3.88615346,1
207,289,1.321251392,3.022374392,1
207,321,1.716205955,1.248307109,1
207,353,1.369168162,1.118881822,1
207,385,NaN,NaN,2
207,417,0.8735969067,4.585322857,1
207,449,1.511162758,5.683216095,1
207,481,NaN,NaN,2
207,513,NaN,NaN,2
207,545,5.990247726,4.110539436,1
207,577,3.028796434,1.761634231,1
207,609,2.421998501,1.543920279,1
207,641,2.700441599,1.1689713,1
207,673,2.718251705,0.5708146095,1
207,705,1.84086442,0.4724940062,1
207,737,1.982337713,0.5495465398,1
207,769,3.616889238,0.871958077,1
207,801,3.701830387,0.6490667462,1
207,833,4.268159389,0.3230984211,1
207,865,4.134999275,-0.06626176834,1
207,897,6.088068962,0.5949804783,1
207,929,2.643632174,0.1964138001,1
207,961,2.027968407,-0.002927139401,1
207,993,2.001873732,-0.1081769466,1
207,1025,2.012871265,-0.3436848521,1
207,1057,1.429679394,-0.4439170957,1
207,1089,1.408979893,-0.4319694936,1
207,1121,2.102725744,0.3983440995,1
207,1153,1.642511845,0.2833274007,1
207,1185,1.009258032,-0.4530704021,1
207,1217,0.6700237989,-0.1351082921,1
207,1249,1.155443668,-1.238841057,1
207,1281,4.432564735,-0.539947331,1
207,1313,2.711620808,0.1860715747,1
207,1345,1.421712637,-1.015046,1
207,1377,2.014711857,-3.229482651,1
207,1409,1.502777934,-2.298380375,1
207,1441,0.8178247213,-0.1896286309,1
207,1473,0.3984283805,-0.04037570953,1
207,1505,-0.07776761055,-0.6149727702,1
207,1537,-0.7001678944,-0.2806476057,1
207,1569,-0.5516908169,-0.5585005879,1
207,1601,-0.1999360919,-0.6608538032,1
207,1633,-0.1848316193,0.2362165451,1
207,1665,0.2365897894,0.3157790005,1
207,1697,0.7568768263,1.331834793,1
207,1729,0.5317937732,2.292644978,1
207,1761,0.6919382811,0.6795444489,1
207,1793,0.623842895,-0.7522936463,1
207,1825,1.229067802,-0.4384225607,1
207,1857,2.207455158,1.434554815,1
207,1889,2.567867279,1.298102736,1
207,1921,1.014961243,-1.032048225,1
207,1953,-1.167136073,0.7349949479,1
207,1985,-0.5436859131,-0.04339641333,1
207,2017,-0.5125607252,-0.2326135486,1
239,33,-0.7251645923,0.2239551544,1
239,65,-0.1057199836,0.6854032278,1
239,97,1.689808488,0.5345951319,1
239,129,1.401008606,0.6316094398,1
239,161,0.01294571161,1.118094802,1
239,193,-0.3739924133,1.025222898,1
239,225,0.6230184436,0.3153276443,1
239,257,0.7160505652,0.8387429714,1
239,289,0.7022913694,1.195183277,1
239,321,1.220882297,1.156469107,1
239,353,1.141143441,1.995320797,1
239,385,-1.910956264,2.58281517,1
239,417,-0.3337378502,2.72858882,1
239,449,0.5939899683,2.868741989,1
239,481,1.564821005,3.048846483,1
239,513,1.921197414,1.826758981,1
239,545,2.004754305,1.081001759,1
239,577,2.076299191,0.9734027386,1
239,609,1.953937769,1.205430984,1
239,641,2.038104534,0.8242040873,1
239,673,2.704532385,-1.122697711,1
239,705,2.100755692,0.4072827101,1
239,737,2.201534986,0.2330547571,1
239,769,2.734418392,0.6703469157,1
239,801,4.070811272,0.3782314658,1
239,833,5.276818275,-0.4258249998,1
239,865,6.040046692,-0.3607206643,1
239,897,4.934137344,0.289855808,1
239,929,1.43434763,0.3055485487,1
239,961,1.807348967,-0.08355810493,1
239,993,1.171048641,-0.2997206151,1
239,1025,2.58569026,-0.5825053453,1
239,1057,3.283341408,-0.5381951928,1
239,1089,3.97631073,0.07466574758,1
239,1121,3.401920795,0.811491847,1
239,1153,2.817373991,1.477829933,1
239,1185,0.7704894543,0.2564287484,1
239,1217,1.375804186,1.447457194,1
239,1249,1.794272661,-0.3600794971,1
239,1281,1.59343183,-0.09891418368,1
239,1313,1.470470309,-0.02051569521,1
239,1345,1.19086206,-0.863137126,1
239,1377,2.343842983,-3.040585518,1
239,1409,1.294737458,-1.035999894,1
239,1441,0.9127802253,-0.047195822,1
239,1473,-0.539375484,-0.3147904277,1
239,1505,-1.664704919,-0.527158618,1
239,1537,-0.8730611801,-0.8725606799,1
239,1569,-0.6641447544,-1.105418921,1
239,1601,-0.05190250278,-1.224511623,1
239,1633,-0.2188701034,0.106403023,1
239,1665,0.2356812656,0.1813469231,1
239,1697,0.6337057948,0.6990094185,1
239,1729,1.071108103,1.549610615,1
239,1761,1.120794058,0.2794925869,1
239,1793,-0.2720865011,0.1124548316,1
239,1825,0.3346166611,0.6932474971,1
239,1857,2.097468376,0.7782077193,1
239,1889,1.852803707,0.597835958,1
239,1921,0.1322379112,-1.033706665,1
239,1953,-0.4878122807,-0.8620710969,1
239,1985,-0.5587103963,-0.05404312909,1
239,2017,-0.6177098751,-0.1014704108,1
271,33,-3.080283642,-0.1442885399,1
271,65,-2.158372402,0.3272264898,1
271,97,0.4905928969,3.66217494,1
271,129,0.8044084907,1.94783771,1
271,161,0.6846311092,1.935126901,1
271,193,0.6988331079,2.025158882,1
271,225,0.8495646119,0.6491069794,1
271,257,-0.2744877338,-0.9820443392,1
271,289,-0.01777017117,0.3500657082,1
271,321,0.7880734205,1.265600443,1
271,353,0.7751494646,1.346931696,1
271,385,-0.5357317924,1.687968969,1
271,417,0.6475089788,1.812187791,1
271,449,1.314513326,1.894046783,1
271,481,1.707275748,2.260790586,1
271,513,2.268746376,2.12328577,1
271,545,2.441068172,1.015875936,1
271,577,1.73628068,0.6239339113,1
271,609,1.309447765,0.597874999,1
271,641,0.9550721645,1.084253311,1
271,673,2.3941257,3.732875824,1
271,705,1.388178825,0.9543324113,1
271,737,0.8924298286,0.3221033812,1
271,769,0.5798060894,0.6770418882,1
271,801,3.606104851,-0.2384937108,1
271,833,4.698362827,-0.8527060151,1
271,865,4.109837532,-0.3971880972,1
271,897,0.9043159485,0.06275822967,1
271,929,1.4602561,0.2103562802,1
271,961,1.879374027,0.09780689329,1
271,993,1.626008034,-0.1753775924,1
271,1025,2.99749732,-0.5364241004,1
271,1057,3.83455658,-0.4764741957,1
271,1089,3.312086582,1.322377801,1
271,1121,3.446269512,1.076989532,1
271,1153,2.890505791,0.4316413105,1
271,1185,1.727288246,-0.4596818089,1
271,1217,2.141427994,-0.4301814139,1
271,1249,1.422612906,-0.6671714783,1
271,1281,0.8843986988,0.1086125672,1
271,1313,0.3679985404,1.186882257,1
271,1345,0.9047611952,-1.379763126,1
271,1377,0.7348526716,-0.6385143995,1
271,1409,1.162571311,0.7242108583,1
271,1441,1.697521567,0.07477708161,1
271,1473,0.4633120596,-2.287547827,1
271,1505,-0.5222432613,-0.5442923307,1
271,1537,-0.2909322381,-0.5671167374,1
271,1569,-0.1504755914,-0.3807332516,1
271,1601,-0.05894544721,0.6251782179,1
271,1633,-0.05172878504,-0.7011630535,1
271,1665,0.3152591884,-0.3701605499,1
271,1697,0.2590455413,-0.594860673,1
271,1729,0.3903762698,0.3740747273,1
271,1761,0.6846435666,0.8456788063,1
271,1793,0.2265578508,1.483592749,1
271,1825,0.2638278008,0.9219889641,1
271,1857,1.289839387,1.052348256,1
271,1889,0.9524513483,1.035062075,1
271,1921,0.1022461653,1.279827952,1
271,1953,-0.166891098,0.1952149868,1
271,1985,-0.2801907063,0.08448757231,1
271,2017,0.4513254166,0.0490822196,1
303,33,-1.350492001,0.0007364749908,1
303,65,-0.2479583621,0.2313579917,1
303,97,0.2810574174,2.167125702,1
303,129,-0.1508105993,4.197608948,1
303,161,0.674059689,4.129703522,1
303,193,1.202523232,3.599087477,1
303,225,1.096638799,-0.9752126336,1
303,257,0.03980231285,-0.4437432885,1
303,289,NaN,NaN,2
303,321,NaN,NaN,2
303,353,NaN,NaN,2
303,385,1.063036561,2.507202864,1
303,417,0.1860353947,0.8583487272,1
303,449,NaN,NaN,2
303,481,1.583276749,1.66885674,1
303,513,NaN,NaN,2
303,545,1.80599463,0.9697825313,1
303,577,2.4044137,-0.1567572951,1
303,609,2.966518402,0.4257699251,1
303,641,1.296199679,1.696977735,1
303,673,0.7010983229,3.40712738,1
303,705,0.1241573095,1.5717206,1
303,737,0.175568819,0.7173998952,1
303,769,0.2555930614,0.2916895151,1
303,801,2.2169981,-0.7472342849,1
303,833,1.868335724,0.353515476,1
303,865,0.3852009773,0.6545388103,1
303,897,0.896843195,-0.5427015424,1
303,929,1.545915484,-0.2129945755,1
303,961,1.532365561,-0.01772447675,1
303,993,2.039743185,-0.001665696502,1
303,1025,2.649116039,0.04173488915,1
303,1057,2.860718727,0.01073400676,1
303,1089,0.999253273,1.572257042,1
303,1121,NaN,NaN,2
303,1153,NaN,NaN,2
303,1185,2.786845922,0.3253375292,1
303,1217,2.851614475,0.1269699931,1
303,1249,1.483361721,-0.6941046119,1
303,1281,0.4371554852,-0.2125129849,1
303,1313,-0.309728533,0.1258675307,1
303,1345,0.07301527262,-1.023266792,1
303,1377,0.1759582758,-0.5034185648,1
303,1409,0.5014746189,1.164824486,1
303,1441,0.6325618029,0.1206212118,1
303,1473,0.6480994225,-2.5171628,1
303,1505,-0.1790901273,-0.03445737809,1
303,1537,-0.8704698086,0.6079795957,1
303,1569,0.3380703926,0.06979066133,1
303,1601,0.2761587799,0.4953868985,1
303,1633,-0.0784111768,-0.8197696805,1
303,1665,NaN,NaN,2
303,1697,-0.06881202757,-1.074047804,1
303,1729,0.4058784246,0.4402752519,1
303,1761,0.7824233174,0.7544008493,1
303,1793,1.394164681,0.6487637162,1
303,1825,1.667370439,0.5796773434,1
303,1857,1.27927506,1.078092456,1
303,1889,NaN,NaN,2
303,1921,-0.4225523472,2.728200912,1
303,1953,-0.274759829,1.052224874,1
303,1985,-0.1770396978,0.0856949538,1
303,2017,0.9453110099,-0.4065455794,1
335,33,-0.5652961731,0.3351938725,1
335,65,0.2727202773,0.5635028481,1
335,97,0.3889609277,1.05031085,1
335,129,0.2845084071,2.39471674,1
335,161,0.4410323501,4.486281872,1
335,193,1.278854609,1.068091273,1
335,225,1.312186241,1.048805714,1
335,257,1.260810614,0.6043189168,1
335,289,1.213927627,2.929036617,1
335,321,1.731985211,0.6455430984,1
335,353,1.567297578,0.740811348,1
335,385,NaN,NaN,2
335,417,1.988645554,0.2799909115,1
335,449,NaN,NaN,2
335,481,0.8679084778,0.5339946747,1
335,513,0.9145665169,0.7460548878,1
335,545,1.525045156,0.6029907465,1
335,577,2.397055626,-2.177802086,1
335,609,2.196383476,-2.263590813,1
335,641,1.796184897,-1.034714341,1
335,673,1.045465708,1.110600948,1
335,705,-0.4298802614,1.132184386,1
335,737,-1.430817723,0.4791160226,1
335,769,-0.5137038231,0.01007407904,1
335,801,0.3431224823,-0.1190163195,1
335,833,2.22157526,0.2756216824,1
335,865,2.980741024,1.360564947,1
335,897,1.238850832,-0.1534876376,1
335,929,1.212462664,0.6057744622,1
335,961,0.6111345291,0.01580736041,1
335,993,0.2738645077,0.2210474014,1
335,1025,2.017570019,0.2891847193,1
335,1057,0.7968268394,0.4827126861,1
335,1089,NaN,NaN,2
335,1121,NaN,NaN,2
335,1153,4.461462975,-1.627055883,1
335,1185,2.677430391,-0.7355713844,1
335,1217,0.8051171303,0.0195787549,1
335,1249,-0.4508681893,-0.4415067434,1
335,1281,-0.1843178868,-0.3350506425,1
335,1313,0.1702504158,0.1338769495,1
335,1345,0.3302102685,-0.03987050056,1
335,1377,0.7823010087,-0.6899759173,1
335,1409,0.4344778359,0.7636988163,1
335,1441,-0.3000862896,0.6002655029,1
335,1473,-0.6528463364,-0.7221879959,1
335,1505,0.1934702396,0.1359280944,1
335,1537,0.5044622421,0.3815326989,1
335,1569,0.5512291193,0.1156677604,1
335,1601,-0.5638570786,0.1366714239,1
335,1633,0.3046928942,-0.825101614,1
335,1665,NaN,NaN,2
335,1697,0.02413012832,0.7640126944,1
335,1729,1.145404816,1.55335474,1
335,1761,0.9996109605,0.9255302548,1
335,1793,1.565207243,0.5147278309,1
335,1825,2.041090965,0.4011542797,1
335,1857,1.41462636,0.4766190648,1
335,1889,-0.003104895353,0.7536318898,1
335,1921,-0.09507766366,0.9868414402,1
335,1953,0.01658353209,0.9739762545,1
335,1985,0.06809227169,-0.04129721969,1
335,2017,0.3215407133,-1.288743138,1
367,33,1.146145582,0.4018604755,1
367,65,0.08711373806,0.3072085977,1
367,97,-0.0915004313,0.8274675012,1
367,129,0.02107590437,1.707631111,1
367,161,0.04315418005,3.13105154,1
367,193,1.501554132,0.5306954384,1
367,225,1.414080262,0.6377745271,1
367,257,1.441854835,0.3517633677,1
367,289,1.459934354,0.1156527549,1
367,321,1.351243734,-0.1780582368,1
367,353,1.603511095,-0.01962786913,1
367,385,NaN,NaN,2
367,417,3.945200443,0.6532906294,1
367,449,1.85814333,1.220268846,1
367,481,1.573851109,1.858080626,1
367,513,2.394012451,1.306657314,1
367,545,2.190504551,0.7027132511,1
367,577,2.605147362,-2.842155457,1
367,609,3.62484622,-2.346438408,1
367,641,2.459520817,-2.221418381,1
367,673,1.888297439,0.999610424,1
367,705,0.9739844203,1.173560023,1
367,737,-0.2559302449,0.5960351229,1
367,769,-0.2596949339,-0.4078747034,1
367,801,0.6794695854,-0.4708590209,1
367,833,1.956218719,0.2306372821,1
367,865,3.469447613,1.013694048,1
367,897,2.091339111,0.81138134,1
367,929,NaN,NaN,2
367,961,0.4182482362,-0.565826416,1
367,993,-0.08931732178,-0.542801857,1
367,1025,1.335781097,0.1847333908,1
367,1057,0.6057536602,0.9458893538,1
367,1089,0.5013782978,2.531700611,1
367,1121,1.533880949,0.929518044,1
367,1153,0.8430503607,-0.9349966645,1
367,1185,1.110675812,-0.6184695959,1
367,1217,0.8612299562,-0.5278834105,1
367,1249,0.2741284966,-0.3653592467,1
367,1281,0.6517742872,-0.5855659246,1
367,1313,0.961858511,0.5837105513,1
367,1345,1.623480678,-0.1721897721,1
367,1377,1.789994836,-1.049747348,1
367,1409,0.2203586847,-0.2685533762,1
367,1441,-0.3033408523,-0.1988742352,1
367,1473,-1.202830315,-1.142464519,1
367,1505,-0.03097528219,-1.789738536,1
367,1537,0.4413642585,-0.6345500946,1
367,1569,0.2905874252,-0.2997830808,1
367,1601,-0.0960303545,-0.2224160135,1
367,1633,0.5255997181,-2.546943665,1
367,1665,0.3121828437,-3.789373875,1
367,1697,0.3968626261,1.623721004,1
367,1729,0.7617228627,2.991635084,1
367,1761,0.7011911869,2.249110937,1
367,1793,0.4784949422,0.1260937452,1
367,1825,0.7554507256,0.0998698771,1
367,1857,1.253145695,-0.105215326,1
367,1889,-0.08234459162,0.2694680691,1
367,1921,0.04971637577,0.7980091572,1
367,1953,0.5197861195,1.125322342,1
