PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 36, filenames: A:[36]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi & B:[37]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.8727068901,-0.4432454109,1
47,65,-0.3759124279,-0.1250350773,1
47,97,0.07571744919,-0.2918479443,1
47,129,1.066924572,0.09288966656,1
47,161,0.8218110204,1.497596502,1
47,193,0.6160848141,1.230652809,1
47,225,-0.01808726788,0.5261574388,1
47,257,-0.5518832207,-1.178088427,1
47,289,-1.610481262,-1.267391205,1
47,321,-1.258731008,-0.7289143801,1
47,353,-0.06583723426,-0.4698696136,1
47,385,-0.5939739943,0.07033193111,1
47,417,-0.6931976676,0.09406393766,1
47,449,-1.348041058,-1.284771442,1
47,481,-0.935174942,-0.8525700569,1
47,513,-0.01552438736,-1.179597497,1
47,545,-0.3086291552,-1.239237428,1
47,577,-0.5521470308,-1.330560446,1
47,609,-0.3125456572,-1.343202114,1
47,641,-0.1982700825,-0.9571487904,1
47,673,0.2619559169,-1.175258398,1
47,705,1.209679127,-1.30612731,1
47,737,1.848507047,-1.214319229,1
47,769,1.867808104,0.4600403905,1
47,801,2.037045479,0.7419863939,1
47,833,1.189484119,0.2885279655,1
47,865,1.96908474,-2.240795851,1
47,897,0.587846756,-3.262704372,1
47,929,-0.6408925056,-2.461461067,1
47,961,-1.644255161,1.667206526,1
47,993,-0.7793321609,-0.9449329376,1
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,0.3649260998,-0.06026101112,1
47,1121,0.8892678618,-0.2004141212,1
47,1153,0.873200953,-1.15927732,1
47,1185,0.2217456102,1.365049362,1
47,1217,NaN,NaN,2
47,1249,-0.5075297356,2.326441765,1
47,1281,-0.1146849096,-2.764536142,1
47,1313,0.7439860106,-3.355852127,1
47,1345,1.384797812,-2.002831459,1
47,1377,0.4313608408,0.7594780922,1
47,1409,-2.843193531,3.258061409,1
47,1441,-2.191968918,2.143633366,1
47,1473,-0.8419024944,0.05642044544,1
47,1505,-2.404563427,1.037041426,1
47,1537,0.09229451418,1.749222755,1
47,1569,NaN,NaN,2
47,1601,2.133355856,-0.6105930805,1
47,1633,NaN,NaN,2
47,1665,1.691434264,-0.929931879,1
47,1697,0.1973368526,-0.1509301662,1
47,1729,0.8446536064,1.039359331,1
47,1761,1.312657118,1.443517566,1
47,1793,0.2688292265,1.350462317,1
47,1825,-1.485673904,1.381712556,1
47,1857,-2.418235302,0.8813147545,1
47,1889,-0.8355612755,-0.07166147232,1
47,1921,0.3109495342,-1.276068449,1
47,1953,1.013139963,-0.8217207193,1
47,1985,1.032830119,-0.01322052255,1
47,2017,-0.6108412743,0.09497356415,1
79,33,1.52649498,0.8803235888,1
79,65,0.5377446413,-0.3994112015,1
79,97,0.1634344459,-1.59478271,1
79,129,0.0931533426,-0.2682885528,1
79,161,0.05359220505,0.04028680921,1
79,193,0.4981302619,0.1398290694,1
79,225,0.5713596344,0.111710757,1
79,257,0.06295704842,-0.06373327971,1
79,289,0.00382784009,-0.1115803421,1
79,321,-0.08112740517,-0.7689746022,1
79,353,-0.1542268246,-0.8330183625,1
79,385,-0.2575824261,-0.8082610965,1
79,417,NaN,NaN,2
79,449,-5.827746391,-3.952539682,1
79,481,NaN,NaN,2
79,513,0.2581970096,-3.303628922,1
79,545,0.7294953465,-3.207893372,1
79,577,0.8808235526,-0.584273994,1
79,609,1.549767017,0.3244580626,1
79,641,1.463288307,0.3049743772,1
79,673,1.126254082,0.2296680808,1
79,705,1.307866335,-0.1389473975,1
79,737,1.664435148,0.174223572,1
79,769,2.070696831,0.282773912,1
79,801,3.075706482,0.8903387785,1
79,833,3.141422987,1.581415534,1
79,865,2.561921358,-0.3326792717,1
79,897,2.363752365,-1.249210596,1
79,929,4.280279636,-3.08232975,1
79,961,2.460589409,-1.865050077,1
79,993,-0.1041089296,-0.3817999363,1
79,1025,0.6391164064,0.06550735235,1
79,1057,1.232226491,0.1823803186,1
79,1089,1.851047397,0.328320384,1
79,1121,1.41388607,-0.5167016983,1
79,1153,0.951449275,-0.1945832968,1
79,1185,0.2831119299,-0.6631637812,1
79,1217,0.310652405,0.2989426851,1
79,1249,0.3539747298,0.1032359898,1
79,1281,0.2201697975,-0.9585068226,1
79,1313,0.2386784554,-0.9209222794,1
79,1345,0.9862701893,-0.3938376904,1
79,1377,0.9066802859,1.311374187,1
79,1409,0.2426055074,2.303700447,1
79,1441,-0.5265581608,2.536544323,1
79,1473,-0.2949506938,1.447667122,1
79,1505,NaN,NaN,2
79,1537,1.436850548,6.644515991,1
79,1569,1.404679418,0.6994106174,1
79,1601,0.428992033,-0.5873119831,1
79,1633,1.814426303,-0.6447516084,1
79,1665,2.844325066,2.264174938,1
79,1697,NaN,NaN,2
79,1729,0.6966500282,0.6202612519,1
79,1761,0.6575403214,0.1415625811,1
79,1793,0.701711297,0.4808134437,1
79,1825,-1.188128352,0.5310189724,1
79,1857,-2.027915001,0.4788527489,1
79,1889,0.36088866,0.2677243352,1
79,1921,0.8598101139,-0.148437947,1
79,1953,0.606434226,-0.265429318,1
79,1985,-0.01686877012,-0.08574776351,1
79,2017,-0.5630127192,-0.4437010586,1
111,33,1.267313361,1.787774324,1
111,65,1.994087219,-0.2965467572,1
111,97,-0.02479213476,-2.045142651,1
111,129,-0.9469296932,-0.8652670979,1
111,161,-0.1774964482,-0.7123999596,1
111,193,0.5265183449,-0.6127713919,1
111,225,0.9388226867,-0.1373454928,1
111,257,0.5225788355,0.1015968323,1
111,289,1.017430902,-0.1390072107,1
111,321,0.8166273236,-0.9588758349,1
111,353,-0.06149229407,-0.4757227898,1
111,385,-0.3513892889,-0.9435719252,1
111,417,-2.986732483,-1.762991905,1
111,449,-4.877820492,-2.516922712,1
111,481,-2.132903099,-1.301727295,1
111,513,0.3839796185,-1.802286625,1
111,545,1.217760444,-1.816695452,1
111,577,1.702332854,-0.3876318932,1
111,609,2.179782391,0.774245739,1
111,641,2.666615486,0.4071751833,1
111,673,1.037527204,-0.848692596,1
111,705,0.7893866897,0.5281703472,1
111,737,1.137815237,0.08951484412,1
111,769,1.096737266,-0.1256773621,1
111,801,1.46287632,0.3812896609,1
111,833,2.241216183,1.905977368,1
111,865,2.267444611,1.171718478,1
111,897,NaN,NaN,2
111,929,4.604885578,-3.374322891,1
111,961,2.588597536,-2.182270527,1
111,993,0.9504096508,-0.7345423698,1
111,1025,1.03994894,-0.00258731842,1
111,1057,0.9594736099,0.8084592819,1
111,1089,1.158884168,0.9166228771,1
111,1121,1.873973608,0.4846175313,1
111,1153,1.711011648,1.366703153,1
111,1185,0.6662989259,0.1258327067,1
111,1217,0.2523740828,0.498054266,1
111,1249,0.3954476118,0.80572474,1
111,1281,0.5018913746,0.947719574,1
111,1313,0.4388819933,0.8215901256,1
111,1345,0.490888983,0.112121582,1
111,1377,0.1073530018,0.9651221037,1
111,1409,-0.9344807267,1.20066011,1
111,1441,-0.8379080892,2.575385809,1
111,1473,0.3103513718,1.908695936,1
111,1505,NaN,NaN,2
111,1537,NaN,NaN,2
111,1569,0.6237633824,0.6170034409,1
111,1601,0.2627561092,0.5108999014,1
111,1633,0.2907077074,1.204608083,1
111,1665,0.9333512187,4.424954414,1
111,1697,NaN,NaN,2
111,1729,1.361630797,0.00495365262,1
111,1761,1.019678831,0.04968979955,1
111,1793,0.4743662477,0.2171909362,1
111,1825,0.1567558646,-0.5649884939,1
111,1857,-0.5766518116,-1.443139195,1
111,1889,0.4023452103,0.6943223476,1
111,1921,0.8498499393,1.728435636,1
111,1953,0.2720087767,0.4568205178,1
111,1985,-0.3856360614,0.04783018678,1
111,2017,-1.024176121,-0.4204226732,1
143,33,-0.5372575521,1.987502575,1
143,65,-0.1290235668,0.1065224782,1
143,97,-0.7678591013,-1.235617638,1
143,129,-2.082453251,-1.42067647,1
143,161,-0.9299993515,-0.6746480465,1
143,193,0.8324317336,-0.7053443789,1
143,225,2.351143122,-0.7275926471,1
143,257,0.5211803913,-0.6774572134,1
143,289,0.949267745,-0.8442361355,1
143,321,0.9319850802,-2.808992386,1
143,353,0.145925045,-0.6964040995,1
143,385,-0.00283524394,-0.5585707426,1
143,417,-0.2667735815,-0.6616715789,1
143,449,-0.7261298895,-2.059507132,1
143,481,-0.3007349074,-1.090675354,1
143,513,0.4154198766,-0.3044054508,1
143,545,1.22295177,-0.7661421895,1
143,577,1.996658802,-0.4209781885,1
143,609,2.236275196,0.8323101401,1
143,641,2.223265171,1.720342278,1
143,673,0.1428411603,2.750317097,1
143,705,-0.1114875078,0.8842478395,1
143,737,0.3430114388,-0.2472147197,1
143,769,0.4543303251,-0.3341338634,1
143,801,0.6120328307,0.08918249607,1
143,833,0.8473629951,1.345626354,1
143,865,1.750858188,0.7294490337,1
143,897,1.861733198,0.3200936317,1
143,929,1.583824158,-1.245534897,1
143,961,1.041860938,-1.5689044,1
143,993,1.090334892,-0.4735532999,1
143,1025,1.541305661,-0.1505036354,1
143,1057,1.140258789,1.227516651,1
143,1089,1.106388092,2.074435949,1
143,1121,0.9982541203,2.325550795,1
143,1153,1.024963379,4.10150528,1
143,1185,0.05128079653,0.612575531,1
143,1217,0.0245192945,0.8519830704,1
143,1249,-0.06298449636,0.9457027912,1
143,1281,-0.2201098204,1.055901051,1
143,1313,-0.08429190516,0.9089785218,1
143,1345,0.2381648123,0.1886324883,1
143,1377,0.3314874768,0.2317354083,1
143,1409,-0.1303761601,0.9783601761,1
143,1441,0.01803711057,1.90277946,1
143,1473,0.9420219064,1.772953987,1
143,1505,1.605716944,1.616836786,1
143,1537,0.5379474163,1.772925735,1
143,1569,0.1694985032,0.7727569342,1
143,1601,0.2748097777,1.060709476,1
143,1633,0.2919158638,2.295033932,1
143,1665,0.5395132899,1.55202198,1
143,1697,1.702322602,-0.2317812443,1
143,1729,2.141498566,-1.394211054,1
143,1761,1.091878057,-0.5227925181,1
143,1793,0.3257045746,-0.426905334,1
143,1825,0.4524960518,-1.594645381,1
143,1857,0.6411386728,0.1139650047,1
143,1889,0.6350597143,1.001810312,1
143,1921,0.4161374569,0.7579530478,1
143,1953,0.1283340305,0.47879076,1
143,1985,-0.1223789454,0.02517515793,1
143,2017,-0.4675938487,-0.4750056565,1
175,33,0.3916114867,1.641239524,1
175,65,0.3480389714,-0.004440940917,1
175,97,-0.2031305432,-1.171652079,1
175,129,-0.4607867897,-1.134276628,1
175,161,-0.2749730945,0.08763992786,1
175,193,-0.8603034019,-1.017326236,1
175,225,-0.1812884212,-1.823979378,1
175,257,1.441032171,-1.167441368,1
175,289,1.355234861,-1.435622334,1
175,321,1.260448337,-2.440614223,1
175,353,1.083182454,-1.103145361,1
175,385,1.006470084,-0.4428247213,1
175,417,1.288439512,-0.4140521288,1
175,449,0.009217023849,-1.62441206,1
175,481,-0.1511819959,-1.384412527,1
175,513,0.9178062081,-0.3123787642,1
175,545,2.008701086,0.61481601,1
175,577,2.262828112,-0.04076635838,1
175,609,1.858055472,0.4758740067,1
175,641,0.7359731197,1.616413593,1
175,673,0.2585732341,1.551693082,1
175,705,0.2188342214,0.1158505157,1
175,737,0.1983858645,-0.1653324962,1
175,769,0.2990245819,0.1164542735,1
175,801,0.3403373659,0.01922759414,1
175,833,-0.1288164258,0.1638066471,1
175,865,0.5992871523,0.7207505107,1
175,897,2.165739059,2.455168486,1
175,929,3.746070385,1.5763762,1
175,961,1.756298184,-0.1143244505,1
175,993,1.035450935,0.2146257758,1
175,1025,2.365232944,0.9900181293,1
175,1057,NaN,NaN,2
175,1089,1.479715466,1.177961469,1
175,1121,0.719529748,1.669165134,1
175,1153,-0.5514150858,1.433664918,1
175,1185,-1.390431166,-0.3222761154,1
175,1217,-0.6955726147,-1.586709261,1
175,1249,0.4353483915,3.266070843,1
175,1281,-0.5180208087,-0.9817484021,1
175,1313,-0.08305022866,-0.3979720771,1
175,1345,0.02019547671,0.06836757064,1
