PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 1, filenames: A:[1]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi & B:[2]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5898821354,3.727587461,1
47,65,4.340576649,-0.75898844,1
47,97,6.187624454,1.041398287,1
47,129,9.289565086,5.294253349,1
47,161,7.552191257,5.025118828,1
47,193,6.690140724,6.336335182,1
47,225,7.847539902,7.321474075,1
47,257,8.286356926,7.744631767,1
47,289,NaN,NaN,2
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,10.71987152,4.953542709,1
47,417,NaN,NaN,2
47,449,6.975988388,2.666803837,1
47,481,9.856878281,3.69558239,1
47,513,9.845541,5.067032814,1
47,545,9.939367294,3.405248642,1
47,577,10.16247559,3.251327515,1
47,609,11.45381355,5.164928913,1
47,641,11.89513111,7.917171478,1
47,673,12.44910145,4.2752285,1
47,705,12.24906921,1.519236565,1
47,737,12.26632309,2.784477711,1
47,769,13.5531044,2.741383076,1
47,801,NaN,NaN,2
47,833,NaN,NaN,2
47,865,15.87143326,9.779119492,1
47,897,12.87186718,3.703892469,1
47,929,15.73784447,0.9059092999,1
47,961,14.39509392,-0.4101397991,1
47,993,12.14493084,-2.795813799,1
47,1025,9.766919136,-5.764913559,1
47,1057,11.86432266,-3.939324379,1
47,1089,23.79788589,-8.020488739,1
47,1121,NaN,NaN,2
47,1153,12.04176235,-3.483864069,1
47,1185,NaN,NaN,2
47,1217,8.556462288,-4.910503387,1
47,1249,10.30879021,-4.549443245,1
47,1281,9.599218369,-4.794739723,1
47,1313,9.152475357,-5.551646233,1
47,1345,6.792293549,-3.16541481,1
47,1377,9.466608047,-2.160630703,1
47,1409,8.700086594,-0.9562644958,1
47,1441,NaN,NaN,2
47,1473,4.206691742,-1.515543938,1
47,1505,NaN,NaN,2
47,1537,-1.19340229,-2.530314207,1
47,1569,-2.340229034,-0.005091786385,1
47,1601,NaN,NaN,2
47,1633,-0.8475584984,-1.448895931,1
47,1665,0.2110151649,-2.430244923,1
47,1697,0.4619761705,-0.4684143066,1
47,1729,-1.149845719,-0.3152856827,1
47,1761,-0.7030438185,-3.723880291,1
47,1793,-0.8434231281,-2.248231888,1
47,1825,0.4341294765,-1.636185288,1
47,1857,0.3360344768,-0.7090783119,1
47,1889,0.7288509607,-0.3469932079,1
47,1921,2.134653568,-0.05414330959,1
47,1953,1.21070075,-0.8354452848,1
47,1985,0.3373118341,-0.7168810368,1
47,2017,-0.3174978495,-0.02095901966,1
79,33,1.125967383,0.1653587818,1
