PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 3, filenames: A:[3]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos015_TimeSrs0015_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,2.642100811,-2.379293442,1
47,97,0.3614010811,3.184046745,1
47,129,-0.5633919239,5.079035759,1
47,161,0.5038530827,2.098122597,1
47,193,2.105395317,-1.517429233,1
47,225,4.868336201,-1.035228133,1
47,257,3.08555603,1.425731659,1
47,289,0.02795600891,2.437791348,1
47,321,-0.4760885239,2.540731668,1
47,353,1.20179987,4.906246185,1
47,385,4.072482109,5.981879711,1
47,417,7.047655582,5.756836414,1
47,449,6.3712883,7.596788406,1
47,481,10.10324097,3.707695484,1
47,513,8.811909676,4.833930969,1
47,545,7.691246986,2.897548199,1
47,577,5.639356613,3.04008317,1
47,609,7.278647423,4.296603203,1
47,641,10.18107033,3.714229584,1
47,673,2.622645378,-1.425625324,1
47,705,-1.966937065,-3.554231644,1
47,737,NaN,NaN,2
47,769,12.56711197,3.114799976,1
47,801,12.1519146,4.06559515,1
47,833,11.6855669,4.230721951,1
47,865,15.29478073,0.8104918003,1
47,897,16.67021561,1.01062119,1
47,929,12.17229843,2.907133579,1
47,961,8.958723068,1.98824358,1
47,993,10.60328484,-0.5951802731,1
47,1025,2.774407387,-1.008848667,1
47,1057,4.768097878,-0.03466892242,1
47,1089,3.973434448,0.7141327858,1
47,1121,2.859767914,0.5916981697,1
47,1153,1.486268044,0.459210664,1
47,1185,NaN,NaN,2
47,1217,-0.6245372295,0.4268705845,1
47,1249,-1.412816048,-0.2397186756,1
47,1281,-1.688993454,-1.14776063,1
47,1313,NaN,NaN,2
47,1345,6.810251713,-4.181588173,1
47,1377,6.954741001,-3.735312462,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,2.692307711,-0.9274613857,1
47,1505,1.829896927,1.187682271,1
47,1537,1.360911131,0.3372890353,1
47,1569,2.06949234,-0.1998029947,1
47,1601,3.239503384,-1.536064863,1
47,1633,3.991483212,-2.493010998,1
47,1665,1.778581381,-1.116415024,1
47,1697,-0.03953462839,0.8938232064,1
47,1729,NaN,NaN,2
47,1761,0.2525556087,-0.9649569988,1
47,1793,1.402198911,-1.855896235,1
47,1825,1.797759771,-1.759877443,1
47,1857,0.2592161298,-1.549701452,1
47,1889,-0.2038009465,-0.9999693632,1
47,1921,1.220538378,-0.4631090164,1
47,1953,0.7148575187,-0.0700609684,1
47,1985,-0.2857455909,-0.239960447,1
47,2017,-0.3623497486,-0.200399518,1
79,33,NaN,NaN,2
79,65,3.710969925,0.7655366659,1
79,97,1.168610811,1.163862467,1
79,129,0.9876437187,2.346509457,1
79,161,0.8797945976,2.567370176,1
79,193,1.689248562,0.06180533767,1
79,225,3.88603425,-0.7232664824,1
79,257,4.196725845,-0.3732828498,1
79,289,3.698351622,0.5593966842,1
79,321,3.023079872,1.096791863,1
79,353,4.63928175,3.133736372,1
79,385,NaN,NaN,2
79,417,NaN,NaN,2
79,449,NaN,NaN,2
79,481,7.521128654,6.156125069,1
79,513,7.44987154,5.843197346,1
79,545,6.650326729,4.943143845,1
79,577,6.507060528,3.581556559,1
79,609,7.537145615,2.319694996,1
79,641,NaN,NaN,2
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,4.562130928,-0.4281057119,1
79,769,NaN,NaN,2
79,801,9.83711338,2.672659874,1
79,833,11.29990387,4.405930519,1
79,865,15.43646431,2.235813141,1
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,10.91425514,1.48377037,1
79,993,10.26660824,1.031935453,1
79,1025,NaN,NaN,2
79,1057,NaN,NaN,2
79,1089,2.270600319,0.1571408808,1
79,1121,1.915224075,3.347673416,1
79,1153,-1.19671917,0.1406078935,1
79,1185,-1.502967358,-1.11337924,1
79,1217,3.066133499,0.2333436012,1
79,1249,3.104001045,-0.3062916696,1
79,1281,4.770340443,-0.615223527,1
79,1313,7.213414669,-1.872382641,1
79,1345,6.91303587,-3.504580975,1
79,1377,5.969249725,-4.859647751,1
79,1409,7.386991978,-6.35936594,1
79,1441,5.729855061,-2.261004686,1
79,1473,0.5152595043,-0.4107268453,1
79,1505,2.734229088,1.035760403,1
79,1537,3.854507208,1.10733819,1
79,1569,3.941951275,-0.6343086362,1
79,1601,3.105285645,-0.9738525152,1
79,1633,3.865254879,-2.379962921,1
79,1665,2.32932806,-2.373275757,1
79,1697,0.8630580902,-1.184269667,1
79,1729,1.899378061,-1.889106512,1
79,1761,0.9632670879,-0.7714295387,1
79,1793,0.5020654202,1.166036367,1
79,1825,0.3426693082,0.251091361,1
79,1857,0.1531845033,-1.328317642,1
79,1889,-0.2216083705,-1.284116149,1
79,1921,1.050525665,-1.406223893,1
79,1953,1.707221389,-0.8320408463,1
79,1985,0.4137255549,-0.1246914715,1
79,2017,-1.188125491,-0.04013645649,1
111,33,3.159977436,3.468877792,1
111,65,3.116068363,0.6318514943,1
111,97,1.950202227,-0.1169753671,1
111,129,1.652889252,0.4678752422,1
111,161,1.796705723,1.764956474,1
111,193,2.387597322,0.6676193476,1
111,225,3.913168907,-0.3732840419,1
111,257,5.551819801,-0.8050429225,1
111,289,6.340463161,0.1705005616,1
111,321,NaN,NaN,2
111,353,10.1138916,2.930984259,1
111,385,NaN,NaN,2
111,417,NaN,NaN,2
111,449,6.865473747,8.401325226,1
111,481,7.403026104,8.413204193,1
111,513,6.93116951,6.870284557,1
111,545,5.449803829,5.671371937,1
111,577,4.564850807,3.887081146,1
111,609,1.398254871,1.780877113,1
111,641,3.097644806,0.6075370312,1
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,4.47985363,0.5571945906,1
111,769,10.62416744,1.350832939,1
111,801,10.20187378,1.040581584,1
111,833,10.5874157,1.444016814,1
111,865,13.21148396,0.9339346886,1
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,10.38916779,1.352875233,1
111,993,10.08073044,0.5683380365,1
111,1025,NaN,NaN,2
111,1057,NaN,NaN,2
111,1089,3.282243729,2.75220418,1
111,1121,NaN,NaN,2
111,1153,NaN,NaN,2
111,1185,5.351438999,0.2651215494,1
111,1217,5.019367695,0.5057858229,1
111,1249,5.154934883,0.6698923111,1
111,1281,7.851838589,1.963771582,1
111,1313,9.519071579,1.105606794,1
111,1345,6.049656868,-0.6160292625,1
111,1377,5.138218403,-4.134721756,1
111,1409,7.182779789,-5.089409828,1
111,1441,7.518461227,-3.329501867,1
111,1473,0.7822372913,-1.23446393,1
