Time (hpf),Area,Label
4.5,614.975180392157,11022021003
4.720952777777778,649.8914636015327,11022021003
4.9419055555555556,675.6796,11022021003
5.162858333333333,719.0794477611939,11022021003
5.383811111111111,773.7979015151516,11022021003
5.604763888888889,819.2156627906977,11022021003
5.825716666666667,853.9550157480315,11022021003
6.046669444444444,898.9704326530612,11022021003
6.267622222222222,945.6059327731092,11022021003
6.488575,1018.8844208144797,11022021003
6.709527777777778,1093.2940805687203,11022021003
6.9304805555555555,1164.4658620689656,11022021003
7.151433333333333,1251.1353756613755,11022021003
7.372386111111111,1315.0906666666665,11022021003
7.593338888888889,1371.844257142857,11022021003
7.814291666666667,1382.628582857143,11022021003
8.035244444444444,1407.0608779069767,11022021003
8.256197222222223,1415.3676011560694,11022021003
8.47715,1390.6394335260113,11022021003
8.698102777777777,1335.3222131147543,11022021003
8.919055555555556,1272.3918585858585,11022021003
9.140008333333334,1216.7006811594204,11022021003
9.360961111111111,1145.5754748858446,11022021003
9.581913888888888,1102.0485088495573,11022021003
9.802866666666667,1067.5763080168776,11022021003
