Time (hpf),Area,Label
4.5,595.077,11022021001
4.720952777777778,598.0939624413145,11022021001
4.9419055555555556,640.2910675675674,11022021001
5.162858333333333,676.7744088888887,11022021001
5.383811111111111,688.4370966386555,11022021001
5.604763888888889,739.2226153846154,11022021001
5.825716666666667,768.0110829875518,11022021001
6.046669444444444,872.49345021645,11022021001
6.267622222222222,908.391856521739,11022021001
6.488575,908.391856521739,11022021001
6.709527777777778,946.3614741379308,11022021001
6.9304805555555555,1002.3123243243243,11022021001
7.151433333333333,1046.9568037383178,11022021001
7.372386111111111,1112.656884057971,11022021001
7.593338888888889,1171.0905099009901,11022021001
7.814291666666667,1219.555944723618,11022021001
8.035244444444444,1252.916031088083,11022021001
8.256197222222223,1291.0539946524066,11022021001
8.47715,1315.3359946236558,11022021001
8.698102777777777,1320.8820320855616,11022021001
8.919055555555556,1329.4405027027026,11022021001
9.140008333333334,1274.963629032258,11022021001
9.360961111111111,1233.316476923077,11022021001
9.581913888888888,1167.148832535885,11022021001
9.802866666666667,1132.6490456621004,11022021001
10.023819444444445,1129.0592614678899,11022021001
