 ,Area,Mean,X,Y,Perim.
1,571.181,47.206,292.317,15.076,93.267
2,490.215,46.450,262.222,24.046,96.161
3,684.534,36.217,318.966,28.299,104.984
4,381.278,70.247,348.517,27.346,74.565
5,693.367,50.289,429.523,34.036,103.857
6,1192.414,53.343,383.283,40.999,144.327
7,578.542,54.059,459.734,36.287,105.989
8,1158.556,45.703,231.673,43.151,137.585
9,647.731,75.070,275.661,38.743,116.579
10,814.080,42.421,294.466,53.345,112.020
11,844.995,57.589,355.941,53.479,113.858
12,874.437,54.327,323.173,55.541,119.127
13,737.530,33.052,195.090,57.201,109.593
14,703.672,54.960,411.134,60.488,101.897
15,917.129,62.992,452.401,61.410,139.179
16,494.631,64.330,479.260,62.066,93.145
17,830.274,96.207,243.285,67.515,120.427
18,775.805,58.977,271.621,70.562,109.004
19,1037.842,122.492,431.737,78.909,139.890
20,973.069,51.067,204.358,81.518,132.610
21,1052.563,107.206,389.172,80.788,132.143
22,1298.407,68.167,348.961,82.204,153.567
23,512.297,54.853,177.265,85.639,89.003
24,1267.492,92.490,296.573,91.932,144.277
25,737.530,62.657,510.102,90.522,113.441
26,915.656,87.826,484.453,91.993,125.158
27,1086.422,56.309,151.964,95.158,133.271
28,892.103,101.467,228.448,96.106,122.021
29,1436.786,121.706,455.575,108.979,152.318
30,1210.080,118.616,259.612,105.214,140.845
31,637.426,107.132,323.551,101.619,96.871
32,466.661,178.363,424.281,102.946,83.561
33,1246.883,130.710,377.494,119.479,146.459
34,382.750,191.354,206.547,110.280,75.448
35,721.337,119.514,345.563,114.091,106.283
36,437.219,198.825,400.459,110.274,83.144
37,519.657,65.212,179.918,112.747,89.297
38,837.634,68.330,534.739,120.072,117.167
39,1030.481,112.016,510.652,129.197,134.570
40,708.088,130.518,482.979,125.809,106.700
41,1052.563,63.825,129.782,129.611,134.276
42,893.575,40.181,149.624,138.814,152.440
43,712.504,123.438,301.103,125.760,107.877
44,1132.058,175.943,429.924,135.259,136.702
45,964.236,107.202,224.244,130.305,124.742
46,440.163,194.515,188.682,131.076,84.444
47,1002.511,139.029,284.996,144.723,139.718
48,612.400,179.853,325.420,136.194,101.724
49,1137.946,104.495,253.946,145.172,134.986
50,905.352,160.793,404.910,148.620,129.006
51,400.416,80.165,557.885,138.594,80.718
52,1056.980,89.610,166.340,152.049,139.179
53,1079.061,113.774,204.719,157.431,132.316
54,744.891,132.287,359.506,144.535,113.441
55,933.322,159.557,466.209,153.793,125.280
56,665.397,153.259,542.451,154.275,109.715
57,812.608,98.953,494.779,157.334,108.710
58,541.739,82.530,337.593,159.184,89.297
59,487.271,60.937,120.200,163.549,86.282
60,1205.663,94.510,369.660,171.402,147.170
61,978.957,88.177,522.247,171.785,123.736
62,1098.199,195.850,301.971,170.987,133.737
63,279.702,108.747,560.178,166.198,69.123
64,783.166,144.885,178.516,176.862,118.173
65,961.292,234.672,230.472,177.302,123.736
66,930.378,154.144,442.109,169.815,120.010
67,993.679,57.538,96.314,178.408,127.707
68,1129.113,170.668,258.760,186.260,141.850
69,911.240,132.176,141.031,187.033,122.021
70,899.463,135.164,395.756,187.933,116.579
71,903.879,170.432,421.383,193.983,126.701
72,840.578,87.014,321.608,191.436,124.742
73,924.489,108.349,493.934,193.451,123.148
74,847.939,199.816,547.750,192.307,114.152
75,1157.084,99.340,464.448,200.386,137.585
76,244.371,122.452,572.594,184.891,60.005
77,463.717,64.349,115.601,192.575,91.013
78,674.229,222.585,203.679,194.466,101.724
79,945.099,107.474,160.138,207.530,129.300
80,974.541,215.057,345.162,203.213,129.595
81,264.981,121.044,439.972,198.720,65.985
82,771.389,90.908,292.278,206.130,107.999
83,953.931,104.727,520.086,210.005,121.726
84,169.293,105.330,577.255,200.454,57.579
85,886.214,43.178,78.289,217.480,141.312
86,1009.872,99.789,561.077,229.107,151.262
87,1176.221,139.209,183.885,223.351,141.139
88,1257.187,111.966,268.560,222.595,153.028
89,1127.641,238.948,374.694,221.432,140.428
90,1372.013,127.469,218.397,223.667,152.734
91,833.218,129.837,118.761,217.995,116.579
92,984.846,71.511,94.057,235.339,138.885
93,974.541,144.292,402.545,229.216,124.447
94,697.783,220.184,539.308,230.859,110.426
95,356.252,107.260,577.966,226.703,79.124
96,535.850,137.571,441.004,228.895,94.861
97,1111.448,154.832,492.207,231.572,130.600
98,1086.422,116.412,137.188,241.629,140.134
99,724.281,105.037,314.484,233.443,103.268
100,753.724,162.857,344.781,233.552,106.405
101,1092.310,140.644,237.898,247.592,140.895
102,1547.194,139.412,417.134,262.170,196.291
103,1017.232,226.373,462.027,246.000,130.306
104,669.813,93.156,161.606,250.332,104.567
105,822.913,32.322,52.473,252.716,117.706
106,1229.217,201.721,516.290,260.579,143.566
107,1383.789,140.904,286.430,265.161,167.172
108,1187.998,81.856,112.360,266.121,143.027
109,446.051,72.498,577.869,259.734,89.713
110,918.601,81.389,74.270,267.006,126.458
111,847.939,216.030,186.561,262.715,116.162
112,884.742,119.275,258.712,267.427,122.437
113,1401.455,174.810,383.393,274.088,159.963
114,635.954,166.588,318.620,262.058,97.704
115,1519.224,167.378,346.202,273.537,164.695
116,1096.727,144.450,483.609,273.819,132.021
117,743.419,210.113,542.912,269.488,108.294
118,1086.422,214.020,206.986,278.111,135.453
119,1233.634,113.593,441.783,281.351,146.876
120,989.262,65.536,558.810,287.957,147.881
121,702.200,97.216,144.242,285.164,114.568
122,733.114,123.873,91.269,292.076,111.309
123,410.720,62.448,54.810,289.252,85.449
124,1117.336,137.237,166.112,298.602,150.724
125,451.940,42.231,589.603,290.749,92.851
126,999.567,159.629,232.491,297.817,125.747
127,1288.102,244.600,298.316,300.552,158.176
128,674.229,130.686,123.331,298.662,104.567
129,1171.805,108.687,524.687,306.161,137.585
130,588.847,158.870,498.912,302.029,94.861
131,546.155,75.491,576.853,305.098,100.009
132,1136.474,215.812,461.978,312.694,142.906
133,771.389,130.674,66.417,311.464,117.878
134,836.162,139.935,257.922,312.113,114.446
135,1213.024,184.556,345.514,320.446,155.699
136,762.556,126.145,319.618,316.973,116.284
137,1301.351,209.187,375.356,323.194,159.547
138,1202.719,182.875,195.223,317.464,136.875
139,758.140,163.639,401.161,321.005,110.131
140,674.229,58.172,39.711,320.827,110.720
141,457.828,185.209,429.177,312.907,81.134
142,290.007,92.132,562.344,317.804,67.579
143,1052.563,91.888,87.320,330.730,138.124
144,658.036,121.723,109.978,328.504,103.979
145,409.248,127.662,130.025,326.022,82.555
146,532.906,165.727,478.858,328.810,90.718
147,360.669,41.171,588.942,330.413,85.987
148,731.642,111.394,536.908,333.434,114.741
149,1326.377,138.333,279.412,341.426,159.181
150,337.115,154.445,169.855,332.438,72.138
151,1065.812,165.410,222.195,339.736,132.143
152,674.229,84.895,54.588,342.569,106.456
153,397.471,122.559,148.891,334.154,79.713
154,1076.117,74.446,430.197,340.140,136.997
155,783.166,85.184,498.510,341.241,115.452
156,501.992,106.868,570.790,338.123,93.561
157,288.535,98.393,551.640,343.020,68.290
158,818.497,177.016,249.287,351.905,110.426
159,948.043,169.770,507.843,363.388,137.169
160,970.125,161.678,186.477,357.577,134.864
161,905.352,108.977,120.414,361.829,132.854
162,684.534,134.308,305.841,362.846,108.416
163,815.552,75.399,70.015,366.888,121.432
164,1208.608,164.705,458.441,363.952,160.308
165,491.687,161.707,162.009,358.725,87.287
166,1124.697,182.183,331.108,366.984,137.241
167,921.545,188.890,386.886,367.921,138.002
168,544.683,89.468,582.995,361.661,97.704
169,702.200,129.627,358.293,361.389,100.719
170,499.047,243.484,407.870,365.540,94.272
171,859.716,104.476,140.569,373.038,124.864
172,872.965,117.890,549.697,374.287,138.713
173,852.355,141.801,96.345,371.609,117.706
174,921.545,116.294,526.771,380.029,140.134
175,397.471,169.044,431.174,367.853,78.291
176,647.731,122.939,48.574,379.448,105.573
177,496.103,102.267,566.156,380.765,106.578
178,793.471,178.965,223.322,376.937,115.279
179,500.520,186.735,199.282,377.264,87.997
