 ,Area,Mean,X,Y,Perim.
1,376.862,55.266,325.683,13.830,78.413
2,1042.258,38.654,401.768,23.538,131.727
3,460.772,57.224,294.061,18.682,82.850
4,984.846,56.692,356.389,26.588,137.707
5,616.817,45.124,265.496,25.423,97.876
6,683.062,36.276,319.082,33.546,106.700
7,811.136,47.766,458.480,40.523,112.852
8,1149.723,44.647,234.109,44.292,136.164
9,696.311,50.968,430.200,41.023,102.435
10,618.289,74.033,277.798,41.671,113.736
11,1257.187,57.774,384.380,48.639,146.337
12,737.530,41.894,293.886,57.044,108.588
13,719.865,33.317,194.768,56.754,121.604
14,855.300,51.563,320.701,60.921,115.817
15,856.772,54.012,354.317,60.369,115.990
16,694.839,54.972,410.401,67.549,106.334
17,802.303,94.637,243.923,69.808,115.279
18,485.798,60.188,477.867,65.342,89.297
19,895.047,64.242,451.337,69.643,129.595
20,755.196,59.105,270.313,74.119,108.294
21,978.957,50.271,207.739,78.392,124.447
22,1061.396,122.990,425.790,88.189,134.742
23,1266.020,68.979,345.427,88.128,155.161
24,1055.507,109.710,385.232,88.141,126.579
25,1221.857,47.084,175.626,96.806,145.160
26,1054.035,52.345,147.956,93.257,135.575
27,1207.135,92.933,293.180,95.718,143.027
28,672.757,63.770,504.907,91.759,105.867
29,892.103,88.508,479.335,95.495,121.726
30,920.073,96.701,223.492,100.065,124.031
31,1192.414,116.349,255.887,107.901,137.413
32,1413.232,121.643,450.027,114.102,149.719
33,627.122,110.059,320.308,106.016,94.861
34,908.296,161.465,194.677,122.736,118.883
35,357.724,209.942,416.432,112.461,73.560
36,822.913,69.835,528.385,122.775,119.422
37,719.865,118.626,342.568,119.327,105.867
38,1232.161,133.934,375.594,126.346,142.733
39,1039.314,58.542,124.629,129.539,133.859
40,1030.481,111.234,505.953,130.573,133.859
41,264.981,196.511,398.457,117.118,63.853
42,965.708,37.226,146.919,137.396,139.890
43,677.174,131.537,479.151,129.204,102.263
44,677.174,119.978,298.239,129.893,103.735
45,959.820,105.061,224.010,134.956,122.315
46,977.485,136.509,280.577,147.740,136.286
47,1048.147,80.999,166.126,148.291,137.464
48,736.058,160.944,320.590,142.006,117.167
49,1061.396,174.315,427.883,143.314,130.428
50,1124.697,102.048,252.041,147.979,133.687
51,1316.072,132.638,400.161,159.076,151.434
52,705.144,131.073,353.770,148.937,106.161
53,906.824,154.588,464.364,158.073,123.270
54,1086.422,111.407,201.971,162.220,128.001
55,716.921,150.532,542.248,157.091,107.583
56,769.917,96.423,492.105,159.826,110.009
57,1235.106,47.764,113.998,176.734,158.125
58,756.668,138.313,175.037,175.033,115.157
59,529.962,85.581,332.349,164.558,87.876
60,964.236,85.014,519.841,173.043,123.026
61,864.132,86.688,566.310,176.168,121.726
62,953.931,51.710,89.706,177.551,132.265
63,1099.671,193.653,295.416,175.547,134.154
64,1232.161,91.286,361.161,179.591,150.480
65,909.768,227.482,227.615,181.753,120.599
66,930.378,146.843,440.644,178.283,119.300
67,917.129,122.382,139.039,185.425,123.736
68,1146.779,164.044,254.338,190.942,147.586
69,871.493,193.510,543.466,195.900,116.457
70,797.887,86.954,314.880,195.694,120.599
71,880.326,102.826,492.516,197.116,116.406
72,856.772,127.239,386.247,198.151,113.736
73,953.931,163.944,412.787,203.147,126.996
74,1157.084,100.385,464.501,204.046,134.864
75,892.103,103.746,155.263,205.748,123.320
76,652.148,214.729,199.307,196.456,96.993
77,968.653,204.524,335.382,209.996,127.463
78,791.999,87.093,579.084,215.504,136.702
79,908.296,101.324,517.582,212.998,124.864
80,718.393,88.182,287.469,210.337,102.852
81,809.664,40.416,70.773,217.270,127.585
82,1136.474,109.088,435.549,222.252,141.312
83,1137.946,131.238,178.511,222.359,140.723
84,847.939,116.337,112.136,216.034,119.300
85,1217.440,106.987,263.572,226.157,148.886
86,1137.946,94.238,560.194,234.526,154.105
87,1335.210,122.456,213.246,226.422,148.886
88,961.292,64.361,87.599,234.091,129.889
89,1070.229,234.638,363.005,230.845,136.997
90,1045.203,105.151,130.179,238.217,135.575
91,716.921,213.877,537.028,234.957,107.410
92,880.326,140.333,390.334,238.324,115.868
93,1031.954,147.445,492.242,236.471,122.437
94,715.449,103.689,308.100,239.464,104.862
95,1080.533,134.868,233.598,249.485,134.326
96,652.148,87.576,155.132,245.388,100.719
97,665.397,161.931,336.870,241.950,104.273
98,1001.039,221.519,460.441,249.158,127.168
99,1532.473,136.140,413.302,264.811,171.731
100,1348.459,134.504,283.949,269.051,165.161
101,1146.779,74.359,106.397,264.250,136.753
102,1160.028,196.848,515.688,266.452,140.845
103,859.716,73.344,67.147,264.254,122.021
104,824.385,198.580,180.774,260.443,113.736
105,413.665,69.331,580.309,261.792,85.571
106,872.965,116.702,255.970,269.716,120.427
107,1070.229,205.961,201.440,276.158,134.032
108,1395.566,102.878,441.420,284.270,157.049
109,1114.392,137.283,483.484,277.893,134.154
110,730.170,204.042,542.476,272.862,107.999
111,534.378,169.893,316.364,268.627,89.003
112,1372.013,163.334,379.470,283.047,153.394
113,1469.172,159.236,344.144,282.979,158.542
114,750.779,92.090,137.546,278.587,106.994
115,989.262,61.378,561.565,289.880,135.870
116,747.835,106.467,84.392,286.474,108.588
117,1104.087,126.809,161.504,293.570,141.312
118,385.695,57.866,49.014,287.721,85.155
119,1005.456,147.678,226.152,296.144,128.173
120,1268.964,241.027,297.745,303.271,155.749
121,1161.500,127.194,109.930,307.481,151.434
122,1351.403,96.551,524.534,310.176,146.876
123,512.297,68.457,581.495,304.746,95.155
124,724.281,118.793,61.307,308.984,116.579
125,1246.883,201.098,462.336,317.287,152.196
126,468.133,171.535,497.605,307.207,87.997
127,811.136,131.064,253.510,309.599,108.294
128,1152.667,174.458,188.993,316.397,129.595
129,407.776,55.823,38.210,317.841,102.141
130,1268.964,158.176,414.485,324.193,152.734
131,1087.894,85.276,83.166,325.525,131.971
132,1330.793,84.716,133.351,327.711,145.160
133,743.419,129.038,319.736,320.894,106.872
134,1346.987,192.209,381.377,330.572,157.415
135,1235.106,179.498,346.722,329.676,146.409
136,843.523,76.101,563.243,332.181,126.579
137,1271.909,132.730,276.301,339.935,158.765
138,715.449,104.784,540.736,335.542,114.741
139,362.141,162.752,482.038,329.635,75.570
140,1002.511,159.535,218.231,335.528,128.123
141,631.538,78.354,50.689,338.981,103.024
142,1146.779,131.114,160.061,345.747,143.860
143,451.940,96.081,580.327,341.135,94.567
144,1148.251,72.691,432.907,348.238,145.921
145,775.805,79.108,500.358,346.052,112.436
146,759.612,173.948,245.363,345.772,107.999
147,875.909,105.403,112.445,360.986,131.433
148,937.738,152.622,185.466,357.614,127.585
149,671.285,152.156,519.966,360.951,111.309
150,766.973,72.722,66.726,363.833,120.132
151,802.303,128.528,91.197,366.661,122.143
152,690.423,133.473,304.035,362.972,103.562
153,1140.890,162.231,462.597,364.995,156.876
154,1148.251,173.658,330.973,369.337,144.987
155,494.631,132.625,358.774,364.939,87.165
156,660.980,111.158,45.032,372.390,106.700
157,937.738,175.857,385.875,373.706,134.742
158,703.672,182.929,220.241,371.072,105.573
159,852.355,109.263,557.027,376.625,134.276
160,853.828,110.257,534.943,381.845,131.555
161,842.051,100.788,137.097,375.557,112.436
162,1068.757,233.760,274.437,378.211,136.997
163,365.085,186.847,198.131,375.724,77.997
164,343.003,155.511,433.419,373.212,74.859
165,432.802,243.544,407.630,377.545,84.566
166,525.546,89.165,573.339,382.918,102.141
167,204.624,155.727,501.703,375.013,56.573
168,993.679,128.646,240.479,389.715,139.718
169,687.478,80.942,475.176,384.033,107.461
170,1080.533,131.730,163.225,393.761,142.317
171,1058.452,84.654,77.460,398.693,128.417
172,490.215,144.012,363.309,394.396,85.155
173,805.248,159.929,506.567,401.109,122.559
174,736.058,133.158,108.783,400.343,107.705
175,1411.760,132.228,292.081,405.123,163.151
176,1255.715,170.295,475.586,416.946,162.318
177,328.282,200.852,195.846,401.825,73.854
178,537.322,161.359,422.549,401.288,90.424
179,468.133,158.085,325.979,403.600,89.003
180,515.241,154.723,449.066,402.884,85.276
181,571.181,69.629,214.374,407.803,97.704
182,515.241,233.957,396.998,405.481,91.135
183,716.921,101.678,133.704,413.398,106.872
184,1258.660,168.364,334.397,426.803,155.577
185,688.950,148.459,556.424,417.111,116.701
186,1185.054,229.747,364.370,428.473,166.877
187,799.359,141.560,534.561,426.286,130.255
188,906.824,128.956,172.762,420.722,125.747
189,1260.132,201.016,250.569,424.882,144.327
190,1031.954,125.305,510.296,431.897,136.580
191,313.561,110.714,569.870,424.587,78.291
192,934.794,125.025,423.812,438.934,142.855
193,1229.217,153.631,398.797,442.801,167.710
194,967.180,118.361,110.781,436.441,134.276
