 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,892.103,50.843,354.596,26.200,134.154,46.113,24.632,55.636
2,950.987,35.533,399.639,23.864,133.027,42.109,28.755,176.267
3,552.044,33.917,273.455,23.048,95.572,33.852,20.763,24.945
4,996.623,37.137,236.578,37.963,130.011,47.113,26.934,22.478
5,613.873,32.492,323.544,36.008,94.983,32.971,23.706,9.189
6,1140.890,53.248,379.007,48.035,133.321,44.549,32.607,145.677
7,574.125,68.231,279.472,40.543,112.436,43.494,16.807,16.042
8,739.002,42.723,458.004,43.643,111.431,34.637,27.165,162.956
9,1376.429,43.365,419.454,52.211,150.135,50.501,34.702,37.096
10,644.787,30.397,199.650,48.654,106.161,38.988,21.057,42.890
11,662.452,37.151,293.788,56.373,99.420,32.869,25.661,27.345
12,722.809,79.705,243.585,61.410,111.137,36.447,25.250,41.413
13,741.947,37.881,322.167,61.176,110.131,34.141,27.670,37.306
14,771.389,39.271,354.825,63.486,107.167,36.696,26.765,142.932
15,631.538,55.119,266.791,68.340,98.293,31.134,25.827,69.577
16,834.690,43.697,209.730,71.064,115.868,39.990,26.575,50.192
17,1190.942,50.226,490.111,75.289,146.754,55.724,27.212,137.905
18,872.965,54.509,452.103,72.525,114.741,36.693,30.291,128.853
19,1105.559,39.112,180.540,88.236,145.454,52.024,27.058,72.608
20,952.459,44.138,154.492,83.770,122.437,41.329,29.343,48.404
21,1121.753,76.924,289.312,88.646,141.017,49.965,28.585,42.169
22,983.374,86.016,380.519,85.278,119.005,40.681,30.778,25.018
23,1058.452,98.850,422.431,85.336,128.712,43.552,30.944,166.659
24,1217.440,59.108,338.380,89.141,139.007,46.550,33.300,164.879
25,839.106,76.249,226.571,90.879,114.741,37.700,28.339,45.920
26,1017.232,95.418,254.399,100.389,125.696,38.964,33.240,81.967
27,836.162,80.880,476.055,97.552,112.609,37.736,28.212,138.964
28,1258.660,91.316,304.545,113.593,142.611,45.892,34.920,46.583
29,780.222,58.257,521.333,110.743,117.584,42.583,23.329,117.379
30,1026.065,122.508,197.544,114.120,128.173,43.308,30.166,65.240
31,1377.901,106.713,446.528,115.864,144.449,43.372,40.450,77.942
32,925.961,47.213,130.076,114.588,125.869,44.596,26.437,62.618
33,1230.689,133.949,404.985,114.913,138.002,43.727,35.835,114.825
34,959.820,97.876,502.682,124.662,131.605,46.859,26.080,107.106
35,880.326,32.727,151.343,124.102,131.189,50.956,21.997,58.593
36,1143.834,110.356,373.737,125.028,137.413,49.178,29.614,99.929
37,1489.782,99.157,343.277,131.329,154.694,54.346,34.903,105.232
38,874.437,85.896,224.660,126.748,115.452,38.167,29.171,67.455
39,553.516,130.298,477.014,127.585,91.846,27.358,25.760,102.697
40,930.378,72.301,167.277,138.736,133.615,49.612,23.877,52.790
41,920.073,119.442,276.563,139.230,125.280,45.345,25.834,79.945
42,1045.203,86.893,250.451,138.966,129.422,45.295,29.381,67.646
43,633.010,156.077,312.757,142.973,99.298,31.242,25.798,26.977
44,672.757,129.007,536.825,144.990,105.451,36.002,23.793,111.874
45,1040.786,146.798,427.662,149.023,123.736,38.558,34.369,124.565
46,964.236,95.627,201.360,153.017,121.848,39.787,30.857,70.620
47,787.582,41.779,94.063,155.862,125.869,46.457,21.585,66.794
48,1149.723,40.141,116.578,157.673,157.293,56.314,25.995,56.368
49,796.415,135.963,461.594,154.829,114.568,39.706,25.538,118.161
50,733.114,86.976,487.828,154.694,107.288,34.071,27.396,103.657
51,872.965,74.575,514.947,160.864,122.021,39.836,27.902,72.189
52,1298.407,118.466,396.076,162.769,148.003,46.212,35.774,129.811
53,660.980,120.920,174.907,162.225,110.720,36.747,22.902,66.547
54,952.459,164.411,286.169,170.339,124.447,45.829,26.462,63.940
55,842.051,76.969,559.004,169.206,116.579,43.617,24.580,101.908
56,839.106,93.274,136.927,171.162,124.742,46.799,22.829,59.640
57,805.248,182.069,226.062,170.099,114.446,39.489,25.964,69.057
58,1363.180,78.171,318.620,175.307,158.176,55.889,31.055,43.611
59,1154.139,78.432,358.995,179.059,145.576,49.102,29.927,78.287
60,1006.928,134.712,250.451,180.572,134.864,47.399,27.048,48.356
61,847.939,123.623,441.198,179.056,114.446,38.798,27.827,19.243
62,847.939,163.620,536.548,184.088,116.457,37.265,28.972,107.054
63,818.497,86.137,151.803,189.466,117.167,43.527,23.942,65.341
64,640.371,34.434,74.384,188.739,115.452,42.325,19.264,64.267
65,540.267,176.251,196.614,183.558,90.718,29.201,23.557,21.952
66,771.389,92.912,489.621,190.059,110.131,36.814,26.679,111.788
67,978.957,93.439,462.499,201.151,129.717,41.997,29.679,82.643
68,728.698,83.970,108.145,195.854,111.137,39.486,23.497,61.440
69,834.690,90.346,513.943,201.549,128.712,47.577,22.338,98.497
70,1031.954,101.113,170.615,206.109,139.301,50.240,26.153,68.353
71,724.281,105.929,383.363,197.315,103.146,34.903,26.421,72.671
72,865.604,135.835,408.031,202.874,124.569,44.748,24.629,65.115
73,834.690,49.286,83.529,210.753,129.595,48.397,21.959,71.279
74,858.244,160.417,330.959,203.629,112.730,35.514,30.769,43.555
75,721.337,78.576,575.576,213.535,141.555,57.494,15.974,100.614
76,1126.169,105.382,205.719,207.773,138.885,49.384,29.035,37.869
77,1129.113,87.527,256.118,213.040,143.566,48.353,29.732,73.082
78,1042.258,107.071,431.052,217.811,132.438,45.095,29.428,84.107
79,1121.753,79.259,558.453,223.698,152.267,62.147,22.982,101.561
80,956.876,76.460,123.332,215.939,128.173,46.863,25.998,63.612
81,1442.674,84.884,288.879,218.954,151.434,47.753,38.466,82.067
82,663.925,185.820,534.683,220.877,106.994,38.265,22.092,96.502
83,970.125,109.410,226.111,229.208,123.736,39.900,30.958,72.315
84,952.459,128.221,490.609,225.676,118.000,36.915,32.851,115.604
85,1034.898,187.101,356.401,228.061,132.854,44.436,29.653,62.376
86,1221.857,72.202,139.326,240.032,145.038,52.738,29.499,59.649
87,1031.954,55.414,98.805,240.830,132.316,43.410,30.268,99.991
88,1407.343,131.752,318.288,244.084,163.029,52.093,34.398,60.922
89,756.668,55.652,64.303,244.059,116.873,42.440,22.701,77.231
90,750.779,107.769,382.513,239.331,107.288,35.292,27.086,65.392
91,709.560,143.411,176.483,239.397,106.161,37.753,23.931,66.363
92,920.073,200.349,458.144,241.379,125.574,42.249,27.728,94.687
93,1391.150,117.930,407.784,257.254,169.842,64.910,27.288,83.391
94,1043.731,171.671,515.304,252.720,128.001,45.000,29.531,84.987
95,914.184,173.626,194.910,252.926,128.173,47.639,24.433,62.216
96,653.620,176.351,541.917,257.033,105.156,37.247,22.343,92.870
97,1240.994,107.294,273.630,260.508,142.855,44.249,35.709,76.583
98,1659.075,101.999,240.793,276.114,178.127,65.965,32.023,82.738
99,1199.775,94.483,438.206,269.988,145.160,51.289,29.784,99.048
100,1030.481,115.377,482.930,264.300,126.579,40.307,32.552,83.052
101,596.207,80.640,79.768,263.421,96.871,31.404,24.173,75.722
102,834.690,55.714,581.860,277.243,149.668,63.563,16.720,90.401
103,1011.344,101.574,153.054,270.300,133.199,43.270,29.759,56.607
104,273.814,43.484,47.384,264.840,76.575,27.466,12.693,83.117
105,846.467,120.151,211.558,274.424,118.416,41.348,26.066,69.837
106,1405.871,131.639,335.588,276.945,151.729,53.503,33.456,55.862
107,1282.213,135.068,372.302,276.379,143.982,45.145,36.162,76.768
108,886.214,54.389,560.371,276.209,123.686,48.153,23.433,74.902
109,1330.793,87.713,105.696,284.201,165.578,62.613,27.062,67.707
110,1260.132,213.887,289.802,291.031,146.337,50.556,31.736,51.857
111,655.092,77.391,58.325,285.699,106.578,38.512,21.658,84.660
112,1034.898,129.724,174.809,292.341,128.173,40.555,32.491,66.227
113,1227.745,76.909,527.242,297.045,146.998,54.728,28.563,78.641
114,1133.530,178.679,463.829,301.595,144.155,51.977,27.767,91.634
115,911.240,68.013,77.715,299.661,130.844,47.200,24.581,77.259
116,1182.109,67.785,125.694,304.413,149.891,55.422,27.157,74.587
117,1198.303,125.612,495.987,301.933,138.834,47.945,31.822,69.847
118,1486.838,115.015,416.037,311.949,161.730,56.119,33.734,75.150
119,1293.990,164.567,381.233,318.819,150.673,49.599,33.217,75.060
120,942.155,130.617,199.709,311.380,128.468,41.506,28.902,57.211
121,513.769,59.238,48.305,312.997,95.450,33.518,19.517,96.644
122,1545.722,102.368,304.729,325.928,164.745,55.078,35.732,70.814
123,825.857,71.116,565.530,316.315,125.574,45.978,22.870,77.066
124,1165.916,116.898,257.724,319.694,139.007,45.760,32.441,72.409
125,1052.563,107.095,148.576,323.050,137.880,50.038,26.783,76.630
126,1182.109,154.584,345.321,317.135,139.423,40.439,37.219,80.890
127,630.066,95.040,544.668,321.084,111.015,40.041,20.035,83.508
128,1036.370,67.705,438.940,333.837,140.185,49.500,26.657,67.387
129,1592.830,134.787,220.061,337.817,175.284,62.501,32.448,67.592
130,170.766,90.560,582.534,324.100,74.565,24.611,8.834,80.107
