 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,918.601,26.649,322.499,33.743,134.864,44.911,26.043,34.368
2,217.873,44.480,295.096,25.734,67.285,22.059,12.575,25.160
3,519.657,47.156,264.056,35.916,90.424,29.012,22.806,0.714
4,606.512,44.267,392.311,39.880,106.161,30.993,24.916,156.880
5,1098.199,32.575,423.749,44.120,133.149,42.804,32.667,35.674
6,481.382,39.850,288.042,43.837,87.287,27.742,22.094,10.237
7,504.936,27.163,340.365,48.318,92.018,30.860,20.833,41.448
8,506.408,27.119,368.803,48.155,86.870,29.098,22.159,129.356
9,499.047,27.543,203.251,56.161,96.161,31.834,19.960,50.909
10,606.512,41.609,246.337,54.387,98.171,31.034,24.883,15.371
11,847.939,37.033,483.244,61.308,123.736,46.956,22.992,141.963
12,655.092,39.288,450.403,61.910,98.882,30.383,27.452,133.750
13,755.196,54.160,271.626,65.321,112.730,36.085,26.647,16.481
14,865.604,48.189,305.232,64.629,129.300,46.303,23.803,27.669
15,868.549,39.936,351.884,69.922,120.721,39.905,27.713,171.453
16,789.054,64.017,218.821,71.678,113.025,39.210,25.622,53.204
17,728.698,57.293,387.865,68.015,105.867,34.780,26.676,12.388
18,777.277,58.975,424.869,75.069,109.888,34.571,28.627,134.685
19,596.207,60.570,472.631,81.380,94.028,30.521,24.872,133.231
20,680.118,47.299,239.812,85.065,106.039,35.010,24.734,58.346
21,1014.288,66.313,315.428,86.473,128.295,45.436,28.423,27.289
22,672.757,49.481,188.101,89.444,110.182,42.200,20.298,54.940
23,939.210,98.622,409.214,96.713,124.742,40.417,29.588,117.130
24,1102.615,77.240,448.675,98.267,135.037,39.720,35.345,71.456
25,401.888,42.509,515.507,91.303,91.307,26.468,19.333,93.319
26,765.501,55.571,260.777,95.235,114.863,40.117,24.296,57.110
27,637.426,76.681,281.744,100.344,105.451,39.746,20.420,66.454
28,906.824,70.414,381.552,101.201,119.422,41.390,27.896,98.227
29,764.028,68.981,496.543,100.933,111.309,39.210,24.810,114.120
30,681.590,27.622,145.889,98.853,115.157,37.651,23.049,51.266
31,1161.500,66.537,350.571,102.385,132.143,40.520,36.498,123.361
32,722.809,68.418,218.061,106.142,111.431,33.765,27.256,65.062
33,485.798,72.697,196.541,107.731,97.166,35.545,17.401,68.112
34,593.263,54.980,162.449,111.433,102.313,36.962,20.437,55.462
35,353.308,85.025,477.275,109.122,75.570,25.830,17.416,116.994
36,454.884,83.327,532.483,110.601,85.743,30.757,18.830,123.928
37,407.776,108.542,317.525,109.147,81.134,29.304,17.718,15.703
38,527.018,93.855,238.283,120.721,92.434,33.825,19.838,74.229
39,768.445,97.163,290.648,124.689,110.304,38.839,25.192,61.184
40,886.214,90.865,427.479,127.149,116.457,37.848,29.813,97.559
41,644.787,48.968,518.517,125.708,101.897,32.547,25.224,113.630
42,671.285,53.132,175.570,128.978,105.034,35.188,24.290,51.328
43,646.259,83.743,461.291,126.918,98.587,31.644,26.003,104.299
44,825.857,78.668,258.001,131.415,114.446,41.484,25.347,56.707
45,507.880,41.087,135.266,127.779,92.140,31.550,20.496,53.134
46,1118.808,65.636,321.212,133.620,143.322,47.823,29.787,38.874
47,1068.757,83.307,398.939,136.537,132.560,41.902,32.475,134.205
48,1279.269,60.037,490.600,139.982,142.439,43.164,37.735,95.644
