 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,276.758,36.872,301.410,19.064,71.722,23.976,14.697,31.143
2,313.561,40.920,272.878,29.595,79.002,22.358,17.857,14.991
3,619.761,39.280,392.727,35.602,100.009,32.301,24.430,147.858
4,967.180,29.283,423.180,40.288,124.864,40.311,30.549,29.348
5,384.222,36.023,292.837,37.029,76.575,24.196,20.218,173.325
6,535.850,32.269,254.451,44.402,92.018,30.960,22.037,13.148
7,359.196,23.324,342.590,42.336,82.434,30.371,15.058,15.718
8,437.219,24.384,372.001,45.593,82.312,26.339,21.136,152.820
9,680.118,46.359,277.012,56.314,106.578,34.947,24.779,12.752
10,755.196,51.559,225.835,60.567,109.888,39.444,24.378,38.380
11,766.973,40.683,309.658,56.943,115.279,41.411,23.582,25.554
12,593.263,32.953,449.507,56.867,95.866,29.328,25.755,157.963
13,867.077,35.059,352.831,63.110,116.284,39.832,27.716,163.844
14,618.289,49.079,388.955,63.132,95.277,32.409,24.291,12.013
15,711.032,51.226,424.106,69.032,103.024,33.404,27.102,145.671
16,566.765,39.236,193.066,74.064,104.740,40.430,17.849,50.094
17,603.568,36.515,245.875,73.201,97.460,34.163,22.495,53.471
18,541.739,51.913,472.544,74.262,90.597,28.950,23.826,130.138
19,923.017,59.742,319.635,78.630,121.726,42.103,27.913,23.032
20,716.921,40.622,265.173,84.126,110.009,38.340,23.808,50.534
21,874.437,85.603,408.421,89.538,116.751,38.294,29.075,123.937
22,585.902,63.249,286.475,88.004,101.308,37.743,19.765,62.272
23,998.095,64.417,448.459,89.320,126.458,36.217,35.088,53.727
24,421.025,58.678,200.170,90.099,89.591,34.023,15.756,60.908
25,843.523,57.738,381.791,94.055,115.573,41.669,25.775,111.424
26,652.148,51.176,221.431,90.915,107.999,32.406,25.623,41.066
27,722.809,60.204,494.722,94.007,110.304,37.574,24.493,110.353
28,527.018,44.589,167.386,92.506,94.861,35.240,19.042,56.180
29,1076.117,57.289,353.762,96.036,128.417,42.526,32.219,118.914
30,325.338,78.733,475.762,100.504,73.143,25.356,16.336,119.689
31,493.159,81.460,241.327,105.563,87.876,30.025,20.913,76.244
