 ,Area,Mean,X,Y,Perim.
1,291.479,43.692,323.714,15.375,69.712
2,970.125,55.250,355.620,26.789,128.295
3,1061.396,38.361,401.266,24.856,133.737
4,388.639,42.140,296.093,18.926,79.002
5,628.594,40.733,267.748,25.202,100.303
6,607.984,37.056,319.501,34.318,97.410
7,1130.585,42.944,234.762,43.466,135.870
8,706.616,50.815,430.072,42.966,103.857
9,806.720,46.321,457.503,41.394,112.558
10,625.649,72.896,279.194,41.602,115.157
11,1190.942,57.300,383.141,48.557,139.057
12,750.779,43.496,293.571,58.186,111.725
13,669.813,32.400,195.536,56.347,109.593
14,815.552,50.029,352.335,59.949,111.725
15,828.802,47.476,319.877,61.496,113.685
16,809.664,90.029,244.036,69.017,115.279
17,681.590,56.302,409.882,67.265,101.308
18,453.412,61.205,476.940,64.983,85.449
19,886.214,59.917,451.375,71.273,125.625
20,718.393,60.014,269.683,74.019,107.999
21,949.515,49.656,207.937,77.276,125.869
22,1080.533,116.184,424.874,89.297,139.890
23,1031.954,100.613,382.110,86.144,123.442
24,1264.548,44.517,174.994,96.115,147.881
25,1286.630,66.992,344.119,88.939,154.744
26,1027.537,49.284,147.671,93.065,132.143
27,686.006,62.468,503.236,91.951,105.867
28,1211.552,88.418,291.952,96.418,141.139
29,887.686,85.814,478.493,95.778,119.716
30,918.601,91.457,223.593,99.019,120.599
31,1196.831,111.936,254.775,108.000,136.997
32,1419.120,117.644,449.346,116.008,148.297
33,591.791,111.201,319.136,106.841,92.434
34,1049.619,142.728,194.030,122.462,125.452
35,956.876,151.511,407.033,116.909,121.432
36,821.441,72.514,527.293,121.987,121.137
37,1029.009,54.927,123.864,128.313,133.149
38,705.144,112.269,342.088,120.182,105.156
39,1260.132,125.770,374.283,128.079,143.027
40,1020.177,106.323,505.411,131.155,135.870
41,683.062,124.841,478.587,129.301,101.552
42,945.099,36.153,145.913,137.081,136.458
43,634.482,118.896,297.535,130.189,104.446
44,943.627,98.956,223.492,134.795,121.015
45,967.180,134.973,279.784,147.533,133.565
46,1026.065,80.366,164.544,148.905,135.037
47,739.002,154.697,319.492,142.810,118.589
48,1101.143,98.001,251.516,147.751,134.692
49,1105.559,167.590,428.712,148.832,133.443
50,709.560,129.444,351.205,150.664,104.740
51,1361.708,134.741,397.466,162.926,151.018
52,730.170,143.286,541.302,157.040,109.593
53,902.407,152.920,464.840,159.841,121.137
54,1073.173,108.738,201.204,162.626,128.295
55,759.612,93.384,491.479,159.778,105.573
56,959.820,89.359,518.885,172.327,126.163
57,1245.410,49.129,112.405,175.012,160.846
58,905.352,48.106,88.632,176.526,130.844
59,766.973,134.683,173.758,175.395,114.446
60,471.077,91.166,331.081,165.454,81.723
61,1077.589,172.684,294.441,175.827,135.159
62,868.549,81.902,565.202,177.240,118.294
63,908.296,216.339,226.687,181.392,119.594
64,1232.161,88.614,358.014,182.384,151.191
65,899.463,110.476,136.872,185.067,124.031
66,886.214,144.015,440.447,181.633,115.452
67,1096.727,154.624,252.870,190.474,147.292
68,855.300,180.096,542.475,196.384,116.162
69,903.879,99.748,153.507,204.567,125.036
70,784.638,102.839,313.893,196.960,116.873
71,852.355,101.003,492.449,197.709,114.396
72,1102.615,97.210,464.280,205.641,134.864
73,649.203,203.537,198.134,196.519,99.003
74,852.355,119.116,383.524,201.228,112.142
75,928.905,156.582,410.403,206.161,124.275
76,892.103,104.208,517.794,212.807,125.574
77,836.162,39.974,69.838,215.183,134.742
78,946.571,185.048,332.791,213.413,126.041
79,784.638,84.458,578.795,216.990,134.986
80,756.668,98.453,286.159,210.518,106.578
81,853.828,101.534,110.202,214.536,119.300
82,1108.504,123.603,176.941,221.371,138.713
83,1239.522,103.580,261.706,224.901,153.739
84,1146.779,108.861,434.096,223.622,137.169
85,1165.916,87.908,560.205,234.873,154.399
86,1324.905,119.650,211.560,226.169,148.297
87,915.656,59.611,84.832,233.322,128.051
88,1005.456,100.009,128.342,236.099,135.159
89,1101.143,217.457,360.216,233.607,136.580
90,719.865,211.204,536.579,235.194,107.705
91,1021.649,144.271,492.493,236.256,122.437
92,780.222,128.087,386.656,241.840,112.558
93,706.616,105.073,306.552,240.179,101.846
94,1082.006,130.427,232.197,249.450,135.748
95,638.899,87.092,153.861,243.567,97.998
96,971.597,213.029,460.022,249.098,126.163
97,540.267,141.431,334.124,245.973,94.272
98,1553.083,130.180,411.297,264.309,173.152
99,1139.418,73.373,104.185,261.581,133.321
100,1355.819,127.521,283.253,268.126,161.730
101,1151.195,191.799,515.862,266.819,137.707
102,794.943,186.065,179.075,259.625,112.314
103,856.772,67.500,65.335,263.713,118.883
104,382.750,67.131,580.862,261.799,81.134
105,853.828,118.467,254.721,268.721,117.584
106,1051.091,192.403,199.905,275.790,132.316
107,1404.399,99.982,440.611,283.717,157.760
108,1120.281,128.150,483.380,276.498,131.727
109,731.642,197.191,542.987,272.317,106.578
110,453.412,158.773,316.181,267.846,81.012
111,1369.068,152.005,378.302,285.206,154.399
112,752.251,87.186,135.797,275.902,104.151
113,1531.001,151.723,342.478,284.530,154.694
114,690.423,94.480,81.834,284.619,104.446
115,1133.530,119.390,159.301,291.411,144.327
116,942.155,57.573,562.239,289.364,134.448
117,362.141,58.305,48.098,286.790,82.728
118,965.708,144.393,223.759,294.662,121.604
119,1342.570,222.380,296.956,302.259,159.892
120,1189.470,102.317,107.842,305.422,151.729
121,510.824,66.210,581.676,303.455,96.871
122,716.921,102.511,60.021,308.057,114.446
123,1327.849,90.987,525.011,310.339,145.576
124,1235.106,185.958,462.779,317.177,150.602
125,791.999,125.457,251.782,308.334,109.299
126,1064.340,137.433,491.335,318.760,141.434
127,1176.221,157.568,186.310,315.634,131.311
128,1533.945,129.203,415.514,324.586,165.161
129,1324.905,78.880,131.088,325.657,146.165
130,1055.507,83.816,81.105,324.103,132.976
131,759.612,125.996,318.653,321.520,108.588
132,1399.983,182.271,380.372,332.114,160.258
133,839.106,75.140,563.782,331.374,131.138
134,1295.462,143.674,274.162,336.643,160.186
135,1271.909,168.009,345.613,331.737,151.851
136,688.950,98.506,542.043,335.420,114.446
137,1006.928,152.367,215.243,334.022,131.849
138,1164.444,123.071,157.442,344.458,145.160
139,610.928,74.983,49.335,337.655,99.592
140,441.635,88.990,580.786,339.435,93.856
141,769.917,155.296,242.647,342.314,106.994
142,1108.504,71.665,435.462,350.927,143.200
143,739.002,80.446,502.962,349.406,106.161
144,846.467,103.920,109.728,359.839,127.290
145,961.292,146.392,183.411,357.717,127.879
146,887.686,144.370,517.908,365.484,134.742
147,791.999,69.299,65.047,363.102,122.143
148,674.229,127.096,301.194,360.551,104.273
149,793.471,118.391,89.198,365.067,120.132
150,1145.307,144.770,464.020,366.839,157.465
151,1211.552,153.303,328.419,368.935,148.125
152,644.787,96.959,43.441,370.876,105.989
153,961.292,169.557,390.441,373.670,131.849
154,837.634,102.865,559.050,375.721,132.265
155,821.441,97.333,133.318,373.501,111.725
156,711.032,181.667,220.052,369.658,104.151
157,1046.675,212.976,272.650,375.456,136.997
158,830.274,106.227,537.330,381.566,131.433
159,1258.660,110.418,360.716,380.188,145.698
160,507.880,88.675,575.254,381.547,101.724
161,940.682,152.516,193.779,387.610,137.169
162,1006.928,131.846,241.049,387.638,137.291
163,454.884,183.984,411.309,378.197,86.992
164,262.037,128.758,435.837,378.518,66.574
165,669.813,87.453,477.613,385.756,106.039
166,1046.675,124.754,156.767,393.814,134.032
167,1031.954,80.417,75.484,398.551,125.696
168,1455.923,128.101,289.704,403.744,160.308
169,719.865,124.411,106.145,399.979,105.989
170,797.887,155.087,509.146,402.509,122.437
171,1261.604,154.105,478.525,418.115,166.167
172,469.605,158.511,425.805,401.892,82.139
173,568.237,86.047,214.146,405.676,91.429
174,496.103,148.991,321.093,404.948,87.997
175,429.858,126.387,452.805,403.666,77.580
176,678.646,93.885,129.902,412.592,102.730
177,531.434,225.803,399.469,407.176,91.551
178,652.148,132.919,559.158,416.607,112.558
179,1338.154,153.732,336.091,425.818,162.146
180,1218.912,217.284,365.606,427.536,166.583
181,806.720,123.407,537.945,426.066,130.966
182,859.716,121.955,169.180,419.811,124.031
183,1296.935,191.314,250.267,424.503,145.332
184,993.679,119.044,513.971,432.370,133.859
185,510.824,91.179,187.897,429.869,103.024
186,931.850,119.098,426.110,437.710,150.013
187,1245.410,143.853,400.053,442.457,171.142
188,468.133,67.365,66.396,432.987,89.419
189,783.166,82.549,84.934,436.944,124.691
190,928.905,113.648,108.722,436.561,130.722
191,435.746,133.736,448.034,433.102,81.428
192,627.122,162.789,299.787,434.151,97.998
193,1264.548,123.639,153.765,447.203,148.713
194,607.984,121.988,203.872,438.006,100.719
195,1299.879,178.835,208.922,463.329,177.416
196,730.170,167.032,373.750,453.378,115.868
197,805.248,111.139,128.783,455.917,124.864
198,1015.760,116.935,490.609,456.812,138.591
199,1320.488,176.803,275.476,460.261,151.018
200,746.363,46.641,549.024,458.986,129.839
201,1330.793,95.626,448.210,468.063,156.704
202,1009.872,137.089,236.804,465.534,144.449
203,602.096,101.912,528.523,466.191,105.522
204,1005.456,96.915,469.514,480.620,149.891
205,865.604,148.932,298.934,470.929,146.998
206,662.452,70.142,79.248,475.307,122.731
207,460.772,100.629,179.614,466.494,86.698
208,591.791,159.779,330.074,464.552,94.567
209,529.962,66.400,95.669,467.184,91.013
210,1098.199,124.551,416.100,480.333,143.688
211,599.151,73.290,506.598,476.805,109.299
212,662.452,111.024,243.047,486.839,134.742
213,881.798,74.886,118.160,486.511,133.321
214,1105.559,201.555,351.506,487.106,147.759
215,1018.705,158.406,154.446,485.267,125.869
216,911.240,138.134,379.498,492.581,135.575
217,624.177,134.274,307.001,491.908,99.003
218,962.764,139.977,180.269,502.766,126.874
219,1011.344,128.694,320.777,510.530,147.708
220,780.222,91.202,519.145,499.507,115.279
221,428.386,44.495,100.948,500.681,82.728
222,600.623,66.069,480.515,507.499,122.315
223,883.270,113.233,250.908,506.251,124.620
224,909.768,120.592,203.689,510.455,138.296
225,859.716,90.993,134.827,513.049,114.619
226,521.129,60.907,494.543,514.048,95.155
227,1042.258,93.914,442.664,514.235,138.296
228,743.419,69.851,406.447,512.438,109.421
229,973.069,103.247,285.145,523.752,126.407
230,924.489,135.785,258.954,531.044,145.992
231,1330.793,117.346,371.953,525.613,158.125
232,1207.135,70.276,159.251,532.182,142.611
233,920.073,98.237,228.771,535.559,128.123
234,917.129,66.703,452.049,536.166,139.301
235,697.783,116.006,411.997,534.232,117.706
236,519.657,72.918,503.287,532.836,131.138
237,846.467,104.012,314.495,538.227,146.459
238,728.698,110.451,203.467,541.355,107.288
239,680.118,120.450,327.575,549.206,123.493
240,769.917,88.996,473.825,550.177,120.427
