 ,Area,Mean,X,Y,Perim.
1,1079.061,38.157,401.243,25.249,135.453
2,921.545,55.802,355.596,27.402,131.727
3,612.400,42.695,268.993,25.964,100.009
4,808.192,46.878,457.246,41.380,112.852
5,1112.920,42.927,234.971,43.034,133.443
6,652.148,37.009,320.936,38.115,101.846
7,694.839,51.345,429.732,43.414,103.857
8,643.315,76.883,277.968,44.355,112.020
9,1218.912,56.106,382.040,49.105,140.479
10,755.196,42.598,292.075,62.398,109.004
11,836.162,49.523,352.250,61.710,113.147
12,817.025,48.948,319.807,64.612,114.396
13,805.248,92.419,242.665,69.570,115.573
14,693.367,53.403,408.580,67.810,101.897
15,475.494,63.895,477.012,65.047,84.444
16,883.270,62.747,450.645,71.055,127.341
17,953.931,46.929,207.180,76.764,123.442
18,715.449,58.424,267.624,75.944,106.283
19,1086.422,119.851,424.359,89.181,137.464
20,1242.466,42.832,174.889,95.706,153.028
21,603.568,68.754,522.039,85.660,120.894
22,1040.786,101.888,381.716,87.558,124.153
23,1051.091,51.370,148.256,92.177,133.149
24,1283.686,67.819,343.220,91.044,152.440
25,678.646,62.525,502.532,90.731,106.872
26,889.158,86.305,477.656,95.652,118.000
27,1180.637,90.498,291.088,98.767,138.002
28,887.686,93.517,222.807,99.104,117.878
29,1133.530,115.356,254.045,109.040,132.143
30,1442.674,118.918,448.463,116.289,150.013
31,582.958,115.091,318.702,108.870,93.734
32,1079.061,143.971,193.000,122.828,129.595
33,1162.972,156.958,405.692,118.602,132.143
34,799.359,67.996,525.889,120.351,118.000
35,1054.035,54.459,124.088,127.209,133.859
36,819.969,61.691,550.897,128.662,128.001
37,1243.938,128.850,372.307,130.561,143.322
38,1036.370,106.741,504.236,130.132,134.864
39,706.616,115.215,340.535,122.258,106.578
40,931.850,35.889,146.056,136.543,136.753
41,650.675,131.676,477.483,129.097,99.836
42,644.787,122.687,297.875,131.661,104.446
43,943.627,100.120,223.057,134.979,120.010
44,968.653,132.635,279.171,148.437,132.854
45,1029.009,80.871,164.417,149.153,138.763
46,709.560,165.944,318.335,145.164,114.030
47,1095.255,98.605,251.091,148.214,136.408
48,1108.504,171.615,428.112,151.160,132.438
49,733.114,145.793,539.725,154.938,108.882
50,677.174,130.965,347.758,152.428,103.735
51,1360.236,130.542,395.116,165.010,150.307
52,874.437,155.133,463.465,159.983,119.005
53,764.028,91.046,490.472,159.073,107.288
54,1055.507,110.598,200.689,163.058,127.585
55,915.656,82.453,517.872,170.612,123.026
56,1217.440,46.120,112.596,173.309,159.131
57,917.129,48.467,88.590,174.291,132.854
58,743.419,136.669,173.747,175.465,115.157
59,862.660,85.295,563.412,176.058,116.873
60,348.892,92.038,328.220,167.649,71.306
61,1046.675,190.655,293.611,177.105,134.864
62,862.660,219.942,225.677,181.659,118.589
63,1235.106,89.765,355.063,183.611,151.191
64,878.854,115.159,136.137,184.267,123.736
65,893.575,143.341,438.871,182.651,115.868
66,1102.615,159.227,252.264,190.087,143.149
67,855.300,190.728,540.470,194.870,115.157
68,836.162,102.178,490.661,196.799,115.401
69,594.735,95.240,312.538,196.084,105.451
70,1084.950,100.208,463.107,206.146,134.154
71,902.407,102.101,152.280,204.110,122.315
72,625.649,205.762,197.402,196.523,97.582
73,799.359,124.228,380.817,202.570,107.999
74,917.129,159.584,408.794,206.491,125.280
75,908.296,98.648,515.781,211.585,126.407
76,769.917,37.755,69.473,213.606,134.448
77,799.359,83.943,576.995,217.456,137.707
78,828.802,106.350,109.279,212.832,118.294
79,718.393,86.283,284.777,210.835,102.435
80,889.158,197.798,330.036,214.026,119.472
81,1124.697,125.039,175.607,221.313,142.561
82,1186.526,102.667,259.895,224.766,150.602
83,1127.641,110.060,433.653,224.020,138.591
84,1155.611,91.055,559.636,234.318,150.551
85,1301.351,117.637,209.946,226.087,146.754
86,880.326,60.936,83.897,229.962,129.179
87,1024.593,99.708,127.035,234.793,135.453
