 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,615.345,39.144,392.166,35.543,102.141,34.637,22.620,154.078
2,931.850,27.558,422.729,40.318,125.574,40.200,29.514,40.525
3,501.992,29.589,261.564,41.603,90.891,29.838,21.421,8.904
4,235.539,21.137,343.980,39.364,75.154,27.227,11.015,20.434
5,332.698,24.018,371.986,44.436,69.590,23.196,18.262,128.541
6,687.478,47.424,234.066,54.637,107.461,36.562,23.941,40.630
7,659.508,40.069,283.760,52.481,106.161,33.498,25.068,22.246
8,541.739,30.223,447.579,54.523,90.302,27.489,25.092,134.756
9,708.088,38.559,313.693,54.628,113.858,39.649,22.739,18.519
10,762.556,33.106,354.429,59.658,111.015,36.473,26.620,153.672
11,602.096,44.134,388.376,60.234,99.003,34.205,22.412,17.864
12,560.876,35.231,200.793,66.179,101.603,38.404,18.595,40.212
13,618.289,33.648,251.345,69.049,99.887,35.142,22.402,46.361
14,659.508,47.203,424.409,69.264,102.019,30.846,27.222,138.295
15,500.520,46.538,471.923,70.379,86.870,29.658,21.487,140.813
16,862.660,56.534,324.106,74.877,118.294,42.057,26.116,15.845
17,644.787,38.315,269.762,79.524,105.156,37.295,22.013,45.626
18,524.073,60.874,290.437,82.849,99.887,36.932,18.068,60.806
19,811.136,79.733,405.911,85.146,120.599,37.816,27.310,125.061
20,391.583,53.594,205.911,83.020,93.734,32.424,15.377,54.143
21,958.348,58.389,449.415,85.704,122.021,36.234,33.675,11.269
22,516.713,39.276,173.557,85.234,93.440,35.517,18.523,50.135
23,612.400,45.252,226.550,85.279,100.719,30.637,25.451,28.751
24,718.393,54.805,380.723,89.571,106.994,36.964,24.745,109.344
25,646.259,56.262,495.103,88.694,102.730,35.330,23.290,114.362
26,928.905,54.556,354.941,92.209,122.143,39.508,29.936,113.941
27,519.657,39.963,185.177,100.373,91.013,31.938,20.717,55.759
28,298.840,69.424,476.558,94.886,69.712,23.809,15.981,117.410
29,658.036,72.655,299.615,102.674,101.014,34.580,24.229,48.439
