 ,Area,Mean,%Area
1,543.211,13.547,100.000
2,359.196,17.775,100.000
3,521.129,17.099,100.000
4,357.724,13.922,99.588
5,550.572,16.591,99.733
6,384.222,17.119,100.000
7,434.274,23.163,100.000
8,328.282,14.426,100.000
9,569.709,28.093,100.000
10,340.059,23.571,100.000
11,401.888,23.172,100.000
12,454.884,39.828,100.000
13,334.170,28.753,100.000
14,490.215,28.207,100.000
15,612.400,27.839,100.000
16,546.155,17.334,100.000
17,488.743,23.735,100.000
18,136.907,28.548,100.000
19,494.631,24.170,99.702
20,681.590,27.579,100.000
21,450.468,22.408,100.000
22,744.891,37.073,100.000
23,550.572,29.561,100.000
24,547.627,17.871,100.000
25,516.713,15.467,99.715
26,469.605,20.893,100.000
27,582.958,32.331,100.000
28,413.665,26.488,100.000
29,487.271,27.988,100.000
30,803.776,27.608,100.000
31,811.136,27.408,100.000
32,915.656,26.535,100.000
33,385.695,30.790,100.000
34,678.646,15.655,100.000
35,875.909,33.871,100.000
36,300.312,32.995,100.000
37,493.159,18.421,99.403
38,961.292,29.907,100.000
39,487.271,24.550,100.000
40,503.464,18.544,99.708
41,513.769,26.854,100.000
42,574.125,21.449,100.000
43,696.311,30.751,100.000
44,347.419,29.559,100.000
45,681.590,40.663,100.000
46,425.442,32.474,100.000
47,250.260,39.235,100.000
48,793.471,16.666,99.814
49,469.605,28.994,100.000
50,422.497,33.362,100.000
51,368.029,27.784,100.000
52,401.888,48.513,100.000
53,700.727,35.681,100.000
54,747.835,32.439,99.803
55,607.984,25.768,100.000
56,422.497,19.551,100.000
57,634.482,31.049,100.000
58,663.925,36.470,100.000
59,446.051,35.792,100.000
60,518.185,17.761,99.716
61,531.434,32.798,100.000
62,537.322,31.523,100.000
63,903.879,27.785,100.000
64,546.155,31.089,100.000
65,528.490,31.084,100.000
66,971.597,34.053,100.000
67,597.679,26.951,100.000
68,702.200,21.436,100.000
69,640.371,48.352,100.000
70,437.219,30.761,100.000
71,404.832,28.069,100.000
72,674.229,23.552,100.000
73,369.501,21.980,100.000
74,563.821,39.089,100.000
75,550.572,18.024,100.000
76,518.185,18.991,99.716
77,544.683,33.889,100.000
78,702.200,36.631,100.000
79,640.371,36.892,100.000
80,671.285,28.309,100.000
81,590.319,37.344,100.000
82,705.144,33.269,100.000
83,615.345,45.077,100.000
84,328.282,42.229,100.000
85,660.980,45.584,100.000
86,868.549,28.008,100.000
87,780.222,37.013,100.000
88,476.966,32.009,100.000
89,1317.544,33.461,100.000
90,513.769,26.218,100.000
91,491.687,13.680,99.701
92,609.456,35.420,100.000
93,416.609,28.558,100.000
94,741.947,52.022,100.000
95,900.935,39.056,100.000
96,625.649,40.301,100.000
97,708.088,27.651,100.000
98,524.073,27.972,100.000
99,650.675,36.088,100.000
100,936.266,47.675,100.000
101,762.556,42.243,100.000
102,669.813,44.393,100.000
103,647.731,62.311,100.000
104,1002.511,34.410,100.000
105,859.716,17.396,100.000
106,658.036,23.740,100.000
107,855.300,52.499,100.000
108,680.118,16.665,100.000
109,476.966,29.034,100.000
110,591.791,33.846,100.000
111,547.627,33.653,100.000
112,616.817,55.308,100.000
113,453.412,28.990,100.000
114,872.965,49.236,100.000
115,479.910,58.592,100.000
116,351.836,80.092,100.000
117,786.110,46.483,100.000
118,752.251,45.114,100.000
119,534.378,31.298,100.000
120,596.207,53.296,100.000
121,640.371,24.398,100.000
122,516.713,51.046,100.000
123,659.508,51.790,100.000
124,809.664,25.369,100.000
125,931.850,20.092,100.000
126,610.928,44.299,100.000
127,694.839,31.095,100.000
128,847.939,54.092,100.000
129,556.460,35.450,100.000
130,460.772,60.089,100.000
131,560.876,67.764,100.000
132,481.382,31.367,100.000
133,474.021,58.882,100.000
134,472.549,54.249,100.000
135,731.642,56.740,100.000
136,400.416,43.743,100.000
137,769.917,53.824,100.000
138,499.047,31.044,100.000
139,525.546,59.894,100.000
140,409.248,38.234,100.000
141,454.884,50.369,100.000
142,687.478,46.779,100.000
143,990.734,25.749,100.000
144,513.769,57.132,100.000
145,693.367,22.771,100.000
146,818.497,28.991,100.000
147,560.876,53.564,100.000
148,612.400,27.423,100.000
149,864.132,52.385,100.000
150,775.805,28.197,100.000
151,348.892,38.165,100.000
152,853.828,51.893,100.000
153,650.675,45.452,100.000
154,613.873,27.952,100.000
155,170.766,32.336,100.000
156,672.757,39.096,100.000
157,753.724,50.064,100.000
158,652.148,26.558,100.000
159,624.177,52.028,100.000
160,465.189,56.278,100.000
161,223.762,20.921,100.000
162,900.935,41.538,100.000
163,622.705,36.792,100.000
164,1086.422,56.355,100.000
165,568.237,63.930,100.000
166,476.966,49.602,100.000
167,566.765,45.699,100.000
168,562.348,36.746,100.000
169,499.047,34.218,100.000
170,504.936,37.405,100.000
171,996.623,62.143,100.000
172,335.643,61.965,100.000
173,644.787,39.982,100.000
174,522.601,37.938,100.000
175,806.720,47.708,100.000
176,423.970,25.868,100.000
177,450.468,22.301,100.000
178,435.746,49.257,100.000
179,980.430,40.137,100.000
180,356.252,53.550,100.000
181,796.415,57.296,100.000
182,744.891,31.911,100.000
183,675.701,49.405,100.000
184,532.906,27.638,100.000
185,465.189,44.487,100.000
186,429.858,40.507,100.000
187,359.196,35.607,100.000
188,509.352,34.520,100.000
189,401.888,35.908,100.000
190,353.308,49.742,100.000
191,387.167,57.688,100.000
192,350.364,30.920,100.000
193,609.456,78.418,100.000
194,627.122,62.042,100.000
195,680.118,28.771,100.000
196,666.869,18.611,99.779
197,658.036,15.568,99.553
