 ,Area,Mean,X,Y,Perim.
1,1114.392,52.040,353.234,27.476,143.444
2,613.873,37.647,271.768,24.745,100.719
3,1098.199,37.050,400.367,27.387,137.169
4,1099.671,40.463,235.998,41.635,134.864
5,646.259,34.451,322.012,39.800,100.131
6,789.054,45.250,456.412,44.852,111.137
7,615.345,72.711,277.920,44.303,110.304
8,1187.998,54.673,380.855,49.961,142.906
9,525.546,64.252,428.136,47.042,89.003
10,688.950,31.750,198.736,53.277,108.588
11,722.809,39.933,293.597,61.487,106.578
12,768.445,85.623,244.661,66.379,115.279
13,811.136,43.789,352.398,65.520,109.004
14,774.333,44.523,321.056,66.425,108.832
15,468.133,55.774,408.519,63.691,85.449
16,905.352,57.255,450.596,71.831,130.600
17,343.003,71.704,477.031,66.891,73.021
18,875.909,46.840,209.371,74.992,121.015
19,650.675,58.548,269.195,73.641,102.141
20,1062.868,107.544,421.309,85.227,132.610
21,1164.444,41.746,177.921,92.671,147.464
22,1045.203,93.839,380.010,86.808,123.442
23,999.567,46.705,151.625,88.292,129.006
24,485.798,70.027,498.181,85.722,92.312
25,1149.723,85.170,293.368,95.816,133.859
26,1157.084,68.067,341.625,94.541,136.580
27,853.828,85.188,225.665,94.964,116.457
28,872.965,82.695,475.871,95.881,117.878
29,1129.113,103.581,256.040,104.345,129.422
30,1435.314,109.545,445.390,115.006,148.003
31,790.527,62.497,520.980,113.085,120.427
32,1073.173,131.590,196.272,118.289,130.184
33,481.382,122.859,319.076,110.023,85.865
34,1251.299,138.041,404.301,116.313,140.723
35,1012.816,51.664,127.459,120.786,132.438
36,1015.760,101.996,501.283,125.305,136.164
37,842.051,59.621,546.627,123.647,124.864
38,1224.801,120.305,372.932,128.943,141.555
39,893.575,33.657,148.798,130.840,132.610
40,949.515,91.491,224.615,130.340,120.305
41,612.400,131.844,474.707,126.805,97.704
42,519.657,128.479,295.977,126.708,88.586
43,1232.161,117.257,342.172,135.883,144.987
44,940.682,125.504,276.362,143.234,132.438
45,1001.039,76.344,166.227,144.045,137.047
46,1039.314,92.691,250.448,143.444,133.981
47,722.809,155.684,312.563,143.594,110.009
48,1079.061,156.050,425.552,149.988,125.452
49,686.006,137.345,536.030,148.888,105.451
50,1071.701,100.273,202.111,158.553,126.285
51,868.549,143.432,459.930,156.930,120.721
52,768.445,87.161,486.439,154.952,105.278
53,1207.135,41.000,113.478,166.127,160.725
54,886.214,78.370,514.054,163.611,123.026
55,837.634,44.494,91.040,164.096,129.717
56,1351.403,122.179,393.128,166.503,152.023
57,721.337,130.312,173.961,168.484,112.730
58,1014.288,171.607,287.315,174.580,131.727
59,878.854,81.647,559.062,172.338,119.300
60,861.188,198.605,226.228,176.559,117.878
61,1414.704,75.505,315.954,181.230,173.446
62,864.132,101.601,135.346,177.828,127.168
63,1236.578,82.114,354.290,181.635,145.576
64,1104.087,146.613,251.186,186.319,142.022
65,850.883,129.984,439.161,181.583,112.020
66,870.021,175.756,536.205,188.088,116.162
67,862.660,90.502,151.459,195.842,121.604
68,819.969,97.408,488.786,193.320,111.553
69,588.847,191.400,197.263,190.083,95.277
70,1046.675,95.549,461.133,204.057,136.286
71,759.612,34.246,70.160,201.451,126.874
72,862.660,94.317,513.265,205.223,130.133
73,772.861,113.531,379.212,201.290,108.294
74,886.214,146.847,406.073,205.950,124.275
75,774.333,91.373,108.093,204.957,112.142
76,1079.061,110.404,173.274,211.678,139.718
77,731.642,82.421,575.427,216.251,147.414
78,889.158,178.040,326.328,209.975,121.726
79,893.575,54.290,83.579,220.415,127.463
80,1129.113,96.652,258.238,219.972,145.454
81,1245.410,110.394,208.260,217.022,139.596
82,1098.199,105.826,430.199,220.944,136.286
83,1127.641,84.255,558.133,227.877,149.840
84,494.631,106.818,281.794,211.300,87.997
85,999.567,88.063,126.762,224.994,135.159
86,666.869,198.077,534.615,224.868,104.395
87,1076.117,204.866,355.093,232.538,133.149
88,983.374,135.298,490.117,230.429,121.432
89,1076.117,117.305,230.272,240.264,129.889
90,479.910,91.834,150.461,232.576,85.571
91,471.077,120.569,298.095,233.873,85.155
92,830.274,113.179,383.061,242.591,114.568
