 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle
1,761.084,46.762,357.216,26.100,120.721,44.754,21.653,49.951
2,432.802,26.619,279.833,18.827,94.567,31.828,17.314,22.829
3,909.768,33.612,400.341,22.868,130.722,44.339,26.125,171.054
4,861.188,33.966,245.050,30.037,119.005,41.318,26.538,18.263
5,522.601,32.628,325.729,32.864,89.419,31.135,21.371,8.738
6,415.137,27.638,210.586,38.120,94.445,34.621,15.267,37.550
7,541.739,60.340,283.406,36.607,99.003,38.564,17.886,18.285
8,1037.842,49.627,381.523,45.728,130.306,42.864,30.828,148.941
9,1286.630,39.799,420.644,51.274,145.282,47.632,34.393,32.283
10,696.311,40.590,458.952,44.776,103.562,34.322,25.831,161.412
11,594.735,37.275,298.789,51.956,93.440,30.912,24.496,29.787
12,659.508,70.522,249.430,53.973,104.862,32.662,25.709,29.179
13,761.084,37.290,216.315,58.292,111.015,39.063,24.807,44.724
14,634.482,32.035,324.802,56.658,101.846,32.900,24.555,48.408
15,669.813,33.253,357.477,59.165,101.603,34.321,24.849,149.370
16,981.902,34.469,187.609,73.936,135.748,50.704,24.657,69.131
17,594.735,50.121,272.652,62.551,96.282,28.842,26.255,42.995
18,705.144,39.380,164.413,70.454,121.310,40.475,22.182,46.113
19,827.329,49.294,452.216,71.833,111.309,36.336,28.990,136.599
20,1054.035,47.946,490.063,74.600,141.900,55.180,24.321,139.193
21,775.805,62.560,231.879,78.599,107.877,35.143,28.107,25.306
22,1158.556,51.991,341.625,83.028,134.570,44.621,33.059,160.490
23,1005.456,67.930,294.691,82.808,132.438,46.214,27.701,44.727
24,930.378,75.524,382.142,80.547,120.010,39.107,30.291,17.477
25,1002.511,84.120,423.340,84.241,122.437,40.698,31.364,153.428
26,914.184,80.151,259.721,89.821,121.137,36.263,32.098,24.059
27,893.575,104.053,203.241,98.157,118.883,40.616,28.012,62.880
28,759.612,76.578,476.444,95.137,107.755,34.704,27.869,126.584
29,809.664,40.058,139.777,99.760,121.310,44.718,23.053,55.785
30,755.196,29.454,158.098,108.310,125.036,50.006,19.229,56.130
31,1210.080,87.472,309.306,107.666,137.464,47.088,32.720,42.309
32,1133.530,123.729,406.386,110.028,136.875,44.009,32.795,126.648
33,1326.377,96.475,447.365,112.892,140.895,45.326,37.259,69.561
34,733.114,52.255,520.755,108.165,112.020,38.824,24.042,114.000
35,809.664,74.185,228.109,112.019,111.309,36.635,28.139,67.076
36,1083.478,97.478,375.491,119.016,131.555,48.660,28.350,98.146
37,915.656,89.228,500.252,120.506,127.168,45.214,25.785,102.066
38,867.077,64.251,172.863,121.517,132.194,50.123,22.026,54.519
39,1352.875,89.470,346.542,125.546,150.135,54.529,31.589,104.475
40,959.820,73.288,253.124,123.938,128.001,44.617,27.391,56.005
41,821.441,104.925,278.278,128.063,119.716,42.354,24.694,74.452
42,488.743,122.792,476.910,124.941,90.008,28.304,21.986,126.635
43,933.322,82.128,204.775,135.860,119.127,38.416,30.933,70.131
44,1084.950,36.776,123.557,140.208,150.307,53.773,25.689,50.828
45,593.263,111.164,179.944,144.108,106.161,35.844,21.074,70.999
46,560.876,143.890,316.987,135.077,94.861,30.726,23.242,15.457
47,600.623,118.931,536.458,137.038,97.166,32.371,23.624,112.771
48,983.374,131.654,428.102,145.285,122.731,38.804,32.266,124.032
49,759.612,122.089,463.533,147.539,111.725,37.671,25.674,124.181
50,744.891,81.575,144.031,152.505,118.294,45.408,20.887,62.643
51,1180.637,107.580,398.794,155.821,147.881,47.270,31.801,122.363
52,824.385,65.698,514.258,151.445,119.178,35.988,29.167,46.658
53,687.478,148.156,227.901,152.707,105.451,37.292,23.472,74.056
54,899.463,145.655,288.121,155.854,119.300,41.737,27.439,52.527
55,410.720,103.882,487.143,149.187,77.997,25.240,20.719,109.988
56,802.303,71.519,558.510,160.151,113.441,41.702,24.496,108.322
57,939.210,119.751,251.143,163.698,126.285,45.390,26.346,50.723
58,1245.410,75.131,321.769,163.949,151.607,53.017,29.909,29.530
59,1055.507,71.612,363.778,171.736,142.266,50.037,26.858,74.230
60,747.835,78.583,159.037,169.309,109.593,40.157,23.711,62.346
61,490.215,146.255,200.781,164.990,85.987,27.659,22.566,27.048
62,755.196,146.505,536.236,173.105,108.172,34.330,28.009,125.064
63,666.869,68.007,116.139,174.244,104.984,37.634,22.562,60.008
64,736.058,106.210,444.976,171.045,112.020,40.416,23.188,18.633
65,864.132,43.356,91.005,187.390,121.310,45.911,23.965,68.747
66,970.125,86.340,176.879,187.695,136.164,48.446,25.496,73.090
67,435.746,110.409,493.033,177.414,83.855,27.311,20.314,105.759
