 ,Area,Mean,%Area
1,494.631,14.598,100.000
2,546.155,17.868,100.000
3,582.958,17.848,100.000
4,415.137,25.245,100.000
5,472.549,18.505,100.000
6,454.884,18.495,100.000
7,728.698,31.347,100.000
8,393.055,28.974,100.000
9,341.531,25.897,100.000
10,509.352,42.592,100.000
11,325.338,32.719,100.000
12,634.482,30.462,100.000
13,524.073,24.584,100.000
14,507.880,27.870,100.000
15,560.876,18.068,100.000
16,691.895,29.387,100.000
17,120.714,34.585,100.000
18,375.390,17.043,100.000
19,504.936,27.149,100.000
20,487.271,24.828,100.000
21,550.572,30.487,100.000
22,556.460,19.238,99.471
23,675.701,36.741,100.000
24,524.073,19.191,100.000
25,721.337,19.602,99.796
26,647.731,35.289,100.000
27,443.107,28.561,100.000
28,476.966,23.265,100.000
29,513.769,29.006,100.000
30,780.222,30.057,100.000
31,528.490,27.136,100.000
32,793.471,30.334,100.000
33,344.475,30.201,100.000
34,889.158,36.399,100.000
35,416.609,33.071,100.000
36,337.115,32.790,100.000
37,677.174,17.352,100.000
38,995.151,32.581,100.000
39,468.133,20.981,100.000
40,369.501,29.530,100.000
41,506.408,19.561,100.000
42,736.058,31.988,100.000
43,504.936,29.248,100.000
44,578.542,22.756,100.000
45,527.018,24.888,100.000
46,677.174,43.704,100.000
47,488.743,32.093,100.000
48,220.817,44.280,100.000
49,462.245,35.752,100.000
50,825.857,18.430,100.000
51,488.743,31.705,100.000
52,410.720,48.975,100.000
53,363.613,34.397,100.000
54,699.255,38.756,100.000
55,640.371,27.956,100.000
56,683.062,39.450,100.000
57,627.122,36.343,100.000
58,535.850,33.846,100.000
59,448.996,43.548,100.000
60,457.828,21.971,99.678
61,662.452,40.849,100.000
62,527.018,20.453,100.000
63,584.430,36.018,100.000
64,949.515,29.487,100.000
65,560.876,32.785,100.000
66,556.460,34.238,100.000
67,925.961,37.512,100.000
68,585.902,31.608,100.000
69,688.950,24.350,100.000
70,678.646,51.685,100.000
71,694.839,25.008,100.000
72,404.832,31.589,100.000
73,446.051,32.026,100.000
74,762.556,37.060,100.000
75,560.876,35.202,100.000
76,593.263,40.529,100.000
77,660.980,39.563,100.000
78,730.170,33.698,100.000
79,373.918,24.323,100.000
80,534.378,20.149,100.000
81,512.297,22.707,100.000
82,706.616,31.485,100.000
83,519.657,41.340,100.000
84,641.843,48.328,100.000
85,295.895,47.711,100.000
86,883.270,27.675,100.000
87,500.520,33.903,100.000
88,423.970,30.038,100.000
89,1385.262,33.849,100.000
90,784.638,39.480,100.000
91,681.590,49.089,100.000
92,656.564,41.464,100.000
93,789.054,29.157,100.000
94,644.787,14.598,100.000
95,577.070,28.360,100.000
96,568.237,40.868,100.000
97,719.865,56.920,100.000
98,875.909,42.249,100.000
99,621.233,37.116,100.000
100,574.125,29.746,100.000
101,920.073,49.976,100.000
102,764.028,46.100,100.000
103,756.668,43.025,100.000
104,658.036,71.347,100.000
105,867.077,62.275,100.000
106,996.623,36.928,100.000
107,584.430,37.816,100.000
108,649.203,25.567,100.000
109,870.021,18.338,100.000
110,568.237,35.889,100.000
111,693.367,18.989,99.788
112,482.854,30.546,100.000
113,908.296,54.677,100.000
114,635.954,57.150,100.000
115,762.556,48.413,100.000
116,496.103,29.843,100.000
117,794.943,47.852,100.000
118,490.215,64.285,100.000
119,359.196,92.373,100.000
120,560.876,35.646,100.000
121,603.568,56.215,100.000
122,724.281,33.203,100.000
123,668.341,58.443,100.000
124,557.932,53.623,100.000
125,591.791,48.192,100.000
126,903.879,27.604,100.000
127,828.802,60.833,100.000
128,490.215,33.192,100.000
129,635.954,26.931,100.000
130,953.931,22.725,100.000
131,557.932,72.055,100.000
132,447.523,68.428,100.000
133,426.914,64.545,100.000
134,609.456,38.012,100.000
135,479.910,62.322,100.000
136,736.058,61.412,100.000
137,528.490,62.150,100.000
138,744.891,60.615,100.000
139,372.445,49.937,100.000
140,522.601,32.358,100.000
141,451.940,40.300,100.000
142,712.504,45.829,100.000
143,435.746,55.814,100.000
144,796.415,32.137,100.000
145,996.623,27.489,100.000
146,737.530,25.180,100.000
147,575.598,56.215,100.000
148,844.995,28.667,100.000
149,563.821,58.671,100.000
150,653.620,48.489,100.000
151,438.691,29.993,100.000
152,874.437,52.497,100.000
153,599.151,28.590,100.000
154,844.995,55.627,100.000
155,388.639,39.697,100.000
156,787.582,62.357,100.000
157,609.456,28.140,100.000
158,799.359,52.289,100.000
159,684.534,27.854,100.000
160,388.639,39.098,100.000
161,688.950,39.806,100.000
162,588.847,55.155,100.000
163,456.356,66.448,100.000
164,343.003,62.399,100.000
165,262.037,24.258,100.000
166,351.836,37.180,100.000
167,622.705,40.648,100.000
168,1112.920,59.169,100.000
169,602.096,68.846,100.000
170,578.542,48.690,100.000
171,537.322,30.614,100.000
172,485.798,37.112,100.000
173,500.520,52.847,100.000
174,521.129,39.977,100.000
175,459.300,38.045,100.000
176,341.531,65.797,100.000
177,549.099,59.984,100.000
178,593.263,41.777,100.000
179,472.549,40.620,100.000
180,834.690,49.961,100.000
181,385.695,27.458,100.000
182,391.583,25.342,100.000
183,1001.039,42.537,100.000
184,401.888,54.440,100.000
185,752.251,61.436,100.000
186,385.695,60.340,100.000
187,669.813,32.657,100.000
188,509.352,28.763,100.000
189,229.650,31.833,100.000
190,264.981,40.144,100.000
191,459.300,40.077,100.000
192,450.468,37.092,100.000
193,974.541,66.929,100.000
194,447.523,93.855,100.000
195,323.866,34.355,100.000
196,441.635,36.583,100.000
