PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 3, filenames: A:[3]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[4]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.203128159,0.9977762699,1
21,36,-0.1349138319,0.5279860497,1
21,52,-0.5076618791,0.745593369,1
21,68,-0.3170364201,0.6569694877,1
21,84,-0.09751415253,0.3619040251,1
21,100,-0.1316289306,0.7293872237,1
21,116,-0.04618254304,0.8493816853,1
21,132,-0.3573442698,0.3206125498,1
21,148,-0.2375311852,-0.5233697891,1
21,164,NaN,NaN,2
21,180,-0.6710190773,-0.3356041908,1
21,196,4.379062176,-6.348871231,1
21,212,NaN,NaN,2
21,228,-17.06201935,-7.305217743,1
21,244,-10.43201447,-11.76255417,1
21,260,-11.11578846,-11.58665848,1
21,276,-12.98050404,-10.57391834,1
21,292,-14.3863678,-8.195994377,1
21,308,-15.7713604,-9.170461655,1
21,324,NaN,NaN,2
21,340,NaN,NaN,2
21,356,-17.21801186,-15.53531837,1
21,372,NaN,NaN,2
21,388,NaN,NaN,2
21,404,NaN,NaN,2
21,420,-22.89334869,-14.87816334,1
21,436,-22.310009,-15.23631096,1
21,452,-23.73380852,-12.139678,1
21,468,-23.86433601,-10.9102478,1
21,484,NaN,NaN,2
21,500,-16.76858711,-10.93732071,1
21,516,NaN,NaN,2
21,532,NaN,NaN,2
21,548,NaN,NaN,2
21,564,NaN,NaN,2
21,580,-15.99476051,-9.23910141,1
21,596,-16.02391243,-8.831035614,1
21,612,-18.5694046,-8.323911667,1
21,628,-14.66797638,-4.893314362,1
21,644,-16.19337463,-6.63286972,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,NaN,NaN,2
21,708,-15.66148949,1.279287815,1
21,724,-16.92015266,2.462315798,1
21,740,NaN,NaN,2
21,756,-17.97927856,-3.195811749,1
21,772,-16.68171501,-1.174367428,1
21,788,-15.99390697,-1.060281277,1
21,804,-15.32639885,-2.472732782,1
21,820,NaN,NaN,2
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,-12.52491093,-2.794199228,1
21,884,-11.42487717,-2.817973137,1
21,900,-11.45109558,-2.839020729,1
21,916,NaN,NaN,2
21,932,-7.986397743,-3.753099918,1
21,948,NaN,NaN,2
21,964,NaN,NaN,2
21,980,NaN,NaN,2
21,996,NaN,NaN,2
21,1012,-6.981694221,-0.5985124111,1
21,1028,-6.604689598,1.569103718,1
21,1044,NaN,NaN,2
21,1060,NaN,NaN,2
21,1076,-8.62228775,-0.02830722928,1
21,1092,-9.983304024,-0.3038471341,1
21,1108,-10.71958256,-0.4473387003,1
21,1124,-8.992055893,0.7757686377,1
37,20,-0.5328418612,-0.1162828505,1
37,36,-0.2177474648,-0.2999528944,1
37,52,-0.2716206014,0.1873169541,1
37,68,-0.271484673,0.08465182781,1
37,84,-0.1818503439,-0.03603118658,1
37,100,-0.1203370392,0.2537941933,1
37,116,-0.05373612791,0.3432359695,1
37,132,-0.3445240557,-0.2161610126,1
37,148,-0.08181598783,0.05249750614,1
37,164,0.5070446134,0.08587312698,1
37,180,0.379278183,1.250130177,1
37,196,-1.208245039,-1.138923645,1
37,212,-11.73200226,-12.26674652,1
37,228,NaN,NaN,2
37,244,-9.636040688,-13.97396088,1
37,260,-10.91291523,-12.82946587,1
37,276,NaN,NaN,2
37,292,-15.29427528,-11.17472935,1
37,308,-16.06641388,-11.24734211,1
37,324,-15.66712379,-12.05148602,1
37,340,-16.77759743,-14.15531254,1
37,356,-16.90279388,-15.25085545,1
37,372,-16.24753952,-14.07357883,1
37,388,-18.429533,-14.38897514,1
37,404,-19.95240211,-13.91310406,1
37,420,-20.93122292,-13.58640003,1
37,436,-21.10384178,-12.95223904,1
37,452,-21.27381325,-11.06402588,1
37,468,-20.64720535,-11.30404377,1
37,484,NaN,NaN,2
37,500,NaN,NaN,2
37,516,-24.72215271,-12.89830303,1
37,532,-22.16675377,-10.25983524,1
37,548,-20.47143936,-7.252435207,1
37,564,NaN,NaN,2
37,580,NaN,NaN,2
37,596,NaN,NaN,2
37,612,-12.89886284,-6.02172184,1
37,628,-16.29634285,-6.11429882,1
37,644,-18.57868195,-4.467124939,1
