PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 15, filenames: A:[15]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[16]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.4373208284,0.2866592407,1
21,36,0.5094678998,0.3499156535,1
21,52,-0.14470613,0.06476719677,1
21,68,-0.1904125214,-0.181062758,1
21,84,0.546222806,-0.3075370789,1
21,100,0.547436595,-0.1532662809,1
21,116,0.07823786139,0.04322269559,1
21,132,-0.6101254225,0.05716443062,1
21,148,NaN,NaN,2
21,164,-1.023090959,-0.8551075459,1
21,180,-0.4970003366,-1.084974766,1
21,196,0.375726074,-1.248310685,1
21,212,0.7339277267,-2.026287079,1
21,228,NaN,NaN,2
21,244,-0.2705076933,-0.5480674505,1
21,260,-0.6810141802,0.5254442096,1
21,276,-3.082401752,-0.3421680927,1
21,292,-6.158941269,-0.456664145,1
21,308,NaN,NaN,2
21,324,-6.97708559,-0.07457721233,1
21,340,-5.919281006,-1.194552779,1
21,356,NaN,NaN,2
21,372,NaN,NaN,2
21,388,NaN,NaN,2
21,404,-2.222799778,-2.371010303,1
21,420,NaN,NaN,2
21,436,-1.215336323,-3.783501625,1
21,452,0.8330535889,-3.407118797,1
21,468,1.917460442,-2.392300129,1
21,484,1.361920834,-1.663865685,1
21,500,0.85810709,-1.863736153,1
21,516,NaN,NaN,2
21,532,NaN,NaN,2
21,548,-0.2207686007,-1.775622129,1
21,564,0.7794432044,-1.190302253,1
21,580,1.467670321,-0.9768181443,1
21,596,2.435039282,-1.092440963,1
21,612,2.61720562,-1.316784382,1
21,628,0.6384458542,-0.737872839,1
21,644,1.286949158,-1.49998343,1
21,660,1.308424711,-0.6839174032,1
21,676,0.6390477419,0.5505414605,1
21,692,NaN,NaN,2
21,708,NaN,NaN,2
21,724,-0.237585783,-1.082546473,1
21,740,-1.609595299,0.6512009501,1
21,756,NaN,NaN,2
21,772,-0.5650470257,-0.7426453829,1
21,788,0.4484153092,-0.8487286568,1
21,804,0.1187400818,-1.147105932,1
21,820,1.251567364,-0.5883573294,1
21,836,2.779496193,-0.05706098676,1
21,852,NaN,NaN,2
21,868,2.468497992,0.994905591,1
21,884,NaN,NaN,2
21,900,-0.6069116592,1.564806223,1
21,916,NaN,NaN,2
21,932,0.5204309225,2.681044817,1
21,948,2.011408329,1.119853973,1
21,964,3.395942211,1.844673157,1
21,980,NaN,NaN,2
21,996,3.320238829,1.794201136,1
21,1012,3.66021347,1.568531036,1
21,1028,5.296462059,-1.788920879,1
21,1044,NaN,NaN,2
21,1060,NaN,NaN,2
21,1076,5.718137741,-1.223753333,1
21,1092,4.560081959,0.3226349652,1
21,1108,2.517920017,1.417119503,1
21,1124,1.533394575,1.18275857,1
37,20,NaN,NaN,2
37,36,-0.08522039652,0.2861852646,1
37,52,0.09188130498,-0.02168136835,1
37,68,0.4106237888,-0.393943876,1
37,84,0.5474689007,-0.1488097161,1
37,100,0.3971384168,-0.06630054116,1
37,116,-0.08919139951,0.1537474692,1
37,132,-0.5187280178,-0.2867107391,1
37,148,-0.4544843435,-0.4220954776,1
37,164,-0.4180276096,-0.6556391716,1
37,180,-0.1275793314,-0.3049417138,1
37,196,0.3429519534,-0.6743562222,1
37,212,0.6857815385,-0.9147446156,1
37,228,NaN,NaN,2
37,244,-1.010560513,-1.222539186,1
37,260,-1.610532284,0.02006264031,1
37,276,-2.913681746,-0.393086344,1
37,292,-1.997787952,-0.4250770807,1
37,308,0.4132006168,-0.05758485198,1
37,324,-0.2158288956,-0.07863917947,1
37,340,-2.318890333,-0.8787183166,1
37,356,-3.019677162,-0.546146512,1
37,372,-2.865779877,-1.230879188,1
37,388,-1.970569134,-1.480574131,1
37,404,-1.495981574,-1.93493402,1
37,420,-1.508906841,-2.46878171,1
37,436,-0.7991541624,-2.743507862,1
37,452,0.7252697349,-2.578284979,1
37,468,NaN,NaN,2
37,484,1.985254288,-2.774631977,1
37,500,1.475659847,-2.546163082,1
37,516,NaN,NaN,2
37,532,NaN,NaN,2
37,548,0.4062027633,-1.345579386,1
37,564,0.09301874787,-0.534361124,1
37,580,-1.125502586,-0.2230290174,1
37,596,-1.725166559,-0.10657686,1
37,612,-1.735096931,-0.184597373,1
37,628,NaN,NaN,2
37,644,0.005661606789,-1.361504793,1
37,660,NaN,NaN,2
37,676,1.807162285,0.3506359458,1
37,692,1.295791149,0.5753520131,1
37,708,0.9262471199,0.1593731344,1
