PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 13, filenames: A:[13]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[14]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,-0.1244951487,0.4356989861,1
21,52,0.6457228065,-0.875705421,1
21,68,NaN,NaN,2
21,84,0.4449064732,-0.3270926476,1
21,100,0.8948009014,-0.03022420406,1
21,116,0.6727545261,0.03820905834,1
21,132,0.2358705997,-0.09895427525,1
21,148,NaN,NaN,2
21,164,0.3630177379,-0.9873549938,1
21,180,-1.668604374,-1.704329252,1
21,196,NaN,NaN,2
21,212,NaN,NaN,2
21,228,-1.658423305,-2.003151417,1
21,244,NaN,NaN,2
21,260,NaN,NaN,2
21,276,NaN,NaN,2
21,292,NaN,NaN,2
21,308,-1.232431889,-2.415955067,1
21,324,-2.445976257,-3.97469449,1
21,340,NaN,NaN,2
21,356,NaN,NaN,2
21,372,NaN,NaN,2
21,388,-4.575576305,-1.574003696,1
21,404,NaN,NaN,2
21,420,NaN,NaN,2
21,436,-4.364793777,1.54578197,1
21,452,-3.112134933,2.451143265,1
21,468,NaN,NaN,2
21,484,-2.63499856,0.9960608482,1
21,500,-3.364142656,-0.1089804173,1
21,516,NaN,NaN,2
21,532,-2.026034117,1.319202185,1
21,548,-1.007709026,-1.015700459,1
21,564,-0.3460876942,-2.97847414,1
21,580,-0.6054748297,-4.759384632,1
21,596,-0.2512902021,-3.22713542,1
21,612,0.399641782,1.342016459,1
21,628,NaN,NaN,2
21,644,1.4635005,1.346091747,1
21,660,1.271271706,0.123049289,1
21,676,0.9211776257,0.6983920336,1
21,692,NaN,NaN,2
21,708,1.084083557,2.124086857,1
21,724,NaN,NaN,2
21,740,2.32866025,2.108784676,1
21,756,3.17697382,0.09443199635,1
21,772,2.562965393,-0.5890212059,1
21,788,0.8171956539,-1.168303251,1
21,804,NaN,NaN,2
21,820,NaN,NaN,2
21,836,1.443832636,-0.1345821619,1
21,852,1.468031883,0.8345967531,1
21,868,1.679632187,1.327988148,1
21,884,1.472559929,1.960848212,1
21,900,0.9922466278,-0.08877545595,1
21,916,0.4322698712,1.148617148,1
21,932,0.6145482063,2.489209175,1
21,948,-0.1517809629,-0.2285263538,1
21,964,NaN,NaN,2
21,980,NaN,NaN,2
21,996,1.023832321,-1.948568344,1
21,1012,3.145870686,-3.482279778,1
21,1028,3.598268509,-4.089247704,1
21,1044,3.294075966,-4.303516865,1
21,1060,3.475674152,-3.696001053,1
21,1076,2.78984499,-3.019147635,1
21,1092,2.118354082,-0.7835427523,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,-0.5536263585,-0.8079463243,1
37,36,-0.01549002528,-0.9711034298,1
37,52,0.2403659672,-0.9537220597,1
37,68,0.193498373,-0.5308423638,1
37,84,0.4629577994,-0.2684096396,1
37,100,0.6764141321,0.2564785182,1
37,116,0.1476880908,0.2696847618,1
37,132,0.4075181484,0.09667243809,1
37,148,0.07811141014,-0.1607901901,1
37,164,-0.5868083835,-0.4442585707,1
37,180,-1.497144461,-1.038743138,1
37,196,NaN,NaN,2
37,212,-1.303412199,-1.757499456,1
37,228,-0.5031859279,-2.289689302,1
37,244,0.5362343192,-1.96585393,1
37,260,-0.5361995697,-1.919954062,1
37,276,-0.8130264282,-2.718213558,1
37,292,-1.808507323,-1.597702622,1
37,308,-0.408149004,-1.971817017,1
37,324,-0.4438490868,-2.587841988,1
37,340,-1.209267616,-2.528474569,1
37,356,-1.073315024,-2.274430513,1
37,372,-1.127031565,-1.753050447,1
37,388,-1.633726597,-0.8971540928,1
37,404,-2.258218288,-0.9554314613,1
37,420,-2.63950634,-0.5259190798,1
37,436,-2.62296176,-0.1701834202,1
37,452,-3.020022869,0.3904527724,1
37,468,-3.587203026,0.897715807,1
37,484,-3.276780128,0.08645403385,1
37,500,-3.740869761,-1.44974041,1
37,516,-4.379371643,0.3008341193,1
37,532,-3.89079833,-0.3130489886,1
37,548,-3.172976255,-1.404139519,1
37,564,-2.074228525,-2.419662237,1
37,580,-0.9613333344,-2.414293051,1
37,596,-0.4043602645,-1.953427553,1
37,612,-0.4531221092,-0.9570909739,1
