PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 72, filenames: A:[72]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[73]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,0.04993534088,0.7454038858,1
21,52,0.6640853882,0.2281739414,1
21,68,0.7514170408,-0.1889105737,1
21,84,0.675758481,-0.1264330447,1
21,100,0.6865110993,-0.3208510876,1
21,116,0.3591809571,0.06798997521,1
21,132,0.1036663055,0.4972495437,1
21,148,0.3488836288,0.7036685348,1
21,164,0.2395836115,0.5396838784,1
21,180,0.1000047326,0.536434412,1
21,196,0.1591253579,0.4590654373,1
21,212,-0.3631603718,0.7040365934,1
21,228,NaN,NaN,2
21,244,0.4257355928,0.1770461798,1
21,260,0.3108254075,-0.3598950505,1
21,276,-0.01710708439,-0.4496725202,1
21,292,-0.3994817138,-0.02209192514,1
21,308,-0.07661381364,0.4980078936,1
21,324,0.4889515042,0.5864219069,1
21,340,0.6266312003,0.4127189517,1
21,356,0.6004788876,0.5798752308,1
21,372,0.4566993117,0.101226747,1
21,388,0.206790328,-0.3427520394,1
21,404,-0.0773023665,-0.2500566542,1
21,420,-0.271645546,0.440900147,1
21,436,-0.1836590171,0.9249139428,1
21,452,-0.1683228016,0.5873461962,1
21,468,-0.453348577,0.02762809396,1
21,484,0.379309237,-0.1151017547,1
21,500,NaN,NaN,2
21,516,-0.2815041542,-0.3583453894,1
21,532,-1.955561876,-0.06746268272,1
21,548,-2.324059725,-0.7943848372,1
21,564,NaN,NaN,2
21,580,NaN,NaN,2
21,596,-0.799823761,-0.1294652522,1
21,612,-1.518106937,0.3365317285,1
21,628,-1.42278707,0.6822675467,1
21,644,-0.1694254875,-0.125025481,1
21,660,NaN,NaN,2
21,676,-5.484347343,0.1342416704,1
21,692,0.5555679798,-0.008950933814,1
21,708,NaN,NaN,2
21,724,NaN,NaN,2
21,740,NaN,NaN,2
21,756,NaN,NaN,2
21,772,-2.213840008,0.05537509918,1
21,788,-2.573727369,0.3870644271,1
21,804,-1.023561478,-0.380748868,1
21,820,-0.5013551712,-0.1259146333,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,NaN,NaN,2
21,884,NaN,NaN,2
21,900,NaN,NaN,2
21,916,-3.125120163,0.263397634,1
21,932,-3.081422091,1.156413078,1
21,948,-3.270182848,3.864113331,1
21,964,NaN,NaN,2
21,980,NaN,NaN,2
21,996,-2.262869358,3.73267889,1
21,1012,-3.084797382,2.716336966,1
21,1028,-1.703294992,2.947518349,1
21,1044,NaN,NaN,2
21,1060,-2.618721485,1.887831688,1
21,1076,-2.245989323,2.046892405,1
21,1092,-4.644780159,2.889936924,1
21,1108,-3.086186171,5.484075546,1
21,1124,NaN,NaN,2
37,20,-0.3196963072,0.2918952703,1
37,36,0.04621872306,0.796154201,1
37,52,0.2355203927,0.3550211191,1
37,68,0.364638716,0.1269847453,1
37,84,0.2234179676,-0.0392216593,1
37,100,0.2797551453,-0.1352180094,1
37,116,0.1582589746,0.0128422156,1
37,132,0.07123079896,0.06319288909,1
37,148,0.04321527481,0.458565563,1
37,164,0.1565900147,0.4381375313,1
37,180,0.3967458904,0.447386086,1
37,196,0.5110951662,0.5636962652,1
37,212,0.132332325,0.8711766005,1
37,228,-0.06707702577,0.3750241995,1
37,244,0.2625387907,0.1450518668,1
37,260,-0.001567011699,0.2398551553,1
37,276,-0.2753508687,0.2605252266,1
37,292,-0.4579121768,0.1330613047,1
37,308,-0.09190137684,0.3595215976,1
37,324,0.5548829436,0.2951578796,1
37,340,0.4756785631,0.1977729201,1
37,356,0.2076223195,-0.2711630464,1
37,372,0.03473006189,-0.6112783551,1
37,388,0.1774457395,-0.5715138912,1
37,404,-0.01092891768,-0.2351390719,1
37,420,-0.4695961773,0.5524936914,1
37,436,0.03669819236,0.5188184381,1
37,452,0.03109934926,0.2128754854,1
37,468,0.1146409065,0.2060051858,1
37,484,-0.05027896166,-0.08135992289,1
37,500,0.8785117865,-0.2255537808,1
37,516,NaN,NaN,2
37,532,NaN,NaN,2
37,548,-1.647016287,-0.3315839767,1
37,564,-1.471376777,0.04632541537,1
