PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 14, filenames: A:[14]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[15]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,NaN,NaN,2
21,52,-0.9023165703,4.926749229,1
21,68,NaN,NaN,2
21,84,-1.610646725,0.103515625,1
21,100,NaN,NaN,2
21,116,NaN,NaN,2
21,132,NaN,NaN,2
21,148,-0.1813406944,-0.02590465546,1
21,164,NaN,NaN,2
21,180,-1.265231848,-4.009847641,1
21,196,-2.062065125,-4.942418098,1
21,212,NaN,NaN,2
21,228,-1.897029877,-2.748053074,1
21,244,-2.398910046,-3.623343706,1
21,260,NaN,NaN,2
21,276,NaN,NaN,2
21,292,-5.919523239,-2.282796383,1
21,308,-1.701749325,-3.19063592,1
21,324,-1.889457226,-3.576488256,1
21,340,NaN,NaN,2
21,356,-0.6271591187,-0.06189256907,1
21,372,NaN,NaN,2
21,388,0.1312085092,0.7200849056,1
21,404,NaN,NaN,2
21,420,-0.6995822191,-0.2031741142,1
21,436,-0.6066842675,-0.2855408192,1
21,452,-1.125972629,0.7759767771,1
21,468,NaN,NaN,2
21,484,NaN,NaN,2
21,500,-1.554627419,0.2816085815,1
21,516,-0.9278254509,-0.1051136851,1
21,532,-0.7023249865,-1.216798782,1
21,548,-0.751781106,-1.505865693,1
21,564,-0.3739178181,-1.586433411,1
21,580,0.3984758854,-1.096507788,1
21,596,0.7013185024,-0.8844190836,1
21,612,0.4931034446,-2.143555164,1
21,628,0.3227523267,-1.376167536,1
21,644,0.6495789289,-0.5936181545,1
21,660,0.3653128147,-0.3542796373,1
21,676,NaN,NaN,2
21,692,NaN,NaN,2
21,708,0.699467659,2.121108294,1
21,724,1.436418056,1.410420895,1
21,740,0.2536766529,1.891818047,1
21,756,0.2115753889,2.063606262,1
21,772,-0.5729526281,0.9792034626,1
21,788,0.2740128636,1.562303305,1
21,804,1.175235033,3.020614624,1
21,820,-0.1361062527,3.98537159,1
21,836,0.3193285465,4.31385994,1
21,852,2.530455351,2.852170944,1
21,868,3.671135902,3.116064548,1
21,884,3.715955734,2.969177246,1
21,900,1.347711802,4.252758026,1
21,916,-0.2511527538,3.243441105,1
21,932,NaN,NaN,2
21,948,NaN,NaN,2
21,964,1.408693552,0.4494850636,1
21,980,1.760104179,2.130183697,1
21,996,2.371235609,1.001498699,1
21,1012,2.317427635,1.236974955,1
21,1028,2.187892199,1.176845312,1
21,1044,1.944783688,1.002771974,1
21,1060,2.584555149,-0.4590883255,1
21,1076,NaN,NaN,2
21,1092,3.542782068,-0.7764744759,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,2.307759285,10.15246391,1
37,36,NaN,NaN,2
37,52,NaN,NaN,2
37,68,-0.392141819,0.1805788279,1
37,84,-0.09366762638,0.2197725624,1
37,100,0.264108181,0.1927165985,1
37,116,0.547023356,-0.179526329,1
37,132,0.07711696625,-0.6801964641,1
37,148,-1.055723548,-2.078621387,1
37,164,-1.407373428,-3.149864912,1
37,180,NaN,NaN,2
37,196,NaN,NaN,2
37,212,-1.879124165,-4.507172108,1
37,228,-1.848914146,-3.728970528,1
37,244,-2.000157595,-3.694309235,1
37,260,-2.497977257,-3.684996367,1
37,276,-2.803909779,-2.51894927,1
37,292,-3.395092964,-1.512725472,1
37,308,NaN,NaN,2
37,324,NaN,NaN,2
37,340,-1.290641665,-1.158326864,1
37,356,-0.6360015869,-0.3098671138,1
37,372,-0.4947842062,0.2822447121,1
37,388,-0.4303183556,0.0544449091,1
37,404,-0.3720980883,-0.1168941855,1
37,420,-0.1803535521,-1.238981485,1
37,436,0.04087966681,-1.61792326,1
37,452,-0.1019608378,-0.375451833,1
37,468,-0.7285119295,-0.02430313826,1
37,484,-0.2464358807,-0.24780339,1
37,500,0.5475977659,-0.4733207226,1
37,516,0.7903817892,-0.5864540339,1
37,532,0.73658216,-0.6869068742,1
37,548,-0.1271443218,-0.8509196043,1
37,564,-0.6316262484,-0.9954127073,1
37,580,-0.1843635142,-0.9509233832,1
37,596,0.2092361748,-1.849251032,1
37,612,0.2498327345,-2.506391525,1
