PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 8, filenames: A:[8]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,644,-6.334681034,-3.724939346,1
37,660,-5.981791496,-3.890018702,1
37,676,-4.707493782,-3.423767328,1
37,692,-3.880437851,-6.400024414,1
37,708,-4.090206623,-6.639066219,1
37,724,-4.071155548,-5.15462923,1
37,740,-3.036058426,0.07847285271,1
37,756,-2.786113739,-2.662953377,1
37,772,-2.634945154,-3.428408384,1
37,788,-1.324863434,-3.220974922,1
37,804,NaN,NaN,2
37,820,-2.759973526,-2.616950274,1
37,836,NaN,NaN,2
37,852,-1.659436941,-1.305073977,1
37,868,-2.608711243,-1.586760044,1
37,884,-2.451203823,-2.000174999,1
37,900,-1.846111774,-1.148715138,1
37,916,-1.281817198,-0.4217681885,1
37,932,-0.5461714268,-0.03298386931,1
37,948,0.8524178267,-0.1983846128,1
37,964,1.302287459,-0.5428880453,1
37,980,2.242267132,-0.1749430299,1
37,996,2.901876688,-1.480347753,1
37,1012,2.414928436,-0.4897972345,1
37,1028,1.409245491,-0.5293335915,1
37,1044,0.9230955839,-0.6186608672,1
37,1060,NaN,NaN,2
37,1076,-0.8935836554,-3.069078445,1
37,1092,NaN,NaN,2
37,1108,-1.17648828,-1.189150095,1
37,1124,-1.193942547,0.7871413231,1
53,20,NaN,NaN,2
53,36,0.1509689093,0.7028286457,1
53,52,-0.3210850954,-0.2857781649,1
53,68,-0.4033878446,-0.5205088258,1
53,84,-0.1383582354,-0.03190395236,1
53,100,0.1593372673,0.9552433491,1
53,116,-0.001494467258,0.4008281827,1
53,132,NaN,NaN,2
53,148,-1.361537933,-3.426574707,1
53,164,-1.507152677,-5.066019535,1
53,180,-1.957667351,-6.427978039,1
53,196,-2.442986965,-7.73068285,1
53,212,-2.770121574,-8.379055977,1
53,228,-3.061407089,-8.866667747,1
53,244,-3.67735672,-8.640490532,1
53,260,-4.451890469,-9.630385399,1
53,276,-5.24956274,-9.592720032,1
53,292,-5.488634586,-7.504908562,1
53,308,-4.564054012,-6.940536022,1
53,324,-4.166400433,-7.009833813,1
53,340,NaN,NaN,2
53,356,-4.04312706,-7.144941807,1
53,372,-3.837815285,-5.991624832,1
53,388,-3.979036808,-4.788841248,1
53,404,-4.609343052,-5.574017525,1
53,420,-4.416091442,-6.335501194,1
53,436,-4.336220264,-4.954570293,1
53,452,-4.359003067,-3.283096313,1
53,468,-4.89114809,-1.980174303,1
53,484,-5.750375271,-1.064166546,1
53,500,-6.385720253,-0.915927887,1
53,516,-6.91165638,-2.298564434,1
53,532,-6.640590191,-3.575315952,1
53,548,-5.472935677,-4.362196922,1
53,564,-5.301102638,-2.885204554,1
53,580,-5.805486679,-1.473309994,1
53,596,-6.143423557,-1.488808751,1
53,612,-5.997869968,-2.220103264,1
53,628,-6.185411453,-3.51767993,1
53,644,-6.250034332,-3.609418154,1
53,660,NaN,NaN,2
53,676,NaN,NaN,2
53,692,-3.735338449,-6.668096542,1
53,708,-3.002071142,-7.315228462,1
53,724,-4.741166115,-6.274219513,1
53,740,-4.541567326,-1.802449465,1
53,756,-4.385855198,-2.300491571,1
53,772,-3.564135313,-3.162470818,1
53,788,-2.687748432,-3.414534807,1
53,804,-2.050098419,-3.748424292,1
53,820,-1.877198219,-3.566869974,1
53,836,-1.861193419,-3.073591948,1
53,852,-0.9733009338,-3.045311451,1
53,868,-2.583143234,-2.462284565,1
53,884,-2.012063265,-1.86242342,1
53,900,-1.790066719,-1.369924545,1
53,916,-0.9147036076,-0.9364843965,1
53,932,0.1355782747,-0.8491343856,1
53,948,0.4654531777,-0.6296195388,1
53,964,1.224500775,-0.2470520139,1
53,980,2.372049332,-0.1378341913,1
53,996,NaN,NaN,2
53,1012,NaN,NaN,2
53,1028,1.13443768,-0.9251674414,1
53,1044,0.9109389782,-0.2521334887,1
53,1060,0.583134234,-1.178701282,1
53,1076,NaN,NaN,2
53,1092,NaN,NaN,2
53,1108,0.3592941165,-1.974723101,1
53,1124,0.162381649,0.6063292027,1
69,20,NaN,NaN,2
69,36,-0.2709703147,-0.2914636135,1
69,52,-0.7227342129,-0.6012303233,1
69,68,-0.3977400959,-0.4430196583,1
69,84,-0.09326134622,0.11520046,1
69,100,0.04946490377,0.4817950726,1
69,116,NaN,NaN,2
69,132,-0.8444093466,-2.441794157,1
69,148,-1.197545767,-4.131007195,1
69,164,-1.481575489,-5.16591692,1
69,180,-2.559730053,-6.496293545,1
69,196,-3.071291924,-7.38173151,1
69,212,-3.067436934,-8.467950821,1
69,228,-3.14345479,-8.934570312,1
69,244,-3.572929621,-7.943746567,1
69,260,-4.614666939,-8.794091225,1
69,276,-5.353879452,-9.253666878,1
69,292,-2.925421238,-7.177929878,1
69,308,NaN,NaN,2
69,324,-2.397075176,-7.636447906,1
69,340,-3.442560196,-7.526616096,1
69,356,-3.80038929,-6.711916447,1
69,372,-3.825092554,-6.85070467,1
69,388,-3.796421051,-7.433448315,1
69,404,-4.386436939,-7.055255413,1
69,420,-4.749115467,-6.26776886,1
69,436,-4.688902855,-5.594852924,1
69,452,-4.487321377,-3.900028706,1
69,468,-4.692215919,-2.315967083,1
69,484,-5.548492432,-1.20663774,1
69,500,-6.274487972,-1.777784109,1
69,516,-6.772973061,-3.019174576,1
69,532,-6.353002548,-4.032873154,1
69,548,-5.548545837,-4.197239876,1
69,564,-5.630529404,-2.795344114,1
69,580,-6.683656693,-1.594865203,1
69,596,-6.977705479,-1.13971293,1
69,612,-6.067777634,-2.693603039,1
69,628,-5.762293816,-3.479771614,1
69,644,-5.144879341,-3.303004265,1
69,660,-4.713605404,-4.461629868,1
69,676,NaN,NaN,2
69,692,NaN,NaN,2
69,708,NaN,NaN,2
69,724,-3.464421749,-4.181331635,1
69,740,-4.103666306,-3.132777691,1
69,756,-3.320658445,-2.736704111,1
69,772,-2.542894125,-3.052783489,1
69,788,-2.799488068,-3.821875334,1
69,804,-2.410103321,-3.512346506,1
69,820,-2.19557476,-3.744618654,1
69,836,-1.778126717,-3.9152565,1
69,852,NaN,NaN,2
69,868,NaN,NaN,2
69,884,-1.949364901,-2.995994091,1
69,900,-1.368429422,-1.920768738,1
69,916,-0.6883741617,-1.643977761,1
69,932,-0.4202525616,-0.5053878427,1
69,948,-0.8779984713,-0.2066551447,1
69,964,0.02975839376,0.5068757534,1
69,980,1.110651016,0.3002798259,1
69,996,2.07286787,-0.7511008978,1
69,1012,1.956465006,-1.871447802,1
69,1028,1.337456226,-1.023176432,1
69,1044,1.243657112,-0.1889910698,1
69,1060,NaN,NaN,2
69,1076,-0.8146257401,-2.440138817,1
69,1092,-0.2037469745,-3.697012186,1
69,1108,0.08149927855,-2.150784969,1
69,1124,-0.8256940842,-0.9895935059,1
85,20,NaN,NaN,2
85,36,-0.2598424554,-0.5558818579,1
85,52,-0.6565980911,-0.3882496953,1
85,68,-0.5147560835,-0.1300648749,1
85,84,-0.4079405665,0.1968564391,1
85,100,NaN,NaN,2
85,116,NaN,NaN,2
85,132,-2.075258732,-3.701719761,1
85,148,-1.717264414,-4.60847044,1
85,164,-2.200559616,-5.844079494,1
85,180,-3.000007629,-6.446933746,1
85,196,-3.228472948,-7.003418446,1
85,212,-3.199099064,-8.528245926,1
85,228,-2.974167585,-8.885070801,1
85,244,-3.449232578,-8.414198875,1
85,260,-4.399116039,-7.960658073,1
85,276,-4.508183956,-7.792689323,1
85,292,-3.69130373,-7.308815479,1
85,308,NaN,NaN,2
85,324,-2.934857845,-8.823028564,1
85,340,-3.325362921,-7.758790016,1
85,356,-3.91539073,-6.985952377,1
85,372,-4.54718399,-6.984663486,1
85,388,-4.728348732,-8.101210594,1
85,404,-5.151108742,-7.184242725,1
85,420,-4.899652004,-5.910742283,1
85,436,-4.694272041,-4.975435257,1
85,452,-5.13035202,-4.12409544,1
85,468,-5.64393425,-2.678516865,1
85,484,-5.373380661,-2.337456226,1
85,500,-5.342373371,-3.096172333,1
85,516,-5.435055256,-3.363543749,1
85,532,-5.482402325,-3.871811628,1
85,548,-5.326858521,-3.089164734,1
85,564,-5.719430447,-1.821037531,1
85,580,NaN,NaN,2
85,596,NaN,NaN,2
85,612,-6.724055767,-2.381762981,1
85,628,-6.067547321,-3.425022602,1
85,644,-4.305405617,-3.262522697,1
85,660,-3.844093323,-4.395739079,1
85,676,-3.561579227,-4.069941044,1
85,692,-3.159907103,-2.901618958,1
85,708,NaN,NaN,2
85,724,-2.902718306,-3.125132084,1
85,740,-1.400383234,-2.915850163,1
85,756,-2.02712059,-2.116734028,1
85,772,-1.965601921,-1.146789074,1
85,788,-3.751986742,-2.386765242,1
85,804,-3.552331448,-3.658121824,1
85,820,-2.790504217,-3.485416174,1
85,836,-2.31577158,-3.58369112,1
85,852,-2.156320572,-3.536191463,1
85,868,-3.148715973,-3.016359568,1
85,884,NaN,NaN,2
85,900,-0.5421614647,-2.931600094,1
85,916,-0.5668439865,-2.175490856,1
85,932,-0.8619804382,-1.155478239,1
85,948,-0.8961822391,-0.7471602559,1
85,964,-0.211619854,0.03908294439,1
85,980,0.6969544888,-0.2483139336,1
85,996,0.9770730734,-0.7249007225,1
85,1012,1.05828321,-1.228102684,1
85,1028,0.7604724765,-0.9237012863,1
85,1044,1.139526129,-0.284539938,1
85,1060,1.224250913,0.1051918566,1
85,1076,1.226601124,0.4745627642,1
85,1092,1.206820726,-0.4923561215,1
85,1108,0.1580876708,-1.501826763,1
85,1124,NaN,NaN,2
101,20,NaN,NaN,2
101,36,-0.2877354026,-0.6492369175,1
101,52,-0.254635334,0.09723970294,1
101,68,-0.4138782322,0.19250682,1
101,84,-0.6443135738,-0.1488370895,1
101,100,NaN,NaN,2
101,116,-3.469722271,-3.171493053,1
101,132,-3.721982718,-4.677973747,1
101,148,-1.912163258,-5.967167377,1
101,164,-2.908124685,-7.153630733,1
101,180,-2.885050297,-6.744628906,1
101,196,-2.831307173,-6.866131783,1
101,212,-3.052234173,-8.420934677,1
101,228,-3.331856728,-8.96132946,1
101,244,-3.775803804,-9.129019737,1
101,260,-3.940139771,-8.067167282,1
101,276,-3.996883869,-7.547008514,1
101,292,-3.912769318,-7.894396305,1
101,308,-3.234014988,-8.483743668,1
101,324,-3.123853683,-8.295140266,1
101,340,-3.716050863,-7.452238083,1
101,356,-4.399668694,-6.410661697,1
101,372,-5.103065491,-5.695833206,1
101,388,NaN,NaN,2
101,404,NaN,NaN,2
101,420,-4.497795105,-5.144887447,1
101,436,-4.63367939,-4.537447453,1
101,452,-4.45191288,-4.943159103,1
101,468,NaN,NaN,2
101,484,-4.377563953,-4.753580093,1
101,500,-4.097258568,-3.936303139,1
101,516,-4.330183983,-3.905098915,1
101,532,-5.639500618,-3.537524939,1
101,548,-5.357725143,-2.173616409,1
101,564,-5.703359127,-0.7702382803,1
101,580,-6.918393135,-0.4039078355,1
101,596,-6.242713928,-1.220834494,1
101,612,-6.740449905,-2.360129356,1
101,628,-6.24282074,-3.766580105,1
101,644,-4.906803131,-3.674759626,1
101,660,-4.036153793,-4.296462059,1
101,676,-3.946974039,-3.143030167,1
101,692,-3.274340153,-2.451315165,1
101,708,-2.751714706,-1.975703955,1
101,724,-1.930102944,-1.780361891,1
101,740,-1.137953758,-1.484101057,1
101,756,-1.597764611,-1.062657833,1
101,772,NaN,NaN,2
101,788,-3.30122447,-1.578133225,1
101,804,NaN,NaN,2
101,820,-3.389132023,-2.927215338,1
101,836,-2.249125242,-3.617889404,1
101,852,-3.486641407,-3.556954145,1
101,868,-2.106886864,-2.792568684,1
101,884,-0.7351994514,-4.132103443,1
101,900,-0.2413520813,-2.889158726,1
101,916,-0.6325520277,-3.843053102,1
101,932,-0.7160856724,-2.948536873,1
101,948,-0.8380274773,-1.464651108,1
101,964,-0.4790459871,-0.1309381425,1
101,980,1.298045754,-0.01651656628,1
101,996,2.045185566,-1.133475661,1
101,1012,-0.5289036036,-0.6629137397,1
101,1028,-0.2525568008,-0.6656888723,1
101,1044,NaN,NaN,2
101,1060,0.1377773881,-0.465283215,1
101,1076,0.5295746326,0.2977542281,1
101,1092,0.5507574677,0.2806746662,1
101,1108,-0.01562997699,-0.5353588462,1
101,1124,NaN,NaN,2
117,20,0.2971490622,-0.988340497,1
117,36,0.08621110767,0.03472954035,1
117,52,0.1197740436,0.3858346045,1
117,68,-0.1248565316,0.05294269323,1
117,84,0.4049632549,0.5327473879,1
117,100,-0.8010783195,-1.282606363,1
117,116,-3.212254524,-4.350599766,1
117,132,NaN,NaN,2
117,148,-1.388860941,-6.309474945,1
117,164,-2.33302021,-6.945487976,1
117,180,-3.134643316,-7.51561594,1
117,196,-3.041603804,-7.625639915,1
117,212,-3.552625895,-8.61907196,1
117,228,-4.140284538,-9.167344093,1
117,244,-4.033616066,-8.986635208,1
117,260,-3.824440956,-8.027864456,1
117,276,-3.038053036,-7.909422874,1
117,292,-2.901790142,-8.318406105,1
117,308,-2.878314972,-8.62349987,1
117,324,-3.352020741,-8.062360764,1
117,340,-4.958664894,-6.599153519,1
117,356,-5.204754353,-5.798030376,1
117,372,-5.470914364,-5.323682308,1
117,388,-5.863029957,-6.100866318,1
117,404,-5.531437397,-5.646925926,1
117,420,-4.759747028,-4.230194569,1
117,436,NaN,NaN,2
117,452,-5.177539349,-5.811978817,1
117,468,NaN,NaN,2
117,484,NaN,NaN,2
117,500,-3.995746136,-5.012922764,1
117,516,-4.179741859,-4.573275566,1
117,532,-5.012979984,-3.312078953,1
117,548,-5.323201656,-1.21099937,1
117,564,-5.569394588,-0.4810416698,1
117,580,-4.807574272,-0.4657133222,1
117,596,-5.273721218,-1.648496509,1
117,612,-6.618900299,-3.220623732,1
117,628,NaN,NaN,2
117,644,NaN,NaN,2
117,660,-4.941947937,-3.223622322,1
117,676,-2.624818802,-1.651221752,1
117,692,-2.352941036,-1.487829447,1
117,708,-2.631777763,-0.860191524,1
117,724,-1.742021203,-0.8000226617,1
117,740,-0.8252905607,-0.8497860432,1
117,756,-1.189614773,-0.2606704235,1
117,772,-1.255366802,0.3345751762,1
117,788,-1.609166145,-1.089477301,1
117,804,NaN,NaN,2
117,820,-2.918694973,-1.898341417,1
117,836,NaN,NaN,2
117,852,-1.266818047,-3.080034256,1
117,868,-0.8159297705,-2.449546814,1
117,884,-0.126329124,-4.270294189,1
117,900,-0.2917952538,-3.16579628,1
117,916,-0.9657397866,-3.280902386,1
117,932,-1.613137007,-3.887108326,1
117,948,NaN,NaN,2
117,964,-1.027076721,0.1452902406,1
117,980,NaN,NaN,2
117,996,1.718453765,0.3341345787,1
117,1012,0.06288224459,0.06257848442,1
117,1028,-0.03220167756,-0.2285876274,1
117,1044,-0.05144563317,-0.6679407954,1
117,1060,0.1812620461,-0.6210383177,1
117,1076,0.5048011541,-0.02592438459,1
117,1092,0.5461800098,0.1588150412,1
117,1108,0.1971108019,-0.3486481607,1
117,1124,-0.6796231866,-0.984311223,1
133,20,0.7419628501,1.024372578,1
133,36,0.352963388,-0.2513389587,1
133,52,0.1143804491,-0.02801467478,1
133,68,-0.2447269559,-0.05832004547,1
133,84,NaN,NaN,2
133,100,-1.639610052,-5.938461781,1
133,116,-3.689373732,-4.35248661,1
133,132,-1.104081273,-6.351416111,1
133,148,-1.878594279,-6.466342449,1
133,164,-1.835847259,-7.128659725,1
133,180,-2.143093586,-7.628464699,1
133,196,-2.983896017,-7.503856659,1
133,212,-3.50194025,-8.513715744,1
133,228,-4.187193394,-8.834980011,1
133,244,-4.395129204,-8.11584568,1
133,260,-4.91378212,-7.664403439,1
133,276,-2.991114616,-8.135259628,1
133,292,NaN,NaN,2
133,308,NaN,NaN,2
133,324,-3.451061249,-7.634877205,1
133,340,NaN,NaN,2
133,356,-5.551052094,-5.483575344,1
133,372,-5.66648674,-5.556952953,1
133,388,-5.279850006,-4.56906414,1
133,404,-5.351892471,-4.247241974,1
133,420,-4.87548399,-3.829393387,1
133,436,-4.677807808,-4.011972904,1
133,452,-3.896565199,-4.408466339,1
133,468,NaN,NaN,2
133,484,-2.789628506,-6.095726967,1
133,500,-3.66818428,-5.19914341,1
133,516,-4.58570528,-4.396604061,1
133,532,-5.279144287,-2.746918201,1
133,548,NaN,NaN,2
133,564,-4.263774872,-0.9199404716,1
133,580,-5.660079002,-1.625969172,1
133,596,-5.591348648,-2.275364161,1
133,612,NaN,NaN,2
133,628,NaN,NaN,2
133,644,NaN,NaN,2
133,660,-3.887885809,-2.495769262,1
133,676,-1.684003115,-0.8296672106,1
133,692,-1.868914485,0.2651436329,1
133,708,-1.031287551,0.3835197687,1
133,724,-0.8925652504,0.5688827038,1
133,740,-0.8770148754,-0.5744462013,1
133,756,-0.5107712746,-0.8084648848,1
133,772,0.4479571581,0.5124371052,1
133,788,0.8246898651,-0.1973388195,1
133,804,NaN,NaN,2
133,820,-1.772880793,-1.614191294,1
133,836,NaN,NaN,2
133,852,NaN,NaN,2
133,868,-0.5377138853,-1.257058144,1
133,884,-0.3403220773,-2.448758125,1
133,900,-0.2865224183,-3.511939287,1
133,916,-0.8735733032,-3.80674386,1
133,932,NaN,NaN,2
133,948,NaN,NaN,2
133,964,-1.155014753,0.4107359648,1
133,980,0.2486152649,1.281961203,1
133,996,NaN,NaN,2
133,1012,NaN,NaN,2
133,1028,0.6131070852,-0.7382950783,1
133,1044,0.5191379786,-1.368547678,1
133,1060,0.6130592227,-0.7842974663,1
133,1076,1.100339651,-0.3874048889,1
133,1092,1.155336857,-0.5032244921,1
133,1108,0.5416093469,-0.6837601066,1
133,1124,0.2652258873,-1.408475041,1
149,20,0.003398656845,0.8232159615,1
149,36,-0.4589204192,-2.553433895,1
149,52,NaN,NaN,2
149,68,-0.1081576347,0.7247004509,1
149,84,NaN,NaN,2
149,100,-3.370406151,-4.842761517,1
149,116,NaN,NaN,2
149,132,NaN,NaN,2
149,148,-2.552324295,-6.61854744,1
149,164,-1.821015596,-7.569952488,1
149,180,-1.606053114,-7.509770393,1
149,196,-2.136002541,-7.379255295,1
149,212,NaN,NaN,2
149,228,NaN,NaN,2
149,244,-4.9850173,-8.786914825,1
149,260,-3.895053148,-8.291467667,1
149,276,-2.064115524,-8.202028275,1
149,292,-1.594217658,-8.598114967,1
149,308,-2.152799606,-8.109949112,1
149,324,-3.693797112,-6.823631763,1
149,340,NaN,NaN,2
149,356,NaN,NaN,2
149,372,NaN,NaN,2
149,388,-5.973909378,-3.548359394,1
149,404,-5.772325039,-3.713263988,1
149,420,-4.976574898,-4.053978443,1
149,436,-3.464746475,-3.829391956,1
149,452,-2.776780844,-3.810549498,1
149,468,-2.903077841,-4.474252701,1
149,484,-3.697782993,-5.013413906,1
149,500,-4.600080967,-5.639514923,1
149,516,-5.327254772,-4.192728043,1
149,532,-5.110220909,-1.711825132,1
149,548,-4.494364738,-1.713709831,1
149,564,-4.86771965,-2.440848351,1
149,580,-4.937992573,-2.00515008,1
149,596,-4.826182842,-2.17431426,1
149,612,-6.067698479,-3.035357714,1
149,628,NaN,NaN,2
149,644,-3.843091011,-4.023348808,1
149,660,-3.434418201,-1.783887982,1
149,676,NaN,NaN,2
149,692,-0.4716898799,0.6432033777,1
149,708,-0.2082106769,0.7875635624,1
149,724,-0.0242639333,0.1700331271,1
149,740,0.2649807036,-1.230154276,1
149,756,0.2328522354,-0.576392293,1
149,772,0.6421399117,0.1519228816,1
149,788,0.9580483437,0.07407015562,1
149,804,0.8319922686,-0.05283784866,1
149,820,0.2647038698,-0.9409896135,1
149,836,-2.129639149,-0.6667157412,1
149,852,NaN,NaN,2
149,868,-0.3641582727,-0.8773954511,1
149,884,-0.2592028081,-1.792907238,1
149,900,-0.4414572716,-3.287294149,1
149,916,-0.5950975418,-4.200395584,1
149,932,NaN,NaN,2
149,948,-0.6665863991,-1.249773741,1
149,964,-0.2366053164,0.01808363199,1
149,980,0.02231896669,0.6863864064,1
149,996,NaN,NaN,2
149,1012,1.068831086,1.283997536,1
149,1028,1.019706845,-0.0007847249508,1
149,1044,0.8350385427,-0.8817586899,1
149,1060,0.8202130198,-0.9265084267,1
149,1076,1.075002909,-0.805093646,1
149,1092,0.6269986033,-0.8367537856,1
149,1108,0.3146095276,-1.085378408,1
149,1124,1.437339544,-1.328850031,1
165,20,1.657341957,1.975414753,1
165,36,0.5629870296,0.5499620438,1
165,52,0.3787287474,-0.7474126816,1
165,68,-0.178162992,-1.299833298,1
165,84,NaN,NaN,2
165,100,-0.7891291976,-4.882709026,1
165,116,-0.3718953729,-3.927513123,1
165,132,NaN,NaN,2
165,148,-0.9543202519,-6.550618649,1
165,164,-0.8845117092,-7.36957407,1
165,180,-1.570322037,-7.12553215,1
165,196,-2.449947357,-7.978550434,1
165,212,NaN,NaN,2
165,228,-3.67186594,-9.628926277,1
165,244,-2.980873823,-9.204044342,1
165,260,-1.658693075,-8.641119003,1
165,276,-1.658618689,-8.32416153,1
165,292,-1.818607569,-8.284704208,1
165,308,-2.893342018,-8.318618774,1
165,324,-3.618047476,-7.0453825,1
165,340,-4.353369713,-6.886929035,1
165,356,NaN,NaN,2
165,372,NaN,NaN,2
165,388,NaN,NaN,2
165,404,NaN,NaN,2
165,420,-5.622220516,-4.255809784,1
165,436,-6.192512035,-3.562026501,1
165,452,-3.704604864,-3.175027847,1
165,468,-3.217659473,-4.43650341,1
165,484,-4.59650898,-5.723624229,1
165,500,-5.111295223,-5.211136818,1
165,516,-3.409719467,-4.294713497,1
165,532,-4.165971756,-2.910172224,1
165,548,-4.97271347,-2.043517113,1
165,564,-5.099794388,-3.122271061,1
165,580,-4.065476418,-3.118531704,1
165,596,-3.927416325,-3.48246932,1
165,612,-4.923044205,-3.920785427,1
165,628,-4.063497066,-3.24682498,1
165,644,-1.074474692,-3.029209375,1
165,660,0.1554714441,-1.57493782,1
165,676,0.2120981216,-0.008915126324,1
165,692,0.3576695919,0.715367794,1
165,708,0.1942026615,0.3851599991,1
165,724,0.1000179648,-0.2794930637,1
165,740,0.04914650321,-0.6007720232,1
165,756,-0.05576510727,-0.7620346546,1
165,772,0.4125092626,-0.2420611382,1
165,788,0.8371082544,0.2318427563,1
165,804,1.447731972,0.09145700932,1
165,820,NaN,NaN,2
165,836,0.3826552033,0.7573751211,1
165,852,NaN,NaN,2
165,868,-0.5058819056,0.5844632387,1
165,884,-1.109558702,-1.274929643,1
165,900,-0.7385373116,-1.6631217,1
165,916,-0.6144698858,-1.314803123,1
165,932,NaN,NaN,2
165,948,-0.4204235673,-2.484849453,1
165,964,0.1751183867,-1.040632963,1
165,980,0.1448465586,-0.1729932725,1
165,996,0.5759065747,1.212020516,1
165,1012,NaN,NaN,2
165,1028,NaN,NaN,2
165,1044,0.6235913038,-0.8068896532,1
165,1060,0.5610736609,-0.7892087698,1
165,1076,1.127794862,-0.3778201342,1
165,1092,0.4706591964,-0.5007818937,1
165,1108,0.3938970566,-0.5444743633,1
165,1124,1.192291856,-0.03583845496,1
181,20,NaN,NaN,2
181,36,-0.5352035761,-1.170185089,1
181,52,0.2375583649,-1.379123688,1
181,68,NaN,NaN,2
181,84,-0.8832763433,-7.572337151,1
181,100,-0.9467500448,-7.268000603,1
181,116,-0.3324481845,-6.994545937,1
181,132,0.4550177455,-6.428229809,1
181,148,-0.535667479,-6.570428848,1
181,164,NaN,NaN,2
