PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 65, filenames: A:[65]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[66]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.1897290051,-0.502359271,1
21,36,-0.1436568499,0.04157993942,1
21,52,-0.27167207,-0.05818244815,1
21,68,0.2922004163,-0.692180872,1
21,84,0.2584603131,-0.2007706165,1
21,100,-0.09255413711,0.1571135521,1
21,116,-0.3112186193,0.2455452681,1
21,132,-0.2344607413,0.01395554841,1
21,148,0.6028578877,-0.3294714391,1
21,164,0.6039013267,-0.3981631398,1
21,180,-0.1078310013,-0.1237073839,1
21,196,1.143685341,-0.3581593931,1
21,212,0.9809755087,0.2911843061,1
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,NaN,NaN,2
21,276,0.6842097044,0.3445174694,1
21,292,0.5672134161,-0.6817035079,1
21,308,0.2585327625,-0.45612818,1
21,324,-0.271584034,0.5415354371,1
21,340,-0.2963519096,-0.6212589741,1
21,356,-0.6634092331,-1.037191272,1
21,372,-1.688988686,-1.946158171,1
21,388,-0.2683215141,-0.6720206738,1
21,404,NaN,NaN,2
21,420,-1.758971572,-3.191401482,1
21,436,-0.8994376659,-0.7508358955,1
21,452,-1.158669114,0.7522444725,1
21,468,-2.12844944,-0.9204177856,1
21,484,NaN,NaN,2
21,500,-2.21534586,-1.470006704,1
21,516,-1.895244122,0.1670638323,1
21,532,-2.726672888,-0.04662013054,1
21,548,-1.773296833,-0.9552950263,1
21,564,-0.9158616066,-1.805383205,1
21,580,-0.09330940247,-1.573709607,1
21,596,-2.190926075,-0.6164338589,1
21,612,NaN,NaN,2
21,628,-0.01192617416,0.0609818697,1
21,644,NaN,NaN,2
21,660,-2.10517931,1.495300531,1
21,676,NaN,NaN,2
21,692,-2.614720345,-0.9060741663,1
21,708,NaN,NaN,2
21,724,NaN,NaN,2
21,740,NaN,NaN,2
21,756,-7.590289116,-3.027310133,1
21,772,-2.4517169,-5.151956558,1
21,788,0.1045937538,-5.167634964,1
21,804,4.794400215,-4.115468979,1
21,820,NaN,NaN,2
21,836,-0.544704318,-2.087593079,1
21,852,-0.006650149822,-2.347519398,1
21,868,0.2640007138,-0.8007354736,1
21,884,0.1807685494,-0.6341426969,1
21,900,0.7225384712,-2.024386406,1
21,916,1.789694786,-1.201539516,1
21,932,NaN,NaN,2
21,948,NaN,NaN,2
21,964,-1.411674142,-3.557008266,1
21,980,-0.9037718773,-4.383594513,1
21,996,NaN,NaN,2
21,1012,NaN,NaN,2
21,1028,NaN,NaN,2
