PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 45, filenames: A:[45]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[46]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.1496766806,0.3491950035,1
21,36,0.0885873735,0.2611045837,1
21,52,0.9625140429,0.4483013451,1
21,68,0.9036449194,0.2560570538,1
21,84,0.3378491402,0.1577413082,1
21,100,-0.3388610482,0.4129385948,1
21,116,-0.7709236145,0.1337025762,1
21,132,-0.003012776375,-0.1464033127,1
21,148,NaN,NaN,2
21,164,-0.9437671304,-0.4416234493,1
21,180,0.6504781246,-0.5795094967,1
21,196,NaN,NaN,2
21,212,NaN,NaN,2
21,228,3.500531673,-0.9788476229,1
21,244,1.085951686,-2.363926649,1
21,260,-0.8635525703,-1.501962543,1
21,276,1.959762931,-1.470931053,1
21,292,1.259970784,-1.877073765,1
21,308,1.605378747,-1.139333725,1
21,324,1.257820487,-2.442133904,1
21,340,NaN,NaN,2
21,356,-1.266622543,-1.648419857,1
21,372,-0.9823755622,-0.1454457045,1
21,388,0.6340349913,-0.575632453,1
21,404,0.8414847851,-0.1290414929,1
21,420,-0.2229964733,1.474686265,1
21,436,-0.3179123998,0.1075364351,1
21,452,0.4707165956,0.06082344055,1
21,468,1.155337572,-0.02815335989,1
21,484,1.451216221,1.386508465,1
21,500,1.325494409,1.296164632,1
21,516,NaN,NaN,2
21,532,1.862876654,1.651647925,1
21,548,4.25008297,-0.1899739504,1
21,564,4.017251968,-0.4775505662,1
21,580,NaN,NaN,2
21,596,NaN,NaN,2
21,612,NaN,NaN,2
21,628,NaN,NaN,2
21,644,-1.455276966,-1.079841375,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,-1.648253202,-0.264881134,1
21,708,-1.843501329,-1.959769726,1
21,724,-2.08733654,-1.336791635,1
21,740,-2.275658607,-1.559548378,1
21,756,NaN,NaN,2
21,772,-2.208667278,-1.014201403,1
21,788,-0.6701381207,-0.6975497603,1
21,804,0.07050061226,0.7362112999,1
21,820,0.7400735021,1.890451193,1
21,836,0.4410215914,1.6249156,1
21,852,NaN,NaN,2
21,868,NaN,NaN,2
21,884,1.704303145,1.55378747,1
21,900,NaN,NaN,2
21,916,2.635908127,1.823197842,1
21,932,1.314166903,-1.62989378,1
21,948,0.4397690296,-2.911079407,1
21,964,0.1671603024,-0.1866474152,1
21,980,0.3447212577,2.507413626,1
21,996,0.463817358,2.669590712,1
21,1012,1.467241287,2.892785072,1
21,1028,3.527157784,2.191572189,1
21,1044,3.515619278,1.684322119,1
21,1060,1.880171537,3.639759302,1
21,1076,NaN,NaN,2
21,1092,NaN,NaN,2
21,1108,-2.653748512,1.520660162,1
21,1124,-2.273949146,1.30783987,1
37,20,0.7922670841,-0.03667521477,1
37,36,NaN,NaN,2
37,52,0.6804023981,-0.01223563403,1
37,68,NaN,NaN,2
37,84,1.56366539,0.2654040456,1
37,100,0.750803709,0.5284428596,1
37,116,-0.1623377204,0.2097621113,1
37,132,-0.2294682264,-0.03990966082,1
37,148,-0.7238844633,-0.004898488522,1
37,164,NaN,NaN,2
37,180,-0.5039767027,-0.6760622263,1
37,196,1.367102385,-1.264115572,1
37,212,2.505300522,-1.043069959,1
37,228,2.820376158,-1.327022433,1
37,244,2.128696442,-1.695692539,1
37,260,1.304399252,-2.188045502,1
37,276,0.6359349489,-1.989702225,1
37,292,0.945253849,-2.237230778,1
37,308,0.8681978583,-2.140761375,1
37,324,1.017092228,-1.642748237,1
37,340,-0.1683256924,-1.454276443,1
37,356,-0.8201248646,-0.8866811991,1
37,372,-0.5505462885,-0.2305731177,1
37,388,-0.3857471347,-0.07352736592,1
37,404,-0.3236765862,0.256717205,1
37,420,NaN,NaN,2
37,436,NaN,NaN,2
37,452,-0.4581443965,-1.521454573,1
37,468,-0.2088341415,-1.512305975,1
37,484,NaN,NaN,2
37,500,NaN,NaN,2
37,516,2.302958012,0.7887480259,1
37,532,2.117416859,0.5307795405,1
37,548,3.126017809,1.696658254,1
37,564,2.848198175,-1.627998352,1
37,580,2.519428253,-1.910257936,1
37,596,1.858769894,-0.165042907,1
37,612,1.456607699,-0.4547691941,1
37,628,1.281654119,-0.0898205936,1
37,644,1.201186657,0.1472735405,1
37,660,-0.0575760603,-0.4676549435,1
37,676,-1.23579812,0.2858962417,1
37,692,-0.9990494251,0.1473970711,1
37,708,-1.00237906,-0.4164516926,1
37,724,-1.287697554,-0.5588277578,1
37,740,-1.350474834,-1.091342926,1
37,756,NaN,NaN,2
37,772,-0.5844376087,1.021064758,1
37,788,0.3391718864,0.7357067466,1
37,804,-0.6243185997,1.043972731,1
37,820,-0.1715993583,1.220124125,1
37,836,NaN,NaN,2
37,852,NaN,NaN,2
37,868,0.01587701589,1.485051274,1
37,884,0.5876587629,0.2476329803,1
37,900,0.007286906242,2.294919968,1
37,916,NaN,NaN,2
37,932,-0.09478515387,0.4287806749,1
37,948,0.5514518619,-0.975168407,1
37,964,1.131010652,0.1310242414,1
37,980,0.555428803,1.595892191,1
37,996,0.8407549858,1.919658899,1
37,1012,1.478720427,2.748056412,1
37,1028,2.372614384,2.825507164,1
37,1044,2.178444624,2.470944881,1
37,1060,0.9458345175,2.258432627,1
37,1076,-0.3944185376,1.934636831,1
37,1092,-0.729282856,1.458079815,1
37,1108,1.522297621,1.416127563,1
37,1124,1.062989473,0.7159465551,1
53,20,-0.6233414412,0.3811061084,1
53,36,-0.6908351779,0.1438653767,1
53,52,0.1379939467,-0.1683022529,1
53,68,0.5955060124,0.01125945896,1
53,84,0.7422894239,0.03597086668,1
