PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 40, filenames: A:[40]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[41]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,-0.1062289774,-0.03280414641,1
21,36,-0.000709541142,-0.1690656543,1
21,52,-0.02691686153,0.06720918417,1
21,68,0.5311602354,-0.4565024078,1
21,84,0.5394921303,0.01298955083,1
21,100,0.9501700401,0.07567605376,1
21,116,NaN,NaN,2
21,132,0.4972782731,-0.04565793276,1
21,148,-0.04439276457,-0.04484272003,1
21,164,NaN,NaN,2
21,180,NaN,NaN,2
21,196,-1.43226099,-3.600008965,1
21,212,-0.7894847393,-3.284873009,1
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,0.4273240566,-2.71917057,1
21,276,-0.1021399796,-3.231294632,1
21,292,NaN,NaN,2
21,308,-2.171993017,-3.656427622,1
21,324,-2.790668488,-2.584815025,1
21,340,-2.853440285,-2.180886745,1
21,356,-2.321610451,-2.349520206,1
21,372,-2.627695084,-3.567862511,1
21,388,0.2966045737,-5.277405739,1
21,404,1.516977549,-4.767102242,1
21,420,0.898360014,-3.766719341,1
21,436,0.8042140007,-5.076327324,1
21,452,-1.228470325,-7.107656479,1
21,468,-3.775814056,-5.627521992,1
21,484,-3.456976414,-1.327905893,1
21,500,NaN,NaN,2
21,516,-1.249179125,-3.771723747,1
21,532,2.549520493,-3.729507923,1
21,548,NaN,NaN,2
21,564,NaN,NaN,2
21,580,2.43839097,-4.340553761,1
21,596,NaN,NaN,2
21,612,NaN,NaN,2
21,628,-1.019004226,-7.332351685,1
21,644,-0.08590990305,-2.16381216,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,-0.9770721197,-4.18363905,1
21,708,-2.018838167,-5.801584721,1
21,724,NaN,NaN,2
21,740,NaN,NaN,2
21,756,-1.784649611,0.05528402328,1
21,772,-3.94803524,-2.350243568,1
21,788,-5.331632614,-5.362384319,1
21,804,-4.554954529,-4.968108177,1
21,820,-3.512648106,-5.072110176,1
21,836,-1.578556061,-1.58235693,1
21,852,-2.205975056,-0.299321413,1
21,868,-3.604100943,-1.247102141,1
21,884,-2.656118155,-2.938468218,1
21,900,-0.4575567245,-2.588887691,1
21,916,NaN,NaN,2
21,932,NaN,NaN,2
21,948,1.241981268,0.1141746044,1
21,964,-0.6602325439,-0.2509106398,1
21,980,-1.127765775,-2.270494938,1
21,996,-0.9408611059,-2.926615477,1
21,1012,-1.832184911,-3.247972965,1
21,1028,NaN,NaN,2
21,1044,-2.184733868,-1.588879347,1
21,1060,NaN,NaN,2
21,1076,-1.796299458,-2.264369011,1
21,1092,-2.393310547,-3.433789968,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,-0.01486429572,0.3458544612,1
37,36,0.0646372214,0.3579599261,1
37,52,0.02704888582,-0.1602452248,1
37,68,0.3797142506,-0.2935606241,1
37,84,0.3705600202,0.1933836043,1
37,100,0.04355081916,-0.04507638514,1
37,116,0.5165631771,0.3889197707,1
37,132,0.01100324094,0.5281717181,1
37,148,-0.05199787021,0.4816040993,1
37,164,-0.1129075289,0.7696021795,1
37,180,0.08251845837,0.5100224018,1
37,196,NaN,NaN,2
37,212,0.4806935787,-2.64128828,1
37,228,1.886044979,-3.054306746,1
37,244,1.848887563,-2.984369755,1
37,260,0.8444250226,-2.833264112,1
37,276,-0.3461140096,-2.813941717,1
37,292,-0.9338281155,-2.662596464,1
37,308,-1.422751188,-3.078859329,1
37,324,-1.578997135,-4.697055817,1
37,340,-1.222706079,-4.163115978,1
37,356,-0.9872220755,-3.368932724,1
37,372,-0.779677093,-3.577910185,1
37,388,-0.1388487369,-4.877706051,1
37,404,-0.2954001427,-5.032813072,1
37,420,-1.831347108,-4.8484478,1
37,436,-0.6830595732,-6.193440437,1
37,452,-1.156164169,-6.954019547,1
37,468,-2.021426678,-4.103426933,1
37,484,-2.480810642,-1.679940224,1
37,500,NaN,NaN,2
37,516,-0.2411528081,-2.482229233,1
37,532,1.48531723,-2.787891865,1
37,548,2.713812351,-2.884263754,1
37,564,2.163730383,-3.72757268,1
37,580,1.527462959,-3.113959074,1
37,596,1.209604621,-4.973592758,1
37,612,NaN,NaN,2
37,628,-1.009446859,-7.505652428,1
37,644,0.3831417561,-3.113120317,1
37,660,0.3221837282,-1.4521029,1
37,676,-0.5190538168,-2.750252008,1
37,692,-1.507883191,-5.25494194,1
37,708,-1.851426125,-5.621497154,1
37,724,-1.810792446,-5.797334671,1
37,740,-2.364849567,-5.382448196,1
37,756,-3.864321947,-6.045605659,1
37,772,NaN,NaN,2
37,788,NaN,NaN,2
37,804,-3.791804552,-2.027488708,1
37,820,-5.286474705,-4.831449509,1
37,836,-4.607511997,-2.589936256,1
37,852,-4.67508316,-1.147605896,1
37,868,-2.41958499,-1.40733695,1
37,884,-1.62211132,-2.575016499,1
37,900,-0.660577178,-2.921904087,1
37,916,0.382781744,-2.825302601,1
37,932,0.5672842264,-1.329802632,1
37,948,0.2828982174,-1.47508049,1
37,964,-0.4609827995,-1.830703974,1
37,980,-0.9527676105,-3.702270746,1
37,996,-0.6802874207,-4.688769341,1
37,1012,-0.590313077,-4.555075645,1
37,1028,-0.6186136007,-3.674638748,1
37,1044,-0.7447860241,-3.067779541,1
37,1060,-1.435806274,-1.943567991,1
37,1076,-2.494671106,-1.921079993,1
37,1092,-3.653486729,-1.848452091,1
37,1108,-2.704188108,-0.2656265497,1
37,1124,-2.235010862,2.011702061,1
53,20,0.1308557391,0.5039631128,1
53,36,-0.07803399116,0.3583391607,1
53,52,-0.3831247091,0.04020269215,1
53,68,-0.4353574514,0.4946788847,1
53,84,-0.4200760424,0.2781141698,1
53,100,-0.3979792893,-0.4558949769,1
53,116,-0.2803133428,-0.1928803623,1
53,132,-0.2376335263,0.2926157117,1
53,148,-0.1399615258,0.01792055368,1
53,164,-0.07189485431,-0.07837870717,1
53,180,0.2508513331,-0.1920477152,1
53,196,1.000015497,-2.632118225,1
53,212,1.75713098,-2.868631124,1
53,228,2.026311159,-3.375315666,1
53,244,1.477609158,-2.418716431,1
53,260,0.6876660585,-2.351611614,1
