PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 48, filenames: A:[48]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[49]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,-0.3374568224,-0.514939189,1
21,36,NaN,NaN,2
21,52,-0.3885453045,-0.2387235761,1
21,68,0.4226057529,-0.5157848597,1
21,84,-0.1156373024,-0.3823215067,1
21,100,-0.3617914319,-0.1359555572,1
21,116,-0.5355571508,-0.2498840094,1
21,132,-0.7378303409,0.2165803909,1
21,148,-0.4335442781,0.5617322922,1
21,164,-0.3869045973,0.2261273265,1
21,180,-0.01699566841,0.04104328156,1
21,196,-1.087388396,-0.6083805561,1
21,212,-2.414152384,-0.8218202591,1
21,228,-2.177080393,-1.2567029,1
21,244,-2.083483458,-0.811663866,1
21,260,-0.04607449472,-1.352578044,1
21,276,0.8456869125,0.4748412371,1
21,292,0.2777092457,1.443011999,1
21,308,0.7320873737,0.8229601383,1
21,324,NaN,NaN,2
21,340,-0.2338478416,0.4338935018,1
21,356,-0.4047531188,0.3634704351,1
21,372,-0.2377664149,0.03751114011,1
21,388,0.2113032937,0.5164157152,1
21,404,-0.5855033994,0.8160879612,1
21,420,-1.305204272,-0.1819278002,1
21,436,-0.9555025101,0.4415416718,1
21,452,-0.01677918434,0.8008730412,1
21,468,0.7978564501,-0.4838142395,1
21,484,1.056542397,-2.678749084,1
21,500,0.7284379005,1.141713142,1
21,516,-1.064013481,-1.009425998,1
21,532,-2.234715939,-1.277753353,1
21,548,-3.200680494,-1.683273554,1
21,564,NaN,NaN,2
21,580,NaN,NaN,2
21,596,-3.483333588,-2.343232632,1
21,612,-5.13606739,-4.606016159,1
21,628,-2.604331017,2.083670616,1
21,644,0.3590972424,0.1855413914,1
21,660,NaN,NaN,2
21,676,-1.329123616,1.987935185,1
21,692,-4.654052258,2.034322977,1
21,708,NaN,NaN,2
21,724,-1.543874502,1.953684449,1
21,740,-2.727255344,2.221237898,1
21,756,-2.353248596,3.223298073,1
21,772,-1.879139185,3.609890461,1
21,788,NaN,NaN,2
21,804,NaN,NaN,2
21,820,NaN,NaN,2
21,836,NaN,NaN,2
21,852,1.527396202,3.469738722,1
21,868,1.976929426,2.858069897,1
21,884,NaN,NaN,2
21,900,-0.005324572325,3.317961216,1
21,916,-0.3821887374,2.986302137,1
21,932,NaN,NaN,2
21,948,NaN,NaN,2
21,964,NaN,NaN,2
