PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 80, filenames: A:[80]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[81]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,-0.2488001585,0.3372682333,1
21,36,-0.3543254137,0.4078622162,1
21,52,-0.3008502722,-0.009889863431,1
21,68,-0.2377310991,-0.697603941,1
21,84,-0.2976852059,-0.1538058966,1
21,100,-0.0116969049,0.3309939206,1
21,116,0.1909401119,0.2730850577,1
21,132,0.2340113819,-0.2774220109,1
21,148,0.1126084179,-0.2368593216,1
21,164,-0.1133883595,-0.04513761401,1
21,180,-0.3202961981,-0.1992654949,1
21,196,-0.1406528652,-0.1048817337,1
21,212,NaN,NaN,2
21,228,NaN,NaN,2
21,244,-0.3409005404,-0.2031745017,1
21,260,-0.1691167355,0.02290017903,1
21,276,-0.5404828787,-0.1301828474,1
21,292,-0.6778590679,-0.2763743103,1
21,308,-0.5253891945,0.4786788225,1
21,324,-0.3707275987,0.5981934071,1
21,340,0.003839194775,0.4425603151,1
21,356,-0.003614455462,0.3801403046,1
21,372,0.03688292205,-0.08931356668,1
21,388,0.3793350458,-0.4470944703,1
21,404,0.4085836411,-0.07638239861,1
21,420,0.2458650768,0.0238756761,1
21,436,0.1218697801,-0.3049819469,1
21,452,0.1252970397,-0.04324667156,1
21,468,0.1496850252,0.06666211784,1
21,484,0.1206178665,0.05135757476,1
21,500,0.2146002054,-0.266572237,1
21,516,0.5337440968,-0.1044489145,1
21,532,0.6419641972,0.006269842386,1
21,548,-0.07521545887,-0.1323853135,1
21,564,0.02559544891,0.004977881908,1
21,580,0.4062563479,0.2682189941,1
21,596,0.5433596373,0.1614733487,1
21,612,1.098696232,0.1752018929,1
21,628,0.8364126086,-0.008600443602,1
21,644,0.1516621709,-0.03339847922,1
21,660,-0.2605597377,0.0645416677,1
21,676,-0.168694675,-0.1494931579,1
21,692,0.07791253924,-0.2431763113,1
21,708,0.1077313423,-0.06701505184,1
21,724,0.4196634591,-0.2620055676,1
21,740,0.3654910922,0.01072365046,1
21,756,0.1026339829,-0.1574148536,1
21,772,-0.1394671798,-0.3822449446,1
21,788,-0.4211596847,-0.3745182157,1
21,804,-0.5658093095,-0.2804689407,1
21,820,0.1952010244,0.3781337142,1
21,836,0.6424543858,0.4182977676,1
21,852,0.2236146927,-0.06976526976,1
21,868,0.2236226797,-0.3542740941,1
21,884,NaN,NaN,2
21,900,0.9269118309,0.7689876556,1
21,916,NaN,NaN,2
21,932,NaN,NaN,2
21,948,-0.1757320166,0.3418900967,1
21,964,-1.133826733,-0.1313288361,1
21,980,NaN,NaN,2
21,996,2.104740143,-0.8106995821,1
21,1012,3.094846725,-0.3187100887,1
21,1028,3.188623667,-1.324304342,1
21,1044,4.481217384,-0.9721080065,1
21,1060,NaN,NaN,2
21,1076,NaN,NaN,2
21,1092,NaN,NaN,2
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,0.1953024566,-0.3959952891,1
37,36,-0.1183942854,0.07670025527,1
37,52,-0.2707504034,0.2336068451,1
37,68,-0.2173495293,-0.4965868592,1
37,84,-0.4698418379,-0.5389368534,1
37,100,-0.2120671868,0.2508006692,1
37,116,0.1017137319,-0.1304645687,1
37,132,0.06895819306,-0.2771140635,1
37,148,-0.01350878552,-0.2858775258,1
37,164,0.1741226614,-0.640948832,1
37,180,0.427357614,-0.2408833802,1
37,196,0.3586589098,0.04094643891,1
37,212,0.03514686227,0.008830577135,1
37,228,-0.4234851301,-0.4672531486,1
37,244,-0.2732991576,-0.4611614943,1
37,260,-0.2309644818,-0.1320018023,1
37,276,-0.5039191842,-0.07475337386,1
37,292,-0.5060815811,-0.418071121,1
37,308,-0.4033028185,0.07671269029,1
37,324,-0.05026768148,0.2776558399,1
37,340,0.3343172073,0.179076761,1
37,356,0.2693996131,0.1314352453,1
37,372,0.06603687257,-0.01881884038,1
37,388,-0.1354293972,-0.112160176,1
37,404,-0.1293180287,-0.0199329257,1
37,420,0.2711804807,0.2847986221,1
37,436,0.07397800684,-0.08298043907,1
37,452,-0.03508258611,0.08663883805,1
37,468,-0.0435988009,0.04314612225,1
37,484,0.04011862725,-0.01563707925,1
37,500,0.1454207897,-0.1455762684,1
37,516,0.01302972436,0.03596036136,1
37,532,0.1990585923,0.204710722,1
37,548,0.03464637697,-0.2344225049,1
37,564,0.2039018869,-0.2412734032,1
37,580,0.4468998909,0.04611377418,1
37,596,0.2665798962,0.2972266078,1
37,612,0.42612046,0.2451646626,1
37,628,0.2893597484,0.3169067502,1
37,644,-0.007746938616,0.196502775,1
37,660,-0.1554617286,-0.1095379293,1
37,676,-0.3772044778,-0.2709594667,1
37,692,-0.3550419509,-0.4195007086,1
37,708,-0.3546257019,-0.07181113213,1
37,724,-0.4995586872,0.02461847663,1
37,740,-0.3909597099,-0.01427298784,1
37,756,0.07254289091,-0.03772183508,1
37,772,-0.2039153874,-0.1099756584,1
37,788,-0.415543139,-0.1516757607,1
37,804,-0.06785358489,0.3449331522,1
37,820,NaN,NaN,2
37,836,0.4201908112,0.4346595407,1
37,852,0.1780152321,-0.1357292682,1
37,868,0.4152119756,-0.2521720231,1
37,884,0.03942173719,-0.01365759224,1
37,900,0.7286961079,-0.08173078299,1
37,916,1.090721846,-0.6096531153,1
37,932,0.840575397,0.2155051529,1
37,948,0.2467220128,0.3921013474,1
37,964,0.2196525335,-0.445558846,1
37,980,0.6930632591,-0.5152102709,1
37,996,1.169178128,-0.1383493394,1
37,1012,1.393596172,-0.4146896601,1
37,1028,3.627441168,-1.076703787,1
37,1044,3.133289576,-1.006489396,1
37,1060,NaN,NaN,2
37,1076,1.826651216,-1.496866226,1
37,1092,1.258934975,-2.331124544,1
37,1108,0.01068866253,-3.798305035,1
37,1124,NaN,NaN,2
53,20,0.1371055841,-0.2919567823,1
53,36,0.2753857374,0.09459321201,1
53,52,0.3072760701,0.4419362843,1
53,68,-0.03597280383,0.2659215331,1
53,84,-0.2212514281,-0.2389940321,1
53,100,0.1563700736,0.09800896049,1
53,116,-0.2298620045,-0.4278707504,1
53,132,-0.1631599367,-0.1180737764,1
53,148,-0.02470900118,0.155434221,1
53,164,0.2031605244,-0.2771615982,1
53,180,0.485447824,-0.1244488284,1
53,196,0.1158678234,-0.1040797308,1
53,212,-0.04023005813,0.1011138856,1
53,228,-0.08155174553,0.2320235372,1
53,244,0.04875449836,0.07893620431,1
53,260,0.1571387351,-0.5547807217,1
53,276,0.04972933978,-0.3517055511,1
53,292,-0.1154955551,-0.2231810838,1
53,308,-0.00871348381,0.06587566435,1
53,324,0.2283322364,0.150061354,1
53,340,0.07310602069,-0.07752538472,1
53,356,0.4215784371,-0.1384787112,1
53,372,0.6095753908,0.0136657171,1
53,388,0.02245952189,0.08116181195,1
53,404,0.01416907832,0.2523032427,1
53,420,NaN,NaN,2
53,436,0.02414819412,-0.1078208238,1
53,452,-0.1425946653,-0.03481514752,1
53,468,-0.2142364681,0.07280901074,1
53,484,-0.09350129962,0.2872469127,1
53,500,-0.1979881078,-0.05835062265,1
53,516,-0.4690092504,-0.0283396095,1
53,532,0.02044969052,0.110516876,1
53,548,0.4050928354,0.1573066711,1
53,564,0.2050139755,0.4436166286,1
53,580,0.09780676663,0.5828796029,1
53,596,-0.05179001391,-0.1259659827,1
53,612,-0.1316126883,-0.2701119781,1
53,628,-0.1451777816,0.12522237,1
53,644,-0.2458633035,-0.3028335869,1
53,660,-0.01080755889,-0.3927448988,1
53,676,-0.1587364078,0.03419181705,1
53,692,-0.3389641643,-0.238493979,1
53,708,-0.3694264591,-0.04117359221,1
53,724,-0.3523880839,0.3557258248,1
53,740,NaN,NaN,2
53,756,-0.2412113845,0.5632623434,1
53,772,-0.1841232032,0.2291853428,1
53,788,-0.3261209726,0.1108904779,1
53,804,-0.2810798287,0.451233685,1
53,820,-0.3087322712,0.5149382949,1
53,836,-0.1895352453,0.2507067323,1
53,852,0.2065220624,-0.1530251652,1
53,868,0.2715562284,0.1008699685,1
53,884,0.4475984275,-0.1796067804,1
53,900,0.4185402989,-0.32934466,1
53,916,0.3575926423,-0.7189930677,1
53,932,NaN,NaN,2
53,948,0.44193241,-0.1280116886,1
53,964,0.1775353104,-0.3474211991,1
53,980,0.3549563885,-0.3862049878,1
53,996,0.2503577471,0.03095328808,1
53,1012,-0.5553098917,-0.05000597239,1
53,1028,1.377040267,-0.4659694433,1
53,1044,1.108245969,-0.7106214166,1
53,1060,0.8326793313,-0.1291008592,1
53,1076,1.002002478,-0.5998802185,1
53,1092,0.7809899449,-0.988981843,1
53,1108,-0.4583985806,-1.214077234,1
53,1124,NaN,NaN,2
69,20,0.008813969791,-0.04822450876,1
69,36,0.430534929,0.6445329785,1
69,52,0.7429943085,0.325140208,1
69,68,0.1490372866,-0.2205026001,1
69,84,-0.1285706908,-0.224290818,1
69,100,0.3763955235,0.2508180141,1
69,116,-0.1346583664,-0.2623337507,1
69,132,-0.2099494934,-0.2312913239,1
69,148,0.09697575867,0.144417122,1
69,164,0.2620541751,0.01813522726,1
69,180,0.4022632837,0.1211025864,1
69,196,0.2298884988,0.1203595623,1
69,212,-0.01935141534,0.1482753754,1
69,228,0.04714114964,0.2553474605,1
69,244,0.08682467043,0.0003159567714,1
69,260,0.2763917148,-0.3240207732,1
69,276,0.3612057567,-0.00938905403,1
69,292,-0.01448366046,0.2517487705,1
69,308,-0.280826211,0.03405588865,1
69,324,-0.1818120033,-0.02019004524,1
69,340,-0.01118862629,-0.1907065064,1
69,356,0.3703086078,-0.2567330599,1
69,372,0.3955509961,0.02724950388,1
69,388,0.03457958251,0.05730106682,1
69,404,-0.1470958292,0.3013499379,1
69,420,0.1643914282,0.5443708897,1
69,436,0.06468503177,-0.336250633,1
69,452,-0.0892592445,-0.2753256559,1
69,468,-0.3851984739,0.2740457058,1
69,484,-0.1174222827,0.5021336675,1
69,500,-0.04627654329,0.06262812018,1
69,516,-0.03059872985,-0.1644309461,1
69,532,0.04834700376,0.1382888108,1
69,548,0.2398719192,0.6355862617,1
69,564,0.08125087619,0.5555348992,1
69,580,-0.2572029233,0.3501841426,1
69,596,NaN,NaN,2
69,612,0.2280331552,-0.3653813004,1
69,628,0.2054735124,0.08202420175,1
69,644,-0.1269264966,-0.2467373908,1
69,660,NaN,NaN,2
69,676,-0.02308914065,-0.1856431663,1
69,692,-0.472050786,-0.04182362184,1
69,708,-0.3835242093,0.2885479033,1
69,724,-0.2857875228,0.7111437917,1
69,740,-0.1698825955,0.5040182471,1
69,756,0.1003180295,0.06568166614,1
69,772,-0.3965310454,-0.4037212431,1
69,788,-0.271584034,-0.16953592,1
69,804,-0.1055798084,0.3080090582,1
69,820,-0.1426646858,0.3073642254,1
69,836,0.07023444772,0.1398941278,1
