PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[5]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
181,324,-16.62714386,-11.76045322,1
181,340,NaN,NaN,2
181,356,-15.72969913,-11.59492302,1
181,372,-14.53796387,-9.015900612,1
181,388,-13.6828928,-8.959693909,1
181,404,-13.87500572,-8.572763443,1
181,420,-14.11275864,-7.945570946,1
181,436,-13.95020676,-8.799520493,1
181,452,-13.08159065,-9.468642235,1
181,468,-12.57336807,-9.177607536,1
181,484,-12.65540409,-8.988630295,1
181,500,-11.35290337,-8.834025383,1
181,516,-11.19249821,-8.947030067,1
181,532,-10.07988358,-9.227150917,1
181,548,-8.853137016,-9.23111248,1
181,564,-8.940548897,-8.768770218,1
181,580,NaN,NaN,2
181,596,-9.954677582,-7.76563406,1
181,612,-8.880253792,-7.812943935,1
181,628,NaN,NaN,2
181,644,-9.256117821,-7.633334637,1
181,660,-10.95101643,-6.743882656,1
181,676,-10.37965298,-6.477407455,1
181,692,NaN,NaN,2
181,708,NaN,NaN,2
181,724,-8.640969276,-5.848153114,1
181,740,-7.959978104,-5.640235424,1
181,756,-8.061769485,-4.86493969,1
181,772,-8.840829849,-6.557578564,1
181,788,NaN,NaN,2
181,804,NaN,NaN,2
181,820,-8.700395584,-6.995245934,1
181,836,-8.003458977,-8.123901367,1
181,852,-6.948215485,-8.127840996,1
181,868,-6.386856556,-8.085328102,1
181,884,-5.827139378,-6.707568169,1
181,900,-5.116808891,-4.270549774,1
181,916,NaN,NaN,2
181,932,-7.429132462,-4.331807137,1
181,948,-6.529411316,-3.928071737,1
181,964,-6.031870842,-4.862431526,1
181,980,-5.550362587,-4.780353069,1
181,996,-4.540225506,-5.0774827,1
181,1012,-4.581129551,-5.195041656,1
181,1028,-5.047781944,-2.978121996,1
181,1044,NaN,NaN,2
181,1060,-4.374165058,-3.551956654,1
181,1076,NaN,NaN,2
181,1092,-3.571870327,-1.641478539,1
181,1108,-3.911397934,-0.5156264901,1
181,1124,-5.007213116,0.640591383,1
197,20,NaN,NaN,2
197,36,2.262541294,7.319452286,1
197,52,NaN,NaN,2
197,68,-0.6468043327,-1.292279959,1
197,84,-0.08748912811,-0.2667512894,1
197,100,-9.120609283,-9.735713959,1
197,116,NaN,NaN,2
197,132,-12.96239853,-7.713840008,1
197,148,-11.36714649,-8.216638565,1
197,164,NaN,NaN,2
197,180,-9.249457359,-9.231666565,1
197,196,-10.73782158,-9.105053902,1
197,212,NaN,NaN,2
197,228,NaN,NaN,2
197,244,-10.06706524,-10.40940189,1
197,260,-10.79080772,-10.85701561,1
197,276,-11.78621292,-10.8803215,1
197,292,-12.79395294,-11.15546322,1
197,308,-13.88446712,-10.7467556,1
197,324,-15.39189816,-10.26221275,1
197,340,-15.3985796,-11.25781345,1
197,356,-14.33656216,-11.08474922,1
197,372,-14.30039215,-8.61280632,1
197,388,-13.60084248,-9.091538429,1
197,404,-13.9076252,-9.139850616,1
197,420,-14.96980953,-8.543462753,1
197,436,-15.05471897,-9.462576866,1
197,452,-12.66518688,-9.807351112,1
197,468,-10.72894859,-8.611701012,1
197,484,-10.75113583,-7.723526955,1
197,500,-9.75304985,-7.883378983,1
197,516,-9.689843178,-8.405543327,1
197,532,-9.612984657,-9.188358307,1
197,548,-8.935834885,-9.701422691,1
197,564,NaN,NaN,2
197,580,NaN,NaN,2
197,596,-10.64745903,-7.755746365,1
197,612,-9.778579712,-8.955209732,1
197,628,-8.961200714,-7.873006344,1
197,644,-9.125402451,-7.073266506,1
197,660,-9.281975746,-6.563537598,1
197,676,-9.160277367,-5.381389141,1
197,692,-9.617572784,-6.563793659,1
197,708,-9.067466736,-7.139765739,1
197,724,-7.865272045,-6.903907299,1
197,740,-6.881228924,-6.09000206,1
197,756,-6.681806564,-5.135763645,1
197,772,-6.554081917,-4.803670883,1
197,788,-7.27862215,-6.086544037,1
197,804,-8.081208229,-6.924003124,1
197,820,-8.294677734,-8.312662125,1
197,836,-7.500795364,-8.998833656,1
197,852,-7.081667423,-8.910114288,1
197,868,-7.412757874,-8.898283958,1
197,884,-6.280272484,-7.340088367,1
197,900,-5.885183811,-4.371121407,1
197,916,-6.252981186,-3.547151327,1
197,932,-7.57235384,-2.498126984,1
197,948,-7.345499039,-2.683588028,1
197,964,-6.14708519,-3.499025583,1
197,980,-4.892412186,-3.952848434,1
197,996,-4.353372574,-4.018759251,1
197,1012,-4.274830818,-4.57937479,1
197,1028,-4.935087204,-3.484837532,1
197,1044,-5.310730934,-2.216230869,1
197,1060,NaN,NaN,2
197,1076,NaN,NaN,2
197,1092,-2.614310265,-1.007031083,1
197,1108,-2.141978741,0.341963172,1
197,1124,NaN,NaN,2
213,20,6.29833889,2.455014229,1
213,36,0.5337102413,6.862354279,1
213,52,NaN,NaN,2
213,68,NaN,NaN,2
213,84,-8.091814995,-6.759365559,1
213,100,-7.448698044,-7.300930023,1
213,116,NaN,NaN,2
213,132,-10.25256348,-9.025615692,1
213,148,-11.14999008,-8.657735825,1
213,164,-8.908293724,-8.799420357,1
213,180,-8.441539764,-8.882230759,1
213,196,-9.130821228,-8.938205719,1
213,212,-9.32480526,-9.305323601,1
213,228,-9.411989212,-9.206219673,1
213,244,-9.915353775,-9.508690834,1
213,260,-9.959417343,-10.50652981,1
213,276,-10.43058491,-10.71915245,1
213,292,-11.01874352,-10.60069275,1
213,308,-11.28581524,-10.21603394,1
213,324,-12.25639915,-9.685935974,1
213,340,-15.29294872,-10.18027973,1
213,356,-13.30930328,-9.869897842,1
213,372,-13.95033741,-8.744610786,1
213,388,-14.50105,-9.079639435,1
213,404,-13.77595425,-9.675419807,1
213,420,-14.21601391,-10.84917927,1
213,436,-13.49934578,-10.46906948,1
213,452,-12.12341976,-9.738611221,1
213,468,-11.22136974,-8.368888855,1
213,484,-9.78302002,-7.420173168,1
213,500,-8.898031235,-7.324639797,1
213,516,-8.901509285,-8.234402657,1
213,532,-9.463477135,-9.309473991,1
213,548,-9.569825172,-9.612896919,1
213,564,-8.426139832,-9.636133194,1
213,580,-7.149002552,-8.958251953,1
213,596,NaN,NaN,2
213,612,-8.448256493,-8.451727867,1
213,628,-8.338150978,-7.68721056,1
213,644,-10.37804508,-7.396236897,1
213,660,NaN,NaN,2
213,676,NaN,NaN,2
213,692,NaN,NaN,2
213,708,-9.121295929,-7.840060711,1
213,724,-8.846029282,-7.035440922,1
213,740,-7.287169456,-6.548970699,1
213,756,-6.850229263,-5.768978119,1
213,772,-6.398356915,-5.473791599,1
213,788,-6.391027927,-7.034662724,1
213,804,-6.589050293,-8.789467812,1
213,820,-6.510567665,-8.698232651,1
213,836,-6.730730057,-9.315872192,1
213,852,-6.753727913,-9.256128311,1
213,868,-6.858594894,-9.599230766,1
213,884,NaN,NaN,2
213,900,-6.635803223,-5.395301342,1
213,916,-6.529678822,-3.074798584,1
213,932,-7.901307583,-0.9571914673,1
213,948,-8.238113403,-1.459328175,1
213,964,-6.924949169,-2.90732336,1
213,980,-4.608917236,-3.433799028,1
213,996,NaN,NaN,2
213,1012,-3.690088511,-4.857452393,1
213,1028,-3.802093983,-3.253246307,1
213,1044,-3.008981228,-2.319386482,1
213,1060,-2.548265219,-1.746770978,1
213,1076,-2.17039752,-0.999666512,1
213,1092,NaN,NaN,2
213,1108,NaN,NaN,2
213,1124,0.1992874146,-0.1949763298,1
229,20,NaN,NaN,2
229,36,-2.881028652,3.298870325,1
229,52,-9.749563217,-9.864187241,1
229,68,NaN,NaN,2
229,84,-10.18379211,-9.799318314,1
229,100,-9.944993973,-10.57195187,1
229,116,-13.18990612,-9.580631256,1
229,132,-12.26989746,-8.572455406,1
229,148,-9.887996674,-9.609448433,1
229,164,NaN,NaN,2
229,180,-7.911764145,-8.891036034,1
229,196,-7.736249924,-9.043258667,1
229,212,-8.613295555,-9.236784935,1
229,228,-8.826618195,-9.198545456,1
229,244,-9.194150925,-9.812525749,1
229,260,-9.410531998,-10.55872726,1
229,276,-9.089237213,-10.74185753,1
229,292,-9.246322632,-9.917049408,1
229,308,-8.67820549,-9.850640297,1
229,324,NaN,NaN,2
229,340,NaN,NaN,2
229,356,-12.44760513,-9.733304977,1
229,372,-15.40837669,-9.48550415,1
229,388,-16.00056458,-9.11332798,1
229,404,-14.55992031,-9.662899971,1
229,420,-13.4881382,-11.03555107,1
229,436,-12.41861153,-9.690644264,1
229,452,-11.9289875,-8.93100071,1
229,468,-12.09945774,-7.992096424,1
229,484,-10.89624882,-7.631546497,1
229,500,-9.753227234,-7.59270668,1
229,516,-9.608351707,-8.242575645,1
229,532,-9.402494431,-9.749973297,1
229,548,-8.152700424,-10.17406559,1
229,564,-7.592632294,-9.485905647,1
229,580,-5.985416889,-10.4471817,1
229,596,-6.479049206,-10.5300703,1
229,612,-7.300004959,-8.736368179,1
229,628,-7.530190468,-8.611135483,1
229,644,-9.039506912,-7.608639717,1
229,660,-9.427103996,-6.76227808,1
229,676,-9.048224449,-6.101288319,1
229,692,-8.719600677,-7.26438427,1
229,708,NaN,NaN,2
229,724,-8.025113106,-6.872499466,1
229,740,-6.89474535,-6.41557169,1
229,756,-6.746944904,-6.274332047,1
229,772,-5.836515903,-6.337115765,1
229,788,-5.184734344,-6.752585411,1
229,804,-5.032229424,-8.181874275,1
229,820,-4.704592228,-7.970201492,1
229,836,-5.409150124,-8.701404572,1
229,852,-6.014227867,-8.878426552,1
229,868,-6.441663742,-8.526007652,1
229,884,-6.797365189,-6.762813568,1
229,900,-6.146649837,-6.079435349,1
229,916,-5.95652771,-3.362314463,1
229,932,NaN,NaN,2
229,948,NaN,NaN,2
229,964,-6.100615978,-5.673150063,1
229,980,-5.333167076,-6.048681259,1
229,996,NaN,NaN,2
229,1012,-2.685874939,-3.133158207,1
229,1028,-2.570992708,-2.530660629,1
229,1044,-2.739650011,-1.808765173,1
229,1060,-2.54372263,-1.230287194,1
229,1076,-1.612360001,-0.5340493917,1
229,1092,-0.5630640984,-0.2417345643,1
229,1108,0.1136654615,-1.365595102,1
229,1124,NaN,NaN,2
245,20,NaN,NaN,2
245,36,NaN,NaN,2
245,52,-9.051642418,-9.548034668,1
245,68,-10.89817429,-11.27557278,1
245,84,NaN,NaN,2
245,100,NaN,NaN,2
245,116,-11.20339394,-9.724669456,1
245,132,-12.16128254,-8.667010307,1
245,148,-10.69960213,-9.169043541,1
245,164,-8.868145943,-8.975194931,1
245,180,-9.520657539,-8.823777199,1
245,196,-8.374065399,-8.615621567,1
245,212,-8.536970139,-8.84009552,1
245,228,-8.310783386,-9.669406891,1
245,244,NaN,NaN,2
245,260,-8.430130005,-10.44407463,1
245,276,-8.594368935,-11.27309704,1
245,292,-8.512282372,-10.69600773,1
245,308,-8.166665077,-10.45702553,1
245,324,-8.507820129,-9.447552681,1
245,340,-9.878193855,-8.809634209,1
245,356,-12.70990562,-9.666734695,1
245,372,-15.22583485,-9.655138969,1
245,388,-16.07246399,-9.029914856,1
245,404,NaN,NaN,2
245,420,NaN,NaN,2
245,436,-12.65798855,-9.016612053,1
245,452,-11.77626801,-8.194084167,1
245,468,-10.56879234,-7.414731979,1
245,484,-8.715017319,-7.588099957,1
245,500,-7.426616192,-8.232852936,1
245,516,-7.695947647,-8.542135239,1
245,532,-7.754855633,-9.846366882,1
245,548,-6.412638664,-10.00051975,1
245,564,-6.651566505,-9.075464249,1
245,580,-5.368662357,-10.47718143,1
245,596,-5.366010189,-10.57248688,1
245,612,NaN,NaN,2
245,628,NaN,NaN,2
245,644,-6.829752445,-7.75118351,1
245,660,-6.616722584,-7.141917229,1
245,676,-7.4199543,-6.339570045,1
245,692,-7.633207321,-6.376708508,1
245,708,-7.014477253,-6.431703091,1
245,724,-6.199973583,-6.551406384,1
245,740,-5.658830166,-6.616907597,1
245,756,-5.871892929,-6.937728882,1
245,772,-4.983317375,-6.904742241,1
245,788,-3.927655697,-7.124861717,1
245,804,-3.3402071,-7.250683308,1
245,820,-3.261383057,-7.434995651,1
245,836,-3.843799829,-8.190871239,1
245,852,-4.671611786,-8.172222137,1
245,868,-4.964484215,-7.310131073,1
245,884,-5.660130501,-5.828092575,1
245,900,-6.085997105,-5.241349697,1
245,916,-6.054673672,-3.771882772,1
245,932,-6.734548569,-1.809968948,1
245,948,-7.464152336,-3.064180613,1
245,964,-5.993697166,-5.016580105,1
245,980,-5.570658684,-4.065523148,1
245,996,NaN,NaN,2
245,1012,-2.189023495,-2.135048866,1
245,1028,-1.052078843,-2.248856068,1
245,1044,-1.885609269,-1.874026537,1
245,1060,NaN,NaN,2
245,1076,-1.179441571,-0.3846966624,1
245,1092,-0.09807908535,0.03685666621,1
245,1108,0.6761156917,-0.4363156557,1
245,1124,NaN,NaN,2
261,20,-15.50630856,-10.1617527,1
261,36,-10.68014812,-9.575515747,1
261,52,-11.32493877,-10.03102303,1
261,68,NaN,NaN,2
261,84,NaN,NaN,2
261,100,-11.89063931,-9.930819511,1
261,116,-10.34743023,-9.605804443,1
261,132,-9.509932518,-9.515137672,1
261,148,-8.824381828,-8.863642693,1
261,164,-8.281638145,-8.731786728,1
261,180,-9.694643974,-9.056485176,1
261,196,NaN,NaN,2
261,212,NaN,NaN,2
261,228,NaN,NaN,2
261,244,-9.844844818,-9.389266968,1
261,260,-8.588078499,-9.428448677,1
261,276,-8.461139679,-10.0555687,1
261,292,-8.805303574,-10.78388119,1
261,308,-8.538624763,-9.994906425,1
261,324,-8.419103622,-9.284252167,1
261,340,-8.652160645,-8.579888344,1
261,356,-10.73692131,-8.86958313,1
261,372,-13.73755455,-10.15464592,1
261,388,-14.53599548,-9.74152565,1
261,404,-15.76944256,-8.307941437,1
261,420,-16.26237297,-8.000756264,1
261,436,-13.09238529,-8.056879997,1
261,452,-11.66599178,-7.371921539,1
261,468,-9.815746307,-7.27737999,1
261,484,-9.506082535,-7.409270763,1
261,500,-8.402788162,-8.377280235,1
261,516,-7.907158375,-8.916276932,1
261,532,-5.573437691,-9.419224739,1
261,548,-3.895619869,-9.854569435,1
261,564,-3.184049606,-9.935952187,1
261,580,-2.230992317,-9.552189827,1
261,596,-4.222459316,-10.9129591,1
261,612,NaN,NaN,2
261,628,NaN,NaN,2
261,644,-5.157167435,-7.823440552,1
261,660,NaN,NaN,2
261,676,-6.238739967,-6.313397408,1
261,692,-6.270196915,-5.816014767,1
261,708,-5.764414787,-6.575148582,1
261,724,-5.280415535,-6.247499466,1
261,740,-4.877807617,-7.15019083,1
261,756,-4.541712761,-6.820003033,1
261,772,-4.589425087,-6.775465488,1
261,788,-3.278297663,-7.46876955,1
261,804,-1.745816946,-8.13398838,1
261,820,-1.242933989,-8.569281578,1
261,836,-1.144424438,-8.526494026,1
261,852,-1.22910738,-7.497995377,1
261,868,NaN,NaN,2
261,884,NaN,NaN,2
261,900,-5.036182404,-4.025947571,1
261,916,-5.808895111,-3.652864456,1
261,932,-5.655389309,-2.781718254,1
261,948,-5.372438431,-4.186455727,1
261,964,-5.064328194,-3.332565308,1
261,980,-4.496673107,-1.943604946,1
261,996,-3.044733524,-2.012289286,1
261,1012,-1.483549953,-2.422902584,1
261,1028,-0.5552299619,-2.660312414,1
261,1044,-0.6462307572,-2.022798538,1
261,1060,-1.624367476,-1.309167385,1
261,1076,-0.6133880019,-0.5952962041,1
261,1092,0.4276988506,-0.3616469502,1
261,1108,0.7927228808,-1.345691442,1
261,1124,0.1859151125,0.826570034,1
277,20,-11.74457741,-13.27654934,1
277,36,-11.17615032,-12.53369999,1
277,52,-10.90266514,-11.60569286,1
277,68,-11.07984734,-10.8448534,1
277,84,-11.34107876,-10.38912964,1
277,100,-9.933633804,-9.825357437,1
277,116,-8.931433678,-9.464920998,1
277,132,-8.00011158,-9.32996273,1
277,148,-7.346279621,-9.057560921,1
277,164,-7.875116825,-9.442975998,1
277,180,-8.509934425,-7.883873463,1
277,196,-9.217494011,-6.956442356,1
277,212,-9.901695251,-6.799899578,1
277,228,-10.30598831,-7.521100521,1
277,244,-7.881462097,-7.843467712,1
277,260,-7.894081593,-7.539494514,1
277,276,-8.437446594,-8.403565407,1
277,292,-8.150101662,-9.747591972,1
277,308,-7.307376862,-8.958173752,1
277,324,NaN,NaN,2
277,340,-6.822268486,-8.545201302,1
277,356,-10.00463963,-9.200863838,1
277,372,-12.63001823,-10.13767624,1
277,388,-12.51287842,-8.727674484,1
277,404,-15.18818474,-10.17063046,1
277,420,NaN,NaN,2
277,436,-12.1106472,-7.095453739,1
277,452,-9.901047707,-6.741375446,1
277,468,-7.268808365,-6.972088337,1
277,484,NaN,NaN,2
277,500,-6.012104034,-8.525510788,1
277,516,-6.935817719,-8.641188622,1
277,532,-3.633822441,-9.291954994,1
277,548,-2.205914497,-10.52520752,1
277,564,NaN,NaN,2
277,580,-1.901736259,-9.570791245,1
277,596,-2.890094042,-9.203399658,1
277,612,-3.535363913,-10.33619499,1
277,628,-3.539992094,-10.03439045,1
277,644,-3.831099987,-7.692270756,1
277,660,-5.714653015,-6.489638329,1
277,676,NaN,NaN,2
277,692,NaN,NaN,2
277,708,NaN,NaN,2
277,724,-4.808037281,-5.638546467,1
277,740,-4.812173367,-6.482555389,1
277,756,-3.987363577,-6.419558525,1
277,772,-2.858823299,-7.355725765,1
277,788,-2.205614805,-7.979286671,1
277,804,-0.7408789396,-8.755516052,1
277,820,-0.2384297252,-9.274747849,1
277,836,0.1153644919,-8.799253464,1
277,852,0.2846264839,-7.68558836,1
277,868,NaN,NaN,2
277,884,NaN,NaN,2
277,900,-4.099206448,-4.275734425,1
277,916,-4.762041092,-3.445270061,1
277,932,-4.072186947,-2.369514465,1
277,948,-3.211549282,-2.510912895,1
277,964,-3.168514252,-2.078966379,1
277,980,-2.673692703,-1.593738079,1
277,996,-1.769273281,-1.465223312,1
277,1012,-0.9743833542,-3.461416721,1
277,1028,NaN,NaN,2
277,1044,-0.4122040868,-2.610836744,1
277,1060,-1.073360205,-1.60442698,1
277,1076,-0.06665997207,-1.615341425,1
277,1092,0.1399299651,-1.16532135,1
277,1108,0.6050562263,-0.9610908031,1
277,1124,0.5195143223,0.568996191,1
293,20,NaN,NaN,2
293,36,-10.51638031,-12.71264362,1
293,52,-10.61690521,-11.84941769,1
293,68,-10.34733009,-10.97686577,1
293,84,-10.16470909,-10.44279194,1
293,100,-8.717009544,-10.21017647,1
293,116,-7.889355659,-9.784294128,1
293,132,-7.15998745,-9.592396736,1
293,148,-6.989027977,-9.648288727,1
293,164,-9.551026344,-8.462029457,1
293,180,-10.17840767,-7.562179565,1
293,196,-8.482931137,-6.708853245,1
293,212,-7.815409184,-6.621388435,1
293,228,-7.431727409,-7.402801514,1
293,244,NaN,NaN,2
293,260,-6.460176468,-6.56542778,1
293,276,-7.541273594,-6.537267685,1
293,292,-6.496813774,-7.561042309,1
293,308,-5.997225761,-7.682731152,1
293,324,-5.91410923,-7.827795982,1
293,340,-6.495149612,-8.670401573,1
293,356,-9.140872955,-10.15775585,1
293,372,NaN,NaN,2
293,388,NaN,NaN,2
293,404,-12.72398376,-10.53143692,1
293,420,NaN,NaN,2
293,436,-10.65252304,-6.610788822,1
293,452,-8.163969994,-6.553052902,1
293,468,-6.142156601,-6.725813389,1
293,484,-5.020109653,-7.991698265,1
293,500,-4.791862011,-7.300503731,1
293,516,-5.445794106,-7.413178444,1
293,532,-4.170062542,-8.820368767,1
293,548,NaN,NaN,2
293,564,NaN,NaN,2
293,580,-1.333486319,-9.643634796,1
293,596,-1.920063496,-9.021305084,1
293,612,0.3798804283,-8.706031799,1
293,628,NaN,NaN,2
293,644,-3.828855753,-7.460169792,1
293,660,-4.369915962,-6.791720867,1
293,676,-6.067950249,-6.522352695,1
293,692,-6.191200733,-6.789001465,1
293,708,-5.159954071,-6.149700642,1
293,724,-5.767935753,-5.858300686,1
293,740,-5.344495773,-6.255957127,1
293,756,NaN,NaN,2
293,772,NaN,NaN,2
293,788,-1.305055976,-8.324525833,1
293,804,-0.1769284606,-8.004792213,1
293,820,-0.0962946713,-8.629954338,1
293,836,-0.759285748,-8.863832474,1
293,852,0.1073708534,-6.729915619,1
293,868,0.04327821732,-7.049145699,1
293,884,-1.037959337,-6.611127853,1
293,900,-4.290316105,-4.93417263,1
293,916,-3.616033077,-3.892338276,1
293,932,-2.761566401,-2.166865826,1
293,948,-1.58707571,-3.870156527,1
293,964,-0.8711643219,-1.89709115,1
293,980,NaN,NaN,2
293,996,-0.7068574429,-1.723444223,1
293,1012,0.01106452942,-2.904584646,1
293,1028,2.513529778,-3.559746504,1
293,1044,2.512476921,-2.70636344,1
293,1060,1.235553503,-2.584712505,1
293,1076,0.2333395034,-2.310872555,1
293,1092,-0.08124573529,-1.67396605,1
293,1108,0.313298434,-0.5423749685,1
293,1124,NaN,NaN,2
309,20,NaN,NaN,2
309,36,-10.47698784,-12.61724091,1
309,52,-9.879234314,-11.37576485,1
309,68,-9.71632576,-11.1873312,1
309,84,-9.462063789,-10.22690201,1
309,100,-9.543890953,-10.21171188,1
309,116,-8.202757835,-10.16171265,1
309,132,NaN,NaN,2
309,148,-8.331092834,-9.662186623,1
309,164,-10.58230686,-7.971816063,1
309,180,-9.042534828,-6.882304668,1
309,196,-7.85089159,-6.666972637,1
309,212,-7.509097099,-6.30600071,1
309,228,-8.047891617,-7.658082485,1
309,244,-6.288820267,-8.184553146,1
309,260,-5.784747601,-6.369077682,1
309,276,-6.491885185,-4.671538353,1
309,292,-6.569804192,-5.155683517,1
309,308,-5.945587635,-5.620433331,1
309,324,NaN,NaN,2
309,340,-6.690647602,-7.31613636,1
309,356,-7.831161499,-11.43263149,1
309,372,NaN,NaN,2
309,388,-4.945133209,-14.17902946,1
309,404,-5.782971382,-7.329444885,1
309,420,-6.443202972,-5.852481365,1
309,436,-7.732735634,-6.272532463,1
309,452,-5.7592206,-6.212373734,1
309,468,-4.552541256,-6.501297951,1
309,484,-3.728689194,-6.316940784,1
309,500,-4.417041302,-6.687682152,1
309,516,-4.868315697,-6.635972977,1
309,532,-4.723473072,-8.505300522,1
309,548,-3.359040022,-12.09500885,1
309,564,-2.238907814,-9.547775269,1
309,580,-1.103582859,-9.876803398,1
309,596,-1.322414637,-9.375865936,1
309,612,-0.8822181225,-8.883893013,1
309,628,NaN,NaN,2
309,644,NaN,NaN,2
309,660,-3.517930031,-6.993863106,1
309,676,-3.723835707,-6.67560482,1
309,692,-4.504181862,-6.520154953,1
309,708,-5.738700867,-6.314056873,1
309,724,-4.979040146,-6.649773121,1
309,740,-4.069677353,-6.115986824,1
309,756,-3.519711494,-7.49661684,1
309,772,NaN,NaN,2
309,788,-2.13657999,-7.413240433,1
309,804,-0.9440617561,-7.461200714,1
309,820,-1.673919201,-8.50224781,1
309,836,-0.6191998124,-8.54967308,1
309,852,-0.1313622296,-8.139575958,1
309,868,NaN,NaN,2
309,884,-0.04928314686,-6.605584145,1
309,900,NaN,NaN,2
309,916,-2.403409481,-5.221606255,1
309,932,-1.203995705,-4.418811798,1
309,948,0.8705191612,-3.732733727,1
309,964,NaN,NaN,2
309,980,0.719555378,-3.368257761,1
309,996,0.9615873098,-2.778757095,1
309,1012,2.103161335,-3.126096964,1
309,1028,2.854947567,-2.136201859,1
309,1044,3.769971609,-2.589643478,1
309,1060,NaN,NaN,2
309,1076,0.3345985711,-2.439602613,1
309,1092,0.1057791114,-1.860438347,1
309,1108,0.2483210564,-0.3994491696,1
309,1124,NaN,NaN,2
325,20,NaN,NaN,2
325,36,-9.090550423,-12.67221832,1
325,52,-8.87311554,-10.77146435,1
325,68,-8.306801796,-10.24496174,1
325,84,-9.140146255,-10.61489201,1
325,100,-9.660462379,-9.735368729,1
325,116,-7.385712624,-9.788838387,1
325,132,-7.45776844,-9.336263657,1
325,148,-8.628051758,-8.945662498,1
325,164,-9.513357162,-8.682055473,1
325,180,NaN,NaN,2
325,196,-8.548897743,-6.385212421,1
325,212,-7.924942493,-6.035953045,1
325,228,-6.805743217,-6.447580338,1
325,244,NaN,NaN,2
325,260,-6.106419563,-7.50028038,1
325,276,-6.763148785,-4.842551708,1
325,292,-6.35398674,-3.272711277,1
325,308,-6.190836906,-3.176171303,1
325,324,NaN,NaN,2
325,340,-8.146026611,-9.210802078,1
325,356,-5.195624352,-12.39808178,1
325,372,-4.274257183,-12.22939301,1
325,388,-2.16331768,-13.93849754,1
325,404,-2.521596909,-3.206905127,1
325,420,-4.483487129,-5.273427486,1
325,436,NaN,NaN,2
325,452,-4.417648792,-6.344593048,1
325,468,-4.474882126,-6.126330853,1
325,484,NaN,NaN,2
325,500,-3.346362114,-5.250878811,1
325,516,-2.938295364,-7.408570766,1
325,532,-2.676225424,-8.891906738,1
325,548,NaN,NaN,2
325,564,-3.110178947,-10.52364445,1
325,580,-1.118697166,-10.34361553,1
325,596,-0.6221337318,-11.20223427,1
325,612,-1.544649363,-10.05183887,1
325,628,-4.053853035,-9.4680233,1
325,644,NaN,NaN,2
325,660,-3.952663422,-7.310853481,1
325,676,-4.030667305,-7.167564392,1
325,692,-2.974743605,-6.255720615,1
325,708,NaN,NaN,2
325,724,-2.854853153,-7.963550568,1
325,740,-3.151267529,-6.959923267,1
325,756,-3.182745934,-7.607536316,1
325,772,-1.338844299,-9.087181091,1
325,788,NaN,NaN,2
325,804,NaN,NaN,2
325,820,-0.5681217909,-8.826003075,1
325,836,-0.8256306052,-8.195563316,1
325,852,-0.1705188602,-7.585430622,1
325,868,NaN,NaN,2
325,884,2.04925251,-6.178943634,1
325,900,NaN,NaN,2
325,916,-0.4118977785,-4.496313095,1
325,932,0.3711826801,-1.465047002,1
325,948,NaN,NaN,2
325,964,NaN,NaN,2
325,980,2.331008434,-0.7807272673,1
325,996,2.781648636,-2.560544014,1
325,1012,4.327113628,-2.658531189,1
325,1028,NaN,NaN,2
325,1044,NaN,NaN,2
325,1060,NaN,NaN,2
325,1076,1.134253383,-2.234616756,1
325,1092,0.5003265738,-1.69532609,1
325,1108,0.06069144607,-0.7954916954,1
325,1124,NaN,NaN,2
341,20,NaN,NaN,2
341,36,-8.458206177,-12.12003136,1
341,52,-7.826159477,-10.97981453,1
341,68,-7.736165047,-10.24996376,1
341,84,-6.965808868,-11.1825819,1
341,100,-6.445998192,-10.97038555,1
341,116,-5.712435722,-9.508842468,1
341,132,-7.059420109,-9.373391151,1
341,148,-8.394329071,-9.426978111,1
341,164,-9.079802513,-8.473842621,1
341,180,-9.814776421,-7.165429592,1
341,196,-9.239408493,-6.210616589,1
341,212,-7.784303665,-5.803949356,1
341,228,-6.306779385,-5.747695923,1
341,244,-5.497771263,-6.166584015,1
341,260,-5.184596539,-6.127523899,1
341,276,-5.344924927,-6.193167686,1
341,292,NaN,NaN,2
341,308,-6.055812359,-2.556204319,1
341,324,-7.182125568,-5.627475262,1
341,340,-6.129565716,-9.154640198,1
341,356,-3.983548164,-12.48660946,1
341,372,-4.424224377,-10.56498718,1
341,388,-5.653659821,-10.72181129,1
341,404,NaN,NaN,2
341,420,NaN,NaN,2
341,436,-3.176058769,-5.917930126,1
341,452,-3.49544692,-5.132360458,1
341,468,-3.427420378,-4.674170494,1
341,484,NaN,NaN,2
341,500,-3.385277987,-3.474957466,1
341,516,NaN,NaN,2
341,532,-2.045626163,-8.363367081,1
341,548,NaN,NaN,2
341,564,NaN,NaN,2
341,580,NaN,NaN,2
341,596,NaN,NaN,2
341,612,-2.310057402,-10.45856762,1
341,628,-2.708252192,-10.570261,1
341,644,-3.737149,-9.789644241,1
341,660,-0.8686125278,-7.833613873,1
341,676,-0.5953884125,-6.8209939,1
341,692,NaN,NaN,2
341,708,-1.773715258,-8.504812241,1
