PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 31, filenames: A:[31]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[32]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,-0.2053002119,-0.2903120518,1
21,52,NaN,NaN,2
21,68,NaN,NaN,2
21,84,0.323528409,-0.1651551723,1
21,100,0.3247496486,-0.01213872433,1
21,116,0.364238441,0.3547850847,1
21,132,0.258231461,0.614284873,1
21,148,0.0710747838,0.6094586849,1
21,164,-0.5298879147,0.3147069216,1
21,180,NaN,NaN,2
21,196,NaN,NaN,2
21,212,NaN,NaN,2
21,228,-0.05627518892,0.1300036907,1
21,244,0.4741536379,0.4828948975,1
21,260,NaN,NaN,2
21,276,4.279711723,-4.035083771,1
21,292,4.743788719,-5.038344383,1
21,308,NaN,NaN,2
21,324,NaN,NaN,2
21,340,2.999216795,-5.172739983,1
21,356,1.872892022,-5.242470741,1
21,372,1.432549834,-5.440245628,1
21,388,0.92714715,-5.641705513,1
21,404,NaN,NaN,2
21,420,NaN,NaN,2
21,436,NaN,NaN,2
21,452,1.361400127,-3.138621807,1
21,468,1.552764177,-3.821307182,1
21,484,1.30452013,-4.829474449,1
21,500,1.841025591,-3.652248621,1
21,516,2.608422279,-2.137262344,1
21,532,1.297250032,-2.669494152,1
21,548,-1.229040146,-2.550600529,1
21,564,NaN,NaN,2
21,580,3.022934675,-2.074945927,1
21,596,3.25924921,1.732866764,1
21,612,NaN,NaN,2
21,628,4.047711372,0.1473281384,1
21,644,4.314210892,-1.356794119,1
21,660,3.101397991,-1.6043396,1
21,676,NaN,NaN,2
21,692,NaN,NaN,2
21,708,-1.818271637,-0.09604343772,1
21,724,NaN,NaN,2
21,740,2.894553661,0.3092204928,1
21,756,2.660953522,0.2842848301,1
21,772,NaN,NaN,2
21,788,0.6734137535,-2.458284378,1
21,804,1.246521115,-1.184673548,1
21,820,2.521128893,-2.263324022,1
21,836,NaN,NaN,2
21,852,1.847367048,-1.394082069,1
21,868,2.485041142,-0.1603010893,1
21,884,1.404495239,0.4318464398,1
21,900,NaN,NaN,2
21,916,NaN,NaN,2
21,932,1.103721023,-1.168688059,1
21,948,1.608592033,-0.2464232445,1
21,964,2.901564598,-0.491781354,1
21,980,2.335473537,-0.1355012953,1
21,996,1.305331588,0.1494861841,1
21,1012,2.070265532,-0.7346180677,1
21,1028,1.742398739,-1.904502749,1
21,1044,0.9453368783,-1.966087818,1
21,1060,-0.08623504639,-1.489293337,1
21,1076,0.6651849747,-1.671343803,1
21,1092,1.990908861,-0.7834879756,1
21,1108,NaN,NaN,2
21,1124,2.531859875,-0.1529278755,1
37,20,-0.3026134968,0.3338700831,1
37,36,-0.1896083653,-0.08354655653,1
37,52,0.1143528149,-0.08328825235,1
37,68,-0.2191105634,-0.747944355,1
37,84,-0.3200033903,-0.3966174126,1
37,100,-0.2706374228,0.4104534686,1
37,116,-0.1488938332,0.1428696513,1
37,132,0.06046015024,0.2751073241,1
37,148,0.1208983213,0.5658433437,1
37,164,0.03324311972,0.187517643,1
37,180,-0.006097257137,0.2300095856,1
37,196,-0.2976646423,0.06959302723,1
37,212,-0.0692467168,0.009770959616,1
37,228,0.291323781,0.4537603259,1
37,244,NaN,NaN,2
37,260,NaN,NaN,2
37,276,2.085610628,-3.018769979,1
37,292,2.591157913,-4.392642498,1
37,308,2.812884331,-4.580766201,1
37,324,2.922349453,-4.587693214,1
37,340,2.283920765,-4.756337166,1
37,356,1.316834807,-5.23669529,1
37,372,1.476666331,-4.437022209,1
37,388,1.793877006,-4.099657059,1
37,404,1.935886025,-4.016443253,1
37,420,1.666959405,-3.434133053,1
37,436,0.7318729162,-2.378316641,1
37,452,1.455266237,-3.027196169,1
37,468,NaN,NaN,2
37,484,1.437582612,-3.935674906,1
37,500,NaN,NaN,2
37,516,NaN,NaN,2
37,532,1.423950553,-1.480767727,1
37,548,0.431601882,-1.969587207,1
37,564,2.097537994,-3.556402206,1
37,580,4.576041222,-1.082908511,1
37,596,NaN,NaN,2
37,612,3.710013866,-1.528542161,1
37,628,2.575893879,-1.203363895,1
37,644,3.652489662,0.7885631323,1
