PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 6, filenames: A:[6]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[7]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
69,980,-0.5020688176,-2.279059649,1
69,996,0.01246017218,-2.457017899,1
69,1012,0.00115993619,-2.80901289,1
69,1028,0.1128593087,-3.533885241,1
69,1044,0.01257032156,-3.202831507,1
69,1060,0.0002385377884,-2.225582123,1
69,1076,-0.1075441837,-1.231613398,1
69,1092,NaN,NaN,2
69,1108,-0.9303338528,-4.00464344,1
69,1124,-0.4279050231,-3.956305504,1
85,20,-0.6523430347,-0.1866240501,1
85,36,-0.1834173501,0.7793713808,1
85,52,0.6398195624,0.7250455618,1
85,68,0.646160841,0.3713276684,1
85,84,0.8343803883,0.6814050674,1
85,100,NaN,NaN,2
85,116,NaN,NaN,2
85,132,-0.06344997883,-8.713022232,1
85,148,NaN,NaN,2
85,164,-2.643770456,-9.460740089,1
85,180,-2.946830511,-8.818601608,1
85,196,-3.219970942,-9.226539612,1
85,212,-3.941775322,-9.589401245,1
85,228,-4.544548035,-9.90306282,1
85,244,-5.3915658,-10.278162,1
85,260,NaN,NaN,2
85,276,NaN,NaN,2
85,292,NaN,NaN,2
85,308,NaN,NaN,2
85,324,-7.009934425,-7.598306179,1
85,340,-5.984896183,-7.68287468,1
85,356,NaN,NaN,2
85,372,-4.501328468,-7.922326565,1
85,388,-4.277849674,-7.853980064,1
85,404,-3.930247068,-7.70604372,1
85,420,-3.677738667,-7.929133415,1
85,436,-4.102981567,-8.396331787,1
85,452,-4.17539978,-9.498496056,1
85,468,-5.234245777,-8.635412216,1
85,484,-5.403853893,-8.266218185,1
85,500,-4.477383137,-8.714320183,1
85,516,NaN,NaN,2
85,532,NaN,NaN,2
85,548,-6.747266769,-6.666450977,1
85,564,-5.17145586,-6.899534702,1
85,580,-4.678601265,-5.761937141,1
85,596,-5.081407547,-4.946691513,1
85,612,NaN,NaN,2
85,628,-2.196815252,-4.779015541,1
85,644,-2.655814648,-4.548070908,1
85,660,-3.524493933,-4.840114117,1
85,676,-3.56940484,-5.502655506,1
85,692,-2.560596704,-5.663218021,1
85,708,NaN,NaN,2
85,724,NaN,NaN,2
85,740,-3.524067879,-1.837071419,1
85,756,-3.769454241,-2.248737335,1
85,772,-3.500329494,-2.250192881,1
85,788,-3.481099606,-3.842331886,1
85,804,-4.345880508,-6.711854458,1
85,820,-4.744764328,-7.230822563,1
85,836,-5.562281609,-6.203914642,1
85,852,NaN,NaN,2
85,868,-4.356426716,-5.080645084,1
85,884,-3.713549614,-4.956339836,1
85,900,-1.805089235,-4.34194231,1
85,916,NaN,NaN,2
85,932,-1.244340181,-3.071718454,1
85,948,-2.280498505,-3.518474579,1
85,964,-1.450184584,-2.542571783,1
85,980,-1.005036712,-1.846910715,1
85,996,-0.7053114772,-1.853649616,1
85,1012,0.04142293334,-1.999161243,1
85,1028,0.2233347148,-2.832257271,1
85,1044,0.06062616408,-2.090842485,1
85,1060,0.845426321,-1.219854593,1
85,1076,NaN,NaN,2
85,1092,-1.186795473,-1.987198949,1
85,1108,-0.5944129229,-3.214416981,1
85,1124,0.3798159361,-3.451655865,1
101,20,NaN,NaN,2
101,36,-0.129230991,-0.113984108,1
101,52,0.656011045,0.6621066332,1
101,68,0.9635577202,0.5648104548,1
101,84,0.6688603163,0.6724584699,1
101,100,-0.4609823227,1.951069236,1
101,116,NaN,NaN,2
101,132,-3.608475685,-9.08738327,1
101,148,NaN,NaN,2
101,164,-3.265468121,-9.256055832,1
101,180,-2.475495815,-9.561048508,1
101,196,-3.289443254,-8.772726059,1
101,212,-3.61867547,-8.422030449,1
101,228,-3.998773098,-9.266101837,1
101,244,-5.014222622,-9.591050148,1
101,260,-5.549604416,-9.625181198,1
101,276,-5.978618622,-9.09435463,1
101,292,-6.99204731,-9.053750992,1
101,308,NaN,NaN,2
101,324,-5.591212273,-8.346179962,1
101,340,-5.350951672,-8.026397705,1
101,356,-4.844788551,-7.963344574,1
101,372,-4.46767807,-7.526990891,1
101,388,NaN,NaN,2
101,404,-4.733822346,-7.242809772,1
101,420,-3.312853098,-7.952774525,1
101,436,-3.152985811,-8.659773827,1
101,452,NaN,NaN,2
101,468,NaN,NaN,2
101,484,-4.995247364,-7.520584583,1
101,500,-4.569401264,-8.06388855,1
101,516,-3.34941411,-9.169182777,1
101,532,NaN,NaN,2
101,548,-5.671718597,-7.395895958,1
101,564,-6.674055576,-6.164864063,1
101,580,-5.04039526,-6.427463531,1
101,596,-4.334939957,-5.124555588,1
101,612,-2.608680248,-4.797246456,1
101,628,NaN,NaN,2
101,644,-1.474493742,-6.005133152,1
101,660,-2.400710583,-5.309507847,1
101,676,-2.360774279,-5.715954781,1
101,692,-2.730026245,-5.265775204,1
101,708,-4.951244831,-3.156698942,1
101,724,NaN,NaN,2
101,740,-2.861292601,-2.682919264,1
101,756,-3.205192804,-2.97540617,1
101,772,-3.65383625,-2.684929848,1
101,788,-3.974342346,-3.820255756,1
101,804,-4.728599072,-5.467457771,1
101,820,-4.66379261,-7.104804993,1
101,836,-4.433238506,-6.907824516,1
101,852,-5.97456789,-5.505119324,1
101,868,-5.800625324,-4.656301022,1
101,884,-4.22969389,-4.631066799,1
101,900,-2.123768806,-4.319862366,1
101,916,-1.679990172,-3.866868734,1
101,932,-0.912856698,-3.748607635,1
101,948,-1.278383732,-2.657659769,1
101,964,-0.8706911802,-2.016973495,1
101,980,-0.3802493215,-1.433151484,1
101,996,-0.3779772222,-1.76187551,1
101,1012,0.348459363,-1.500017762,1
101,1028,0.7656447887,-1.607350588,1
101,1044,-0.009796753526,-1.188890457,1
101,1060,0.334009409,-1.180856347,1
101,1076,0.4792817533,-1.175869942,1
101,1092,0.223249644,-1.456987023,1
101,1108,0.148543179,-2.523114443,1
101,1124,0.2731885016,-2.507533789,1
117,20,-0.3500806093,-1.229647398,1
117,36,-0.08078783751,0.1168416739,1
117,52,0.3439418077,0.4976033568,1
117,68,0.4388478398,0.5621012449,1
117,84,-0.07941278815,0.09309792519,1
117,100,0.4483140707,-1.071653843,1
117,116,-1.607637286,-9.793611526,1
117,132,-3.268953323,-9.465446472,1
117,148,NaN,NaN,2
117,164,-3.26919055,-8.177601814,1
117,180,-3.01439929,-8.813314438,1
117,196,-3.562278032,-8.307418823,1
117,212,-3.664915323,-8.106894493,1
117,228,-3.311434507,-9.311468124,1
117,244,-3.908645153,-9.01834774,1
117,260,-5.116956711,-8.928844452,1
117,276,-6.361447811,-9.203337669,1
117,292,-6.202889442,-9.709760666,1
117,308,-5.622983456,-9.452413559,1
117,324,-5.131024361,-9.336163521,1
117,340,-4.683416367,-7.48886919,1
117,356,-4.768490791,-6.75506258,1
117,372,-5.513448715,-6.56353426,1
117,388,-5.244946957,-7.192237854,1
117,404,-5.037526131,-7.728976727,1
117,420,NaN,NaN,2
117,436,NaN,NaN,2
117,452,NaN,NaN,2
117,468,-3.723571062,-9.016726494,1
117,484,NaN,NaN,2
117,500,-2.420145273,-7.643079758,1
117,516,-2.771197557,-9.801308632,1
117,532,-2.545283794,-8.893578529,1
117,548,-2.807973146,-6.823541164,1
117,564,-3.706579208,-5.77354908,1
117,580,-4.212443829,-5.645788193,1
117,596,-4.910708427,-5.206579685,1
117,612,NaN,NaN,2
117,628,NaN,NaN,2
117,644,-1.205023527,-5.938994884,1
117,660,-2.789149523,-4.80399704,1
117,676,-2.440726757,-4.700675488,1
117,692,-3.847872734,-3.846967936,1
117,708,NaN,NaN,2
117,724,-5.617347717,-3.033720493,1
117,740,-2.424416542,-3.803534508,1
117,756,-2.593647718,-4.189653397,1
117,772,-2.705065012,-4.201601505,1
117,788,-2.897645712,-4.441505909,1
117,804,-4.017615318,-5.153036118,1
117,820,NaN,NaN,2
117,836,-5.16905117,-5.701101303,1
117,852,-5.60724926,-4.787621021,1
117,868,-4.462517262,-4.642923832,1
117,884,-3.290784597,-4.382176399,1
117,900,-2.34830761,-4.381234169,1
117,916,-2.292906046,-3.989953518,1
117,932,-1.623227119,-4.48944664,1
117,948,-0.7100883126,-3.219751358,1
117,964,-0.6507505178,-2.206833363,1
117,980,0.4001486897,-1.307078242,1
117,996,0.3914870918,-1.519273639,1
117,1012,0.104085058,-0.6249169111,1
117,1028,1.061521888,-0.8988376856,1
117,1044,0.2499127984,-1.35950911,1
117,1060,NaN,NaN,2
117,1076,-0.1608429551,-1.816070557,1
117,1092,0.8858111501,-2.185432673,1
117,1108,1.193223715,-2.563444853,1
117,1124,-0.04379992187,-2.65349865,1
133,20,-0.1218695641,0.2129566669,1
133,36,-0.0785138607,0.6460724473,1
133,52,0.2058422267,-0.2927393913,1
133,68,0.2800264657,0.4129431248,1
133,84,-0.04078722,-0.2540271282,1
133,100,NaN,NaN,2
133,116,-1.557464838,-9.922917366,1
133,132,-2.422962427,-9.015429497,1
133,148,NaN,NaN,2
133,164,-3.407837629,-7.434370995,1
133,180,-3.308155775,-7.385375977,1
133,196,-3.787450075,-7.722775459,1
133,212,-3.524499893,-8.269380569,1
133,228,NaN,NaN,2
133,244,-3.985942841,-8.747522354,1
133,260,-5.198239803,-9.136366844,1
133,276,-6.573526382,-9.173459053,1
133,292,-6.035919189,-9.922491074,1
133,308,-5.295708656,-9.401234627,1
133,324,-4.561680794,-9.080699921,1
133,340,-4.547008514,-6.785439968,1
133,356,-4.843393326,-5.862333775,1
133,372,-5.024195671,-5.498494148,1
133,388,-4.584038258,-6.510672569,1
133,404,-4.178977489,-7.492865086,1
133,420,-3.632877827,-8.146080971,1
133,436,-3.046267271,-9.763147354,1
133,452,-2.521848917,-10.08361053,1
133,468,-2.407789946,-8.549781799,1
133,484,NaN,NaN,2
133,500,NaN,NaN,2
133,516,-2.135462284,-9.34146595,1
133,532,-2.748673677,-8.426435471,1
133,548,-2.455453873,-6.190612793,1
133,564,-1.754872322,-5.436805725,1
133,580,-1.849288225,-5.926770687,1
133,596,-2.484102488,-5.196910381,1
133,612,NaN,NaN,2
133,628,NaN,NaN,2
133,644,-2.345288038,-4.082398415,1
133,660,-2.799427509,-3.656118631,1
133,676,-2.831978559,-2.012224197,1
133,692,NaN,NaN,2
133,708,NaN,NaN,2
133,724,-4.612197399,-3.214860201,1
133,740,NaN,NaN,2
133,756,-1.957765579,-4.938358784,1
133,772,-1.435275316,-4.497454643,1
133,788,NaN,NaN,2
133,804,-2.168444872,-4.491274834,1
133,820,-2.722270489,-6.846833229,1
133,836,-5.090522289,-4.547152996,1
133,852,-4.274612427,-4.318860054,1
133,868,-4.008874893,-4.26368618,1
133,884,-2.859301567,-4.046650887,1
133,900,-1.548541307,-3.204075813,1
133,916,-1.364177942,-3.25243187,1
133,932,NaN,NaN,2
133,948,-0.5780205727,-3.640710592,1
133,964,-0.7985060215,-2.644924641,1
133,980,-0.09938415885,-1.786274076,1
133,996,0.1346367449,-1.493747592,1
133,1012,-0.6660506725,-2.383006334,1
133,1028,-0.2491999865,-1.643252015,1
133,1044,0.2820053399,-1.566155314,1
133,1060,-0.6970133781,-1.243355989,1
133,1076,0.39435637,-1.92711997,1
133,1092,1.128926754,-2.231316805,1
133,1108,1.085945487,-2.315361738,1
133,1124,NaN,NaN,2
149,20,-1.074920654,0.7079763412,1
149,36,0.1346179247,0.4538401961,1
149,52,NaN,NaN,2
149,68,NaN,NaN,2
149,84,NaN,NaN,2
149,100,NaN,NaN,2
149,116,NaN,NaN,2
149,132,-2.247833252,-6.618066788,1
149,148,-2.954201937,-7.058325291,1
149,164,-3.928769588,-6.729989052,1
149,180,NaN,NaN,2
149,196,-3.561039448,-7.417852879,1
149,212,-3.303317785,-8.077432632,1
149,228,-3.713617086,-7.889950752,1
149,244,-4.647902489,-8.170990944,1
149,260,-5.384267807,-8.355646133,1
149,276,-5.833862305,-8.248505592,1
149,292,NaN,NaN,2
149,308,-5.472114086,-8.894227028,1
149,324,-5.274693489,-8.174943924,1
149,340,-5.336836815,-6.21501255,1
149,356,-5.415812016,-4.972122192,1
149,372,-5.586167812,-5.034519672,1
149,388,-5.237615585,-6.319886684,1
149,404,-3.525835037,-7.844609261,1
149,420,-2.441052198,-8.118017197,1
149,436,-1.875733376,-9.674695969,1
149,452,-1.770165682,-8.542453766,1
149,468,-2.46991539,-7.840274811,1
149,484,-2.051037312,-7.899599075,1
149,500,-2.05040288,-9.590312004,1
149,516,-1.947823763,-9.197154045,1
149,532,-2.551803827,-8.621322632,1
149,548,NaN,NaN,2
149,564,NaN,NaN,2
149,580,-3.264923096,-6.717608452,1
149,596,-0.9591805935,-5.511702061,1
149,612,-0.7778538465,-5.093514442,1
149,628,-1.683597326,-4.032992363,1
149,644,-2.575450659,-3.875839233,1
149,660,-3.321442604,-2.774713039,1
149,676,NaN,NaN,2
149,692,-2.943032265,-2.235688686,1
149,708,-3.357619047,-2.267739296,1
149,724,-3.424746513,-1.788559198,1
149,740,NaN,NaN,2
149,756,NaN,NaN,2
149,772,-1.455492735,-3.436841488,1
149,788,-1.31311202,-3.244103193,1
149,804,0.4577474594,-3.606218338,1
149,820,-1.075953722,-5.356377602,1
149,836,-1.669050813,-4.414159298,1
149,852,-2.975245953,-4.332016468,1
149,868,-2.757537365,-4.341270447,1
149,884,-1.643891573,-3.938509464,1
149,900,-0.5421980619,-3.273781061,1
149,916,0.2096340358,-2.9892416,1
149,932,-0.2137513906,-4.549757004,1
149,948,-0.414331466,-3.818683147,1
149,964,-0.3453892767,-2.693565845,1
149,980,-0.3342425823,-1.640948176,1
149,996,-0.1342013925,-1.592430949,1
149,1012,NaN,NaN,2
149,1028,-0.4307311773,-2.411942482,1
149,1044,1.038737416,-2.225173473,1
149,1060,1.598622203,-1.521555662,1
149,1076,1.382343292,-1.646336079,1
149,1092,1.821908593,-1.607380509,1
149,1108,1.634448171,-2.003750801,1
149,1124,NaN,NaN,2
165,20,-0.8719191551,0.3064104319,1
165,36,0.3710811138,0.1435937881,1
165,52,0.3241710365,0.2032370567,1
165,68,-1.749481201,-5.206542015,1
165,84,-0.5021969676,-4.958744049,1
165,100,-2.032571316,-6.293972969,1
165,116,NaN,NaN,2
165,132,-2.595821857,-7.20445919,1
165,148,-1.242699146,-5.912573814,1
165,164,-3.153527021,-5.980333328,1
165,180,-3.775564194,-5.450427055,1
165,196,-3.571933031,-7.567921638,1
165,212,-3.481934309,-7.90820694,1
165,228,-4.033071995,-7.633249283,1
165,244,NaN,NaN,2
165,260,-5.588572979,-7.553647995,1
165,276,-6.647516251,-7.803943157,1
165,292,NaN,NaN,2
165,308,NaN,NaN,2
165,324,-4.959685802,-6.941294193,1
165,340,-5.155552864,-6.262375832,1
165,356,-4.945900917,-4.767703056,1
165,372,-5.449668884,-5.042765141,1
165,388,-4.760495186,-7.417667866,1
165,404,-3.051996708,-9.316824913,1
165,420,NaN,NaN,2
165,436,NaN,NaN,2
165,452,-2.067231178,-7.943323612,1
165,468,-2.851167679,-7.106408119,1
165,484,-1.506723404,-7.714665413,1
165,500,-1.417725325,-9.270355225,1
165,516,-1.038825512,-8.979161263,1
165,532,-1.079701662,-8.585163116,1
165,548,-1.617643833,-6.520815849,1
165,564,-1.902885914,-5.533362865,1
165,580,-2.269294024,-5.836460114,1
165,596,-1.277535319,-5.750756264,1
165,612,NaN,NaN,2
165,628,-2.292057037,-4.00187397,1
165,644,-2.974419594,-3.260359764,1
165,660,-2.958711147,-2.880226851,1
165,676,-2.737551689,-2.096919537,1
165,692,-3.002630711,-2.199562073,1
165,708,-3.048535347,-2.279480219,1
165,724,-3.121995449,-2.69391942,1
165,740,-2.132317066,-3.063066721,1
165,756,-1.31138587,-3.309664726,1
165,772,-1.071066856,-2.746743202,1
165,788,-0.7170915604,-2.640285969,1
165,804,-0.3954885006,-3.43042779,1
165,820,-0.5328934193,-5.295113564,1
165,836,NaN,NaN,2
165,852,NaN,NaN,2
165,868,-0.8483450413,-5.064800262,1
165,884,-0.2615374327,-4.310424328,1
165,900,0.350594759,-3.847805023,1
165,916,0.7602719069,-3.157665968,1
165,932,-0.02900126576,-3.745891094,1
165,948,-0.2262800336,-3.388213873,1
165,964,-0.1716148704,-1.782577395,1
165,980,-0.150321871,-1.374758959,1
165,996,0.2118702978,-0.8454254866,1
165,1012,-0.2064344287,-1.829031348,1
165,1028,-0.09882605076,-2.698364496,1
165,1044,1.393645287,-2.043073654,1
165,1060,NaN,NaN,2
165,1076,3.210549593,-2.279114008,1
165,1092,3.98496151,-1.494846225,1
165,1108,1.819573879,-2.074727297,1
165,1124,NaN,NaN,2
181,20,0.03224468231,-0.8944187164,1
181,36,0.6456120014,-0.101316452,1
181,52,NaN,NaN,2
181,68,-2.250533104,-6.522404671,1
181,84,-1.289949179,-5.657268047,1
181,100,-2.029715776,-6.396115303,1
181,116,NaN,NaN,2
181,132,-1.571487069,-6.398509026,1
181,148,-1.679594278,-5.770598412,1
181,164,-2.279961109,-5.668437004,1
181,180,-3.470386028,-5.664381981,1
181,196,-4.424031258,-6.822528839,1
181,212,-3.74928546,-7.03773737,1
181,228,-3.593871117,-7.645174026,1
181,244,-4.695875168,-7.122626781,1
181,260,-5.317248821,-6.807971954,1
