PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 38, filenames: A:[38]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[39]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,-0.4504377842,0.3067137003,1
21,36,0.5236560702,0.08660942316,1
21,52,0.4496025145,-0.2700890303,1
21,68,0.3828362823,-0.6174459457,1
21,84,0.3139297366,-0.1700240374,1
21,100,0.07994621992,0.05860701203,1
21,116,0.1959685683,0.0595086813,1
21,132,0.3057298064,0.457680583,1
21,148,NaN,NaN,2
21,164,NaN,NaN,2
21,180,0.7440704703,0.5217303038,1
21,196,0.06623125076,-1.292268515,1
21,212,1.627414942,-3.450170517,1
21,228,1.010097027,-4.064929008,1
21,244,0.6095929742,-5.149730206,1
21,260,0.7965983748,-4.444347858,1
21,276,-1.349101305,-3.039671421,1
21,292,NaN,NaN,2
21,308,NaN,NaN,2
21,324,-0.5502521992,-4.491362572,1
21,340,-0.5365402699,-2.354821205,1
21,356,NaN,NaN,2
21,372,NaN,NaN,2
21,388,-1.138522863,-4.599419117,1
21,404,0.1613538861,-6.403245926,1
21,420,NaN,NaN,2
21,436,-0.2698909044,-6.053593636,1
21,452,-1.955249071,-5.628819466,1
21,468,-3.007117271,-6.279870987,1
21,484,-2.411617756,-6.762456894,1
21,500,0.4461102486,-6.330685616,1
21,516,2.746506214,-4.920510769,1
21,532,NaN,NaN,2
21,548,NaN,NaN,2
21,564,NaN,NaN,2
21,580,0.7474272847,-2.473578453,1
21,596,NaN,NaN,2
21,612,1.021178961,-4.778728962,1
21,628,0.8585546017,-2.886235714,1
21,644,1.311009526,-1.56315136,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,NaN,NaN,2
21,708,-2.075681686,-0.8647585511,1
21,724,NaN,NaN,2
21,740,-0.1158642769,-3.859734058,1
21,756,-1.223863125,-3.10947156,1
21,772,-3.748055696,-4.742571831,1
21,788,NaN,NaN,2
21,804,-3.024754524,-7.396989346,1
21,820,0.04284346104,-4.534235477,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,2.037802696,-2.374518871,1
21,884,NaN,NaN,2
21,900,0.994595468,-4.559470177,1
21,916,-0.6489144564,-2.784431458,1
21,932,-0.3022196293,0.231870532,1
21,948,NaN,NaN,2
21,964,2.132845402,0.1489449739,1
21,980,3.242729664,-0.4447386265,1
21,996,2.202638149,1.239087701,1
21,1012,NaN,NaN,2
21,1028,NaN,NaN,2
21,1044,0.4581350088,2.563090801,1
21,1060,0.8964137435,-1.858789921,1
21,1076,-1.070447206,0.0174022913,1
21,1092,-0.3729097843,0.1985468864,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,0.6288805604,-0.9726498127,1
37,36,NaN,NaN,2
37,52,-0.04235768318,-0.02651458979,1
37,68,0.07207471132,-0.1845808625,1
37,84,-0.1426668018,-0.03280673921,1
37,100,-0.2519227266,-0.1393527985,1
37,116,0.01129874587,0.1631423384,1
37,132,0.1626473069,0.03761133552,1
37,148,0.173689872,0.1193118691,1
37,164,0.1423372626,0.4350062609,1
37,180,0.3009740114,0.04142031074,1
37,196,0.4756750464,-0.8626070023,1
37,212,1.234671235,-2.459996462,1
37,228,1.546852708,-3.206440449,1
37,244,1.541003704,-3.853709936,1
37,260,NaN,NaN,2
37,276,0.2049770951,-3.305774212,1
37,292,-0.2280197144,-4.333557606,1
37,308,-0.7329480648,-4.783854008,1
37,324,-0.6142423153,-5.604729176,1
37,340,-0.3889329731,-4.255642891,1
37,356,-0.6193729043,-3.474250793,1
37,372,-1.114961147,-3.922427177,1
37,388,-0.8895635009,-4.857839584,1
37,404,-0.4195815921,-4.935686111,1
37,420,0.05977588892,-4.216665268,1
37,436,0.4021695554,-4.67784977,1
37,452,0.6356556416,-6.055677414,1
37,468,2.238889694,-4.774517536,1
37,484,4.336090088,-3.65516758,1
37,500,1.67206347,-3.912441254,1
37,516,1.025043011,-4.086791992,1
37,532,NaN,NaN,2
37,548,NaN,NaN,2
37,564,NaN,NaN,2
37,580,-1.41418314,-3.197192907,1
37,596,-1.617605448,-3.891709328,1
37,612,1.149552345,-3.100200176,1
37,628,1.235768676,-3.006748199,1
37,644,0.6596711874,-2.087759256,1
37,660,0.6634289026,-0.6233540773,1
37,676,NaN,NaN,2
37,692,-0.2794212103,-0.9586935043,1
37,708,-0.9523818493,-1.425824761,1
37,724,-0.3891854286,-1.50987196,1
37,740,NaN,NaN,2
37,756,NaN,NaN,2
37,772,NaN,NaN,2
37,788,-1.109408379,-4.610924721,1
37,804,-1.270278692,-5.104858875,1
37,820,0.3166674376,-4.574213982,1
37,836,NaN,NaN,2
37,852,0.9402770996,-2.110359192,1
37,868,1.633076787,-3.551856518,1
37,884,1.284712315,-2.966427803,1
37,900,0.8875454068,-2.909287453,1
37,916,2.453983068,-2.164260387,1
37,932,-0.03157922626,-0.9953110218,1
37,948,0.5486730337,-2.462291479,1
37,964,2.35262394,-2.91032052,1
37,980,NaN,NaN,2
37,996,2.503521204,-0.1850532293,1
37,1012,NaN,NaN,2
37,1028,0.08346456289,0.8734476566,1
37,1044,0.8602100611,-0.8559080958,1
37,1060,NaN,NaN,2
37,1076,-0.1020133346,-1.369014502,1
37,1092,-0.4210057557,-0.972938776,1
37,1108,-0.6131098866,-0.4664002657,1
37,1124,NaN,NaN,2
53,20,0.2450605035,-0.8340514898,1
53,36,0.1974766403,-0.06621839106,1
53,52,0.2126096785,-0.03658662736,1
53,68,0.05307218432,0.1062803864,1
53,84,-0.2320071757,0.02074207366,1
53,100,-0.08178092539,-0.201509729,1
53,116,0.1388411224,0.1586374342,1
53,132,-0.2968243659,-0.08341976255,1
53,148,-0.08383241296,-0.05383872986,1
53,164,0.3184939921,0.1361197382,1
53,180,0.5133347511,-0.1851379871,1
53,196,1.499268293,-1.102801561,1
53,212,1.689255595,-2.040112972,1
53,228,1.9139328,-2.502492428,1
53,244,1.949234366,-3.089776039,1
53,260,0.8552479148,-3.19908309,1
53,276,-0.4393681884,-3.64576149,1
53,292,-0.3498950303,-4.487907887,1
53,308,-0.06631821394,-5.221931934,1
53,324,-0.100964576,-6.029979229,1
53,340,-0.09853589535,-5.089222431,1
53,356,0.06007629633,-4.644585133,1
53,372,-0.1588452756,-4.664915085,1
53,388,-0.3422656059,-5.235432148,1
53,404,-0.5506854057,-4.256358624,1
53,420,-0.4564265311,-2.564835548,1
53,436,0.7120426893,-2.639571905,1
53,452,2.133913517,-5.139596462,1
53,468,2.841207504,-3.805792093,1
53,484,3.516719341,-2.216022015,1
53,500,2.8372159,-2.668459892,1
53,516,NaN,NaN,2
53,532,1.35027051,-3.190942287,1
53,548,0.1528326273,-2.427562714,1
53,564,0.2885574698,-3.080814362,1
53,580,-0.382650584,-2.263974428,1
53,596,-1.798216343,-3.174371958,1
53,612,NaN,NaN,2
53,628,0.1033302993,-3.352202892,1
53,644,0.605903089,-2.904181004,1
53,660,1.063661695,-1.762977123,1
53,676,NaN,NaN,2
53,692,1.21262598,-2.016477108,1
53,708,-0.05710306764,-1.67751658,1
53,724,NaN,NaN,2
53,740,NaN,NaN,2
53,756,NaN,NaN,2
53,772,-0.1430683583,-1.805604935,1
53,788,-0.7787726521,-3.185767889,1
53,804,-0.3860904574,-4.263728142,1
53,820,NaN,NaN,2
53,836,NaN,NaN,2
53,852,0.52887398,-3.233428955,1
53,868,0.770386219,-3.332888603,1
53,884,1.578909874,-1.877194405,1
53,900,1.765404224,-1.551416159,1
53,916,1.684839725,-1.703931212,1
53,932,0.7405669689,-1.331420541,1
53,948,0.7381709814,-2.954861164,1
53,964,NaN,NaN,2
53,980,1.281876326,-1.486320376,1
53,996,1.500369549,-0.5839809179,1
53,1012,1.158118606,-0.1144049168,1
53,1028,0.1425813138,-0.9142042398,1
53,1044,-0.3125733435,-1.211139679,1
53,1060,0.1693126857,-1.357409,1
53,1076,0.6409078836,-2.271488667,1
53,1092,-1.421730161,-1.629578114,1
53,1108,-1.369598866,-1.791253567,1
53,1124,-1.702528238,-2.866193771,1
69,20,-0.05375951529,-0.4062019587,1
69,36,0.07414706051,-0.1545993835,1
69,52,0.2972699404,0.04037728906,1
69,68,0.1839035898,0.1730480194,1
69,84,-0.3129855692,0.1627129018,1
69,100,0.03664009273,-0.03085037693,1
69,116,0.1526238769,-0.1056312323,1
69,132,-0.1532423496,0.01239064336,1
69,148,-0.1587719172,0.1135900915,1
69,164,0.2015191615,-0.02719938755,1
69,180,0.5954570174,-0.436363101,1
69,196,1.016512871,-1.491131306,1
69,212,1.519417405,-2.226022005,1
69,228,1.626341343,-2.655673265,1
69,244,1.504990578,-2.497845173,1
69,260,0.7962547541,-3.045472145,1
69,276,-0.3676942289,-4.084359169,1
69,292,-0.4975820482,-4.658140659,1
69,308,-0.07603052258,-5.764436722,1
69,324,NaN,NaN,2
69,340,NaN,NaN,2
69,356,NaN,NaN,2
69,372,NaN,NaN,2
69,388,-0.2815705538,-4.980371475,1
69,404,-0.5884357691,-3.685767651,1
69,420,-0.5581263304,-1.759064555,1
69,436,0.5381766558,-1.189126968,1
69,452,1.854996204,-3.235826492,1
69,468,2.823427677,-3.308644772,1
69,484,2.868510246,-1.508529067,1
69,500,1.708330989,-1.700445652,1
69,516,0.4134380519,-2.76074791,1
69,532,-0.08817523718,-3.540482759,1
69,548,0.384431541,-2.814098835,1
69,564,NaN,NaN,2
69,580,NaN,NaN,2
69,596,NaN,NaN,2
69,612,-2.710454464,-1.818000793,1
69,628,NaN,NaN,2
69,644,-0.0160035491,-2.422886848,1
69,660,1.48211956,-2.321457624,1
69,676,1.505247116,-1.249601126,1
69,692,0.8463153839,-1.33914113,1
69,708,0.06934171915,-1.500715137,1
69,724,-0.02808824927,-1.415893912,1
69,740,0.3818584979,-2.123823166,1
69,756,0.1255506873,-1.798093081,1
69,772,NaN,NaN,2
69,788,-2.054225922,-3.666449308,1
69,804,-0.4057451189,-3.848758459,1
69,820,-1.142963648,-4.748687744,1
69,836,-2.200715542,-3.503332615,1
69,852,0.1790513396,-3.321215153,1
69,868,0.04491198063,-2.851278543,1
69,884,-0.005772411823,-1.84671092,1
69,900,0.5075354576,-1.189568043,1
69,916,0.9920216799,-0.9989931583,1
69,932,1.317212343,-1.797982097,1
69,948,1.624872923,-2.246246815,1
69,964,NaN,NaN,2
69,980,0.8621670604,-1.388738394,1
69,996,1.086221457,-0.6829813719,1
69,1012,1.030331135,-0.5898191929,1
69,1028,0.5856859684,-1.123313546,1
69,1044,-0.1408549398,-1.200212955,1
69,1060,-0.602278471,-1.21493125,1
69,1076,-0.642072022,-2.301781893,1
69,1092,-1.909072518,-1.410223007,1
69,1108,-3.074528217,-2.409672976,1
69,1124,-1.982374668,-2.295460224,1
85,20,NaN,NaN,2
85,36,-0.0829050988,0.3707923889,1
85,52,-0.197209686,0.07494586706,1
85,68,0.1063046902,0.01765102148,1
85,84,0.4296562672,0.1437332034,1
85,100,0.2140680701,-0.1313382834,1
85,116,0.3783917725,-0.2269713283,1
85,132,0.09968356043,-0.02501659095,1
85,148,-0.1528855264,0.03496599197,1
85,164,0.2432520986,-0.29289186,1
85,180,0.323634088,-1.137953043,1
85,196,NaN,NaN,2
85,212,1.474944949,-2.335295677,1
85,228,1.349926472,-2.637722492,1
85,244,0.9840556383,-2.697058678,1
85,260,0.3971349001,-3.421593666,1
85,276,-0.1932481825,-4.077323914,1
85,292,-0.2423068583,-4.695631027,1
85,308,NaN,NaN,2
85,324,NaN,NaN,2
85,340,NaN,NaN,2
85,356,0.9603943825,-6.189575672,1
85,372,0.5127885342,-5.001494884,1
85,388,-0.103015542,-4.409331322,1
85,404,-0.2030314952,-3.327031374,1
85,420,-0.5823043585,-2.063130379,1
85,436,NaN,NaN,2
85,452,0.487398088,-2.04908967,1
85,468,1.228604794,-2.192436695,1
85,484,NaN,NaN,2
85,500,1.286618948,-1.084197521,1
85,516,0.5521784425,-2.053302526,1
85,532,0.1808869243,-3.002460957,1
85,548,0.5459051132,-2.84309411,1
85,564,0.5084768534,-2.961671352,1
85,580,NaN,NaN,2
85,596,NaN,NaN,2
85,612,-1.753791571,-2.406529427,1
85,628,-1.488420844,-2.535022497,1
85,644,0.4288904667,-3.190373421,1
85,660,1.420694947,-3.142021418,1
85,676,1.346570015,-1.911889195,1
85,692,0.7018058896,-0.6194195151,1
85,708,0.1251091361,-1.307174087,1
85,724,-0.5566512346,-1.90454638,1
85,740,0.2101680487,-2.833257675,1
85,756,-0.348300606,-3.059531927,1
85,772,NaN,NaN,2
85,788,NaN,NaN,2
85,804,-2.149478674,-3.307727337,1
85,820,-2.285391331,-3.405360937,1
85,836,-1.394732475,-3.137708664,1
