PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 82, filenames: A:[82]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[83]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.5280795097,0.7341428995,1
21,36,-0.1119279414,0.2027216107,1
21,52,-0.4007228017,0.0910051614,1
21,68,-0.4453568757,-0.06903539598,1
21,84,-0.2985914052,-0.1118667126,1
21,100,-0.1828805208,0.1264443696,1
21,116,-0.05103725195,-0.0897192508,1
21,132,0.02677071095,-0.3743751049,1
21,148,0.05630680919,-0.05335409939,1
21,164,0.03836758435,0.6438347101,1
21,180,0.07065027952,0.7701765299,1
21,196,0.4025399089,0.3380595446,1
21,212,0.3960283399,0.8313670158,1
21,228,-0.02063126117,0.6409399509,1
21,244,-0.2936427891,0.007417559624,1
21,260,-0.4151139259,0.0141055733,1
21,276,-0.1567571461,-0.6200298667,1
21,292,NaN,NaN,2
21,308,0.3555673957,-0.08235186338,1
21,324,0.1763792038,0.02382535487,1
21,340,0.06263690442,0.3317915797,1
21,356,-0.07581244409,0.2705668807,1
21,372,-0.2401615679,-0.481941849,1
21,388,-0.2691709399,-0.3266097009,1
21,404,-0.5354914665,0.2222872674,1
21,420,-0.7115381956,0.4833454192,1
21,436,-0.8083144426,0.01606082916,1
21,452,-0.6640411019,-0.4334857464,1
21,468,-0.7291827798,-0.2506554127,1
21,484,-0.2428002357,-0.4013923407,1
21,500,-0.5125806332,-0.284938544,1
21,516,-0.3005283475,0.1156783551,1
21,532,0.2738156915,0.0820979774,1
21,548,0.6442090273,-0.02247820795,1
21,564,0.345895052,-0.3798438907,1
21,580,0.1223089695,-0.3537844419,1
21,596,-0.07537813485,0.1015339196,1
21,612,-0.1996432245,-0.2180808783,1
21,628,0.2433952242,0.06374913454,1
21,644,0.1603658199,-0.6083904505,1
21,660,0.1019685566,-0.7975742817,1
21,676,-0.1102751642,-0.5534180999,1
21,692,-0.3650695384,-0.5231938362,1
21,708,-0.07543320954,-0.2328404188,1
21,724,-0.201900661,-0.3941240907,1
21,740,0.1605960429,-0.1553169489,1
21,756,0.4806010723,-0.4498569369,1
21,772,0.3420441449,-0.5494078398,1
21,788,0.2720150352,0.03716418147,1
21,804,0.3368396163,-0.1921811551,1
21,820,0.4983578026,-0.3465848565,1
21,836,-0.0568164289,0.2198064625,1
21,852,-0.2951606512,0.4286051989,1
21,868,-0.02949023247,-0.6384688616,1
21,884,0.1160968542,-0.7653843164,1
21,900,-0.2812743187,-0.02823266387,1
21,916,-0.03327463567,0.5496048927,1
21,932,0.2285891473,0.3570265174,1
21,948,0.2920360267,0.8152840137,1
21,964,NaN,NaN,2
21,980,0.2931378484,0.4362005889,1
21,996,0.5957071781,-0.1153807789,1
21,1012,0.519682169,-0.4377807379,1
21,1028,0.5435693264,-0.1058455706,1
21,1044,0.6859995127,-0.3059482276,1
21,1060,0.4646754265,-0.2961258888,1
21,1076,-0.0204577744,-0.1045609713,1
21,1092,-0.48578161,0.05326396227,1
21,1108,NaN,NaN,2
21,1124,1.027403116,0.6959037781,1
37,20,0.1987612247,0.7223849893,1
37,36,0.6821584702,0.02045078948,1
37,52,0.293104887,-0.116909638,1
37,68,0.3602361977,0.1822760999,1
37,84,0.4681124389,0.01658676378,1
37,100,-0.09111251682,0.1537276804,1
37,116,-0.00661508739,0.2684887648,1
37,132,0.3647958934,-0.2262428999,1
37,148,0.2600415945,-0.1059159786,1
37,164,-0.07911750674,0.05510649085,1
37,180,0.1543983519,0.1204709411,1
37,196,NaN,NaN,2
37,212,0.16749084,0.7919380665,1
37,228,-0.2648673654,0.0286411643,1
37,244,-0.3752235174,0.5367474556,1
37,260,-0.166440025,0.7174195051,1
37,276,-0.2955998182,0.04009589553,1
37,292,0.1055770293,0.09422537684,1
37,308,0.3770116866,-0.01459318399,1
37,324,0.06581707299,-0.1268018186,1
37,340,-0.4346029758,-0.1188798696,1
37,356,-0.3888902366,-0.1877319217,1
