PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 11, filenames: A:[11]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[12]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,0.4230140448,2.275477171,1
21,52,NaN,NaN,2
21,68,0.3217166662,-0.3963484764,1
21,84,0.09038639069,-0.6833096743,1
21,100,0.9573690891,0.09007716179,1
21,116,0.1114219427,-1.043966293,1
21,132,-0.4121294022,-1.261751652,1
21,148,-0.368937254,-1.727849245,1
21,164,-4.129141331,-3.761863232,1
21,180,NaN,NaN,2
21,196,NaN,NaN,2
21,212,NaN,NaN,2
21,228,-1.287087798,-5.338302612,1
21,244,-1.646962166,-4.530786514,1
21,260,NaN,NaN,2
21,276,-1.676073551,-3.834106207,1
21,292,-0.307472229,-3.629156351,1
21,308,-1.393701911,-3.111899614,1
21,324,-3.99845767,-3.803047657,1
21,340,NaN,NaN,2
21,356,NaN,NaN,2
21,372,-1.541834116,-3.003959656,1
21,388,NaN,NaN,2
21,404,-1.158834696,-2.124183655,1
21,420,NaN,NaN,2
21,436,-1.387399912,0.08627796173,1
21,452,-1.430934668,0.7552690506,1
21,468,-1.303621292,0.6469638348,1
21,484,NaN,NaN,2
21,500,-0.8077961206,-2.825862408,1
21,516,NaN,NaN,2
21,532,-0.811542511,-3.900752068,1
21,548,NaN,NaN,2
21,564,-0.1908287704,-4.451555729,1
21,580,-1.474364638,-2.51460433,1
21,596,-2.816791534,-1.142793536,1
21,612,-1.733017921,0.04573810101,1
21,628,NaN,NaN,2
21,644,NaN,NaN,2
21,660,-0.9176505804,-3.041251898,1
21,676,0.2758800387,1.068103075,1
21,692,-1.581011176,1.203274488,1
21,708,-2.128681183,1.403877735,1
21,724,-2.54618001,-0.8420828581,1
21,740,-1.580328703,-1.696163654,1
21,756,-0.2699800432,-2.966983557,1
21,772,NaN,NaN,2
21,788,0.3707780242,-2.531723738,1
21,804,1.406154633,-3.019958019,1
21,820,NaN,NaN,2
21,836,0.176412642,-0.4293153286,1
21,852,-0.1817311049,-0.5899555683,1
21,868,-1.343550444,-1.214209318,1
21,884,NaN,NaN,2
21,900,NaN,NaN,2
21,916,-0.777735889,-6.192472458,1
21,932,-0.1647143364,-3.317184925,1
21,948,NaN,NaN,2
21,964,NaN,NaN,2
21,980,0.2695770264,-0.2085570097,1
21,996,-0.8946580887,-0.7120879889,1
21,1012,-1.801620245,-3.004074097e-05,1
21,1028,NaN,NaN,2
21,1044,-2.070327759,-0.1806973815,1
21,1060,-1.207593679,-0.93151021,1
21,1076,NaN,NaN,2
21,1092,-2.244444847,-1.827330947,1
21,1108,-0.2571246028,-0.9710007906,1
21,1124,NaN,NaN,2
37,20,NaN,NaN,2
37,36,-0.1404631138,-0.2343191206,1
37,52,0.4336806238,0.08645582199,1
37,68,-0.0921818614,-0.06804972887,1
37,84,-0.006016388535,-0.7249364853,1
37,100,0.3988707662,-0.7110620141,1
37,116,0.1668274403,-0.4280310273,1
37,132,-0.06299999356,0.0652397126,1
37,148,-0.9231683016,-0.9484623075,1
37,164,-3.218268394,-3.164910793,1
37,180,-3.672836542,-3.814613819,1
37,196,-3.439882278,-4.188319206,1
37,212,-2.39320159,-4.78902626,1
37,228,-1.301967859,-4.415067196,1
37,244,-0.9561452866,-3.765454292,1
37,260,-1.182478666,-3.163658381,1
37,276,-1.472410917,-3.062632561,1
37,292,-1.177875161,-2.512273312,1
37,308,-1.96988368,-2.344739676,1
37,324,-2.591250658,-2.7965765,1
37,340,-2.451683998,-3.657110691,1
37,356,-2.277471066,-3.022360325,1
37,372,-1.197084904,-1.990522861,1
37,388,-0.456573844,-2.117658138,1
37,404,-0.9340593815,-1.712565541,1
37,420,-1.262632489,-1.258526087,1
37,436,-1.505030274,-1.805719972,1
37,452,NaN,NaN,2
37,468,-2.291964531,-0.4792376459,1
37,484,-1.977122188,-3.849355698,1
37,500,-1.541358471,-4.158936501,1
37,516,-1.667510271,-4.005105019,1
37,532,-1.095290422,-3.08908987,1
37,548,-0.5599772334,-2.285007,1
37,564,-0.466022253,-2.889768839,1
37,580,-0.8095004559,-2.011133671,1
