PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 63, filenames: A:[63]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[64]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,-0.1713677645,0.5261868238,1
21,52,0.0470597297,0.5849499106,1
21,68,0.03354726732,0.05037438869,1
21,84,0.3187361658,-0.06719446182,1
21,100,0.04433616996,-0.5561403036,1
21,116,-0.2293694615,-0.4032839537,1
21,132,-0.2906975746,-0.2385231256,1
21,148,-0.02678084373,-0.2050515413,1
21,164,-0.3893991113,0.1230087057,1
21,180,-0.5242872238,0.1590323299,1
21,196,0.02745199203,-0.09439150989,1
21,212,-0.2760825157,-0.3449629843,1
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,-3.477308035,-0.9573123455,1
21,276,-0.6303062439,-1.324745774,1
21,292,-0.9993691444,-1.085572839,1
21,308,-3.585762024,-1.793237925,1
21,324,-5.144777298,-1.376994014,1
21,340,-5.19702816,-0.04528021812,1
21,356,-3.784597874,-1.002376914,1
21,372,-1.957558155,-0.3503981829,1
21,388,-1.647856951,-0.1555986404,1
21,404,NaN,NaN,2
21,420,NaN,NaN,2
21,436,NaN,NaN,2
21,452,-1.596877813,1.125959516,1
21,468,-1.426018119,2.074586153,1
21,484,-2.272539377,-0.8299907446,1
21,500,-0.7412196398,-0.8877652884,1
21,516,0.01880466938,2.294622421,1
21,532,-2.083803177,2.691034794,1
21,548,-3.273039818,1.340250731,1
21,564,-3.971083641,0.9726859331,1
21,580,NaN,NaN,2
21,596,NaN,NaN,2
21,612,-0.533192277,0.4247838259,1
21,628,-1.510799408,-0.5095214844,1
21,644,-2.185381889,-0.4143730402,1
21,660,NaN,NaN,2
21,676,NaN,NaN,2
21,692,-2.258027554,-0.292645514,1
21,708,-1.296245575,-0.393563807,1
21,724,NaN,NaN,2
21,740,2.828471184,-1.495951653,1
21,756,-3.917690754,-1.73875761,1
21,772,-4.947841644,-1.638784885,1
21,788,NaN,NaN,2
21,804,-1.604054928,1.396277905,1
21,820,-1.040560246,0.5956860781,1
21,836,NaN,NaN,2
21,852,-0.1542561054,0.1940895915,1
21,868,-0.4836606979,-0.5600606799,1
21,884,-1.680926561,0.1105216146,1
21,900,-2.470981598,-0.595779717,1
21,916,-2.54415679,-0.1375895143,1
21,932,-1.071134448,-0.1926696897,1
21,948,-0.2799607515,0.2503566146,1
21,964,NaN,NaN,2
21,980,NaN,NaN,2
21,996,-0.2655776441,0.04071950912,1
21,1012,0.09731256962,-0.1831867099,1
21,1028,-0.8781493902,0.1144887209,1
21,1044,-0.6724354029,0.1590291858,1
21,1060,0.2320210338,-0.04895845056,1
21,1076,0.05636312068,0.472075671,1
21,1092,0.4613981247,0.4854442477,1
21,1108,-0.3992336392,0.9565958977,1
21,1124,NaN,NaN,2
37,20,-0.4263898134,-0.05433306098,1
37,36,0.0003776103258,0.4114918709,1
37,52,0.3863065243,0.4669377208,1
37,68,0.008239924908,0.4099022746,1
37,84,0.002205140889,-0.1009054333,1
37,100,-0.09720721841,-0.4194297493,1
37,116,-0.1097620577,-0.1206000149,1
37,132,0.3734149337,-0.09705065191,1
37,148,0.1908955723,0.05160315335,1
37,164,-0.1909761578,0.1014736667,1
37,180,0.01837974042,-0.03583576158,1
37,196,0.2778646648,0.2411070466,1
37,212,-0.08580571413,-0.1832409799,1
37,228,-0.9033668041,0.1299339086,1
37,244,-2.150147915,0.2267099023,1
37,260,NaN,NaN,2
37,276,-2.249101639,-0.3556209803,1
37,292,-1.713566303,-0.7096322775,1
37,308,-1.95587492,-0.851162076,1
37,324,-3.475947142,-0.9785503149,1
37,340,-4.160145283,-1.254615068,1
37,356,-3.969381332,-0.6594273448,1
37,372,-3.054863453,-0.3135807812,1
37,388,-2.120138884,-0.2750476003,1
37,404,-2.157273054,0.08053413033,1
37,420,-3.215197086,0.4085954428,1
37,436,-3.171082497,1.069884658,1
37,452,-2.586680412,1.395746827,1
37,468,-1.4467448,0.7736247778,1
37,484,-1.231491685,0.01540516317,1
37,500,-0.6053947806,1.129643202,1
37,516,0.2784968615,1.691264391,1
37,532,-1.085381031,1.139884472,1
