PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 42, filenames: A:[42]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[43]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,-0.4108642936,-0.4498573542,1
21,52,-0.2110015303,-0.02176964283,1
21,68,-0.1354644448,-0.2267283052,1
21,84,0.01378545165,-0.5649013519,1
21,100,0.3251564503,-0.7555420995,1
21,116,0.6844989061,-0.4414928555,1
21,132,0.1143448353,0.1084723696,1
21,148,-0.7092391253,0.09632138908,1
21,164,NaN,NaN,2
21,180,NaN,NaN,2
21,196,NaN,NaN,2
21,212,-1.100644588,-2.738131046,1
21,228,-1.128987074,-2.919188738,1
21,244,NaN,NaN,2
21,260,NaN,NaN,2
21,276,-0.3265729547,0.03564560413,1
21,292,-0.1395228505,-1.391428709,1
21,308,0.2232345194,-0.9648973346,1
21,324,0.437846601,-0.775970161,1
21,340,NaN,NaN,2
21,356,NaN,NaN,2
21,372,0.2785953283,-0.03072693944,1
21,388,-2.753522873,-0.8935630918,1
21,404,-2.285073042,-0.5041605234,1
21,420,-2.104901552,1.264023185,1
21,436,-3.17880702,0.9688545465,1
21,452,-2.15381813,1.990204811,1
21,468,-2.066766739,0.8715405464,1
21,484,NaN,NaN,2
21,500,-2.629091263,-0.883705914,1
21,516,-1.977965832,-2.378398418,1
21,532,-0.7265090942,-2.507722378,1
21,548,-0.3908657432,-1.167604208,1
21,564,0.2062107921,-2.027794838,1
21,580,NaN,NaN,2
21,596,NaN,NaN,2
21,612,-1.074437857,-1.493209958,1
21,628,-1.667303085,-1.137228727,1
21,644,-1.16884923,-0.9418416619,1
21,660,-1.834877491,-0.3693352938,1
21,676,NaN,NaN,2
21,692,-1.305655241,-1.111537814,1
21,708,-0.7004165649,-1.918115377,1
21,724,-1.062162042,-1.484319329,1
21,740,-1.821576715,-0.2384286821,1
21,756,-1.400791407,0.7707864046,1
21,772,NaN,NaN,2
21,788,1.022944689,0.771415472,1
21,804,0.8616424799,0.5653708577,1
21,820,0.6714994907,-0.5478423238,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,0.0889570713,1.083272696,1
21,884,-1.952156067,2.243667126,1
21,900,NaN,NaN,2
21,916,0.8164459467,0.06272447109,1
21,932,0.02143698931,0.7522267103,1
21,948,0.7588490248,-1.128325462,1
21,964,2.683972836,-0.03871449828,1
21,980,2.101569891,-1.283339262,1
21,996,1.141118884,0.8743574619,1
21,1012,0.1256229877,1.132579207,1
21,1028,0.3194220066,1.143635035,1
21,1044,NaN,NaN,2
21,1060,NaN,NaN,2
21,1076,NaN,NaN,2
21,1092,-1.590327978,0.5239812732,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,0.2689317465,0.2372356653,1
37,36,0.1382032335,0.1319743097,1
37,52,0.1906143427,-0.03978804499,1
37,68,0.1526834667,-0.1471539438,1
37,84,0.0921363309,-0.1882258356,1
37,100,-0.1625685543,-0.06258773804,1
37,116,0.3064584136,0.2444532365,1
37,132,0.2503085136,0.3241427541,1
37,148,-0.2055061758,0.1256425232,1
37,164,-0.5100736618,0.6938990951,1
37,180,-0.7651397586,-0.5744575262,1
37,196,NaN,NaN,2
37,212,NaN,NaN,2
37,228,-0.8167772889,-1.700573683,1
37,244,-0.5251914263,-1.041549563,1
37,260,-0.06859260798,-0.8176155686,1
37,276,-0.5895993114,-0.7069439888,1
37,292,NaN,NaN,2
37,308,0.09934426099,-0.7780327797,1
37,324,0.5218575001,-0.9312492609,1
37,340,1.225360632,-1.025645614,1
37,356,2.311305046,-0.3245945573,1
37,372,0.1845331192,-0.09250375628,1
37,388,-0.8484437466,-0.5807725191,1
37,404,-0.5014116764,-0.5135151148,1
37,420,-1.200425863,0.2504729033,1
37,436,-2.684031248,1.09361279,1
37,452,NaN,NaN,2
37,468,-2.460136175,-0.4614263475,1
37,484,-1.332358122,-0.00260335207,1
37,500,-1.309390187,-0.4891264439,1
37,516,-0.8947265148,-1.748402119,1
37,532,NaN,NaN,2
37,548,NaN,NaN,2
37,564,-0.2693183422,-0.6606593728,1
37,580,0.6026442051,-2.242830515,1
