PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 29, filenames: A:[29]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[30]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,-0.7166237831,0.7213097811,1
21,36,-0.4093567133,-0.2944994569,1
21,52,-0.1641596556,-0.3511078358,1
21,68,0.07047718763,0.2100307941,1
21,84,0.05342651159,-0.2476739883,1
21,100,0.09478519857,-0.2901638746,1
21,116,-0.02816158533,-0.5207389593,1
21,132,-0.004318833351,-0.4342068732,1
21,148,-0.1666491628,0.128975749,1
21,164,NaN,NaN,2
21,180,-0.2827210426,-0.07989618182,1
21,196,-0.5523681641,-1.639167786,1
21,212,NaN,NaN,2
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,0.1287777424,-0.7796931267,1
21,276,0.6469413042,-0.4655842781,1
21,292,NaN,NaN,2
21,308,NaN,NaN,2
21,324,-1.203015089,-6.534159184,1
21,340,-1.370110393,-7.076470852,1
21,356,-1.538449526,-6.746084213,1
21,372,-0.6235533953,-6.902901173,1
21,388,-0.1074650288,-6.517104149,1
21,404,-0.6342233419,-6.360539436,1
21,420,-0.6080465317,-8.576305389,1
21,436,-0.502309382,-10.19673729,1
21,452,-0.517732501,-9.804772377,1
21,468,NaN,NaN,2
21,484,-0.688529253,-6.59444046,1
21,500,-0.9699004889,-6.202334404,1
21,516,NaN,NaN,2
21,532,0.5367158651,-6.040393829,1
21,548,-0.8510360718,-5.982489109,1
21,564,NaN,NaN,2
21,580,-2.910635948,-6.685286045,1
21,596,-2.097272158,-3.992952585,1
21,612,-1.267919779,-3.125044823,1
21,628,-0.4595090747,-4.162703991,1
21,644,0.4580569267,-4.710920334,1
21,660,NaN,NaN,2
21,676,0.6203401089,-0.6216788292,1
21,692,NaN,NaN,2
21,708,-0.1706795692,-0.3573516607,1
21,724,NaN,NaN,2
21,740,NaN,NaN,2
21,756,NaN,NaN,2
21,772,NaN,NaN,2
21,788,-2.388326883,-3.009033918,1
21,804,-3.187786579,-1.978057146,1
21,820,0.4322376251,-1.093837023,1
21,836,NaN,NaN,2
21,852,0.5324671268,-1.302922249,1
21,868,NaN,NaN,2
21,884,-0.7470416427,-2.566152573,1
21,900,-0.1477199495,-4.12595892,1
21,916,0.05299888551,-2.839301109,1
21,932,0.492215395,-2.184987068,1
21,948,1.420601845,-0.5278054476,1
21,964,NaN,NaN,2
21,980,0.5512104034,0.1712739766,1
21,996,0.4503521919,-0.7328702211,1
21,1012,-0.4999798536,-0.3081139922,1
21,1028,-1.380623102,-0.7082955837,1
21,1044,-1.201804638,-0.6399763823,1
21,1060,-2.064620256,-1.772736311,1
21,1076,NaN,NaN,2
21,1092,-3.094197512,-0.3340598345,1
21,1108,-5.542023659,0.4974141121,1
21,1124,NaN,NaN,2
37,20,-0.4208052158,-0.3636249602,1
37,36,NaN,NaN,2
37,52,-0.258564651,0.0557846278,1
37,68,-0.2142399251,-0.1667503417,1
37,84,-0.08040037751,-0.6519538164,1
37,100,0.2304962426,-0.08131286502,1
37,116,-0.05828146636,-0.2776864767,1
37,132,0.1202640533,-0.3855394721,1
37,148,0.4299596548,-0.2202862948,1
37,164,-0.1200540587,-0.1986172795,1
37,180,0.2176250517,0.02353322506,1
37,196,0.02750901878,0.2984588742,1
37,212,-0.8265626431,0.7195901871,1
37,228,-0.7383825183,0.2113776207,1
37,244,0.1203813553,-0.356921196,1
37,260,0.1963056326,-0.9221081734,1
37,276,NaN,NaN,2
37,292,-0.5156584978,-5.445060253,1
37,308,-0.4482131898,-5.856200218,1
37,324,-0.656695962,-6.385060787,1
37,340,-0.8036653399,-6.803448677,1
37,356,-0.1620840132,-6.796080112,1
37,372,0.778211236,-6.190006256,1
37,388,0.6911312342,-6.227449894,1
37,404,0.303617537,-6.91964817,1
37,420,0.01438634098,-8.107350349,1
37,436,-0.4375444651,-9.283573151,1
37,452,-0.2797228396,-10.11211872,1
37,468,NaN,NaN,2
37,484,NaN,NaN,2
37,500,NaN,NaN,2
37,516,-0.7013311386,-6.821707249,1
37,532,-1.056584597,-6.006364346,1
37,548,-2.014326811,-6.141423702,1
37,564,NaN,NaN,2
37,580,-0.8398931026,-6.128261566,1
37,596,-0.6173783541,-4.729179859,1
37,612,-1.466092229,-3.448841333,1
37,628,-0.6297454238,-3.211870193,1
37,644,0.1643591821,-3.331646442,1
37,660,0.6194521189,-2.622535229,1
37,676,0.5929812193,-1.438165665,1
37,692,NaN,NaN,2
37,708,0.3411893845,-0.4982389808,1
37,724,-0.8498039246,-0.7377382517,1
37,740,-1.433571577,-0.89265275,1
37,756,-1.782787085,-1.338413358,1
37,772,-2.331515312,-3.04335022,1
37,788,-1.665466189,-0.8996545076,1
37,804,-1.82630229,-1.74606657,1
37,820,-0.9914814234,-1.25129652,1
37,836,-2.004384518,-1.203545332,1
37,852,-1.772648573,-1.165586472,1
37,868,-0.3451737165,-1.967682123,1
37,884,-0.212336719,-2.672592163,1
37,900,0.226117298,-1.26622808,1
37,916,0.4767804146,-0.9581855536,1
37,932,0.4447464943,-2.1842134,1
37,948,0.6336682439,-0.5592186451,1
37,964,0.07237693667,-0.1949390322,1
37,980,-0.008727759123,0.4494714141,1
37,996,-0.2163387835,0.3019529879,1
37,1012,-0.5794292688,-0.06853839755,1
37,1028,NaN,NaN,2
37,1044,-1.081451178,0.6024284363,1
37,1060,-2.188025713,0.01330825686,1
37,1076,-1.980138302,-0.7686078548,1
37,1092,-1.458017588,-0.6174385548,1
37,1108,-1.899777889,-0.1291077137,1
37,1124,NaN,NaN,2
53,20,-0.05520020425,-0.2605733871,1
53,36,-0.1155641899,-0.1031933725,1
53,52,-0.2783560753,0.07712692767,1
53,68,-0.4547038078,-0.3174229264,1
53,84,-0.282484591,-0.7988207936,1
53,100,0.1469673067,-0.02016736567,1
53,116,-0.06877970695,-0.2610616684,1
53,132,-0.1301599592,-0.3806461394,1
