PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 74, filenames: A:[74]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[75]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.3300251961,-0.2886190414,1
21,36,-0.1876440644,-0.3761458993,1
21,52,-0.5031785965,-0.07392930984,1
21,68,0.04588285089,-0.5613596439,1
21,84,-0.02045050263,-0.3537359238,1
21,100,0.2518436313,0.7178430557,1
21,116,0.3731377125,-0.1585451961,1
21,132,0.4087844789,-0.3753453791,1
21,148,0.09058643878,-0.09447598457,1
21,164,-0.3913594484,0.1063343287,1
21,180,NaN,NaN,2
21,196,NaN,NaN,2
21,212,0.06848689914,-0.2607048452,1
21,228,-0.1145189852,0.3925494552,1
21,244,0.2194200456,0.383232832,1
21,260,0.3726650178,0.2181121856,1
21,276,0.5804197788,-0.3941308856,1
21,292,0.5813057423,-0.2115666121,1
21,308,0.3555722833,0.01356288791,1
21,324,0.2167067826,0.1432857811,1
21,340,0.2979663312,0.2718259692,1
21,356,0.1406405568,0.458093971,1
21,372,0.09712380171,0.5845071077,1
21,388,0.05602233112,0.3192731142,1
21,404,-0.1938598007,-0.04884641618,1
21,420,-0.3030459881,-0.1357034594,1
21,436,-0.1722558886,0.9404231906,1
21,452,0.04421436042,1.022265315,1
21,468,0.0795539692,0.6750417948,1
21,484,0.123529613,-0.1963057518,1
21,500,0.08816149831,-0.3997319341,1
21,516,0.0007262974977,-0.5409346819,1
21,532,0.1938147843,-0.05125747621,1
21,548,-0.05961632729,0.7611975074,1
21,564,-0.3892677426,0.7302290201,1
21,580,NaN,NaN,2
21,596,-0.1957194209,0.6722145081,1
21,612,-0.01324259862,0.2600456476,1
21,628,0.04931718111,0.3837926388,1
21,644,0.3971940279,-0.1262161434,1
21,660,0.4370852113,-0.238043353,1
21,676,0.1313830018,0.2325948179,1
21,692,-0.04716849327,0.5637221336,1
21,708,-0.6170908809,0.5216059685,1
21,724,-0.1640214026,0.230994314,1
21,740,NaN,NaN,2
21,756,NaN,NaN,2
21,772,NaN,NaN,2
21,788,0.2396811843,0.1261216104,1
21,804,0.8352770805,-0.7345975041,1
21,820,0.7307286263,-0.3398496211,1
21,836,NaN,NaN,2
21,852,NaN,NaN,2
21,868,-0.4610266089,1.480669737,1
21,884,-0.01810437441,0.6854026318,1
21,900,NaN,NaN,2
21,916,NaN,NaN,2
21,932,NaN,NaN,2
21,948,0.230839774,-0.07947635651,1
21,964,0.09927010536,-0.7086442113,1
21,980,0.1947030425,0.2023004591,1
21,996,0.1990709305,0.2557556927,1
21,1012,-0.1135947704,-0.3376204967,1
21,1028,-0.4109091461,-0.8411949873,1
21,1044,-0.5790146589,-1.195381641,1
21,1060,-2.59748435,-0.8617241383,1
21,1076,NaN,NaN,2
21,1092,0.4594219327,0.7539994717,1
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,-0.1306003928,0.1082374752,1
37,36,-0.4608072042,0.1759575903,1
37,52,-0.4791493416,-0.05392321199,1
37,68,-0.2374638915,0.2895289063,1
37,84,-0.1008549407,0.2126237154,1
37,100,0.3693265319,0.559762001,1
37,116,NaN,NaN,2
37,132,0.09234596789,0.09782205522,1
37,148,0.2919051349,0.2984058857,1
37,164,0.1266954541,0.09803815931,1
37,180,0.02197641134,0.03382081538,1
37,196,0.0936832279,-0.1250648201,1
37,212,0.01424973831,-0.5019311905,1
37,228,-0.0507370159,-0.1899836659,1
37,244,NaN,NaN,2
37,260,0.3063674867,-0.3261566162,1
37,276,0.677290082,-0.4910363257,1
37,292,0.5089443326,-0.1888345927,1
37,308,0.1105747521,-0.2371507287,1
37,324,-0.04162453115,-0.07726351917,1
37,340,0.1376579553,0.005758300424,1
37,356,0.2253677249,-0.1861620247,1
37,372,0.238588348,0.3896432817,1
37,388,0.08030745387,0.3032442629,1
37,404,0.08948045224,-0.2909776568,1
37,420,0.06281460822,-0.3725141585,1
37,436,-0.07108860463,0.3819215894,1
37,452,-0.1094000489,0.4453643858,1
37,468,-0.1010571644,0.3867521882,1
37,484,0.06650272757,-0.1242810488,1
37,500,0.01197341271,0.1795186847,1
37,516,0.05650538206,0.2101567388,1
37,532,0.2531059682,0.4131478965,1
37,548,0.0502050072,0.4354365468,1
37,564,-0.1364651322,0.4870294034,1
37,580,-0.1349367201,0.899213016,1
37,596,-0.09186848998,0.3585699797,1
37,612,-0.1306335926,0.2878148556,1
37,628,-0.1240007281,0.3176549673,1
37,644,0.1688614637,-0.1345683634,1
37,660,0.2625829875,-0.1182248592,1
37,676,0.07160010934,-0.06015592813,1
37,692,0.3518430293,0.3576675653,1
37,708,-0.3141014576,0.2046834528,1
37,724,-0.1103971153,0.2466995418,1
37,740,0.516946137,0.2778648436,1
37,756,NaN,NaN,2
37,772,0.3983063102,0.1311915964,1
37,788,1.799526453,0.1667107791,1
37,804,1.178459644,0.676907599,1
37,820,0.6331162453,-0.1049824506,1
37,836,NaN,NaN,2
37,852,-0.2046258003,0.2934411764,1
37,868,0.9993763566,0.02176108956,1
37,884,0.1003626063,0.3799495101,1
37,900,-0.0621503368,0.2944209278,1
37,916,-0.00905354321,0.3618276119,1
37,932,0.03289841861,0.01696327329,1
37,948,0.2117938995,-0.2488279343,1
