PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 90, filenames: A:[90]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[91]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,0.7756842375,0.1658118963,1
21,36,0.3664728403,0.7501345277,1
21,52,0.04290014505,0.565122664,1
21,68,-0.3095598817,0.2923476696,1
21,84,-0.1723883748,0.6801811457,1
21,100,-0.01457312703,0.9794944525,1
21,116,-0.2955618203,0.6074360013,1
21,132,-0.1372077465,-0.2714246809,1
21,148,0.008330047131,-0.942271769,1
21,164,0.1376994848,-0.4978214502,1
21,180,0.2469882369,-0.2539019585,1
21,196,NaN,NaN,2
21,212,0.01820775867,0.002259582281,1
21,228,-0.1598552763,-0.5298202634,1
21,244,-0.01358100772,0.0586450696,1
21,260,-0.3521172404,0.05341507494,1
21,276,-0.0303055346,-0.4370439649,1
21,292,0.1262774169,-0.2175885737,1
21,308,NaN,NaN,2
21,324,-0.2508639693,0.2089236975,1
21,340,-0.4817403555,-0.05210202932,1
21,356,0.00377677381,0.1424377561,1
21,372,0.2873907983,0.03544440866,1
21,388,-0.04383742809,0.3693230748,1
21,404,-0.03351628035,0.4245991111,1
21,420,0.2606197894,-0.1433607638,1
21,436,0.5867065787,-0.4782841206,1
21,452,0.30432868,-0.4141692519,1
21,468,0.1088279486,-0.2303153574,1
21,484,0.05646511912,0.4401623607,1
21,500,0.1219733655,0.4065001607,1
21,516,0.2185120285,0.3414639235,1
21,532,0.6664609909,0.5955660939,1
21,548,0.4910004139,0.1372407079,1
21,564,0.08691391349,-0.1609502286,1
21,580,-0.05336013436,-0.1603459269,1
21,596,-0.3868870735,0.04683594406,1
21,612,0.148399055,-0.04428868368,1
21,628,0.4174826145,-0.06534482539,1
21,644,0.4293232858,-0.2354356945,1
21,660,0.2179914266,-0.3005616069,1
21,676,-0.3853364587,0.02786909044,1
21,692,-0.6273214221,0.3199650943,1
21,708,-0.2618148923,0.03376626968,1
21,724,-0.067830652,0.2131032944,1
21,740,-0.2727539539,0.3893787861,1
21,756,-0.3262302876,0.0910480395,1
21,772,-0.8463683128,0.1328507215,1
