PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 64, filenames: A:[64]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[65]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,NaN,NaN,2
21,36,0.2899264097,0.162989378,1
21,52,0.1805159748,0.4713791013,1
21,68,0.1989052892,0.8362067938,1
21,84,0.2367647886,0.5768502355,1
21,100,0.6953468323,0.2698338032,1
21,116,0.828864634,-0.08131927252,1
21,132,0.4123065174,-0.3064877987,1
21,148,-0.4058706462,-0.4180310965,1
21,164,-0.6437287331,-0.3785362244,1
21,180,-0.3461909294,-0.0999494195,1
21,196,-0.2502838969,0.2635825574,1
21,212,0.02642431855,0.1145162582,1
21,228,NaN,NaN,2
21,244,NaN,NaN,2
21,260,-1.709756613,-1.367761374,1
21,276,-2.063609362,-1.714208841,1
21,292,-2.262402058,-2.153756142,1
21,308,-3.163515568,-1.077828526,1
21,324,-3.81018877,-1.452250481,1
21,340,-2.22018528,-3.22819519,1
21,356,-1.557365417,-3.306477547,1
21,372,-1.910809517,-2.956910849,1
21,388,NaN,NaN,2
21,404,NaN,NaN,2
21,420,-1.097692251,-1.128748775,1
21,436,0.4456932545,-0.3503264189,1
21,452,NaN,NaN,2
21,468,-2.805522442,-0.638938427,1
21,484,-2.02252388,-1.590494871,1
21,500,-0.5425848961,0.02202653885,1
21,516,0.1538314819,1.817801476,1
21,532,1.28872776,2.20438242,1
21,548,-0.396314621,3.223869324,1
21,564,1.996525288,-2.997466564,1
21,580,NaN,NaN,2
21,596,4.011016369,-3.343836784,1
21,612,1.960307121,0.4041901827,1
21,628,1.264755249,1.665021896,1
21,644,NaN,NaN,2
21,660,0.6089023352,0.06573665142,1
21,676,-0.8241593838,-0.6910362244,1
21,692,-1.814259768,-0.7400853634,1
21,708,NaN,NaN,2
21,724,NaN,NaN,2
21,740,-4.244385242,0.8093264699,1
21,756,-3.732504368,0.8253067732,1
21,772,NaN,NaN,2
21,788,-0.882755518,-1.337049246,1
21,804,NaN,NaN,2
21,820,NaN,NaN,2
21,836,-1.881241083,-0.8671281934,1
21,852,-1.283704996,1.143114686,1
21,868,-1.099826813,0.9828029871,1
21,884,NaN,NaN,2
21,900,1.52276051,0.5635674,1
21,916,0.7788977027,0.1979082674,1
21,932,-0.3223391771,-0.5638878345,1
21,948,0.5499577522,-0.8828807473,1
21,964,NaN,NaN,2
21,980,0.08147341013,1.551355481,1
21,996,-0.9786224961,-0.3634263277,1
21,1012,-1.127271295,-0.4586591125,1
21,1028,NaN,NaN,2
21,1044,NaN,NaN,2
21,1060,-1.520761967,-0.4801273346,1
21,1076,-1.743535399,-0.4570028782,1
21,1092,NaN,NaN,2
21,1108,NaN,NaN,2
21,1124,NaN,NaN,2
37,20,-0.09878623486,-0.5790169239,1
37,36,-0.07419726253,0.03622502089,1
37,52,-0.3508134484,0.3234902322,1
37,68,-0.152862817,0.5729052424,1
37,84,0.2494192123,0.04892510176,1
37,100,0.659350574,-0.03842809796,1
37,116,0.4105385244,-0.05896005034,1
37,132,0.3275312185,-0.2104753852,1
37,148,0.07510837168,-0.2638779581,1
37,164,-0.1004518569,0.1910752356,1
37,180,0.01933082938,0.4992838502,1
37,196,-0.1535328776,0.1403064728,1
37,212,-0.3897199333,-0.2988814116,1
37,228,-0.6062735319,-0.4525117576,1
37,244,-1.460287571,-0.8543556929,1
37,260,-2.254707813,-1.0952636,1
37,276,-2.387607574,-2.425601959,1
37,292,-1.940234542,-2.354003429,1
37,308,-2.211601496,-1.667090654,1
37,324,-3.570382595,-2.041643143,1
37,340,-4.906672478,-2.423846483,1
37,356,-4.303812504,-2.16721034,1
37,372,-2.146606207,-1.94053936,1
37,388,-1.438035727,-1.234595418,1
37,404,-1.951146364,-1.026067972,1
37,420,-2.080456257,-0.9828265905,1
37,436,-3.453859568,-1.355531335,1
37,452,-4.23234129,-2.717754841,1
37,468,-4.219129562,-2.33858633,1
37,484,-3.590569973,-2.003444195,1
37,500,-2.220664978,-1.987690926,1
37,516,-2.713736057,-0.1476647258,1
37,532,-2.735179424,0.7864640355,1
37,548,-3.656463623,-1.164479971,1
37,564,0.4869123697,-1.435218334,1
