PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 88, filenames: A:[88]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[89]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,20,1.013195038,-0.20339863,1
21,36,0.2569620013,0.1595682502,1
21,52,-0.02343310416,0.139369905,1
21,68,-0.04831764102,0.1967544258,1
21,84,-0.09131959081,0.127715081,1
21,100,0.2787019014,-0.4317563474,1
21,116,0.454415381,-0.2032188922,1
21,132,-0.08706927299,-0.1423292458,1
21,148,-0.2242950499,-0.3548125029,1
21,164,-0.3418125212,0.004162222147,1
21,180,-0.5601547956,0.2756487429,1
21,196,-0.273242712,0.2193763554,1
21,212,-0.2064078748,0.3664240837,1
21,228,NaN,NaN,2
21,244,0.2401078641,-0.2903474867,1
21,260,0.3721276522,-0.4770235419,1
21,276,0.2324675024,-0.2900356054,1
21,292,0.3696676493,0.2900354862,1
21,308,0.7245180011,0.1945679486,1
21,324,0.5692646503,0.4668058455,1
21,340,0.4795475006,0.6673288345,1
21,356,0.5019379258,0.3932837248,1
21,372,0.3718084097,0.4294073582,1
21,388,0.6901462078,0.6234374642,1
21,404,0.4229729176,0.5889747143,1
21,420,0.3902341127,0.3390561342,1
21,436,0.1401193738,0.09825092554,1
21,452,-0.3694886565,0.2522043586,1
21,468,-0.7339254022,0.1524059176,1
21,484,-0.9384872913,0.01376861334,1
21,500,NaN,NaN,2
21,516,-0.2190309763,-0.2394034266,1
21,532,0.05893450975,0.06840518117,1
21,548,0.1426204741,-0.4631898999,1
21,564,0.2115215659,-0.2783873081,1
21,580,0.2852116823,-0.07255241275,1
21,596,0.1068886817,0.3751209378,1
21,612,-0.1142709255,0.1191949248,1
21,628,0.1030926108,-0.2359941006,1
21,644,0.1417038441,-0.00203768909,1
21,660,-0.02768060565,0.06459987164,1
21,676,0.00503122434,0.2147666216,1
21,692,0.01737543941,0.4980508685,1
21,708,-0.1135409474,0.3310788274,1
21,724,-0.2556574345,0.2449037433,1
21,740,-0.4994586706,0.7072923779,1
21,756,-0.1254447103,0.5223283768,1
21,772,0.3841488361,0.6151336432,1
21,788,0.2268180847,0.3426111937,1
21,804,-0.1333371997,0.1340625286,1
21,820,NaN,NaN,2
21,836,-0.4955207109,0.03265044093,1
21,852,0.004545964301,0.1164600551,1
21,868,0.5350837708,-0.3044635653,1
21,884,NaN,NaN,2
21,900,0.3980529308,-0.0002969652414,1
21,916,-0.4075064063,0.9559824467,1
21,932,NaN,NaN,2
21,948,-0.222026974,-0.4872010052,1
21,964,-0.8017329574,0.011782974,1
21,980,-0.774834156,0.3745345473,1
21,996,-0.2460968494,0.391617775,1
21,1012,-0.06307895482,0.549467504,1
21,1028,-0.04568164051,0.08927941322,1
21,1044,0.03320322931,-0.7184035778,1
21,1060,0.1033573672,-0.4461660981,1
21,1076,0.09708730131,-0.21924752,1
21,1092,0.0769848004,-0.4375448823,1
21,1108,0.3307179809,-0.2936166227,1
21,1124,0.4898945093,0.4676163197,1
37,20,0.237642169,-0.2256872803,1
37,36,0.02766644955,-0.3163747787,1
37,52,-0.1227151081,-0.5363251567,1
37,68,-0.1169728339,-0.3612711132,1
37,84,-0.1813084632,-0.292770803,1
37,100,-0.002441301942,-0.354423672,1
37,116,0.2200698107,-0.05910380185,1
37,132,0.1561496258,-0.2108179778,1
37,148,0.00922588259,-0.4415590763,1
37,164,-0.1162633151,-0.03859713674,1
37,180,0.06449007988,0.2668729126,1
37,196,-0.08066448569,0.1196866557,1
37,212,-0.5486423373,0.1171328425,1
37,228,-0.4355437458,-0.2026613206,1
37,244,-0.004338897765,-0.3852697015,1
37,260,0.1718546152,-0.2220953256,1
37,276,-0.07810465991,0.09297314286,1
37,292,-0.09854474664,0.4343332648,1
37,308,-0.009445488453,0.1972010285,1
37,324,0.1514434814,0.07651291788,1
37,340,0.4157359004,0.1020958424,1
37,356,0.1942003965,0.1002784967,1
37,372,0.004968732595,0.3439736664,1
37,388,0.1295936257,0.356359601,1
37,404,-0.1584743857,0.2312402278,1
37,420,0.03099229932,0.05493095517,1
37,436,-0.006354432553,0.1620956659,1
37,452,-0.3502669632,0.4203447402,1
37,468,-0.3502270579,-0.1278862655,1
37,484,-0.2902454734,-0.09898230433,1
37,500,0.03194570541,0.02232189476,1
37,516,0.2480433434,0.1689299643,1
37,532,0.2078084052,0.6841094494,1
37,548,-0.2701410055,0.03654998168,1
37,564,0.08993004262,0.05810175836,1
37,580,0.2907431424,0.3435976505,1
37,596,-0.02258040383,0.5596495867,1
37,612,-0.181819737,0.5560204983,1
37,628,0.04937885702,0.4589083493,1
37,644,-0.1654895842,0.3224296272,1
37,660,-0.2503522635,0.01880969107,1
37,676,-0.1463015676,0.1782298535,1
37,692,-0.3625833988,0.2991786599,1
37,708,-0.4992051721,0.08682899177,1
37,724,-0.1534521729,-0.288377732,1
37,740,-0.1223564595,-0.1384491324,1
37,756,0.1293859184,0.3506008685,1
37,772,0.1427948773,0.156536907,1
37,788,0.02988167107,0.1046842486,1
37,804,0.05823123455,0.1946379542,1
37,820,-0.02447174489,-0.01801003888,1
37,836,-0.1200909317,-0.08769569546,1
37,852,-0.1778140366,0.1230195761,1
37,868,0.1096023321,0.2685415149,1
37,884,0.420291841,0.279335469,1
37,900,0.05486112833,0.1493086517,1
37,916,-0.1402981579,0.2613720894,1
37,932,0.1394193023,0.323818028,1
37,948,0.05945560336,0.05466192961,1
37,964,-0.1097245365,0.06032431126,1
37,980,-0.3397962451,0.08875566721,1
37,996,-0.2036748379,0.2945783436,1
37,1012,-0.01926624775,0.4735003412,1
37,1028,-0.002975899726,0.1716709435,1
37,1044,-0.05787988007,-0.3450970054,1
37,1060,-0.01673618704,-0.3938214779,1
37,1076,0.1696311235,-0.1101082563,1
37,1092,0.1873571873,0.05157214403,1
37,1108,0.0452433005,-0.3165911138,1
37,1124,-0.03446921706,0.421030879,1
53,20,-0.04845628142,0.0914952755,1
53,36,-0.3466118276,-0.1759126186,1
53,52,-0.3472549617,-0.4103305638,1
53,68,-0.2202622592,-0.6277218461,1
53,84,-0.20360443,-0.6649439335,1
