PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 2, filenames: A:[2]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[3]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
117,628,-1.313813567,-3.657485723,1
117,644,-1.315492034,-6.558238983,1
117,660,1.304296851,-6.500492096,1
117,676,9.269389153,2.965746164,1
117,692,8.519226074,7.140287876,1
117,708,1.461157799,-0.5567398071,1
117,724,NaN,NaN,2
117,740,1.588668346,-4.489700794,1
117,756,0.7354136109,-5.113258362,1
117,772,NaN,NaN,2
117,788,NaN,NaN,2
117,804,-1.756767869,-4.129492283,1
117,820,-2.092710257,-2.608321905,1
117,836,-2.221206903,-1.865567446,1
117,852,-1.862105489,-1.980390072,1
117,868,-0.52862674,-2.429965019,1
117,884,-0.519965589,-1.683154106,1
117,900,0.5792618394,-1.87716341,1
117,916,2.099190712,-2.186544895,1
117,932,2.723259211,-2.173382521,1
117,948,NaN,NaN,2
117,964,7.552763939,-1.095850945,1
117,980,NaN,NaN,2
117,996,5.719405651,-1.745624661,1
117,1012,2.459938049,-1.660286307,1
117,1028,2.75687933,-1.623538017,1
117,1044,4.690535545,-2.310697794,1
117,1060,NaN,NaN,2
117,1076,NaN,NaN,2
117,1092,0.928042531,-2.312479496,1
117,1108,NaN,NaN,2
117,1124,0.1202518046,-1.799739361,1
133,20,NaN,NaN,2
133,36,0.2859320343,0.07816158235,1
133,52,0.5394464135,-0.1270020753,1
133,68,NaN,NaN,2
133,84,-0.4346034527,0.1430644095,1
133,100,-0.542797327,-0.283198446,1
133,116,NaN,NaN,2
133,132,0.4306007624,-0.1481154561,1
133,148,NaN,NaN,2
133,164,-3.67804575,-7.106682777,1
133,180,-6.510405064,-3.095265865,1
133,196,-4.162229538,3.324574709,1
133,212,14.15571594,-3.46713686,1
133,228,16.34465027,-3.733411789,1
133,244,13.56149101,2.511362076,1
133,260,10.06769657,6.844989777,1
133,276,14.64805794,11.02726746,1
133,292,15.74101067,11.9973278,1
133,308,14.99553776,10.80262566,1
133,324,NaN,NaN,2
133,340,NaN,NaN,2
133,356,15.04109001,5.415466309,1
133,372,12.76641273,5.25404501,1
133,388,NaN,NaN,2
133,404,NaN,NaN,2
133,420,NaN,NaN,2
133,436,7.841278076,-8.160525322,1
133,452,8.351218224,-1.716760159,1
133,468,9.261095047,-4.019625187,1
133,484,9.937365532,1.501295328,1
133,500,8.502397537,0.01189190149,1
133,516,NaN,NaN,2
133,532,0.7360079288,-2.025170326,1
133,548,-0.1688127518,-4.120632172,1
133,564,-0.520450294,-3.339653254,1
133,580,-1.221180558,-3.261219501,1
133,596,-1.290046453,-3.37704277,1
133,612,1.517822027,-3.56963563,1
133,628,-2.241989613,-4.737752914,1
133,644,-3.145032406,-7.193911552,1
133,660,0.2457091808,-6.590044975,1
133,676,NaN,NaN,2
133,692,NaN,NaN,2
133,708,3.432687283,-0.3196536303,1
133,724,NaN,NaN,2
133,740,NaN,NaN,2
133,756,0.9884781837,-4.958156586,1
133,772,0.6461880207,-3.247901201,1
133,788,NaN,NaN,2
133,804,-2.343629122,-3.757554293,1
133,820,-2.934140921,-2.875957251,1
133,836,-2.973624468,-2.929206848,1
133,852,-2.258173704,-3.689222813,1
133,868,-0.8433167338,-3.302439451,1
133,884,-0.2011412084,-2.079867125,1
133,900,0.9498267174,-2.135429382,1
133,916,1.992730021,-2.547432423,1
133,932,3.011658907,-2.948502541,1
133,948,NaN,NaN,2
133,964,4.168262482,-2.982835293,1
133,980,3.518321753,-3.202949047,1
133,996,4.053652763,-4.363884926,1
133,1012,NaN,NaN,2
133,1028,2.786818504,-4.569488525,1
133,1044,2.237072229,-2.973974943,1
133,1060,NaN,NaN,2
133,1076,NaN,NaN,2
133,1092,1.48859477,-1.604370117,1
133,1108,2.793157578,-1.418834329,1
133,1124,4.334089279,-1.153447986,1
149,20,0.3775012791,0.1581436843,1
149,36,0.1746368855,0.1694801301,1
149,52,0.285674274,0.1269186139,1
149,68,0.3454610109,-0.07362025976,1
149,84,NaN,NaN,2
149,100,-0.3362663388,-0.3626435995,1
149,116,0.04687003791,-0.3764670193,1
149,132,0.4861810803,-0.06002402306,1
149,148,NaN,NaN,2
149,164,7.029146194,-6.231339455,1
149,180,10.85597992,-2.077642441,1
149,196,5.744279861,8.284097672,1
149,212,1.410557985,-10.11566925,1
149,228,12.80451012,-4.249287605,1
149,244,NaN,NaN,2
149,260,13.66345119,10.79624939,1
149,276,15.79978466,12.25314522,1
149,292,17.02355957,9.231607437,1
149,308,15.80723572,6.507901192,1
149,324,17.74383736,6.560997963,1
149,340,NaN,NaN,2
149,356,NaN,NaN,2
149,372,NaN,NaN,2
149,388,10.98344994,12.10963249,1
149,404,11.46045399,-6.681586266,1
149,420,NaN,NaN,2
149,436,7.077061176,-4.163715363,1
149,452,7.852057934,-4.627221107,1
149,468,8.01373291,-4.937792301,1
149,484,9.275434494,0.1835908294,1
149,500,14.37972641,-0.5868255496,1
149,516,NaN,NaN,2
149,532,NaN,NaN,2
149,548,-0.8637177944,-6.472402096,1
149,564,NaN,NaN,2
149,580,-2.399571419,-4.155736446,1
149,596,-3.360700607,-4.214056492,1
149,612,3.241978407,-4.007453918,1
149,628,2.456433296,-5.838171005,1
149,644,-3.109858036,-8.570135117,1
149,660,-1.966773272,-8.276737213,1
149,676,1.20353961,-6.941722393,1
149,692,0.5101429224,-9.790554047,1
149,708,1.993365526,-9.980584145,1
149,724,NaN,NaN,2
149,740,NaN,NaN,2
149,756,0.2560065389,-5.222173691,1
149,772,-0.3241240382,-4.761146069,1
149,788,-1.724653244,-3.195572853,1
149,804,-3.216384649,-3.345210314,1
149,820,-2.039366245,-3.167682648,1
149,836,-1.702607632,-4.684421539,1
149,852,-1.716444969,-3.743746281,1
149,868,-1.202485919,-2.831293106,1
149,884,-0.3903060555,-2.993119478,1
149,900,1.214788556,-2.791368484,1
149,916,NaN,NaN,2
149,932,NaN,NaN,2
149,948,5.516419411,-3.290577173,1
149,964,3.232734442,-3.129227161,1
149,980,2.630218744,-3.278385878,1
149,996,2.543329954,-3.23788166,1
149,1012,3.156733274,-4.18104744,1
149,1028,2.303562641,-5.475574493,1
149,1044,0.3907283545,-1.665505052,1
149,1060,NaN,NaN,2
149,1076,0.2330321074,-1.172667146,1
149,1092,1.576596975,-1.138469458,1
149,1108,3.417544365,-0.9095931053,1
149,1124,4.11509037,-0.793181479,1
165,20,0.3948096037,0.01865807176,1
165,36,0.2412241399,-0.07751324028,1
165,52,0.3116998374,0.01524481736,1
165,68,0.3014734387,-0.002160511911,1
165,84,0.4939449131,0.2848716974,1
165,100,0.2993893027,-0.008208088577,1
165,116,0.4235082865,-0.3376841247,1
165,132,0.5595388412,-0.1521240473,1
165,148,-4.202098846,-6.342196465,1
165,164,8.240177155,-4.820071697,1
165,180,-3.959068537,6.413473129,1
165,196,7.839579105,-7.567655563,1
165,212,1.145251274,-7.332779408,1
165,228,NaN,NaN,2
165,244,NaN,NaN,2
165,260,14.62449837,12.261796,1
165,276,17.17601776,10.09575176,1
165,292,NaN,NaN,2
165,308,14.5186491,7.416728973,1
165,324,14.97042656,8.006095886,1
165,340,15.54980373,7.442093372,1
165,356,14.28216648,7.164596558,1
165,372,18.02714157,13.07143593,1
165,388,5.581551552,10.39896488,1
165,404,1.091420174,4.177737236,1
165,420,NaN,NaN,2
165,436,5.481242657,-4.938363075,1
165,452,6.230293751,-5.25805378,1
165,468,NaN,NaN,2
165,484,NaN,NaN,2
165,500,4.264873028,-1.093566656,1
165,516,NaN,NaN,2
165,532,NaN,NaN,2
165,548,-2.413196564,-7.317490578,1
165,564,NaN,NaN,2
165,580,-1.495129108,-4.928010941,1
165,596,0.1878490448,-4.787104607,1
165,612,0.7627596855,-4.744483471,1
165,628,-5.293380737,-6.587816238,1
165,644,-5.083896637,-11.03765011,1
165,660,-5.30921936,-9.68038559,1
165,676,2.344539165,-3.121940613,1
165,692,-3.898910522,-11.81408882,1
165,708,-2.011636019,-10.79966927,1
165,724,-6.775539398,-4.249512672,1
165,740,NaN,NaN,2
165,756,0.2291992307,-5.615514755,1
165,772,0.2296329737,-5.881184101,1
165,788,-0.6491444707,-3.242570877,1
165,804,-2.248363495,-3.176649094,1
165,820,-2.797330379,-3.338459253,1
165,836,-1.921473742,-3.28663516,1
165,852,-0.7177374363,-3.572926044,1
165,868,-1.587639332,-4.367397308,1
165,884,NaN,NaN,2
165,900,1.618128419,-3.186710358,1
165,916,NaN,NaN,2
165,932,4.648358822,-3.820945978,1
165,948,3.463421345,-1.977657795,1
165,964,2.260066509,-2.401194572,1
165,980,1.400546551,-2.862218857,1
165,996,1.429147601,-3.037417173,1
165,1012,2.516265154,-2.950219631,1
165,1028,3.085564613,-1.476672053,1
165,1044,1.125828862,0.7544652224,1
165,1060,NaN,NaN,2
165,1076,0.3330947161,0.1247931123,1
165,1092,1.903352737,-0.7213181853,1
165,1108,2.639067173,-1.07038188,1
165,1124,3.402777195,-0.9905307889,1
181,20,-0.417465806,0.2663081884,1
181,36,0.1594608128,0.1847630888,1
181,52,0.2663885355,0.1806076318,1
181,68,0.2225169986,-0.009573437274,1
181,84,0.5245360732,0.2297069728,1
181,100,0.8061196208,0.06257720292,1
181,116,0.3575185239,-0.1657789052,1
181,132,NaN,NaN,2
181,148,1.469210625,5.991298199,1
181,164,7.036643028,2.056096077,1
181,180,-3.913640499,2.65271163,1
181,196,-2.346916199,7.760028839,1
181,212,8.84778595,9.098115921,1
181,228,12.99810982,2.650107384,1
181,244,15.20968628,7.378308773,1
181,260,13.93933487,10.13318634,1
181,276,NaN,NaN,2
181,292,15.74181938,7.844313622,1
181,308,14.71667957,7.90139389,1
181,324,NaN,NaN,2
181,340,14.17163563,7.180844307,1
181,356,14.49540615,7.403522491,1
181,372,9.88933754,5.030889988,1
181,388,8.833143234,2.335517883,1
181,404,14.80220318,7.733176708,1
181,420,NaN,NaN,2
181,436,6.281589031,-6.124190807,1
181,452,5.634545803,-5.567084789,1
181,468,5.888558388,-5.857798576,1
181,484,NaN,NaN,2
181,500,NaN,NaN,2
181,516,-4.67919302,-8.048176765,1
181,532,-5.710150719,-4.746072769,1
181,548,-4.464785099,-5.746797562,1
181,564,-2.042895079,-4.578328133,1
181,580,1.132933378,-4.448429585,1
181,596,2.578315258,-4.869003773,1
181,612,0.744920969,-5.831634045,1
181,628,-1.633960009,-6.840949059,1
181,644,NaN,NaN,2
181,660,-6.725675583,-8.313655853,1
181,676,-7.863318443,-7.882099628,1
181,692,NaN,NaN,2
181,708,0.7234524488,-4.001038551,1
181,724,NaN,NaN,2
181,740,NaN,NaN,2
